SRC_IP,MF_FLAG,DF_FLAG,PACKET_NO,KNOWN_HOST_DEVICE,PACKET_SIZE,TIMESTAMP,TTL,DST_IP,IP_FRAG_OFF 
172.16.16.128,0,1,1605,Linux,20,1258920206.598916000,128,209.85.225.149,0
205.203.140.65,0,0,1606,Linux,20,1258920206.599723000,242,172.16.16.128,0
205.203.140.65,0,0,1607,Linux,20,1258920206.599728000,242,172.16.16.128,0
205.203.140.65,0,0,1608,Linux,20,1258920206.599731000,242,172.16.16.128,0
172.16.16.128,0,1,1609,Linux,20,1258920206.599807000,128,205.203.140.65,0
172.16.16.128,0,1,1610,Linux,20,1258920206.601173000,128,64.208.21.43,0
205.203.140.65,0,0,1611,Linux,20,1258920206.601264000,242,172.16.16.128,0
172.16.16.128,0,1,1612,Linux,20,1258920206.601598000,128,64.208.21.43,0
205.203.140.65,0,0,1613,Linux,20,1258920206.603005000,242,172.16.16.128,0
172.16.16.128,0,1,1614,Linux,20,1258920206.603052000,128,205.203.140.65,0
205.203.140.65,0,0,1615,Linux,20,1258920206.603715000,242,172.16.16.128,0
205.203.140.65,0,0,1616,Linux,20,1258920206.604931000,242,172.16.16.128,0
172.16.16.128,0,1,1617,Linux,20,1258920206.604976000,128,205.203.140.65,0
205.203.140.65,0,0,1618,Linux,20,1258920206.608477000,242,172.16.16.128,0
205.203.140.65,0,0,1619,Linux,20,1258920206.611772000,242,172.16.16.128,0
172.16.16.128,0,1,1620,Linux,20,1258920206.611824000,128,205.203.140.65,0
64.208.21.43,0,0,1621,Linux,20,1258920206.634720000,57,172.16.16.128,0
64.208.21.43,0,0,1622,Linux,20,1258920206.639817000,57,172.16.16.128,0
66.235.143.54,0,0,1623,Linux,20,1258920206.641241000,245,172.16.16.128,0
172.16.16.128,0,1,1624,Linux,20,1258920206.641301000,128,66.235.143.54,0
172.16.16.128,0,1,1625,Linux,20,1258920206.641604000,128,66.235.143.54,0
172.16.16.128,0,1,1626,Linux,20,1258920206.641611000,128,66.235.143.54,0
172.16.16.128,0,1,1627,Linux,20,1258920206.669468000,128,209.85.225.149,0
209.85.225.149,0,0,1628,Linux,20,1258920206.670819000,51,172.16.16.128,0
172.16.16.128,0,1,1629,Linux,20,1258920206.689959000,128,205.203.140.65,0
172.16.16.128,0,1,1630,Linux,20,1258920206.689974000,128,205.203.140.65,0
172.16.16.128,0,1,1631,Linux,20,1258920206.689979000,128,205.203.140.65,0
172.16.16.128,0,1,1632,Linux,20,1258920206.690121000,128,205.203.140.65,0
172.16.16.128,0,1,1633,Linux,20,1258920206.690129000,128,205.203.140.65,0
172.16.16.128,0,1,1634,Linux,20,1258920206.690133000,128,205.203.140.65,0
66.235.143.54,0,0,1635,Linux,20,1258920206.713747000,245,172.16.16.128,0
66.235.143.54,0,0,1636,Linux,20,1258920206.713754000,245,172.16.16.128,0
209.85.225.149,0,0,1637,Linux,20,1258920206.713757000,51,172.16.16.128,0
172.16.16.128,0,1,1638,Linux,20,1258920206.713880000,128,209.85.225.149,0
172.16.16.128,0,1,1639,Linux,20,1258920206.715232000,128,209.85.225.149,0
172.16.16.128,0,1,1640,Linux,20,1258920206.738146000,128,209.85.225.149,0
172.16.16.128,0,1,1641,Linux,20,1258920206.742908000,128,209.85.225.149,0
172.16.16.128,0,1,1642,Linux,20,1258920206.746337000,128,209.85.225.149,0
172.16.16.128,0,1,1643,Linux,20,1258920206.755760000,128,64.208.21.43,0
172.16.16.128,0,1,1644,Linux,20,1258920206.761666000,128,209.85.225.149,0
205.203.140.65,0,0,1645,Linux,20,1258920206.776037000,242,172.16.16.128,0
205.203.140.65,0,0,1646,Linux,20,1258920206.776044000,51,172.16.16.128,0
205.203.140.65,0,0,1647,Linux,20,1258920206.776046000,242,172.16.16.128,0
205.203.140.65,0,0,1648,Linux,20,1258920206.776049000,242,172.16.16.128,0
205.203.140.65,0,0,1649,Linux,20,1258920206.776051000,242,172.16.16.128,0
209.85.225.149,0,0,1650,Linux,20,1258920206.776054000,51,172.16.16.128,0
205.203.140.65,0,0,1651,Linux,20,1258920206.776056000,242,172.16.16.128,0
205.203.140.65,0,0,1652,Linux,20,1258920206.776058000,51,172.16.16.128,0
209.85.225.149,0,0,1653,Linux,20,1258920206.776059000,51,172.16.16.128,0
172.16.16.128,0,1,1654,Linux,20,1258920206.776230000,128,209.85.225.149,0
172.16.16.128,0,1,1655,Linux,20,1258920206.776780000,128,209.85.225.149,0
205.203.140.65,0,0,1656,Linux,20,1258920206.781607000,242,172.16.16.128,0
205.203.140.65,0,0,1657,Linux,20,1258920206.781613000,242,172.16.16.128,0
172.16.16.128,0,1,1658,Linux,20,1258920206.786335000,128,205.203.140.65,0
172.16.16.128,0,1,1659,Linux,20,1258920206.786349000,128,205.203.140.65,0
172.16.16.128,0,1,1660,Linux,20,1258920206.786354000,128,205.203.140.65,0
172.16.16.128,0,1,1661,Linux,20,1258920206.790693000,128,205.203.140.65,0
172.16.16.128,0,1,1662,Linux,20,1258920206.793129000,128,205.203.140.65,0
205.203.140.65,0,0,1663,Linux,20,1258920206.793703000,242,172.16.16.128,0
205.203.140.65,0,0,1664,Linux,20,1258920206.793708000,242,172.16.16.128,0
205.203.140.65,0,0,1665,Linux,20,1258920206.793710000,242,172.16.16.128,0
205.203.140.65,0,0,1666,Linux,20,1258920206.793714000,242,172.16.16.128,0
205.203.140.65,0,0,1667,Linux,20,1258920206.793715000,242,172.16.16.128,0
205.203.140.65,0,0,1668,Linux,20,1258920206.793718000,242,172.16.16.128,0
205.203.140.65,0,0,1669,Linux,20,1258920206.793720000,242,172.16.16.128,0
205.203.140.65,0,0,1670,Linux,20,1258920206.793722000,242,172.16.16.128,0
205.203.140.65,0,0,1671,Linux,20,1258920206.793724000,242,172.16.16.128,0
205.203.140.65,0,0,1672,Linux,20,1258920206.793728000,242,172.16.16.128,0
172.16.16.128,0,1,1673,Linux,20,1258920206.793908000,128,205.203.140.65,0
209.85.225.149,0,0,1674,Linux,20,1258920206.794333000,51,172.16.16.128,0
172.16.16.128,0,1,1675,Linux,20,1258920206.794377000,128,209.85.225.149,0
172.16.16.128,0,1,1676,Linux,20,1258920206.796350000,128,209.85.225.149,0
209.85.225.149,0,0,1677,Linux,20,1258920206.810851000,51,172.16.16.128,0
209.85.225.149,0,0,1678,Linux,20,1258920206.810858000,51,172.16.16.128,0
209.85.225.149,0,0,1679,Linux,20,1258920206.810862000,51,172.16.16.128,0
172.16.16.128,0,1,1680,Linux,20,1258920206.811011000,128,209.85.225.149,0
172.16.16.128,0,1,1681,Linux,20,1258920206.811589000,128,209.85.225.149,0
172.16.16.128,0,1,1682,Linux,20,1258920206.814698000,128,209.85.225.149,0
172.16.16.128,0,1,1683,Linux,20,1258920206.814807000,128,209.85.225.149,0
172.16.16.128,0,1,1684,Linux,20,1258920206.829659000,128,74.125.95.149,0
209.85.225.149,0,0,1685,Linux,20,1258920206.833202000,51,172.16.16.128,0
64.208.21.43,0,1,1686,Linux,20,1258920206.833208000,56,172.16.16.128,0
172.16.16.128,0,1,1687,Linux,20,1258920206.833265000,128,64.208.21.43,0
172.16.16.128,0,1,1688,Linux,20,1258920206.839812000,128,64.208.21.43,0
172.16.16.128,0,1,1689,Linux,20,1258920206.839916000,128,64.208.21.43,0
172.16.16.128,0,1,1690,Linux,20,1258920206.839952000,128,64.208.21.43,0
205.203.140.65,0,0,1691,Linux,20,1258920206.853050000,242,172.16.16.128,0
205.203.140.65,0,0,1692,Linux,20,1258920206.853058000,242,172.16.16.128,0
205.203.140.65,0,1,1693,Linux,20,1258920206.853060000,241,172.16.16.128,0
205.203.140.65,0,1,1694,Linux,20,1258920206.853063000,241,172.16.16.128,0
205.203.140.65,0,1,1695,Linux,20,1258920206.853066000,241,172.16.16.128,0
205.203.140.65,0,1,1696,Linux,20,1258920206.853070000,241,172.16.16.128,0
209.85.225.149,0,0,1697,Linux,20,1258920206.853073000,51,172.16.16.128,0
205.203.140.65,0,0,1698,Linux,20,1258920206.853075000,242,172.16.16.128,0
205.203.140.65,0,0,1699,Linux,20,1258920206.853076000,242,172.16.16.128,0
205.203.140.65,0,0,1700,Linux,20,1258920206.853078000,242,172.16.16.128,0
172.16.16.128,0,1,1701,Linux,20,1258920206.853273000,128,205.203.140.65,0
172.16.16.128,0,1,1702,Linux,20,1258920206.853338000,128,205.203.140.65,0
172.16.16.128,0,1,1703,Linux,20,1258920206.853897000,128,205.203.140.65,0
172.16.16.128,0,1,1704,Linux,20,1258920206.853904000,128,205.203.140.65,0
172.16.16.128,0,1,1705,Linux,20,1258920206.854016000,128,205.203.140.65,0
172.16.16.128,0,1,1706,Linux,20,1258920206.854023000,128,205.203.140.65,0
172.16.16.128,0,1,1707,Linux,20,1258920206.855773000,128,64.208.21.43,0
205.203.140.65,0,0,1708,Linux,20,1258920206.865826000,51,172.16.16.128,0
209.85.225.149,0,0,1709,Linux,20,1258920206.865833000,51,172.16.16.128,0
205.203.140.65,0,0,1710,Linux,20,1258920206.865835000,242,172.16.16.128,0
205.203.140.65,0,0,1711,Linux,20,1258920206.865838000,242,172.16.16.128,0
205.203.140.65,0,0,1712,Linux,20,1258920206.865840000,242,172.16.16.128,0
209.85.225.149,0,0,1713,Linux,20,1258920206.865843000,51,172.16.16.128,0
172.16.16.128,0,1,1714,Linux,20,1258920206.869236000,128,209.85.225.149,0
74.125.95.149,0,0,1715,Linux,20,1258920206.871556000,51,172.16.16.128,0
172.16.16.128,0,1,1716,Linux,20,1258920206.871629000,128,74.125.95.149,0
172.16.16.128,0,1,1717,Linux,20,1258920206.871875000,128,74.125.95.149,0
172.16.16.128,0,0,1719,Linux,20,1258920206.874107000,1,224.0.0.252,0
209.85.225.149,0,0,1720,Linux,20,1258920206.880726000,51,172.16.16.128,0
172.16.16.128,0,1,1721,Linux,20,1258920206.885513000,128,209.85.225.149,0
209.85.225.149,0,0,1722,Linux,20,1258920206.886133000,51,172.16.16.128,0
172.16.16.128,0,1,1723,Linux,20,1258920206.897025000,128,64.208.21.43,0
209.85.225.149,0,0,1724,Linux,20,1258920206.900782000,51,172.16.16.128,0
209.85.225.149,0,0,1725,Linux,20,1258920206.910778000,51,172.16.16.128,0
205.203.140.65,0,0,1726,Linux,20,1258920206.918780000,242,172.16.16.128,0
172.16.16.128,0,1,1727,Linux,20,1258920206.918842000,128,205.203.140.65,0
205.203.140.65,0,0,1728,Linux,20,1258920206.936655000,242,172.16.16.128,0
172.16.16.128,0,1,1729,Linux,20,1258920206.936723000,128,205.203.140.65,0
74.125.95.149,0,0,1730,Linux,20,1258920206.941132000,51,172.16.16.128,0
74.125.95.149,0,0,1731,Linux,20,1258920206.947692000,51,172.16.16.128,0
64.208.21.43,0,0,1732,Linux,20,1258920206.947696000,57,172.16.16.128,0
172.16.16.128,0,1,1733,Linux,20,1258920206.955800000,128,66.235.143.54,0
205.203.140.65,0,0,1734,Linux,20,1258920206.964806000,51,172.16.16.128,0
205.203.140.65,0,0,1735,Linux,20,1258920206.973391000,242,172.16.16.128,0
205.203.140.65,0,0,1736,Linux,20,1258920206.973398000,242,172.16.16.128,0
172.16.16.128,0,0,1738,Linux,20,1258920206.974415000,1,224.0.0.252,0
205.203.140.65,0,0,1739,Linux,20,1258920206.977579000,242,172.16.16.128,0
205.203.140.65,0,0,1740,Linux,20,1258920206.977585000,242,172.16.16.128,0
205.203.140.65,0,0,1741,Linux,20,1258920206.977586000,242,172.16.16.128,0
209.85.225.149,0,0,1742,Linux,20,1258920206.977589000,51,172.16.16.128,0
172.16.16.128,0,1,1743,Linux,20,1258920206.977708000,128,205.203.140.65,0
209.85.225.149,0,0,1744,Linux,20,1258920206.982275000,51,172.16.16.128,0
205.203.140.65,0,0,1745,Linux,20,1258920206.982280000,51,172.16.16.128,0
205.203.140.65,0,0,1746,Linux,20,1258920206.986209000,242,172.16.16.128,0
205.203.140.65,0,0,1747,Linux,20,1258920206.986441000,242,172.16.16.128,0
172.16.16.128,0,1,1748,Linux,20,1258920206.986482000,128,205.203.140.65,0
205.203.140.65,0,0,1749,Linux,20,1258920206.986653000,242,172.16.16.128,0
172.16.16.128,0,1,1750,Linux,20,1258920206.999343000,128,74.125.95.149,0
172.16.16.128,0,1,1751,Linux,20,1258920207.000077000,128,74.125.95.149,0
172.16.16.128,0,1,1752,Linux,20,1258920207.001265000,128,209.234.225.242,0
172.16.16.128,0,1,1753,Linux,20,1258920207.011235000,128,74.125.95.149,0
172.16.16.128,0,1,1754,Linux,20,1258920207.014109000,128,74.125.95.149,0
172.16.16.128,0,1,1755,Linux,20,1258920207.017506000,128,209.85.225.149,0
172.16.16.128,0,1,1756,Linux,20,1258920207.018656000,128,209.85.225.149,0
172.16.16.128,0,1,1757,Linux,20,1258920207.031506000,128,216.178.33.35,0
172.16.16.128,0,1,1758,Linux,20,1258920207.039814000,128,205.203.140.65,0
172.16.16.128,0,1,1759,Linux,20,1258920207.041094000,128,205.203.140.65,0
172.16.16.128,0,1,1760,Linux,20,1258920207.041103000,128,205.203.140.65,0
172.16.16.128,0,1,1761,Linux,20,1258920207.041107000,128,205.203.140.65,0
74.125.95.149,0,0,1762,Linux,20,1258920207.041550000,51,172.16.16.128,0
74.125.95.149,0,0,1763,Linux,20,1258920207.041554000,51,172.16.16.128,0
172.16.16.128,0,1,1764,Linux,20,1258920207.041632000,128,74.125.95.149,0
74.125.95.149,0,0,1765,Linux,20,1258920207.044193000,51,172.16.16.128,0
172.16.16.128,0,1,1766,Linux,20,1258920207.044252000,128,74.125.95.149,0
172.16.16.128,0,1,1767,Linux,20,1258920207.046763000,128,74.125.95.149,0
172.16.16.128,0,1,1768,Linux,20,1258920207.046875000,128,74.125.95.149,0
172.16.16.128,0,1,1769,Linux,20,1258920207.047392000,128,74.125.95.149,0
74.125.95.149,0,0,1770,Linux,20,1258920207.053404000,51,172.16.16.128,0
209.234.225.242,0,0,1771,Linux,20,1258920207.053409000,56,172.16.16.128,0
172.16.16.128,0,1,1772,Linux,20,1258920207.053502000,128,74.125.95.149,0
172.16.16.128,0,1,1773,Linux,20,1258920207.053555000,128,209.234.225.242,0
172.16.16.128,0,1,1774,Linux,20,1258920207.053931000,128,74.125.95.149,0
172.16.16.128,0,1,1775,Linux,20,1258920207.054028000,128,209.234.225.242,0
74.125.95.149,0,0,1776,Linux,20,1258920207.087211000,51,172.16.16.128,0
209.85.225.149,0,0,1777,Linux,20,1258920207.091536000,51,172.16.16.128,0
209.85.225.149,0,0,1778,Linux,20,1258920207.093446000,51,172.16.16.128,0
172.16.16.128,0,1,1779,Linux,20,1258920207.093511000,128,209.85.225.149,0
209.85.225.149,0,0,1780,Linux,20,1258920207.094643000,51,172.16.16.128,0
209.85.225.149,0,0,1781,Linux,20,1258920207.094648000,51,172.16.16.128,0
74.125.95.149,0,0,1782,Linux,20,1258920207.094985000,51,172.16.16.128,0
74.125.95.149,0,0,1783,Linux,20,1258920207.097468000,51,172.16.16.128,0
172.16.16.128,0,1,1784,Linux,20,1258920207.097533000,128,74.125.95.149,0
74.125.95.149,0,0,1785,Linux,20,1258920207.098738000,51,172.16.16.128,0
74.125.95.149,0,0,1786,Linux,20,1258920207.102671000,51,172.16.16.128,0
209.85.225.149,0,0,1787,Linux,20,1258920207.102677000,51,172.16.16.128,0
209.85.225.149,0,0,1788,Linux,20,1258920207.102681000,51,172.16.16.128,0
205.203.140.65,0,0,1789,Linux,20,1258920207.102683000,242,172.16.16.128,0
74.125.95.149,0,0,1790,Linux,20,1258920207.102685000,51,172.16.16.128,0
74.125.95.149,0,0,1791,Linux,20,1258920207.102687000,51,172.16.16.128,0
172.16.16.128,0,1,1792,Linux,20,1258920207.102821000,128,74.125.95.149,0
172.16.16.128,0,1,1793,Linux,20,1258920207.104819000,128,74.125.95.149,0
205.203.140.65,0,0,1794,Linux,20,1258920207.105565000,51,172.16.16.128,0
74.125.95.149,0,0,1795,Linux,20,1258920207.105569000,51,172.16.16.128,0
205.203.140.65,0,0,1796,Linux,20,1258920207.105571000,242,172.16.16.128,0
205.203.140.65,0,0,1797,Linux,20,1258920207.105573000,242,172.16.16.128,0
205.203.140.65,0,0,1798,Linux,20,1258920207.108562000,242,172.16.16.128,0
205.203.140.65,0,0,1799,Linux,20,1258920207.108568000,242,172.16.16.128,0
172.16.16.128,0,1,1800,Linux,20,1258920207.108634000,128,205.203.140.65,0
205.203.140.65,0,0,1801,Linux,20,1258920207.110660000,242,172.16.16.128,0
74.125.95.149,0,0,1802,Linux,20,1258920207.110665000,51,172.16.16.128,0
74.125.95.149,0,0,1803,Linux,20,1258920207.110667000,51,172.16.16.128,0
172.16.16.128,0,1,1804,Linux,20,1258920207.120574000,128,74.125.95.149,0
216.178.33.35,0,0,1805,Linux,20,1258920207.123005000,245,172.16.16.128,0
209.85.225.149,0,0,1806,Linux,20,1258920207.123008000,51,172.16.16.128,0
172.16.16.128,0,1,1807,Linux,20,1258920207.123087000,128,216.178.33.35,0
172.16.16.128,0,1,1808,Linux,20,1258920207.123140000,128,209.85.225.149,0
172.16.16.128,0,1,1809,Linux,20,1258920207.123659000,128,216.178.33.35,0
209.234.225.242,0,0,1810,Linux,20,1258920207.124309000,56,172.16.16.128,0
172.16.16.128,0,1,1811,Linux,20,1258920207.128190000,128,74.125.95.149,0
172.16.16.128,0,1,1812,Linux,20,1258920207.128327000,128,209.85.225.149,0
209.234.225.242,0,0,1813,Linux,20,1258920207.131769000,56,172.16.16.128,0
172.16.16.128,0,1,1814,Linux,20,1258920207.139812000,128,205.203.140.65,0
209.85.225.149,0,0,1815,Linux,20,1258920207.144875000,51,172.16.16.128,0
209.85.225.149,0,0,1816,Linux,20,1258920207.145330000,51,172.16.16.128,0
172.16.16.128,0,1,1817,Linux,20,1258920207.145373000,128,209.85.225.149,0
172.16.16.128,0,1,1818,Linux,20,1258920207.155820000,128,205.203.140.65,0
172.16.16.128,0,0,1819,Linux,20,1258920207.199973000,128,4.2.2.1,0
172.16.16.128,0,1,1820,Linux,20,1258920207.239857000,128,64.208.21.43,0
172.16.16.128,0,1,1821,Linux,20,1258920207.239966000,128,209.85.225.149,0
172.16.16.128,0,1,1822,Linux,20,1258920207.240002000,128,209.85.225.149,0
172.16.16.128,0,1,1823,Linux,20,1258920207.255850000,128,205.203.140.65,0
172.16.16.128,0,0,1824,Linux,20,1258920207.256750000,128,172.16.16.255,0
74.125.95.149,0,0,1825,Linux,20,1258920207.259902000,51,172.16.16.128,0
74.125.95.149,0,0,1826,Linux,20,1258920207.259910000,51,172.16.16.128,0
74.125.95.149,0,0,1827,Linux,20,1258920207.259918000,51,172.16.16.128,0
74.125.95.149,0,0,1828,Linux,20,1258920207.259928000,51,172.16.16.128,0
74.125.95.149,0,0,1829,Linux,20,1258920207.259930000,51,172.16.16.128,0
74.125.95.149,0,0,1830,Linux,20,1258920207.259946000,51,172.16.16.128,0
209.85.225.149,0,0,1831,Linux,20,1258920207.259954000,51,172.16.16.128,0
74.125.95.149,0,0,1832,Linux,20,1258920207.259957000,51,172.16.16.128,0
74.125.95.149,0,0,1833,Linux,20,1258920207.259966000,51,172.16.16.128,0
74.125.95.149,0,0,1834,Linux,20,1258920207.259974000,51,172.16.16.128,0
172.16.16.128,0,1,1835,Linux,20,1258920207.260095000,128,209.85.225.149,0
74.125.95.149,0,0,1836,Linux,20,1258920207.260683000,51,172.16.16.128,0
74.125.95.149,0,0,1837,Linux,20,1258920207.260687000,51,172.16.16.128,0
74.125.95.149,0,0,1838,Linux,20,1258920207.260689000,51,172.16.16.128,0
74.125.95.149,0,0,1839,Linux,20,1258920207.260692000,51,172.16.16.128,0
209.85.225.149,0,0,1840,Linux,20,1258920207.260695000,51,172.16.16.128,0
216.178.33.35,0,0,1841,Linux,20,1258920207.260697000,52,172.16.16.128,0
216.178.33.35,0,0,1842,Linux,20,1258920207.260699000,52,172.16.16.128,0
209.85.225.149,0,0,1843,Linux,20,1258920207.260701000,51,172.16.16.128,0
4.2.2.1,0,0,1844,Linux,20,1258920207.260704000,56,172.16.16.128,0
209.85.225.149,0,0,1845,Linux,20,1258920207.260706000,51,172.16.16.128,0
172.16.16.128,0,1,1846,Linux,20,1258920207.260794000,128,209.85.225.149,0
172.16.16.128,0,1,1847,Linux,20,1258920207.260875000,128,209.85.225.149,0
172.16.16.128,0,1,1848,Linux,20,1258920207.260923000,128,74.125.95.149,0
172.16.16.128,0,1,1849,Linux,20,1258920207.261340000,128,64.208.21.17,0
172.16.16.128,0,1,1850,Linux,20,1258920207.277369000,128,74.125.95.149,0
172.16.16.128,0,1,1851,Linux,20,1258920207.297617000,128,12.120.63.24,0
64.208.21.17,0,0,1852,Linux,20,1258920207.317589000,57,172.16.16.128,0
74.125.95.149,0,0,1853,Linux,20,1258920207.317596000,51,172.16.16.128,0
74.125.95.149,0,0,1854,Linux,20,1258920207.317599000,51,172.16.16.128,0
74.125.95.149,0,0,1855,Linux,20,1258920207.317602000,51,172.16.16.128,0
74.125.95.149,0,0,1856,Linux,20,1258920207.317605000,51,172.16.16.128,0
74.125.95.149,0,0,1857,Linux,20,1258920207.317608000,51,172.16.16.128,0
74.125.95.149,0,0,1858,Linux,20,1258920207.317610000,51,172.16.16.128,0
74.125.95.149,0,0,1859,Linux,20,1258920207.317612000,51,172.16.16.128,0
74.125.95.149,0,0,1860,Linux,20,1258920207.317615000,51,172.16.16.128,0
172.16.16.128,0,1,1861,Linux,20,1258920207.317787000,128,64.208.21.17,0
172.16.16.128,0,1,1862,Linux,20,1258920207.333941000,128,64.208.21.17,0
172.16.16.128,0,1,1863,Linux,20,1258920207.339861000,128,209.85.225.149,0
172.16.16.128,0,1,1864,Linux,20,1258920207.355867000,128,205.203.140.65,0
172.16.16.128,0,1,1865,Linux,20,1258920207.355960000,128,209.234.225.242,0
12.120.63.24,0,0,1866,Linux,20,1258920207.376997000,54,172.16.16.128,0
64.208.21.17,0,0,1867,Linux,20,1258920207.377005000,57,172.16.16.128,0
172.16.16.128,0,1,1868,Linux,20,1258920207.377143000,128,12.120.63.24,0
172.16.16.128,0,1,1869,Linux,20,1258920207.381925000,128,12.120.63.24,0
74.125.95.149,0,0,1870,Linux,20,1258920207.420852000,51,172.16.16.128,0
74.125.95.149,0,0,1871,Linux,20,1258920207.420860000,51,172.16.16.128,0
172.16.16.128,0,1,1872,Linux,20,1258920207.420926000,128,74.125.95.149,0
172.16.16.128,0,1,1873,Linux,20,1258920207.421014000,128,74.125.95.149,0
172.16.16.128,0,1,1874,Linux,20,1258920207.421431000,128,64.208.21.43,0
172.16.16.128,0,1,1875,Linux,20,1258920207.423191000,128,64.208.21.43,0
172.16.16.128,0,1,1876,Linux,20,1258920207.424913000,128,64.208.21.43,0
172.16.16.128,0,1,1877,Linux,20,1258920207.424997000,128,64.208.21.43,0
12.120.63.24,0,0,1878,Linux,20,1258920207.428745000,54,172.16.16.128,0
172.16.16.128,0,1,1879,Linux,20,1258920207.436329000,128,74.125.95.149,0
172.16.16.128,0,1,1880,Linux,20,1258920207.448979000,128,74.125.95.149,0
12.120.63.24,0,0,1881,Linux,20,1258920207.449197000,54,172.16.16.128,0
12.120.63.24,0,0,1882,Linux,20,1258920207.449201000,54,172.16.16.128,0
64.208.21.43,0,0,1883,Linux,20,1258920207.449204000,57,172.16.16.128,0
172.16.16.128,0,1,1884,Linux,20,1258920207.451471000,128,74.125.95.149,0
64.208.21.43,0,1,1885,Linux,20,1258920207.454006000,56,172.16.16.128,0
64.208.21.43,0,1,1886,Linux,20,1258920207.454011000,56,172.16.16.128,0
172.16.16.128,0,1,1887,Linux,20,1258920207.455845000,128,209.85.225.149,0
74.125.95.149,0,0,1888,Linux,20,1258920207.458774000,51,172.16.16.128,0
64.208.21.43,0,0,1889,Linux,20,1258920207.460733000,57,172.16.16.128,0
172.16.16.128,0,1,1890,Linux,20,1258920207.461001000,128,74.125.95.149,0
172.16.16.128,0,0,1891,Linux,20,1258920207.475422000,128,192.168.0.253,0
74.125.95.149,0,0,1892,Linux,20,1258920207.475548000,51,172.16.16.128,0
64.208.21.17,0,0,1893,Linux,20,1258920207.487447000,57,172.16.16.128,0
64.208.21.17,0,0,1894,Linux,20,1258920207.487454000,57,172.16.16.128,0
64.208.21.17,0,0,1895,Linux,20,1258920207.487456000,57,172.16.16.128,0
172.16.16.128,0,1,1896,Linux,20,1258920207.493491000,128,64.208.21.17,0
172.16.16.128,0,1,1897,Linux,20,1258920207.493900000,128,64.208.21.17,0
74.125.95.149,0,0,1898,Linux,20,1258920207.494078000,51,172.16.16.128,0
74.125.95.149,0,0,1899,Linux,20,1258920207.494082000,51,172.16.16.128,0
74.125.95.149,0,0,1900,Linux,20,1258920207.494085000,51,172.16.16.128,0
74.125.95.149,0,0,1901,Linux,20,1258920207.495065000,51,172.16.16.128,0
74.125.95.149,0,0,1902,Linux,20,1258920207.495069000,51,172.16.16.128,0
74.125.95.149,0,0,1903,Linux,20,1258920207.495072000,51,172.16.16.128,0
172.16.16.128,0,1,1904,Linux,20,1258920207.495141000,128,74.125.95.149,0
74.125.95.149,0,0,1905,Linux,20,1258920207.496111000,51,172.16.16.128,0
74.125.95.149,0,0,1906,Linux,20,1258920207.497089000,51,172.16.16.128,0
172.16.16.128,0,1,1907,Linux,20,1258920207.497140000,128,74.125.95.149,0
74.125.95.149,0,0,1908,Linux,20,1258920207.498554000,51,172.16.16.128,0
74.125.95.149,0,0,1909,Linux,20,1258920207.503456000,51,172.16.16.128,0
74.125.95.149,0,0,1910,Linux,20,1258920207.503462000,51,172.16.16.128,0
74.125.95.149,0,0,1911,Linux,20,1258920207.503470000,51,172.16.16.128,0
74.125.95.149,0,0,1912,Linux,20,1258920207.503474000,51,172.16.16.128,0
172.16.16.128,0,1,1913,Linux,20,1258920207.503608000,128,74.125.95.149,0
172.16.16.128,0,1,1914,Linux,20,1258920207.517411000,128,205.203.140.65,0
172.16.16.128,0,1,1915,Linux,20,1258920207.517427000,128,205.203.140.65,0
74.125.95.149,0,0,1916,Linux,20,1258920207.539611000,51,172.16.16.128,0
172.16.16.128,0,1,1917,Linux,20,1258920207.539869000,128,216.178.33.35,0
74.125.95.149,0,0,1918,Linux,20,1258920207.540269000,51,172.16.16.128,0
172.16.16.128,0,1,1919,Linux,20,1258920207.540313000,128,74.125.95.149,0
74.125.95.149,0,0,1920,Linux,20,1258920207.541158000,51,172.16.16.128,0
74.125.95.149,0,0,1921,Linux,20,1258920207.544708000,51,172.16.16.128,0
74.125.95.149,0,0,1922,Linux,20,1258920207.544712000,51,172.16.16.128,0
172.16.16.128,0,1,1923,Linux,20,1258920207.544771000,128,74.125.95.149,0
74.125.95.149,0,0,1924,Linux,20,1258920207.545525000,51,172.16.16.128,0
74.125.95.149,0,0,1925,Linux,20,1258920207.546137000,51,172.16.16.128,0
172.16.16.128,0,1,1926,Linux,20,1258920207.546176000,128,74.125.95.149,0
205.203.140.65,0,0,1927,Linux,20,1258920207.567348000,51,172.16.16.128,0
205.203.140.65,0,0,1928,Linux,20,1258920207.573149000,242,172.16.16.128,0
205.203.140.65,0,0,1929,Linux,20,1258920207.574399000,242,172.16.16.128,0
205.203.140.65,0,0,1930,Linux,20,1258920207.574404000,242,172.16.16.128,0
172.16.16.128,0,1,1931,Linux,20,1258920207.574464000,128,205.203.140.65,0
205.203.140.65,0,0,1932,Linux,20,1258920207.575788000,242,172.16.16.128,0
74.125.95.149,0,0,1933,Linux,20,1258920207.582527000,51,172.16.16.128,0
74.125.95.149,0,0,1934,Linux,20,1258920207.583348000,51,172.16.16.128,0
172.16.16.128,0,1,1935,Linux,20,1258920207.583398000,128,74.125.95.149,0
74.125.95.149,0,0,1936,Linux,20,1258920207.586064000,51,172.16.16.128,0
74.125.95.149,0,0,1937,Linux,20,1258920207.586068000,51,172.16.16.128,0
