TCP_WINDOW_SIZE,TCP_OPTIONS,DST_IP,TIMESTAMP,DST_PORT,TCP_HDR_LEN,TCP_FLAGS,TCP_ACK,MF_FLAG,TTL,PROTOCOL,TCP_SEQ,PACKET_NO,TCP_URP,DF_FLAG,PACKET_SIZE,SRC_PORT,KNOWN_HOST_DEVICE,IP_FRAG_OFF,SRC_IP
4218,N/A,199.93.63.126,1258920202.076780000,80,20,·······AP···,1,0,128,tcp,2823810976,173,0,1,20,2925,Linux,0,172.16.16.128
4013,N/A,204.160.104.126,1258920202.077106000,80,20,·······AP···,821,0,128,tcp,3771956330,174,0,1,20,2924,Linux,0,172.16.16.128
5840,02:04:05:7e:01:01:04:02:01:03:03:07,172.16.16.128,1258920202.093802000,2926,32,·······A··S·,1,0,51,tcp,1124778673,175,0,0,20,80,Linux,0,157.166.226.25
4218,N/A,157.166.226.25,1258920202.093889000,80,20,·······A····,1,0,128,tcp,1954708229,176,0,1,20,2926,Linux,0,172.16.16.128
4218,N/A,157.166.226.25,1258920202.094255000,80,20,·······AP···,1,0,128,tcp,1954708229,177,0,1,20,2926,Linux,0,172.16.16.128
5840,02:04:05:7e:01:01:04:02:01:03:03:02,172.16.16.128,1258920202.096628000,2927,32,·······A··S·,1,0,46,tcp,568705329,178,0,0,20,80,Linux,0,157.166.255.38
4218,N/A,157.166.255.38,1258920202.096679000,80,20,·······A····,1,0,128,tcp,3126777543,179,0,1,20,2927,Linux,0,172.16.16.128
4218,N/A,157.166.255.38,1258920202.096883000,80,20,·······AP···,1,0,128,tcp,3126777543,180,0,1,20,2927,Linux,0,172.16.16.128
88,N/A,172.16.16.128,1258920202.120986000,2919,20,·······AP···,2478,0,56,tcp,2470616742,181,0,0,20,80,Linux,0,204.160.104.126
3961,N/A,204.160.104.126,1258920202.121590000,80,20,·······AP···,1026,0,128,tcp,963229503,182,0,1,20,2919,Linux,0,172.16.16.128
88,N/A,172.16.16.128,1258920202.121664000,2921,20,·······AP···,2454,0,56,tcp,4016006346,183,0,0,20,80,Linux,0,204.160.104.126
3961,N/A,204.160.104.126,1258920202.122105000,80,20,·······AP···,1026,0,128,tcp,2237905092,184,0,1,20,2921,Linux,0,172.16.16.128
88,N/A,172.16.16.128,1258920202.134796000,2922,20,·······AP···,2436,0,56,tcp,2669617516,185,0,0,20,80,Linux,0,204.160.104.126
88,N/A,172.16.16.128,1258920202.134801000,2923,20,·······AP···,2466,0,56,tcp,2664944335,186,0,0,20,80,Linux,0,204.160.104.126
73,N/A,172.16.16.128,1258920202.134803000,2918,20,·······AP···,1745,0,51,tcp,1516176532,187,0,0,20,80,Linux,0,157.166.226.25
54,N/A,172.16.16.128,1258920202.134807000,2925,20,·······A····,527,0,56,tcp,4095529551,188,0,0,20,80,Linux,0,199.93.63.126
54,N/A,172.16.16.128,1258920202.134809000,2925,20,·······AP···,527,0,56,tcp,4095529551,189,0,0,20,80,Linux,0,199.93.63.126
88,N/A,172.16.16.128,1258920202.134811000,2920,20,·······AP···,2456,0,56,tcp,2660327051,190,0,0,20,80,Linux,0,204.160.104.126
88,N/A,172.16.16.128,1258920202.136177000,2924,20,·······AP···,2467,0,56,tcp,2556588297,191,0,0,20,80,Linux,0,204.160.104.126
3961,N/A,204.160.104.126,1258920202.137596000,80,20,·······AP···,1026,0,128,tcp,2050727967,192,0,1,20,2922,Linux,0,172.16.16.128
3961,N/A,204.160.104.126,1258920202.137691000,80,20,·······AP···,1026,0,128,tcp,1142130432,193,0,1,20,2923,Linux,0,172.16.16.128
3961,N/A,204.160.104.126,1258920202.137762000,80,20,·······AP···,1026,0,128,tcp,1321617646,194,0,1,20,2920,Linux,0,172.16.16.128
3961,N/A,204.160.104.126,1258920202.137831000,80,20,·······AP···,1026,0,128,tcp,3771956845,195,0,1,20,2924,Linux,0,172.16.16.128
8192,02:04:05:b4:01:03:03:02:01:01:04:02,157.166.255.38,1258920202.154273000,80,32,··········S·,0,0,128,tcp,1059131844,196,0,1,20,2928,Linux,0,172.16.16.128
59,N/A,172.16.16.128,1258920202.154415000,2926,20,·······A····,821,0,51,tcp,1124778674,197,0,0,20,80,Linux,0,157.166.226.25
59,N/A,172.16.16.128,1258920202.155733000,2926,20,·······AP···,821,0,51,tcp,1124778674,198,0,0,20,80,Linux,0,157.166.226.25
2081,N/A,172.16.16.128,1258920202.155744000,2927,20,·······A····,1242,0,46,tcp,568705330,199,0,0,20,80,Linux,0,157.166.255.38
4166,N/A,199.93.63.126,1258920202.159508000,80,20,·······AP···,206,0,128,tcp,2823811502,200,0,1,20,2925,Linux,0,172.16.16.128
8192,02:04:05:b4:01:03:03:02:01:01:04:02,199.93.63.126,1258920202.160056000,80,32,··········S·,0,0,128,tcp,3388210410,201,0,1,20,2929,Linux,0,172.16.16.128
2081,N/A,172.16.16.128,1258920202.163672000,2927,20,·······A····,1242,0,46,tcp,568705330,202,0,0,20,80,Linux,0,157.166.255.38
2081,N/A,172.16.16.128,1258920202.164194000,2927,20,·······A····,1242,0,46,tcp,568706736,203,0,0,20,80,Linux,0,157.166.255.38
4218,N/A,157.166.255.38,1258920202.164242000,80,20,·······A····,2813,0,128,tcp,3126778784,204,0,1,20,2927,Linux,0,172.16.16.128
96,N/A,172.16.16.128,1258920202.166792000,2919,20,·······AP···,2973,0,56,tcp,2470616947,205,0,0,20,80,Linux,0,204.160.104.126
3910,N/A,204.160.104.126,1258920202.167512000,80,20,·······AP···,1231,0,128,tcp,963229998,206,0,1,20,2919,Linux,0,172.16.16.128
96,N/A,172.16.16.128,1258920202.171274000,2921,20,·······AP···,2943,0,56,tcp,4016006551,207,0,0,20,80,Linux,0,204.160.104.126
3910,N/A,204.160.104.126,1258920202.171874000,80,20,·······AP···,1231,0,128,tcp,2237905581,208,0,1,20,2921,Linux,0,172.16.16.128
8192,02:04:05:b4:01:03:03:02:01:01:04:02,157.166.255.38,1258920202.175020000,80,32,··········S·,0,0,128,tcp,3997720320,209,0,1,20,2930,Linux,0,172.16.16.128
8192,02:04:05:b4:01:03:03:02:01:01:04:02,157.166.255.38,1258920202.175387000,80,32,··········S·,0,0,128,tcp,2191456115,210,0,1,20,2931,Linux,0,172.16.16.128
8192,02:04:05:b4:01:03:03:02:01:01:04:02,157.166.255.38,1258920202.178047000,80,32,··········S·,0,0,128,tcp,966725314,211,0,1,20,2932,Linux,0,172.16.16.128
96,N/A,172.16.16.128,1258920202.182980000,2922,20,·······AP···,2951,0,56,tcp,2669617721,212,0,0,20,80,Linux,0,204.160.104.126
3910,N/A,204.160.104.126,1258920202.183563000,80,20,·······AP···,1231,0,128,tcp,2050728482,213,0,1,20,2922,Linux,0,172.16.16.128
96,N/A,172.16.16.128,1258920202.187157000,2923,20,·······AP···,2981,0,56,tcp,2664944540,214,0,0,20,80,Linux,0,204.160.104.126
3910,N/A,204.160.104.126,1258920202.187528000,80,20,·······AP···,1231,0,128,tcp,1142130947,215,0,1,20,2923,Linux,0,172.16.16.128
96,N/A,172.16.16.128,1258920202.187752000,2920,20,·······AP···,2982,0,56,tcp,2660327256,216,0,0,20,80,Linux,0,204.160.104.126
3910,N/A,204.160.104.126,1258920202.188116000,80,20,·······AP···,1231,0,128,tcp,1321618172,217,0,1,20,2920,Linux,0,172.16.16.128
96,N/A,172.16.16.128,1258920202.193023000,2924,20,·······AP···,2962,0,56,tcp,2556588502,218,0,0,20,80,Linux,0,204.160.104.126
3910,N/A,204.160.104.126,1258920202.193770000,80,20,·······AP···,1231,0,128,tcp,3771957340,219,0,1,20,2924,Linux,0,172.16.16.128
63,N/A,172.16.16.128,1258920202.208186000,2925,20,·······AP···,1012,0,56,tcp,4095529756,220,0,0,20,80,Linux,0,199.93.63.126
5840,02:04:05:7e:01:01:04:02:01:03:03:02,172.16.16.128,1258920202.208192000,2928,32,·······A··S·,1,0,46,tcp,544500742,221,0,0,20,80,Linux,0,157.166.255.38
5840,02:04:05:7e:01:01:04:02:01:03:03:07,172.16.16.128,1258920202.208194000,2929,32,·······A··S·,1,0,56,tcp,1982314108,222,0,0,20,80,Linux,0,199.93.63.126
4218,N/A,157.166.255.38,1258920202.208328000,80,20,·······A····,1,0,128,tcp,1059131845,223,0,1,20,2928,Linux,0,172.16.16.128
4218,N/A,199.93.63.126,1258920202.208394000,80,20,·······A····,1,0,128,tcp,3388210411,224,0,1,20,2929,Linux,0,172.16.16.128
4218,N/A,157.166.255.38,1258920202.208907000,80,20,·······AP···,1,0,128,tcp,1059131845,225,0,1,20,2928,Linux,0,172.16.16.128
4218,N/A,199.93.63.126,1258920202.209003000,80,20,·······AP···,1,0,128,tcp,3388210411,226,0,1,20,2929,Linux,0,172.16.16.128
4115,N/A,199.93.63.126,1258920202.209670000,80,20,·······AP···,411,0,128,tcp,2823811987,227,0,1,20,2925,Linux,0,172.16.16.128
4167,N/A,157.166.226.25,1258920202.214255000,80,20,·······AP···,22216,0,128,tcp,2094806759,228,0,1,20,2918,Linux,0,172.16.16.128
105,N/A,172.16.16.128,1258920202.215443000,2919,20,·······AP···,3471,0,56,tcp,2470617152,229,0,0,20,80,Linux,0,204.160.104.126
4218,N/A,204.160.104.126,1258920202.215831000,80,20,·······AP···,1436,0,128,tcp,963230496,230,0,1,20,2919,Linux,0,172.16.16.128
2081,N/A,172.16.16.128,1258920202.225402000,2927,20,·······A····,1242,0,46,tcp,568708142,231,0,0,20,80,Linux,0,157.166.255.38
2081,N/A,172.16.16.128,1258920202.229675000,2927,20,·······AP···,1242,0,46,tcp,568709548,232,0,0,20,80,Linux,0,157.166.255.38
105,N/A,172.16.16.128,1258920202.229681000,2921,20,·······AP···,3443,0,56,tcp,4016006756,233,0,0,20,80,Linux,0,204.160.104.126
4218,N/A,157.166.255.38,1258920202.229802000,80,20,·······A····,4736,0,128,tcp,3126778784,234,0,1,20,2927,Linux,0,172.16.16.128
4218,N/A,204.160.104.126,1258920202.234008000,80,20,·······AP···,1436,0,128,tcp,2237906081,235,0,1,20,2921,Linux,0,172.16.16.128
105,N/A,172.16.16.128,1258920202.235780000,2922,20,·······AP···,3462,0,56,tcp,2669617926,236,0,0,20,80,Linux,0,204.160.104.126
4218,N/A,204.160.104.126,1258920202.236210000,80,20,·······AP···,1436,0,128,tcp,2050728993,237,0,1,20,2922,Linux,0,172.16.16.128
5840,02:04:05:7e:01:01:04:02:01:03:03:02,172.16.16.128,1258920202.247789000,2931,32,·······A··S·,1,0,47,tcp,550059701,238,0,0,20,80,Linux,0,157.166.255.38
5840,02:04:05:7e:01:01:04:02:01:03:03:02,172.16.16.128,1258920202.247795000,2930,32,·······A··S·,1,0,47,tcp,857113560,239,0,0,20,80,Linux,0,157.166.255.38
5840,02:04:05:7e:01:01:04:02:01:03:03:02,172.16.16.128,1258920202.247797000,2932,32,·······A··S·,1,0,47,tcp,548080610,240,0,0,20,80,Linux,0,157.166.255.38
105,N/A,172.16.16.128,1258920202.247799000,2923,20,·······AP···,3480,0,56,tcp,2664944745,241,0,0,20,80,Linux,0,204.160.104.126
105,N/A,172.16.16.128,1258920202.247801000,2920,20,·······AP···,3482,0,56,tcp,2660327461,242,0,0,20,80,Linux,0,204.160.104.126
105,N/A,172.16.16.128,1258920202.247803000,2924,20,·······AP···,3466,0,56,tcp,2556588707,243,0,0,20,80,Linux,0,204.160.104.126
4218,N/A,157.166.255.38,1258920202.247977000,80,20,·······A····,1,0,128,tcp,2191456116,244,0,1,20,2931,Linux,0,172.16.16.128
4218,N/A,157.166.255.38,1258920202.248060000,80,20,·······A····,1,0,128,tcp,3997720321,245,0,1,20,2930,Linux,0,172.16.16.128
4218,N/A,157.166.255.38,1258920202.248095000,80,20,·······A····,1,0,128,tcp,966725315,246,0,1,20,2932,Linux,0,172.16.16.128
4218,N/A,157.166.255.38,1258920202.248753000,80,20,·······AP···,1,0,128,tcp,2191456116,247,0,1,20,2931,Linux,0,172.16.16.128
4218,N/A,157.166.255.38,1258920202.248851000,80,20,·······AP···,1,0,128,tcp,3997720321,248,0,1,20,2930,Linux,0,172.16.16.128
4218,N/A,157.166.255.38,1258920202.248945000,80,20,·······AP···,1,0,128,tcp,966725315,249,0,1,20,2932,Linux,0,172.16.16.128
4218,N/A,204.160.104.126,1258920202.250146000,80,20,·······AP···,1436,0,128,tcp,1142131446,250,0,1,20,2923,Linux,0,172.16.16.128
4218,N/A,204.160.104.126,1258920202.250237000,80,20,·······AP···,1436,0,128,tcp,1321618672,251,0,1,20,2920,Linux,0,172.16.16.128
4218,N/A,204.160.104.126,1258920202.250310000,80,20,·······AP···,1436,0,128,tcp,3771957844,252,0,1,20,2924,Linux,0,172.16.16.128
8192,02:04:05:b4:01:03:03:02:01:01:04:02,74.125.95.149,1258920202.274848000,80,32,··········S·,0,0,128,tcp,2767452631,253,0,1,20,2933,Linux,0,172.16.16.128
4218,N/A,157.166.255.38,1258920202.274994000,80,20,·······AP···,4736,0,128,tcp,3126778784,254,0,1,20,2927,Linux,0,172.16.16.128
8192,02:04:05:b4:01:03:03:02:01:01:04:02,157.166.255.38,1258920202.292682000,80,32,··········S·,0,0,128,tcp,772512939,255,0,1,20,2934,Linux,0,172.16.16.128
71,N/A,172.16.16.128,1258920202.292888000,2925,20,·······AP···,1505,0,56,tcp,4095529961,256,0,0,20,80,Linux,0,199.93.63.126
54,N/A,172.16.16.128,1258920202.292892000,2929,20,·······A····,495,0,56,tcp,1982314109,257,0,0,20,80,Linux,0,199.93.63.126
54,N/A,172.16.16.128,1258920202.292894000,2929,20,·······AP···,495,0,56,tcp,1982314109,258,0,0,20,80,Linux,0,199.93.63.126
2081,N/A,172.16.16.128,1258920202.292896000,2928,20,·······A····,1243,0,46,tcp,544500743,259,0,0,20,80,Linux,0,157.166.255.38
2081,N/A,172.16.16.128,1258920202.292898000,2928,20,·······A····,1243,0,46,tcp,544500743,260,0,0,20,80,Linux,0,157.166.255.38
2081,N/A,172.16.16.128,1258920202.292901000,2928,20,·······A····,1243,0,46,tcp,544502149,261,0,0,20,80,Linux,0,157.166.255.38
113,N/A,172.16.16.128,1258920202.292903000,2919,20,·······AP···,3972,0,56,tcp,2470617357,262,0,0,20,80,Linux,0,204.160.104.126
91,N/A,172.16.16.128,1258920202.292906000,2918,20,·······AP···,2847,0,51,tcp,1516176735,263,0,0,20,80,Linux,0,157.166.226.25
113,N/A,172.16.16.128,1258920202.292908000,2921,20,·······AP···,3947,0,56,tcp,4016006961,264,0,0,20,80,Linux,0,204.160.104.126
113,N/A,172.16.16.128,1258920202.292910000,2922,20,·······AP···,3963,0,56,tcp,2669618131,265,0,0,20,80,Linux,0,204.160.104.126
4166,N/A,204.160.104.126,1258920202.294932000,80,20,·······AP···,1641,0,128,tcp,963230997,266,0,1,20,2919,Linux,0,172.16.16.128
4166,N/A,204.160.104.126,1258920202.297430000,80,20,·······AP···,1641,0,128,tcp,2237906585,267,0,1,20,2921,Linux,0,172.16.16.128
4166,N/A,204.160.104.126,1258920202.297525000,80,20,·······AP···,1641,0,128,tcp,2050729494,268,0,1,20,2922,Linux,0,172.16.16.128
8192,02:04:05:b4:01:03:03:02:01:01:04:02,74.125.95.149,1258920202.303496000,80,32,··········S·,0,0,128,tcp,710400976,269,0,1,20,2935,Linux,0,172.16.16.128
5720,02:04:05:7e:01:01:04:02:01:03:03:06,172.16.16.128,1258920202.313422000,2933,32,·······A··S·,1,0,51,tcp,1248017456,270,0,0,20,80,Linux,0,74.125.95.149
2080,N/A,172.16.16.128,1258920202.313428000,2931,20,·······A····,1241,0,47,tcp,550059702,271,0,0,20,80,Linux,0,157.166.255.38
4218,N/A,74.125.95.149,1258920202.313530000,80,20,·······A····,1,0,128,tcp,2767452632,272,0,1,20,2933,Linux,0,172.16.16.128
4218,N/A,74.125.95.149,1258920202.314306000,80,20,·······A····,1,0,128,tcp,2767452632,273,0,1,20,2933,Linux,0,172.16.16.128
4218,N/A,74.125.95.149,1258920202.314314000,80,20,·······AP···,1,0,128,tcp,2767454038,274,0,1,20,2933,Linux,0,172.16.16.128
113,N/A,172.16.16.128,1258920202.317909000,2923,20,·······AP···,3983,0,56,tcp,2664944950,275,0,0,20,80,Linux,0,204.160.104.126
4166,N/A,204.160.104.126,1258920202.318517000,80,20,·······AP···,1641,0,128,tcp,1142131949,276,0,1,20,2923,Linux,0,172.16.16.128
2080,N/A,172.16.16.128,1258920202.321712000,2931,20,·······A····,1241,0,47,tcp,550059702,277,0,0,20,80,Linux,0,157.166.255.38
2080,N/A,172.16.16.128,1258920202.321717000,2931,20,·······A····,1241,0,47,tcp,550061108,278,0,0,20,80,Linux,0,157.166.255.38
2080,N/A,172.16.16.128,1258920202.324448000,2930,20,·······A····,1241,0,47,tcp,857113561,279,0,0,20,80,Linux,0,157.166.255.38
113,N/A,172.16.16.128,1258920202.324453000,2920,20,·······AP···,3986,0,56,tcp,2660327666,280,0,0,20,80,Linux,0,204.160.104.126
2080,N/A,172.16.16.128,1258920202.326101000,2930,20,·······A····,1241,0,47,tcp,857113561,281,0,0,20,80,Linux,0,157.166.255.38
2080,N/A,172.16.16.128,1258920202.326106000,2930,20,·······A····,1241,0,47,tcp,857114967,282,0,0,20,80,Linux,0,157.166.255.38
113,N/A,172.16.16.128,1258920202.326109000,2924,20,·······AP···,3982,0,56,tcp,2556588912,283,0,0,20,80,Linux,0,204.160.104.126
2080,N/A,172.16.16.128,1258920202.326111000,2932,20,·······A····,1241,0,47,tcp,548080611,284,0,0,20,80,Linux,0,157.166.255.38
4166,N/A,204.160.104.126,1258920202.330425000,80,20,·······AP···,1641,0,128,tcp,1321619176,285,0,1,20,2920,Linux,0,172.16.16.128
4166,N/A,204.160.104.126,1258920202.330533000,80,20,·······AP···,1641,0,128,tcp,3771958360,286,0,1,20,2924,Linux,0,172.16.16.128
2080,N/A,172.16.16.128,1258920202.331432000,2932,20,·······A····,1241,0,47,tcp,548080611,287,0,0,20,80,Linux,0,157.166.255.38
2080,N/A,172.16.16.128,1258920202.331437000,2932,20,·······A····,1241,0,47,tcp,548082017,288,0,0,20,80,Linux,0,157.166.255.38
5720,02:04:05:7e:01:01:04:02:01:03:03:06,172.16.16.128,1258920202.339608000,2935,32,·······A··S·,1,0,51,tcp,3671402931,289,0,0,20,80,Linux,0,74.125.95.149
4218,N/A,74.125.95.149,1258920202.339718000,80,20,·······A····,1,0,128,tcp,710400977,290,0,1,20,2935,Linux,0,172.16.16.128
4218,N/A,74.125.95.149,1258920202.341126000,80,20,·······AP···,1,0,128,tcp,710400977,291,0,1,20,2935,Linux,0,172.16.16.128
121,N/A,172.16.16.128,1258920202.341672000,2919,20,·······AP···,4466,0,56,tcp,2470617562,292,0,0,20,80,Linux,0,204.160.104.126
4115,N/A,204.160.104.126,1258920202.342217000,80,20,·······AP···,1846,0,128,tcp,963231491,293,0,1,20,2919,Linux,0,172.16.16.128
121,N/A,172.16.16.128,1258920202.348360000,2921,20,·······AP···,4473,0,56,tcp,4016007166,294,0,0,20,80,Linux,0,204.160.104.126
5840,02:04:05:7e:01:01:04:02:01:03:03:02,172.16.16.128,1258920202.348366000,2934,32,·······A··S·,1,0,47,tcp,2488024895,295,0,0,20,80,Linux,0,157.166.255.38
4218,N/A,157.166.255.38,1258920202.348601000,80,20,·······A····,1,0,128,tcp,772512940,296,0,1,20,2934,Linux,0,172.16.16.128
4218,N/A,157.166.255.38,1258920202.349074000,80,20,·······A····,1,0,128,tcp,772512940,297,0,1,20,2934,Linux,0,172.16.16.128
4218,N/A,157.166.255.38,1258920202.349081000,80,20,·······AP···,1,0,128,tcp,772514346,298,0,1,20,2934,Linux,0,172.16.16.128
4115,N/A,204.160.104.126,1258920202.349528000,80,20,·······AP···,1846,0,128,tcp,2237907111,299,0,1,20,2921,Linux,0,172.16.16.128
2703,N/A,172.16.16.128,1258920202.351110000,2927,20,·······A····,2487,0,46,tcp,568710065,300,0,0,20,80,Linux,0,157.166.255.38
4167,N/A,157.166.226.25,1258920202.356209000,80,20,·······A····,205,0,128,tcp,1954709049,301,0,1,20,2926,Linux,0,172.16.16.128
2703,N/A,172.16.16.128,1258920202.356903000,2927,20,·······A····,2487,0,46,tcp,568711471,302,0,0,20,80,Linux,0,157.166.255.38
2703,N/A,172.16.16.128,1258920202.356907000,2927,20,·······A····,2487,0,46,tcp,568712877,303,0,0,20,80,Linux,0,157.166.255.38
121,N/A,172.16.16.128,1258920202.356910000,2922,20,·······AP···,4441,0,56,tcp,2669618336,304,0,0,20,80,Linux,0,204.160.104.126
4218,N/A,157.166.255.38,1258920202.357027000,80,20,·······A····,8954,0,128,tcp,3126780029,305,0,1,20,2927,Linux,0,172.16.16.128
4115,N/A,204.160.104.126,1258920202.357649000,80,20,·······AP···,1846,0,128,tcp,2050729972,306,0,1,20,2922,Linux,0,172.16.16.128
134,N/A,172.16.16.128,1258920202.361548000,2933,20,·······A····,1407,0,51,tcp,1248017457,307,0,0,20,80,Linux,0,74.125.95.149
178,N/A,172.16.16.128,1258920202.378866000,2933,20,·······A····,1588,0,51,tcp,1248017457,308,0,0,20,80,Linux,0,74.125.95.149
121,N/A,172.16.16.128,1258920202.378915000,2923,20,·······AP···,4489,0,56,tcp,2664945155,309,0,0,20,80,Linux,0,204.160.104.126
4115,N/A,204.160.104.126,1258920202.379581000,80,20,·······AP···,1846,0,128,tcp,1142132455,310,0,1,20,2923,Linux,0,172.16.16.128
121,N/A,172.16.16.128,1258920202.379702000,2924,20,·······AP···,4483,0,56,tcp,2556589117,311,0,0,20,80,Linux,0,204.160.104.126
121,N/A,172.16.16.128,1258920202.379705000,2920,20,·······AP···,4485,0,56,tcp,2660327871,312,0,0,20,80,Linux,0,204.160.104.126
112,N/A,172.16.16.128,1258920202.380057000,2935,20,·······A····,697,0,51,tcp,3671402932,313,0,0,20,80,Linux,0,74.125.95.149
4115,N/A,204.160.104.126,1258920202.395017000,80,20,·······AP···,1846,0,128,tcp,3771958861,314,0,1,20,2924,Linux,0,172.16.16.128
4115,N/A,204.160.104.126,1258920202.395143000,80,20,·······AP···,1846,0,128,tcp,1321619675,315,0,1,20,2920,Linux,0,172.16.16.128
130,N/A,172.16.16.128,1258920202.401209000,2919,20,·······AP···,4989,0,56,tcp,2470617767,316,0,0,20,80,Linux,0,204.160.104.126
4064,N/A,204.160.104.126,1258920202.401835000,80,20,·······AP···,2051,0,128,tcp,963232014,317,0,1,20,2919,Linux,0,172.16.16.128
178,N/A,172.16.16.128,1258920202.405970000,2933,20,·······A····,1588,0,51,tcp,1248017457,318,0,0,20,80,Linux,0,74.125.95.149
178,N/A,172.16.16.128,1258920202.411329000,2933,20,·······A····,1588,0,51,tcp,1248018863,319,0,0,20,80,Linux,0,74.125.95.149
178,N/A,172.16.16.128,1258920202.411335000,2933,20,·······A····,1588,0,51,tcp,1248020269,320,0,0,20,80,Linux,0,74.125.95.149
178,N/A,172.16.16.128,1258920202.411337000,2933,20,·······AP···,1588,0,51,tcp,1248021675,321,0,0,20,80,Linux,0,74.125.95.149
2190,N/A,172.16.16.128,1258920202.411339000,2934,20,·······A····,1407,0,47,tcp,2488024896,322,0,0,20,80,Linux,0,157.166.255.38
130,N/A,172.16.16.128,1258920202.411341000,2921,20,·······AP···,4988,0,56,tcp,4016007371,323,0,0,20,80,Linux,0,204.160.104.126
112,N/A,172.16.16.128,1258920202.411344000,2935,20,·······AP···,697,0,51,tcp,3671402932,324,0,0,20,80,Linux,0,74.125.95.149
4218,N/A,74.125.95.149,1258920202.411479000,80,20,·······A····,4303,0,128,tcp,2767454219,325,0,1,20,2933,Linux,0,172.16.16.128
8192,02:04:05:b4:01:03:03:02:01:01:04:02,74.125.95.149,1258920202.412913000,80,32,··········S·,0,0,128,tcp,2726315469,326,0,1,20,2936,Linux,0,172.16.16.128
