TTL,TCP_OPTIONS,TCP_URP,PACKET_NO,PACKET_SIZE,TCP_WINDOW_SIZE,DF_FLAG,TCP_HDR_LEN,MF_FLAG,TIMESTAMP,IP_FRAG_OFF,SRC_PORT,KNOWN_HOST_DEVICE,DST_PORT,SRC_IP,DST_IP,TCP_ACK,TCP_SEQ,TCP_FLAGS,PROTOCOL
64,N/A,N/A,1,20,N/A,1,N/A,0,1666897669.673713000,0,N/A,MacOS,N/A,192.168.86.21,52.96.57.34,N/A,N/A,N/A,N/A
241,N/A,N/A,2,20,N/A,1,N/A,0,1666897669.723570000,0,N/A,MacOS,N/A,52.96.57.34,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,0,3,20,2048,0,20,0,1666897670.427628000,0,56448,MacOS,443,192.168.86.21,140.82.112.26,1,79416466,·······A····,tcp
49,01:01:08:0a:30:97:39:af:c4:8e:a3:24,0,4,20,70,1,32,0,1666897670.471778000,0,443,MacOS,56448,140.82.112.26,192.168.86.21,2,1061432540,·······A····,tcp
255,N/A,N/A,5,20,N/A,0,N/A,0,1666897672.587611000,0,N/A,MacOS,N/A,192.168.86.23,224.0.0.251,N/A,N/A,N/A,N/A
255,N/A,N/A,7,20,N/A,0,N/A,0,1666897674.523106000,0,N/A,MacOS,N/A,192.168.86.21,224.0.0.251,N/A,N/A,N/A,N/A
241,N/A,N/A,9,20,N/A,1,N/A,0,1666897674.656960000,0,N/A,MacOS,N/A,52.96.57.34,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,10,20,N/A,1,N/A,0,1666897674.660267000,0,N/A,MacOS,N/A,192.168.86.21,52.96.57.34,N/A,N/A,N/A,N/A
57,N/A,0,12,20,8,1,20,0,1666897675.356645000,0,443,MacOS,56447,162.159.130.234,192.168.86.21,1,3674959656,·······AP···,tcp
64,N/A,0,13,20,4095,1,20,0,1666897675.356762000,0,56447,MacOS,443,192.168.86.21,162.159.130.234,45,3511176516,·······A····,tcp
57,N/A,0,14,20,8,1,20,0,1666897678.838183000,0,443,MacOS,56447,162.159.130.234,192.168.86.21,1,3674959700,·······AP···,tcp
64,N/A,0,15,20,4094,1,20,0,1666897678.838276000,0,56447,MacOS,443,192.168.86.21,162.159.130.234,134,3511176516,·······A····,tcp
64,N/A,N/A,16,20,N/A,1,N/A,0,1666897679.101111000,0,N/A,MacOS,N/A,192.168.86.21,17.248.131.29,N/A,N/A,N/A,N/A
64,N/A,N/A,17,20,N/A,1,N/A,0,1666897679.103078000,0,N/A,MacOS,N/A,192.168.86.21,17.248.131.29,N/A,N/A,N/A,N/A
53,N/A,N/A,18,20,N/A,1,N/A,0,1666897679.111717000,0,N/A,MacOS,N/A,17.248.131.29,192.168.86.21,N/A,N/A,N/A,N/A
46,N/A,N/A,19,20,N/A,1,N/A,0,1666897679.112449000,0,N/A,MacOS,N/A,17.248.131.29,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,20,20,N/A,1,N/A,0,1666897680.732514000,0,N/A,MacOS,N/A,192.168.86.21,142.251.35.202,N/A,N/A,N/A,N/A
57,N/A,N/A,21,20,N/A,1,N/A,0,1666897680.744277000,0,N/A,MacOS,N/A,142.251.35.202,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,0,22,20,2048,0,20,0,1666897681.902265000,0,56506,MacOS,443,192.168.86.21,108.138.156.125,1,3929612546,·······A····,tcp
248,01:01:08:0a:ed:9e:6a:72:f4:03:39:97,0,23,20,133,0,32,0,1666897681.912000000,0,443,MacOS,56506,108.138.156.125,192.168.86.21,2,3425349524,·······A····,tcp
57,N/A,0,24,20,8,1,20,0,1666897682.421957000,0,443,MacOS,56447,162.159.130.234,192.168.86.21,1,3674959789,·······AP···,tcp
64,N/A,0,25,20,4094,1,20,0,1666897682.422059000,0,56447,MacOS,443,192.168.86.21,162.159.130.234,250,3511176516,·······A····,tcp
57,N/A,N/A,26,20,N/A,1,N/A,0,1666897683.036338000,0,N/A,MacOS,N/A,142.251.35.202,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,27,20,N/A,1,N/A,0,1666897683.037990000,0,N/A,MacOS,N/A,192.168.86.21,142.251.35.202,N/A,N/A,N/A,N/A
57,N/A,0,28,20,8,1,20,0,1666897683.446009000,0,443,MacOS,56447,162.159.130.234,192.168.86.21,1,3674959905,·······AP···,tcp
64,N/A,0,29,20,4095,1,20,0,1666897683.446105000,0,56447,MacOS,443,192.168.86.21,162.159.130.234,295,3511176516,·······A····,tcp
49,01:01:08:0a:30:97:73:c4:c4:8e:a3:24,0,30,20,70,1,32,0,1666897685.391596000,0,443,MacOS,56448,140.82.112.26,192.168.86.21,2,1061432540,·······AP···,tcp
64,01:01:08:0a:c4:8f:8d:89:30:97:73:c4,0,31,20,2048,1,32,0,1666897685.391781000,0,56448,MacOS,443,192.168.86.21,140.82.112.26,27,79416467,·······A····,tcp
64,01:01:08:0a:c4:8f:8d:89:30:97:73:c4,0,32,20,2048,1,32,0,1666897685.391919000,0,56448,MacOS,443,192.168.86.21,140.82.112.26,27,79416467,·······AP···,tcp
49,01:01:08:0a:30:97:74:1e:c4:8f:8d:89,0,33,20,70,1,32,0,1666897685.430141000,0,443,MacOS,56448,140.82.112.26,192.168.86.21,32,1061432566,·······A····,tcp
57,N/A,N/A,34,20,N/A,1,N/A,0,1666897686.005755000,0,N/A,MacOS,N/A,142.251.35.202,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,35,20,N/A,1,N/A,0,1666897686.007663000,0,N/A,MacOS,N/A,192.168.86.21,142.251.35.202,N/A,N/A,N/A,N/A
2,N/A,N/A,37,20,N/A,0,N/A,0,1666897688.356978000,0,N/A,MacOS,N/A,0.0.0.0,255.255.255.255,N/A,N/A,N/A,N/A
64,N/A,N/A,38,20,N/A,1,N/A,0,1666897689.657100000,0,N/A,MacOS,N/A,192.168.86.21,52.96.57.34,N/A,N/A,N/A,N/A
241,N/A,N/A,39,20,N/A,1,N/A,0,1666897689.703095000,0,N/A,MacOS,N/A,52.96.57.34,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,40,20,N/A,1,N/A,0,1666897690.586550000,0,N/A,MacOS,N/A,192.168.86.21,142.250.113.100,N/A,N/A,N/A,N/A
64,N/A,N/A,41,20,N/A,1,N/A,0,1666897690.594245000,0,N/A,MacOS,N/A,192.168.86.21,142.250.113.100,N/A,N/A,N/A,N/A
56,N/A,N/A,42,20,N/A,1,N/A,0,1666897690.602499000,0,N/A,MacOS,N/A,142.250.113.100,192.168.86.21,N/A,N/A,N/A,N/A
56,N/A,N/A,43,20,N/A,1,N/A,0,1666897690.602500000,0,N/A,MacOS,N/A,142.250.113.100,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,44,20,N/A,1,N/A,0,1666897690.603897000,0,N/A,MacOS,N/A,192.168.86.21,142.250.113.100,N/A,N/A,N/A,N/A
64,N/A,N/A,45,20,N/A,1,N/A,0,1666897690.604232000,0,N/A,MacOS,N/A,192.168.86.21,142.250.113.100,N/A,N/A,N/A,N/A
64,N/A,N/A,46,20,N/A,1,N/A,0,1666897690.605153000,0,N/A,MacOS,N/A,192.168.86.21,142.250.113.100,N/A,N/A,N/A,N/A
64,N/A,N/A,47,20,N/A,1,N/A,0,1666897690.605279000,0,N/A,MacOS,N/A,192.168.86.21,142.250.113.100,N/A,N/A,N/A,N/A
64,N/A,N/A,48,20,N/A,1,N/A,0,1666897690.605319000,0,N/A,MacOS,N/A,192.168.86.21,142.250.113.100,N/A,N/A,N/A,N/A
56,N/A,N/A,49,20,N/A,1,N/A,0,1666897690.610768000,0,N/A,MacOS,N/A,142.250.113.100,192.168.86.21,N/A,N/A,N/A,N/A
56,N/A,N/A,50,20,N/A,1,N/A,0,1666897690.612957000,0,N/A,MacOS,N/A,142.250.113.100,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,51,20,N/A,1,N/A,0,1666897690.612959000,0,N/A,MacOS,N/A,142.250.113.100,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,52,20,N/A,1,N/A,0,1666897690.612959000,0,N/A,MacOS,N/A,142.250.113.100,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,53,20,N/A,1,N/A,0,1666897690.613599000,0,N/A,MacOS,N/A,192.168.86.21,142.250.113.100,N/A,N/A,N/A,N/A
58,N/A,N/A,54,20,N/A,1,N/A,0,1666897690.653670000,0,N/A,MacOS,N/A,142.250.113.100,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,55,20,N/A,1,N/A,0,1666897690.653671000,0,N/A,MacOS,N/A,142.250.113.100,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,56,20,N/A,1,N/A,0,1666897690.653974000,0,N/A,MacOS,N/A,192.168.86.21,142.250.113.100,N/A,N/A,N/A,N/A
64,N/A,N/A,57,20,N/A,1,N/A,0,1666897690.679269000,0,N/A,MacOS,N/A,192.168.86.21,142.250.113.100,N/A,N/A,N/A,N/A
58,N/A,N/A,58,20,N/A,1,N/A,0,1666897690.685758000,0,N/A,MacOS,N/A,142.250.113.100,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,0,59,20,4096,1,20,0,1666897691.321190000,0,56447,MacOS,443,192.168.86.21,162.159.130.234,295,3511176516,·······AP···,tcp
64,N/A,0,60,20,4096,1,20,0,1666897691.321702000,0,56447,MacOS,443,192.168.86.21,162.159.130.234,295,3511176546,·······A···F,tcp
57,N/A,0,61,20,8,1,20,0,1666897691.337200000,0,443,MacOS,56447,162.159.130.234,192.168.86.21,32,3674959950,·······A···F,tcp
64,N/A,0,62,20,4096,1,20,0,1666897691.337464000,0,56447,MacOS,443,192.168.86.21,162.159.130.234,296,3511176547,·······A····,tcp
64,N/A,N/A,63,20,N/A,0,N/A,0,1666897691.922391000,0,N/A,MacOS,N/A,192.168.86.21,192.168.86.1,N/A,N/A,N/A,N/A
64,N/A,N/A,64,20,N/A,1,N/A,0,1666897691.955377000,0,N/A,MacOS,N/A,192.168.86.1,192.168.86.21,N/A,N/A,N/A,N/A
64,02:04:05:b4:01:03:03:06:01:01:08:0a:51:c8:53:24:00:00:00:00:04:02:00:00,0,65,20,65535,1,44,0,1666897691.955682000,0,56516,MacOS,443,192.168.86.21,140.82.113.6,0,2972722775,··········S·,tcp
48,02:04:05:9c:04:02:08:0a:fa:34:e7:cc:51:c8:53:24:01:03:03:0a,0,66,20,65535,1,40,0,1666897691.997806000,0,443,MacOS,56516,140.82.113.6,192.168.86.21,1,1912151087,·······A··S·,tcp
64,01:01:08:0a:51:c8:53:4e:fa:34:e7:cc,0,67,20,2069,1,32,0,1666897691.997919000,0,56516,MacOS,443,192.168.86.21,140.82.113.6,1,2972722776,·······A····,tcp
64,01:01:08:0a:51:c8:53:4e:fa:34:e7:cc,0,68,20,2069,1,32,0,1666897691.998412000,0,56516,MacOS,443,192.168.86.21,140.82.113.6,1,2972722776,·······AP···,tcp
48,01:01:08:0a:fa:34:e7:f7:51:c8:53:4e,0,69,20,66,1,32,0,1666897692.044152000,0,443,MacOS,56516,140.82.113.6,192.168.86.21,518,1912152512,·······AP···,tcp
48,01:01:08:0a:fa:34:e7:f7:51:c8:53:4e,0,70,20,66,1,32,0,1666897692.044153000,0,443,MacOS,56516,140.82.113.6,192.168.86.21,518,1912151088,·······A····,tcp
64,01:01:08:0a:51:c8:53:7c:fa:34:e7:cc:01:01:05:0a:71:f9:21:c0:71:f9:27:2b,0,71,20,2069,1,44,0,1666897692.044215000,0,56516,MacOS,443,192.168.86.21,140.82.113.6,1,2972723293,·······A····,tcp
64,01:01:08:0a:51:c8:53:7c:fa:34:e7:f7,0,72,20,2025,1,32,0,1666897692.044258000,0,56516,MacOS,443,192.168.86.21,140.82.113.6,2812,2972723293,·······A····,tcp
64,01:01:08:0a:51:c8:53:7c:fa:34:e7:f7,0,73,20,2048,1,32,0,1666897692.044918000,0,56516,MacOS,443,192.168.86.21,140.82.113.6,2812,2972723293,·······AP···,tcp
64,01:01:08:0a:51:c8:53:7c:fa:34:e7:f7,0,74,20,2048,1,32,0,1666897692.045094000,0,56516,MacOS,443,192.168.86.21,140.82.113.6,2812,2972723357,·······AP···,tcp
64,01:01:08:0a:51:c8:53:7d:fa:34:e7:f7,0,75,20,2048,1,32,0,1666897692.045247000,0,56516,MacOS,443,192.168.86.21,140.82.113.6,2812,2972723449,·······AP···,tcp
48,01:01:08:0a:fa:34:e8:23:51:c8:53:7c,0,76,20,66,1,32,0,1666897692.084287000,0,443,MacOS,56516,140.82.113.6,192.168.86.21,582,1912153899,·······AP···,tcp
48,01:01:08:0a:fa:34:e8:23:51:c8:53:7c,0,77,20,66,1,32,0,1666897692.084288000,0,443,MacOS,56516,140.82.113.6,192.168.86.21,582,1912153978,·······AP···,tcp
48,01:01:08:0a:fa:34:e8:23:51:c8:53:7c,0,78,20,67,1,32,0,1666897692.084288000,0,443,MacOS,56516,140.82.113.6,192.168.86.21,1106,1912154057,·······A····,tcp
64,01:01:08:0a:51:c8:53:a4:fa:34:e8:23,0,79,20,2045,1,32,0,1666897692.084391000,0,56516,MacOS,443,192.168.86.21,140.82.113.6,2970,2972723881,·······A····,tcp
48,01:01:08:0a:fa:34:e8:23:51:c8:53:7c,0,80,20,67,1,32,0,1666897692.085079000,0,443,MacOS,56516,140.82.113.6,192.168.86.21,1106,1912154057,·······AP···,tcp
64,01:01:08:0a:51:c8:53:a4:fa:34:e8:23,0,81,20,2047,1,32,0,1666897692.085172000,0,56516,MacOS,443,192.168.86.21,140.82.113.6,3028,2972723881,·······A····,tcp
64,01:01:08:0a:51:c8:53:a6:fa:34:e8:23,0,82,20,2048,1,32,0,1666897692.085475000,0,56516,MacOS,443,192.168.86.21,140.82.113.6,3028,2972723881,·······AP···,tcp
48,01:01:08:0a:fa:34:e8:6b:51:c8:53:a6,0,83,20,67,1,32,0,1666897692.157573000,0,443,MacOS,56516,140.82.113.6,192.168.86.21,1137,1912154115,·······AP···,tcp
64,01:01:08:0a:51:c8:53:ee:fa:34:e8:6b,0,84,20,2032,1,32,0,1666897692.157659000,0,56516,MacOS,443,192.168.86.21,140.82.113.6,4037,2972723912,·······A····,tcp
64,01:01:08:0a:51:c8:53:ee:fa:34:e8:6b,0,85,20,2048,1,32,0,1666897692.158308000,0,56516,MacOS,443,192.168.86.21,140.82.113.6,4037,2972723912,·······AP···,tcp
48,01:01:08:0a:fa:34:e8:c1:51:c8:53:ee,0,86,20,67,1,32,0,1666897692.241507000,0,443,MacOS,56516,140.82.113.6,192.168.86.21,1172,1912155124,·······A····,tcp
64,01:01:08:0a:bd:90:23:e2:c0:75:42:af,0,87,20,2048,1,32,0,1666897693.287879000,0,56497,MacOS,443,192.168.86.21,140.82.112.26,1,611069056,·······AP···,tcp
64,01:01:08:0a:bd:90:23:e2:c0:75:42:af,0,88,20,2048,1,32,0,1666897693.289281000,0,56497,MacOS,443,192.168.86.21,140.82.112.26,1,611069086,·······A···F,tcp
64,01:01:08:0a:3b:d1:73:c4:4a:f8:f6:11,0,89,20,2048,1,32,0,1666897693.314730000,0,56498,MacOS,443,192.168.86.21,185.199.108.133,1,735343583,·······A···F,tcp
64,01:01:08:0a:51:c8:58:73:fa:34:e8:c1,0,90,20,2048,1,32,0,1666897693.315474000,0,56516,MacOS,443,192.168.86.21,140.82.113.6,4037,2972723947,·······A···F,tcp
58,01:01:08:0a:4a:f9:64:15:3b:d1:73:c4,0,91,20,268,1,32,0,1666897693.319976000,0,443,MacOS,56498,185.199.108.133,192.168.86.21,2,2844342624,·······A····,tcp
58,01:01:08:0a:4a:f9:64:15:3b:d1:73:c4,0,92,20,268,1,32,0,1666897693.319977000,0,443,MacOS,56498,185.199.108.133,192.168.86.21,2,2844342624,·······AP···,tcp
58,01:01:08:0a:4a:f9:64:15:3b:d1:73:c4,0,93,20,268,1,32,0,1666897693.319977000,0,443,MacOS,56498,185.199.108.133,192.168.86.21,2,2844342648,·······A···F,tcp
64,N/A,0,94,20,0,1,20,0,1666897693.320130000,0,56498,MacOS,443,192.168.86.21,185.199.108.133,0,735343584,·········R··,tcp
64,N/A,0,95,20,0,1,20,0,1666897693.320191000,0,56498,MacOS,443,192.168.86.21,185.199.108.133,0,735343584,·········R··,tcp
47,01:01:08:0a:c0:75:ed:27:bd:90:23:e2,0,96,20,69,1,32,0,1666897693.334391000,0,443,MacOS,56497,140.82.112.26,192.168.86.21,31,2786590844,·······A····,tcp
47,01:01:08:0a:c0:75:ed:27:bd:90:23:e2,0,97,20,69,1,32,0,1666897693.335117000,0,443,MacOS,56497,140.82.112.26,192.168.86.21,32,2786590844,·······AP···,tcp
47,01:01:08:0a:c0:75:ed:27:bd:90:23:e2,0,98,20,69,1,32,0,1666897693.335118000,0,443,MacOS,56497,140.82.112.26,192.168.86.21,32,2786590870,·······AP···,tcp
64,N/A,0,99,20,0,1,20,0,1666897693.335192000,0,56497,MacOS,443,192.168.86.21,140.82.112.26,0,611069087,·········R··,tcp
47,01:01:08:0a:c0:75:ed:27:bd:90:23:e2,0,100,20,69,1,32,0,1666897693.335586000,0,443,MacOS,56497,140.82.112.26,192.168.86.21,32,2786590894,·······A···F,tcp
64,N/A,0,101,20,0,1,20,0,1666897693.335622000,0,56497,MacOS,443,192.168.86.21,140.82.112.26,0,611069087,·········R··,tcp
48,01:01:08:0a:fa:34:ed:1b:51:c8:58:73,0,102,20,67,1,32,0,1666897693.356791000,0,443,MacOS,56516,140.82.113.6,192.168.86.21,1173,1912155124,·······A···F,tcp
64,01:01:08:0a:51:c8:58:9d:fa:34:ed:1b,0,103,20,2048,1,32,0,1666897693.356885000,0,56516,MacOS,443,192.168.86.21,140.82.113.6,4038,2972723948,·······A····,tcp
241,N/A,N/A,104,20,N/A,1,N/A,0,1666897694.709423000,0,N/A,MacOS,N/A,52.96.57.34,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,105,20,N/A,1,N/A,0,1666897694.712616000,0,N/A,MacOS,N/A,192.168.86.21,52.96.57.34,N/A,N/A,N/A,N/A
64,N/A,N/A,108,20,N/A,0,N/A,0,1666897695.869055000,0,N/A,MacOS,N/A,192.168.86.21,192.168.86.1,N/A,N/A,N/A,N/A
64,02:04:05:b4:01:03:03:06:01:01:08:0a:78:b1:6c:ee:00:00:00:00:04:02:00:00,0,109,20,65535,1,44,0,1666897695.871637000,0,60732,MacOS,443,192.168.86.21,162.159.128.233,0,3996066446,··········S·,tcp
57,02:04:05:78:01:01:04:02:01:03:03:0d,0,110,20,64240,1,32,0,1666897695.885060000,0,443,MacOS,60732,162.159.128.233,192.168.86.21,1,2111132811,·······A··S·,tcp
64,N/A,0,111,20,4096,1,20,0,1666897695.885816000,0,60732,MacOS,443,192.168.86.21,162.159.128.233,1,3996066447,·······A····,tcp
64,N/A,0,112,20,4096,1,20,0,1666897695.885820000,0,60732,MacOS,443,192.168.86.21,162.159.128.233,1,3996066447,·······AP···,tcp
57,N/A,0,113,20,8,1,20,0,1666897695.897070000,0,443,MacOS,60732,162.159.128.233,192.168.86.21,518,2111132812,·······A····,tcp
64,N/A,N/A,114,20,N/A,1,N/A,0,1666897695.900035000,0,N/A,MacOS,N/A,192.168.86.1,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,0,115,20,8,1,20,0,1666897695.908056000,0,443,MacOS,60732,162.159.128.233,192.168.86.21,518,2111134272,·······AP···,tcp
57,N/A,0,116,20,8,1,20,0,1666897695.908056000,0,443,MacOS,60732,162.159.128.233,192.168.86.21,518,2111132812,·······A····,tcp
64,01:01:05:0a:7d:d5:5a:40:7d:d5:5f:eb,0,117,20,4096,1,32,0,1666897695.908878000,0,60732,MacOS,443,192.168.86.21,162.159.128.233,1,3996066964,·······A····,tcp
64,N/A,0,118,20,4050,1,20,0,1666897695.908883000,0,60732,MacOS,443,192.168.86.21,162.159.128.233,2912,3996066964,·······A····,tcp
64,N/A,0,119,20,4096,1,20,0,1666897695.908885000,0,60732,MacOS,443,192.168.86.21,162.159.128.233,2912,3996066964,·······A····,tcp
64,N/A,0,120,20,4096,1,20,0,1666897695.916908000,0,60732,MacOS,443,192.168.86.21,162.159.128.233,2912,3996066964,·······AP···,tcp
64,N/A,0,121,20,4096,1,20,0,1666897695.920427000,0,60732,MacOS,443,192.168.86.21,162.159.128.233,2912,3996067028,·······AP···,tcp
57,N/A,0,122,20,8,1,20,0,1666897695.925189000,0,443,MacOS,60732,162.159.128.233,192.168.86.21,582,2111135723,·······A····,tcp
57,N/A,0,123,20,8,1,20,0,1666897695.929485000,0,443,MacOS,60732,162.159.128.233,192.168.86.21,1030,2111135723,·······A····,tcp
57,N/A,0,124,20,8,1,20,0,1666897695.992097000,0,443,MacOS,60732,162.159.128.233,192.168.86.21,1030,2111135723,·······AP···,tcp
64,N/A,0,125,20,4079,1,20,0,1666897695.992420000,0,60732,MacOS,443,192.168.86.21,162.159.128.233,3951,3996067476,·······A····,tcp
64,N/A,N/A,126,20,N/A,0,N/A,0,1666897696.006761000,0,N/A,MacOS,N/A,192.168.86.21,162.159.135.232,N/A,N/A,N/A,N/A
57,N/A,N/A,127,20,N/A,1,N/A,0,1666897696.019992000,0,N/A,MacOS,N/A,162.159.135.232,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,128,20,N/A,0,N/A,0,1666897696.019993000,0,N/A,MacOS,N/A,162.159.135.232,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,129,20,N/A,0,N/A,0,1666897696.019994000,0,N/A,MacOS,N/A,162.159.135.232,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,130,20,N/A,0,N/A,0,1666897696.021147000,0,N/A,MacOS,N/A,192.168.86.21,162.159.135.232,N/A,N/A,N/A,N/A
64,02:04:05:b4:01:03:03:06:01:01:08:0a:95:0e:f6:cc:00:00:00:00:04:02:00:00,0,131,20,65535,1,44,0,1666897696.024890000,0,56517,MacOS,443,192.168.86.21,162.159.135.232,0,1732245564,··········S·,tcp
57,02:04:05:78:01:01:04:02:01:03:03:0d,0,132,20,64240,1,32,0,1666897696.033653000,0,443,MacOS,56517,162.159.135.232,192.168.86.21,1,1053450449,·······A··S·,tcp
64,N/A,0,133,20,4096,1,20,0,1666897696.033734000,0,56517,MacOS,443,192.168.86.21,162.159.135.232,1,1732245565,·······A····,tcp
64,N/A,0,134,20,4096,1,20,0,1666897696.034062000,0,56517,MacOS,443,192.168.86.21,162.159.135.232,1,1732245565,·······AP···,tcp
64,N/A,N/A,135,20,N/A,0,N/A,0,1666897696.036406000,0,N/A,MacOS,N/A,192.168.86.21,162.159.135.232,N/A,N/A,N/A,N/A
64,N/A,N/A,136,20,N/A,0,N/A,0,1666897696.036569000,0,N/A,MacOS,N/A,192.168.86.21,162.159.135.232,N/A,N/A,N/A,N/A
64,N/A,N/A,137,20,N/A,0,N/A,0,1666897696.036926000,0,N/A,MacOS,N/A,192.168.86.21,162.159.135.232,N/A,N/A,N/A,N/A
57,N/A,0,138,20,8,1,20,0,1666897696.043257000,0,443,MacOS,56517,162.159.135.232,192.168.86.21,518,1053450450,·······A····,tcp
57,N/A,0,139,20,8,1,20,0,1666897696.044424000,0,443,MacOS,56517,162.159.135.232,192.168.86.21,518,1053451910,·······AP···,tcp
57,N/A,0,140,20,8,1,20,0,1666897696.044424000,0,443,MacOS,56517,162.159.135.232,192.168.86.21,518,1053450450,·······A····,tcp
64,01:01:05:0a:3e:ca:66:86:3e:ca:69:28,0,141,20,4096,1,32,0,1666897696.044476000,0,56517,MacOS,443,192.168.86.21,162.159.135.232,1,1732246082,·······A····,tcp
64,N/A,0,142,20,4062,1,20,0,1666897696.044520000,0,56517,MacOS,443,192.168.86.21,162.159.135.232,2135,1732246082,·······A····,tcp
64,N/A,0,143,20,4096,1,20,0,1666897696.050035000,0,56517,MacOS,443,192.168.86.21,162.159.135.232,2135,1732246082,·······AP···,tcp
57,N/A,N/A,144,20,N/A,1,N/A,0,1666897696.053171000,0,N/A,MacOS,N/A,162.159.135.232,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,145,20,N/A,1,N/A,0,1666897696.053172000,0,N/A,MacOS,N/A,162.159.135.232,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,146,20,N/A,1,N/A,0,1666897696.053172000,0,N/A,MacOS,N/A,162.159.135.232,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,147,20,N/A,1,N/A,0,1666897696.053172000,0,N/A,MacOS,N/A,162.159.135.232,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,148,20,N/A,0,N/A,0,1666897696.053512000,0,N/A,MacOS,N/A,192.168.86.21,162.159.135.232,N/A,N/A,N/A,N/A
64,N/A,N/A,149,20,N/A,0,N/A,0,1666897696.053595000,0,N/A,MacOS,N/A,192.168.86.21,162.159.135.232,N/A,N/A,N/A,N/A
57,N/A,0,150,20,8,1,20,0,1666897696.057123000,0,443,MacOS,56517,162.159.135.232,192.168.86.21,582,1053452584,·······A····,tcp
57,N/A,0,151,20,8,1,20,0,1666897696.057123000,0,443,MacOS,56517,162.159.135.232,192.168.86.21,582,1053452584,·······AP···,tcp
64,N/A,0,152,20,4087,1,20,0,1666897696.057181000,0,56517,MacOS,443,192.168.86.21,162.159.135.232,2663,1732246146,·······A····,tcp
57,N/A,N/A,153,20,N/A,1,N/A,0,1666897696.062509000,0,N/A,MacOS,N/A,162.159.135.232,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,154,20,N/A,0,N/A,0,1666897696.088751000,0,N/A,MacOS,N/A,192.168.86.21,162.159.135.232,N/A,N/A,N/A,N/A
57,N/A,N/A,155,20,N/A,1,N/A,0,1666897696.103294000,0,N/A,MacOS,N/A,162.159.135.232,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,156,20,N/A,0,N/A,0,1666897696.129122000,0,N/A,MacOS,N/A,192.168.86.21,162.159.135.232,N/A,N/A,N/A,N/A
64,N/A,N/A,157,20,N/A,0,N/A,0,1666897696.211912000,0,N/A,MacOS,N/A,192.168.86.21,162.159.135.232,N/A,N/A,N/A,N/A
57,N/A,N/A,158,20,N/A,1,N/A,0,1666897696.222325000,0,N/A,MacOS,N/A,162.159.135.232,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,159,20,N/A,0,N/A,0,1666897696.246262000,0,N/A,MacOS,N/A,162.159.135.232,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,160,20,N/A,0,N/A,0,1666897696.246263000,0,N/A,MacOS,N/A,162.159.135.232,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,161,20,N/A,0,N/A,0,1666897696.246263000,0,N/A,MacOS,N/A,162.159.135.232,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,162,20,N/A,0,N/A,0,1666897696.246264000,0,N/A,MacOS,N/A,162.159.135.232,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,163,20,N/A,0,N/A,0,1666897696.246264000,0,N/A,MacOS,N/A,162.159.135.232,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,164,20,N/A,0,N/A,0,1666897696.246264000,0,N/A,MacOS,N/A,162.159.135.232,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,165,20,N/A,0,N/A,0,1666897696.246265000,0,N/A,MacOS,N/A,162.159.135.232,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,166,20,N/A,1,N/A,0,1666897696.246265000,0,N/A,MacOS,N/A,162.159.135.232,192.168.86.21,N/A,N/A,N/A,N/A
