TTL,TCP_OPTIONS,TCP_URP,PACKET_NO,PACKET_SIZE,TCP_WINDOW_SIZE,DF_FLAG,TCP_HDR_LEN,MF_FLAG,TIMESTAMP,IP_FRAG_OFF,SRC_PORT,KNOWN_HOST_DEVICE,DST_PORT,SRC_IP,DST_IP,TCP_ACK,TCP_SEQ,TCP_FLAGS,PROTOCOL 
64,01:01:08:0a:55:cf:0b:c2:51:61:4a:78,0,1356,20,2040,1,32,0,1666897756.816424000,0,56521,MacOS,443,192.168.86.21,108.138.156.125,790,753355281,·······A····,tcp
64,01:01:08:0a:55:cf:0b:c2:51:61:4a:78,0,1357,20,2048,1,32,0,1666897756.816673000,0,56521,MacOS,443,192.168.86.21,108.138.156.125,790,753355281,·······AP···,tcp
64,01:01:08:0a:55:cf:0b:c2:51:61:4a:78,0,1358,20,2048,1,32,0,1666897756.816706000,0,56521,MacOS,443,192.168.86.21,108.138.156.125,790,753355312,·······AP···,tcp
248,01:01:08:0a:51:61:4a:81:55:cf:0b:c2,0,1359,20,133,0,32,0,1666897756.822936000,0,443,MacOS,56521,108.138.156.125,192.168.86.21,1126,3419629551,·······A····,tcp
248,01:01:08:0a:51:61:4a:81:55:cf:0b:c2,0,1360,20,133,0,32,0,1666897756.822937000,0,443,MacOS,56521,108.138.156.125,192.168.86.21,1161,3419629551,·······A····,tcp
64,N/A,0,1361,20,4096,1,20,0,1666897756.917840000,0,60732,MacOS,443,192.168.86.21,162.159.128.233,4389,3996067986,·······AP···,tcp
64,N/A,0,1362,20,4096,1,20,0,1666897756.918326000,0,60732,MacOS,443,192.168.86.21,162.159.128.233,4389,3996068010,·······A···F,tcp
57,N/A,0,1363,20,8,1,20,0,1666897756.927405000,0,443,MacOS,60732,162.159.128.233,192.168.86.21,1564,2111137200,·······A····,tcp
57,N/A,0,1364,20,8,1,20,0,1666897756.927406000,0,443,MacOS,60732,162.159.128.233,192.168.86.21,1565,2111137201,·······A····,tcp
57,N/A,0,1365,20,8,1,20,0,1666897756.927406000,0,443,MacOS,60732,162.159.128.233,192.168.86.21,1564,2111137200,·······A···F,tcp
64,N/A,0,1366,20,4096,1,20,0,1666897756.927672000,0,60732,MacOS,443,192.168.86.21,162.159.128.233,4390,3996068011,·······A····,tcp
57,N/A,0,1367,20,8,1,20,0,1666897758.090113000,0,443,MacOS,56518,162.159.133.234,192.168.86.21,2702,1681073863,·······AP···,tcp
64,N/A,0,1368,20,4093,1,20,0,1666897758.090215000,0,56518,MacOS,443,192.168.86.21,162.159.133.234,173952,2146449862,·······A····,tcp
64,N/A,0,1369,20,2048,0,20,0,1666897758.940623000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1,2668335318,·······A····,tcp
120,01:01:08:0a:34:9c:94:1a:47:53:32:65,0,1370,20,393,0,32,0,1666897758.955335000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,2,867011505,·······A····,tcp
64,N/A,N/A,1371,20,N/A,1,N/A,0,1666897759.405117000,0,N/A,MacOS,N/A,192.168.86.21,17.248.131.29,N/A,N/A,N/A,N/A
64,N/A,N/A,1372,20,N/A,1,N/A,0,1666897759.405461000,0,N/A,MacOS,N/A,192.168.86.21,17.248.131.29,N/A,N/A,N/A,N/A
53,N/A,N/A,1373,20,N/A,1,N/A,0,1666897759.416029000,0,N/A,MacOS,N/A,17.248.131.29,192.168.86.21,N/A,N/A,N/A,N/A
46,N/A,N/A,1374,20,N/A,1,N/A,0,1666897759.416737000,0,N/A,MacOS,N/A,17.248.131.29,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1375,20,N/A,0,N/A,0,1666897760.556911000,0,N/A,MacOS,N/A,192.168.86.21,192.168.86.1,N/A,N/A,N/A,N/A
64,N/A,N/A,1376,20,N/A,0,N/A,0,1666897760.556983000,0,N/A,MacOS,N/A,192.168.86.21,192.168.86.1,N/A,N/A,N/A,N/A
64,N/A,N/A,1377,20,N/A,1,N/A,0,1666897760.569752000,0,N/A,MacOS,N/A,192.168.86.1,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1378,20,N/A,1,N/A,0,1666897760.572288000,0,N/A,MacOS,N/A,192.168.86.1,192.168.86.21,N/A,N/A,N/A,N/A
64,02:04:05:b4:01:03:03:06:01:01:08:0a:d0:8b:c9:0c:00:00:00:00:04:02:00:00,0,1379,20,65535,1,44,0,1666897760.572522000,0,56522,MacOS,443,192.168.86.21,34.231.173.204,0,2960410209,··········S·,tcp
235,02:04:05:b4:04:02:08:0a:b5:86:61:83:d0:8b:c9:0c:01:03:03:08,0,1380,20,26847,1,40,0,1666897760.609884000,0,443,MacOS,56522,34.231.173.204,192.168.86.21,1,1982879029,·······A··S·,tcp
64,01:01:08:0a:d0:8b:c9:31:b5:86:61:83,0,1381,20,2058,1,32,0,1666897760.609990000,0,56522,MacOS,443,192.168.86.21,34.231.173.204,1,2960410210,·······A····,tcp
64,01:01:08:0a:d0:8b:c9:31:b5:86:61:83,0,1382,20,2058,1,32,0,1666897760.610610000,0,56522,MacOS,443,192.168.86.21,34.231.173.204,1,2960410210,·······AP···,tcp
235,01:01:08:0a:b5:86:61:ab:d0:8b:c9:31,0,1383,20,110,1,32,0,1666897760.650773000,0,443,MacOS,56522,34.231.173.204,192.168.86.21,529,1982879030,·······A····,tcp
235,01:01:08:0a:b5:86:61:ac:d0:8b:c9:31,0,1384,20,110,1,32,0,1666897760.650774000,0,443,MacOS,56522,34.231.173.204,192.168.86.21,529,1982880478,·······A····,tcp
235,01:01:08:0a:b5:86:61:ac:d0:8b:c9:31,0,1385,20,110,1,32,0,1666897760.650775000,0,443,MacOS,56522,34.231.173.204,192.168.86.21,529,1982879030,·······A····,tcp
64,01:01:08:0a:d0:8b:c9:5a:b5:86:61:ab:01:01:05:0a:76:30:5a:de:76:30:60:86,0,1386,20,2058,1,44,0,1666897760.650916000,0,56522,MacOS,443,192.168.86.21,34.231.173.204,1,2960410738,·······A····,tcp
64,01:01:08:0a:d0:8b:c9:5a:b5:86:61:ac,0,1387,20,2013,1,32,0,1666897760.651130000,0,56522,MacOS,443,192.168.86.21,34.231.173.204,2897,2960410738,·······A····,tcp
235,01:01:08:0a:b5:86:61:ac:d0:8b:c9:31,0,1388,20,110,1,32,0,1666897760.651273000,0,443,MacOS,56522,34.231.173.204,192.168.86.21,529,1982881926,·······A····,tcp
64,01:01:08:0a:d0:8b:c9:5a:b5:86:61:ac,0,1389,20,1991,1,32,0,1666897760.651344000,0,56522,MacOS,443,192.168.86.21,34.231.173.204,4345,2960410738,·······A····,tcp
64,01:01:08:0a:d0:8b:c9:5a:b5:86:61:ac,0,1390,20,2048,1,32,0,1666897760.651397000,0,56522,MacOS,443,192.168.86.21,34.231.173.204,4345,2960410738,·······A····,tcp
235,01:01:08:0a:b5:86:61:ac:d0:8b:c9:31,0,1391,20,110,1,32,0,1666897760.653067000,0,443,MacOS,56522,34.231.173.204,192.168.86.21,529,1982883374,·······AP···,tcp
64,01:01:08:0a:d0:8b:c9:5c:b5:86:61:ac,0,1392,20,2031,1,32,0,1666897760.653118000,0,56522,MacOS,443,192.168.86.21,34.231.173.204,5379,2960410738,·······A····,tcp
64,01:01:08:0a:d0:8b:c9:5c:b5:86:61:ac,0,1393,20,2048,1,32,0,1666897760.654016000,0,56522,MacOS,443,192.168.86.21,34.231.173.204,5379,2960410738,·······AP···,tcp
64,01:01:08:0a:d0:8b:c9:5e:b5:86:61:ac,0,1394,20,2048,1,32,0,1666897760.654208000,0,56522,MacOS,443,192.168.86.21,34.231.173.204,5379,2960410864,·······AP···,tcp
64,01:01:08:0a:d0:8b:c9:5e:b5:86:61:ac,0,1395,20,2048,1,32,0,1666897760.654394000,0,56522,MacOS,443,192.168.86.21,34.231.173.204,5379,2960410969,·······AP···,tcp
64,01:01:08:0a:d0:8b:c9:5e:b5:86:61:ac,0,1396,20,2048,1,32,0,1666897760.654441000,0,56522,MacOS,443,192.168.86.21,34.231.173.204,5379,2960411398,·······AP···,tcp
235,01:01:08:0a:b5:86:61:d5:d0:8b:c9:5c,0,1397,20,110,1,32,0,1666897760.693163000,0,443,MacOS,56522,34.231.173.204,192.168.86.21,760,1982884408,·······A····,tcp
235,01:01:08:0a:b5:86:61:d5:d0:8b:c9:5c,0,1398,20,110,1,32,0,1666897760.693163000,0,443,MacOS,56522,34.231.173.204,192.168.86.21,760,1982884682,·······AP···,tcp
235,01:01:08:0a:b5:86:61:d6:d0:8b:c9:5e,0,1399,20,119,1,32,0,1666897760.693164000,0,443,MacOS,56522,34.231.173.204,192.168.86.21,1898,1982884760,·······A····,tcp
235,01:01:08:0a:b5:86:61:d5:d0:8b:c9:5c,0,1400,20,110,1,32,0,1666897760.693164000,0,443,MacOS,56522,34.231.173.204,192.168.86.21,760,1982884408,·······AP···,tcp
235,01:01:08:0a:b5:86:61:d6:d0:8b:c9:5e,0,1401,20,119,1,32,0,1666897760.693165000,0,443,MacOS,56522,34.231.173.204,192.168.86.21,1898,1982884760,·······AP···,tcp
64,01:01:08:0a:d0:8b:c9:85:b5:86:61:d5:01:01:05:0a:76:30:6b:4a:76:30:6b:98,0,1402,20,2048,1,44,0,1666897760.693250000,0,56522,MacOS,443,192.168.86.21,34.231.173.204,5379,2960412107,·······A····,tcp
64,01:01:08:0a:d0:8b:c9:85:b5:86:61:d5,0,1403,20,2042,1,32,0,1666897760.693349000,0,56522,MacOS,443,192.168.86.21,34.231.173.204,5731,2960412107,·······A····,tcp
64,01:01:08:0a:d0:8b:c9:85:b5:86:61:d6,0,1404,20,2036,1,32,0,1666897760.693401000,0,56522,MacOS,443,192.168.86.21,34.231.173.204,6103,2960412107,·······A····,tcp
64,01:01:08:0a:d0:8b:c9:85:b5:86:61:d6,0,1405,20,2048,1,32,0,1666897760.694205000,0,56522,MacOS,443,192.168.86.21,34.231.173.204,6103,2960412107,·······AP···,tcp
235,01:01:08:0a:b5:86:62:25:d0:8b:c9:85,0,1406,20,119,1,32,0,1666897760.770645000,0,443,MacOS,56522,34.231.173.204,192.168.86.21,1936,1982885132,·······A····,tcp
64,N/A,N/A,1407,20,N/A,1,N/A,0,1666897761.841916000,0,N/A,MacOS,N/A,192.168.86.21,52.96.57.34,N/A,N/A,N/A,N/A
64,N/A,N/A,1408,20,N/A,1,N/A,0,1666897761.841922000,0,N/A,MacOS,N/A,192.168.86.21,52.96.57.34,N/A,N/A,N/A,N/A
64,N/A,N/A,1409,20,N/A,1,N/A,0,1666897761.841964000,0,N/A,MacOS,N/A,192.168.86.21,52.96.57.34,N/A,N/A,N/A,N/A
241,N/A,N/A,1412,20,N/A,1,N/A,0,1666897761.861161000,0,N/A,MacOS,N/A,52.96.57.34,192.168.86.21,N/A,N/A,N/A,N/A
241,N/A,N/A,1413,20,N/A,1,N/A,0,1666897761.861161000,0,N/A,MacOS,N/A,52.96.57.34,192.168.86.21,N/A,N/A,N/A,N/A
241,N/A,N/A,1414,20,N/A,1,N/A,0,1666897761.861162000,0,N/A,MacOS,N/A,52.96.57.34,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1415,20,N/A,1,N/A,0,1666897761.864609000,0,N/A,MacOS,N/A,192.168.86.21,52.96.57.34,N/A,N/A,N/A,N/A
64,N/A,N/A,1416,20,N/A,1,N/A,0,1666897761.966412000,0,N/A,MacOS,N/A,192.168.86.21,142.251.35.202,N/A,N/A,N/A,N/A
57,N/A,N/A,1417,20,N/A,1,N/A,0,1666897761.972939000,0,N/A,MacOS,N/A,142.251.35.202,192.168.86.21,N/A,N/A,N/A,N/A
241,N/A,N/A,1418,20,N/A,1,N/A,0,1666897762.091402000,0,N/A,MacOS,N/A,52.96.57.34,192.168.86.21,N/A,N/A,N/A,N/A
241,N/A,N/A,1419,20,N/A,1,N/A,0,1666897762.091404000,0,N/A,MacOS,N/A,52.96.57.34,192.168.86.21,N/A,N/A,N/A,N/A
241,N/A,N/A,1420,20,N/A,1,N/A,0,1666897762.091405000,0,N/A,MacOS,N/A,52.96.57.34,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1421,20,N/A,1,N/A,0,1666897762.091961000,0,N/A,MacOS,N/A,192.168.86.21,52.96.57.34,N/A,N/A,N/A,N/A
64,N/A,N/A,1422,20,N/A,1,N/A,0,1666897762.095220000,0,N/A,MacOS,N/A,192.168.86.21,52.96.57.34,N/A,N/A,N/A,N/A
241,N/A,N/A,1423,20,N/A,1,N/A,0,1666897762.107906000,0,N/A,MacOS,N/A,52.96.57.34,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1424,20,N/A,1,N/A,0,1666897762.111559000,0,N/A,MacOS,N/A,192.168.86.21,52.96.57.34,N/A,N/A,N/A,N/A
57,N/A,0,1425,20,8,1,20,0,1666897762.701231000,0,443,MacOS,56518,162.159.133.234,192.168.86.21,2702,1681074035,·······AP···,tcp
64,N/A,0,1426,20,4089,1,20,0,1666897762.701332000,0,56518,MacOS,443,192.168.86.21,162.159.133.234,174384,2146449862,·······A····,tcp
255,N/A,N/A,1427,20,N/A,0,N/A,0,1666897762.902077000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
255,N/A,N/A,1429,20,N/A,0,N/A,0,1666897762.902818000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
255,N/A,N/A,1430,20,N/A,0,N/A,0,1666897763.134422000,0,N/A,MacOS,N/A,192.168.86.21,192.168.86.30,N/A,N/A,N/A,N/A
255,N/A,N/A,1431,20,N/A,0,N/A,0,1666897763.310930000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
255,N/A,N/A,1433,20,N/A,0,N/A,0,1666897763.516695000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
255,N/A,N/A,1435,20,N/A,0,N/A,0,1666897763.720964000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
255,N/A,N/A,1437,20,N/A,0,N/A,0,1666897763.721904000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
255,N/A,N/A,1439,20,N/A,0,N/A,0,1666897763.926609000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
255,N/A,N/A,1441,20,N/A,0,N/A,0,1666897764.130851000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
57,N/A,N/A,1443,20,N/A,1,N/A,0,1666897764.643467000,0,N/A,MacOS,N/A,142.251.35.202,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,1444,20,N/A,1,N/A,0,1666897764.643468000,0,N/A,MacOS,N/A,142.251.35.202,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1445,20,N/A,1,N/A,0,1666897764.644912000,0,N/A,MacOS,N/A,192.168.86.21,142.251.35.202,N/A,N/A,N/A,N/A
64,N/A,N/A,1446,20,N/A,0,N/A,0,1666897764.645956000,0,N/A,MacOS,N/A,192.168.86.21,192.168.86.1,N/A,N/A,N/A,N/A
64,N/A,N/A,1447,20,N/A,0,N/A,0,1666897764.646042000,0,N/A,MacOS,N/A,192.168.86.21,192.168.86.1,N/A,N/A,N/A,N/A
64,N/A,N/A,1448,20,N/A,1,N/A,0,1666897764.661830000,0,N/A,MacOS,N/A,192.168.86.1,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1449,20,N/A,1,N/A,0,1666897764.666148000,0,N/A,MacOS,N/A,192.168.86.1,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1450,20,N/A,1,N/A,0,1666897764.666904000,0,N/A,MacOS,N/A,192.168.86.21,142.251.40.74,N/A,N/A,N/A,N/A
64,N/A,N/A,1451,20,N/A,1,N/A,0,1666897764.667214000,0,N/A,MacOS,N/A,192.168.86.21,142.251.40.74,N/A,N/A,N/A,N/A
64,N/A,N/A,1452,20,N/A,1,N/A,0,1666897764.667429000,0,N/A,MacOS,N/A,192.168.86.21,142.251.40.74,N/A,N/A,N/A,N/A
58,N/A,N/A,1453,20,N/A,1,N/A,0,1666897764.688188000,0,N/A,MacOS,N/A,142.251.40.74,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,1454,20,N/A,1,N/A,0,1666897764.688189000,0,N/A,MacOS,N/A,142.251.40.74,192.168.86.21,N/A,N/A,N/A,N/A
59,N/A,N/A,1455,20,N/A,1,N/A,0,1666897764.688806000,0,N/A,MacOS,N/A,142.251.40.74,192.168.86.21,N/A,N/A,N/A,N/A
59,N/A,N/A,1456,20,N/A,1,N/A,0,1666897764.688807000,0,N/A,MacOS,N/A,142.251.40.74,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1457,20,N/A,1,N/A,0,1666897764.689287000,0,N/A,MacOS,N/A,192.168.86.21,142.251.40.74,N/A,N/A,N/A,N/A
64,N/A,N/A,1458,20,N/A,1,N/A,0,1666897764.689447000,0,N/A,MacOS,N/A,192.168.86.21,142.251.40.74,N/A,N/A,N/A,N/A
58,N/A,N/A,1459,20,N/A,1,N/A,0,1666897764.695204000,0,N/A,MacOS,N/A,142.251.40.74,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,1460,20,N/A,1,N/A,0,1666897764.695204000,0,N/A,MacOS,N/A,142.251.40.74,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1461,20,N/A,1,N/A,0,1666897764.695408000,0,N/A,MacOS,N/A,192.168.86.21,142.251.40.74,N/A,N/A,N/A,N/A
58,N/A,N/A,1462,20,N/A,1,N/A,0,1666897764.714882000,0,N/A,MacOS,N/A,142.251.40.74,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,1463,20,N/A,1,N/A,0,1666897764.714882000,0,N/A,MacOS,N/A,142.251.40.74,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1464,20,N/A,1,N/A,0,1666897764.715141000,0,N/A,MacOS,N/A,192.168.86.21,142.251.40.74,N/A,N/A,N/A,N/A
64,N/A,N/A,1465,20,N/A,1,N/A,0,1666897764.716195000,0,N/A,MacOS,N/A,192.168.86.21,142.251.35.202,N/A,N/A,N/A,N/A
58,N/A,N/A,1466,20,N/A,1,N/A,0,1666897764.721440000,0,N/A,MacOS,N/A,142.251.40.74,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,1467,20,N/A,1,N/A,0,1666897764.721441000,0,N/A,MacOS,N/A,142.251.35.202,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1468,20,N/A,1,N/A,0,1666897764.722920000,0,N/A,MacOS,N/A,192.168.86.21,142.251.35.202,N/A,N/A,N/A,N/A
64,N/A,N/A,1469,20,N/A,1,N/A,0,1666897764.740769000,0,N/A,MacOS,N/A,192.168.86.21,142.251.40.74,N/A,N/A,N/A,N/A
255,N/A,N/A,1470,20,N/A,0,N/A,0,1666897764.745349000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
57,N/A,N/A,1472,20,N/A,1,N/A,0,1666897764.748694000,0,N/A,MacOS,N/A,142.251.35.202,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1473,20,N/A,1,N/A,0,1666897764.748894000,0,N/A,MacOS,N/A,192.168.86.21,142.251.35.202,N/A,N/A,N/A,N/A
57,N/A,N/A,1474,20,N/A,1,N/A,0,1666897764.755607000,0,N/A,MacOS,N/A,142.251.35.202,192.168.86.21,N/A,N/A,N/A,N/A
255,N/A,N/A,1476,20,N/A,0,N/A,0,1666897765.564135000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
64,N/A,N/A,1478,20,N/A,1,N/A,0,1666897766.464430000,0,N/A,MacOS,N/A,192.168.86.21,142.250.114.101,N/A,N/A,N/A,N/A
64,N/A,N/A,1479,20,N/A,1,N/A,0,1666897766.464751000,0,N/A,MacOS,N/A,192.168.86.21,142.250.114.101,N/A,N/A,N/A,N/A
59,N/A,N/A,1480,20,N/A,1,N/A,0,1666897766.481185000,0,N/A,MacOS,N/A,142.250.114.101,192.168.86.21,N/A,N/A,N/A,N/A
59,N/A,N/A,1481,20,N/A,1,N/A,0,1666897766.481186000,0,N/A,MacOS,N/A,142.250.114.101,192.168.86.21,N/A,N/A,N/A,N/A
59,N/A,N/A,1482,20,N/A,1,N/A,0,1666897766.481186000,0,N/A,MacOS,N/A,142.250.114.101,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1483,20,N/A,1,N/A,0,1666897766.481690000,0,N/A,MacOS,N/A,192.168.86.21,142.250.114.101,N/A,N/A,N/A,N/A
64,N/A,N/A,1484,20,N/A,1,N/A,0,1666897766.481752000,0,N/A,MacOS,N/A,192.168.86.21,142.250.114.101,N/A,N/A,N/A,N/A
64,N/A,N/A,1485,20,N/A,1,N/A,0,1666897766.481999000,0,N/A,MacOS,N/A,192.168.86.21,142.250.114.101,N/A,N/A,N/A,N/A
64,N/A,N/A,1486,20,N/A,1,N/A,0,1666897766.482011000,0,N/A,MacOS,N/A,192.168.86.21,142.250.114.101,N/A,N/A,N/A,N/A
59,N/A,N/A,1487,20,N/A,1,N/A,0,1666897766.488650000,0,N/A,MacOS,N/A,142.250.114.101,192.168.86.21,N/A,N/A,N/A,N/A
59,N/A,N/A,1488,20,N/A,1,N/A,0,1666897766.488650000,0,N/A,MacOS,N/A,142.250.114.101,192.168.86.21,N/A,N/A,N/A,N/A
59,N/A,N/A,1489,20,N/A,1,N/A,0,1666897766.488650000,0,N/A,MacOS,N/A,142.250.114.101,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1490,20,N/A,1,N/A,0,1666897766.488869000,0,N/A,MacOS,N/A,192.168.86.21,142.250.114.101,N/A,N/A,N/A,N/A
64,N/A,N/A,1491,20,N/A,0,N/A,0,1666897766.530757000,0,N/A,MacOS,N/A,192.168.86.21,192.168.86.1,N/A,N/A,N/A,N/A
64,N/A,N/A,1492,20,N/A,0,N/A,0,1666897766.530892000,0,N/A,MacOS,N/A,192.168.86.21,192.168.86.1,N/A,N/A,N/A,N/A
59,N/A,N/A,1493,20,N/A,1,N/A,0,1666897766.533877000,0,N/A,MacOS,N/A,142.250.114.101,192.168.86.21,N/A,N/A,N/A,N/A
59,N/A,N/A,1494,20,N/A,1,N/A,0,1666897766.533877000,0,N/A,MacOS,N/A,142.250.114.101,192.168.86.21,N/A,N/A,N/A,N/A
59,N/A,N/A,1495,20,N/A,1,N/A,0,1666897766.533878000,0,N/A,MacOS,N/A,142.250.114.101,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1496,20,N/A,1,N/A,0,1666897766.534140000,0,N/A,MacOS,N/A,192.168.86.21,142.250.114.101,N/A,N/A,N/A,N/A
64,N/A,N/A,1497,20,N/A,1,N/A,0,1666897766.534184000,0,N/A,MacOS,N/A,192.168.86.21,142.250.114.101,N/A,N/A,N/A,N/A
64,N/A,N/A,1498,20,N/A,1,N/A,0,1666897766.540310000,0,N/A,MacOS,N/A,192.168.86.1,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1499,20,N/A,1,N/A,0,1666897766.546677000,0,N/A,MacOS,N/A,192.168.86.21,216.58.193.131,N/A,N/A,N/A,N/A
64,N/A,N/A,1500,20,N/A,1,N/A,0,1666897766.547920000,0,N/A,MacOS,N/A,192.168.86.1,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1501,20,N/A,0,N/A,0,1666897766.547975000,0,N/A,MacOS,N/A,192.168.86.21,192.168.86.1,N/A,N/A,N/A,N/A
64,N/A,N/A,1502,20,N/A,1,N/A,0,1666897766.554667000,0,N/A,MacOS,N/A,192.168.86.21,216.58.193.131,N/A,N/A,N/A,N/A
64,N/A,N/A,1503,20,N/A,1,N/A,0,1666897766.554965000,0,N/A,MacOS,N/A,192.168.86.21,216.58.193.131,N/A,N/A,N/A,N/A
59,N/A,N/A,1504,20,N/A,1,N/A,0,1666897766.556638000,0,N/A,MacOS,N/A,216.58.193.131,192.168.86.21,N/A,N/A,N/A,N/A
59,N/A,N/A,1505,20,N/A,1,N/A,0,1666897766.556638000,0,N/A,MacOS,N/A,216.58.193.131,192.168.86.21,N/A,N/A,N/A,N/A
59,N/A,N/A,1506,20,N/A,1,N/A,0,1666897766.556639000,0,N/A,MacOS,N/A,216.58.193.131,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1507,20,N/A,1,N/A,0,1666897766.557075000,0,N/A,MacOS,N/A,192.168.86.21,216.58.193.131,N/A,N/A,N/A,N/A
64,N/A,N/A,1508,20,N/A,1,N/A,0,1666897766.557208000,0,N/A,MacOS,N/A,192.168.86.21,216.58.193.131,N/A,N/A,N/A,N/A
57,N/A,N/A,1509,20,N/A,1,N/A,0,1666897766.562836000,0,N/A,MacOS,N/A,216.58.193.131,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,1510,20,N/A,1,N/A,0,1666897766.562837000,0,N/A,MacOS,N/A,216.58.193.131,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1511,20,N/A,1,N/A,0,1666897766.563132000,0,N/A,MacOS,N/A,192.168.86.21,216.58.193.131,N/A,N/A,N/A,N/A
59,N/A,N/A,1512,20,N/A,1,N/A,0,1666897766.566083000,0,N/A,MacOS,N/A,142.250.114.101,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,1513,20,N/A,1,N/A,0,1666897766.579364000,0,N/A,MacOS,N/A,216.58.193.131,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,1514,20,N/A,1,N/A,0,1666897766.579364000,0,N/A,MacOS,N/A,216.58.193.131,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1515,20,N/A,1,N/A,0,1666897766.579648000,0,N/A,MacOS,N/A,192.168.86.21,216.58.193.131,N/A,N/A,N/A,N/A
57,N/A,N/A,1516,20,N/A,1,N/A,0,1666897766.585692000,0,N/A,MacOS,N/A,216.58.193.131,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1517,20,N/A,1,N/A,0,1666897766.604787000,0,N/A,MacOS,N/A,192.168.86.21,216.58.193.131,N/A,N/A,N/A,N/A
64,N/A,N/A,1518,20,N/A,1,N/A,0,1666897766.607042000,0,N/A,MacOS,N/A,192.168.86.21,52.96.57.34,N/A,N/A,N/A,N/A
64,N/A,N/A,1519,20,N/A,1,N/A,0,1666897766.607048000,0,N/A,MacOS,N/A,192.168.86.21,52.96.57.34,N/A,N/A,N/A,N/A
64,N/A,N/A,1520,20,N/A,1,N/A,0,1666897766.607092000,0,N/A,MacOS,N/A,192.168.86.21,52.96.57.34,N/A,N/A,N/A,N/A
241,N/A,N/A,1521,20,N/A,1,N/A,0,1666897766.620003000,0,N/A,MacOS,N/A,52.96.57.34,192.168.86.21,N/A,N/A,N/A,N/A
241,N/A,N/A,1522,20,N/A,1,N/A,0,1666897766.620003000,0,N/A,MacOS,N/A,52.96.57.34,192.168.86.21,N/A,N/A,N/A,N/A
241,N/A,N/A,1523,20,N/A,1,N/A,0,1666897766.620004000,0,N/A,MacOS,N/A,52.96.57.34,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,1524,20,N/A,1,N/A,0,1666897766.623505000,0,N/A,MacOS,N/A,192.168.86.21,52.96.57.34,N/A,N/A,N/A,N/A
241,N/A,N/A,1525,20,N/A,1,N/A,0,1666897766.667542000,0,N/A,MacOS,N/A,52.96.57.34,192.168.86.21,N/A,N/A,N/A,N/A
