DF_FLAG,IP_FRAG_OFF,KNOWN_HOST_DEVICE,PACKET_SIZE,TIMESTAMP,TTL,PACKET_NO,PROTOCOL,SRC_PORT,DST_IP,MF_FLAG,DST_PORT,SRC_IP 
0,0,MacOS,20,1666897700.350484000,57,626,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.350484000,57,627,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.350485000,57,628,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.350485000,57,629,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.350486000,57,630,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.350486000,57,631,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.350487000,57,632,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.350487000,57,633,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.350488000,57,634,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.350488000,57,635,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.350489000,57,636,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.350489000,57,637,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.350490000,57,638,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.350490000,57,639,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.350491000,57,640,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.350491000,57,641,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.350683000,64,642,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.350889000,64,643,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.351119000,57,644,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351120000,57,645,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351131000,57,646,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351132000,57,647,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351132000,57,648,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351133000,57,649,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351133000,57,650,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351134000,57,651,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351134000,57,652,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351135000,57,653,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351136000,57,654,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351136000,57,655,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351137000,57,656,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351137000,57,657,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351138000,57,658,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351139000,57,659,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351139000,57,660,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351140000,57,661,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351140000,57,662,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351141000,57,663,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351142000,57,664,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351142000,57,665,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351143000,57,666,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351144000,57,667,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351144000,57,668,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351145000,57,669,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351146000,57,670,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351146000,57,671,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351147000,57,672,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351147000,57,673,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351148000,57,674,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351149000,57,675,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351149000,57,676,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351150000,57,677,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351150000,57,678,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351151000,57,679,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351152000,57,680,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351183000,64,681,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.351198000,57,682,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.351557000,64,683,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.351867000,64,684,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.352143000,64,685,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.352409000,57,686,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.352409000,57,687,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.352410000,57,688,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.352731000,64,689,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.355224000,64,690,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.357208000,57,691,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357209000,57,692,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357209000,57,693,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357210000,57,694,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357210000,57,695,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357211000,57,696,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357211000,57,697,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357212000,57,698,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357212000,57,699,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357213000,57,700,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357213000,57,701,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357214000,57,702,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357214000,57,703,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357216000,57,704,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357216000,57,705,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357216000,57,706,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357217000,57,707,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357218000,57,708,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357218000,57,709,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357218000,57,710,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357219000,57,711,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357220000,57,712,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357220000,57,713,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357221000,57,714,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357221000,57,715,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357221000,57,716,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357222000,57,717,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357223000,57,718,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357223000,57,719,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357224000,57,720,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357224000,57,721,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357225000,57,722,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357225000,57,723,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357226000,57,724,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357226000,57,725,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357227000,57,726,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357228000,57,727,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357228000,57,728,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357228000,57,729,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357229000,57,730,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.357729000,64,731,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.357890000,64,732,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.358073000,64,733,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.358205000,64,734,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.361365000,57,735,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361365000,57,736,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361366000,57,737,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361367000,57,738,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361367000,57,739,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361368000,57,740,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361368000,57,741,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361369000,57,742,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361369000,57,743,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361370000,57,744,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361371000,57,745,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361371000,57,746,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361706000,64,747,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.361819000,57,748,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361819000,57,749,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361820000,57,750,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361820000,57,751,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361821000,57,752,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361821000,57,753,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361822000,57,754,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361822000,57,755,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361823000,57,756,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361823000,57,757,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361828000,57,758,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361828000,57,759,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361828000,57,760,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361829000,57,761,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361829000,57,762,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361830000,57,763,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361830000,57,764,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361831000,57,765,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361831000,57,766,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361832000,57,767,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361832000,57,768,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361833000,57,769,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361833000,57,770,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361834000,57,771,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361834000,57,772,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361835000,57,773,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361836000,57,774,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361836000,57,775,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361836000,57,776,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361837000,57,777,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361837000,57,778,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361838000,57,779,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361992000,57,780,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361992000,57,781,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361993000,57,782,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361993000,57,783,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361994000,57,784,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361995000,57,785,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361995000,57,786,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361996000,57,787,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361997000,57,788,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361997000,57,789,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361998000,57,790,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361998000,57,791,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.361999000,57,792,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.362000000,57,793,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.362000000,57,794,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.362001000,57,795,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.362001000,57,796,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.362002000,57,797,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.362002000,57,798,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.362003000,57,799,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.362153000,64,800,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.362306000,64,801,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.362415000,64,802,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.362573000,64,803,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.362674000,64,804,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.365076000,64,805,udp,52886,162.159.135.232,0,443,192.168.86.21
1,0,MacOS,20,1666897700.370129000,57,806,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.439681000,255,807,udp,5353,224.0.0.251,0,5353,192.168.86.30
0,0,MacOS,20,1666897700.443165000,255,810,udp,5353,192.168.86.30,0,5353,192.168.86.21
0,0,MacOS,20,1666897700.551731000,64,811,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.553404000,64,812,udp,52886,162.159.135.232,0,443,192.168.86.21
1,0,MacOS,20,1666897700.570284000,57,813,udp,443,192.168.86.21,0,52886,162.159.135.232
1,0,MacOS,20,1666897700.634839000,57,814,udp,443,192.168.86.21,0,52886,162.159.135.232
1,0,MacOS,20,1666897700.634839000,57,815,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897700.637847000,64,816,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.644069000,255,817,udp,5353,224.0.0.251,0,5353,192.168.86.30
1,0,MacOS,20,1666897700.661191000,114,819,N/A,N/A,192.168.86.21,0,N/A,52.109.20.23
0,0,MacOS,20,1666897700.849135000,255,820,udp,5353,224.0.0.251,0,5353,192.168.86.30
0,0,MacOS,20,1666897700.850039000,255,822,udp,5353,224.0.0.251,0,5353,192.168.86.30
0,0,MacOS,20,1666897700.979124000,64,823,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.979207000,64,824,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.979210000,64,825,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.979286000,64,826,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.979357000,64,827,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.979408000,64,828,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.979426000,64,829,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.979457000,64,830,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.979566000,64,831,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.979569000,64,832,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.979570000,64,833,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897700.979590000,64,834,udp,52886,162.159.135.232,0,443,192.168.86.21
1,0,MacOS,20,1666897700.996280000,57,835,udp,443,192.168.86.21,0,52886,162.159.135.232
1,0,MacOS,20,1666897701.006979000,64,836,udp,56692,142.251.35.202,0,443,192.168.86.21
1,0,MacOS,20,1666897701.013550000,57,837,udp,443,192.168.86.21,0,56692,142.251.35.202
1,0,MacOS,20,1666897701.026883000,57,838,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897701.029345000,64,839,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897701.106902000,64,841,udp,52886,162.159.135.232,0,443,192.168.86.21
1,0,MacOS,20,1666897701.116636000,57,842,udp,443,192.168.86.21,0,52886,162.159.135.232
1,0,MacOS,20,1666897701.161409000,57,843,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897701.164274000,64,844,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897701.258699000,255,845,udp,5353,224.0.0.251,0,5353,192.168.86.30
0,0,MacOS,20,1666897701.698629000,64,848,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897701.698680000,64,849,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897701.698683000,64,850,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897701.698738000,64,851,udp,52886,162.159.135.232,0,443,192.168.86.21
1,0,MacOS,20,1666897701.715176000,57,852,udp,443,192.168.86.21,0,52886,162.159.135.232
1,0,MacOS,20,1666897701.763697000,57,853,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897701.766125000,64,854,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897701.818775000,64,855,N/A,N/A,142.250.115.188,0,N/A,192.168.86.21
0,0,MacOS,20,1666897701.825249000,119,856,N/A,N/A,192.168.86.21,0,N/A,142.250.115.188
1,0,MacOS,20,1666897702.014794000,57,857,N/A,N/A,192.168.86.21,0,N/A,162.159.133.234
1,0,MacOS,20,1666897702.014859000,64,858,N/A,N/A,162.159.133.234,0,N/A,192.168.86.21
1,0,MacOS,20,1666897702.021116000,57,859,N/A,N/A,192.168.86.21,0,N/A,162.159.133.234
1,0,MacOS,20,1666897702.021161000,64,860,N/A,N/A,162.159.133.234,0,N/A,192.168.86.21
0,0,MacOS,20,1666897702.056325000,64,861,udp,52886,162.159.135.232,0,443,192.168.86.21
1,0,MacOS,20,1666897702.065095000,57,862,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897702.077888000,255,863,udp,5353,224.0.0.251,0,5353,192.168.86.30
0,0,MacOS,20,1666897702.118123000,64,865,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897702.118176000,64,866,udp,52886,162.159.135.232,0,443,192.168.86.21
1,0,MacOS,20,1666897702.130168000,57,867,udp,443,192.168.86.21,0,52886,162.159.135.232
1,0,MacOS,20,1666897702.158242000,64,868,N/A,N/A,162.159.133.234,0,N/A,192.168.86.21
1,0,MacOS,20,1666897702.165375000,57,869,N/A,N/A,192.168.86.21,0,N/A,162.159.133.234
1,0,MacOS,20,1666897702.182148000,57,870,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897702.184675000,64,871,udp,52886,162.159.135.232,0,443,192.168.86.21
1,0,MacOS,20,1666897702.273190000,57,872,udp,443,192.168.86.21,0,52886,162.159.135.232
1,0,MacOS,20,1666897702.273191000,57,873,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897702.275899000,64,874,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897702.463420000,64,875,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897702.465646000,64,876,udp,52038,192.168.86.1,0,53,192.168.86.21
1,0,MacOS,20,1666897702.472053000,57,877,udp,443,192.168.86.21,0,52886,162.159.135.232
1,0,MacOS,20,1666897702.491175000,64,878,udp,53,192.168.86.21,0,52038,192.168.86.1
0,0,MacOS,20,1666897702.492560000,64,879,udp,64964,162.159.130.233,0,443,192.168.86.21
1,0,MacOS,20,1666897702.502958000,57,880,udp,443,192.168.86.21,0,64964,162.159.130.233
0,0,MacOS,20,1666897702.502959000,57,881,udp,443,192.168.86.21,0,64964,162.159.130.233
0,0,MacOS,20,1666897702.502959000,57,882,udp,443,192.168.86.21,0,64964,162.159.130.233
0,0,MacOS,20,1666897702.503620000,64,883,udp,64964,162.159.130.233,0,443,192.168.86.21
0,0,MacOS,20,1666897702.510594000,64,884,udp,64964,162.159.130.233,0,443,192.168.86.21
0,0,MacOS,20,1666897702.510790000,64,885,udp,64964,162.159.130.233,0,443,192.168.86.21
0,0,MacOS,20,1666897702.511080000,64,886,udp,64964,162.159.130.233,0,443,192.168.86.21
0,0,MacOS,20,1666897702.515312000,64,887,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897702.515377000,64,888,udp,52886,162.159.135.232,0,443,192.168.86.21
1,0,MacOS,20,1666897702.519057000,57,889,udp,443,192.168.86.21,0,64964,162.159.130.233
1,0,MacOS,20,1666897702.519058000,57,890,udp,443,192.168.86.21,0,64964,162.159.130.233
1,0,MacOS,20,1666897702.519058000,57,891,udp,443,192.168.86.21,0,64964,162.159.130.233
1,0,MacOS,20,1666897702.519059000,57,892,udp,443,192.168.86.21,0,64964,162.159.130.233
1,0,MacOS,20,1666897702.519059000,57,893,udp,443,192.168.86.21,0,64964,162.159.130.233
1,0,MacOS,20,1666897702.519059000,57,894,udp,443,192.168.86.21,0,64964,162.159.130.233
0,0,MacOS,20,1666897702.519388000,64,895,udp,64964,162.159.130.233,0,443,192.168.86.21
0,0,MacOS,20,1666897702.519445000,64,896,udp,64964,162.159.130.233,0,443,192.168.86.21
1,0,MacOS,20,1666897702.525713000,57,897,udp,443,192.168.86.21,0,52886,162.159.135.232
1,0,MacOS,20,1666897702.525714000,57,898,udp,443,192.168.86.21,0,64964,162.159.130.233
0,0,MacOS,20,1666897702.551430000,64,899,udp,64964,162.159.130.233,0,443,192.168.86.21
1,0,MacOS,20,1666897702.586808000,57,900,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897702.589326000,64,901,udp,52886,162.159.135.232,0,443,192.168.86.21
1,0,MacOS,20,1666897702.589845000,57,902,udp,443,192.168.86.21,0,52886,162.159.135.232
0,0,MacOS,20,1666897702.592368000,64,903,udp,52886,162.159.135.232,0,443,192.168.86.21
0,0,MacOS,20,1666897702.612379000,64,904,udp,64964,162.159.130.233,0,443,192.168.86.21
1,0,MacOS,20,1666897702.619676000,57,905,udp,443,192.168.86.21,0,64964,162.159.130.233
0,0,MacOS,20,1666897702.620846000,57,906,udp,443,192.168.86.21,0,64964,162.159.130.233
0,0,MacOS,20,1666897702.620859000,57,907,udp,443,192.168.86.21,0,64964,162.159.130.233
0,0,MacOS,20,1666897702.621293000,64,908,udp,64964,162.159.130.233,0,443,192.168.86.21
0,0,MacOS,20,1666897702.622510000,57,909,udp,443,192.168.86.21,0,64964,162.159.130.233
