DF_FLAG,IP_FRAG_OFF,KNOWN_HOST_DEVICE,PACKET_SIZE,TIMESTAMP,TTL,PACKET_NO,PROTOCOL,SRC_PORT,DST_IP,MF_FLAG,DST_PORT,SRC_IP 
0,0,MacOS,20,1666897788.427786000,120,4431,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
1,0,MacOS,20,1666897788.427858000,64,4432,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
1,0,MacOS,20,1666897788.427969000,64,4433,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
0,0,MacOS,20,1666897788.429746000,120,4434,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
0,0,MacOS,20,1666897788.429746000,120,4435,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
1,0,MacOS,20,1666897788.429810000,64,4436,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
1,0,MacOS,20,1666897788.430383000,64,4437,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
1,0,MacOS,20,1666897788.436274000,58,4438,udp,443,192.168.86.21,0,58811,142.251.40.74
1,0,MacOS,20,1666897788.436275000,58,4439,udp,443,192.168.86.21,0,58811,142.251.40.74
1,0,MacOS,20,1666897788.436592000,64,4440,udp,58811,142.251.40.74,0,443,192.168.86.21
1,0,MacOS,20,1666897788.438163000,64,4441,udp,56692,142.251.35.202,0,443,192.168.86.21
0,0,MacOS,20,1666897788.439398000,120,4442,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
1,0,MacOS,20,1666897788.443714000,57,4443,udp,443,192.168.86.21,0,56692,142.251.35.202
1,0,MacOS,20,1666897788.445215000,64,4444,udp,56692,142.251.35.202,0,443,192.168.86.21
1,0,MacOS,20,1666897788.462762000,64,4445,udp,58811,142.251.40.74,0,443,192.168.86.21
1,0,MacOS,20,1666897788.465715000,58,4446,udp,443,192.168.86.21,0,58811,142.251.40.74
1,0,MacOS,20,1666897788.469975000,57,4447,udp,443,192.168.86.21,0,56692,142.251.35.202
1,0,MacOS,20,1666897788.470195000,64,4448,udp,56692,142.251.35.202,0,443,192.168.86.21
1,0,MacOS,20,1666897788.476494000,57,4449,udp,443,192.168.86.21,0,56692,142.251.35.202
0,0,MacOS,20,1666897789.320547000,255,4450,udp,5353,224.0.0.251,0,5353,192.168.86.23
1,0,MacOS,20,1666897789.595338000,64,4452,udp,63002,142.251.45.78,0,443,192.168.86.21
1,0,MacOS,20,1666897789.595785000,64,4453,udp,63002,142.251.45.78,0,443,192.168.86.21
1,0,MacOS,20,1666897789.612651000,59,4454,udp,443,192.168.86.21,0,63002,142.251.45.78
1,0,MacOS,20,1666897789.612652000,59,4455,udp,443,192.168.86.21,0,63002,142.251.45.78
1,0,MacOS,20,1666897789.612653000,59,4456,udp,443,192.168.86.21,0,63002,142.251.45.78
1,0,MacOS,20,1666897789.613667000,64,4457,udp,63002,142.251.45.78,0,443,192.168.86.21
1,0,MacOS,20,1666897789.613917000,64,4458,udp,63002,142.251.45.78,0,443,192.168.86.21
1,0,MacOS,20,1666897789.614336000,64,4459,udp,63002,142.251.45.78,0,443,192.168.86.21
1,0,MacOS,20,1666897789.614342000,64,4460,udp,63002,142.251.45.78,0,443,192.168.86.21
1,0,MacOS,20,1666897789.614379000,64,4461,udp,63002,142.251.45.78,0,443,192.168.86.21
1,0,MacOS,20,1666897789.620206000,59,4462,udp,443,192.168.86.21,0,63002,142.251.45.78
1,0,MacOS,20,1666897789.620923000,58,4463,udp,443,192.168.86.21,0,63002,142.251.45.78
1,0,MacOS,20,1666897789.620924000,58,4464,udp,443,192.168.86.21,0,63002,142.251.45.78
1,0,MacOS,20,1666897789.621305000,64,4465,udp,63002,142.251.45.78,0,443,192.168.86.21
1,0,MacOS,20,1666897789.621716000,58,4466,udp,443,192.168.86.21,0,63002,142.251.45.78
1,0,MacOS,20,1666897789.640618000,58,4467,udp,443,192.168.86.21,0,63002,142.251.45.78
1,0,MacOS,20,1666897789.640619000,58,4468,udp,443,192.168.86.21,0,63002,142.251.45.78
1,0,MacOS,20,1666897789.641096000,64,4469,udp,63002,142.251.45.78,0,443,192.168.86.21
1,0,MacOS,20,1666897789.667360000,64,4470,udp,63002,142.251.45.78,0,443,192.168.86.21
1,0,MacOS,20,1666897789.673030000,58,4471,udp,443,192.168.86.21,0,63002,142.251.45.78
1,0,MacOS,20,1666897789.682669000,64,4472,udp,52419,52.96.57.34,0,443,192.168.86.21
1,0,MacOS,20,1666897789.726742000,241,4473,udp,443,192.168.86.21,0,52419,52.96.57.34
0,0,MacOS,20,1666897790.375545000,64,4474,N/A,N/A,140.82.112.26,0,N/A,192.168.86.21
1,0,MacOS,20,1666897790.419198000,49,4475,N/A,N/A,192.168.86.21,0,N/A,140.82.112.26
1,0,MacOS,20,1666897791.884941000,64,4476,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.884948000,64,4477,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.884997000,64,4478,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.884998000,64,4479,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.885000000,64,4480,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.885002000,64,4481,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.885052000,64,4482,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.885104000,64,4483,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.885207000,64,4484,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.885211000,64,4485,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.885213000,64,4486,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.885236000,64,4487,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.885239000,64,4488,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.885249000,64,4489,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.885251000,64,4490,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.885261000,64,4491,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.886670000,64,4492,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.886673000,64,4493,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.886676000,64,4494,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.886702000,64,4495,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.886704000,64,4496,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.886705000,64,4497,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.886718000,64,4498,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.886719000,64,4499,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.888210000,64,4500,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.888216000,64,4501,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.888248000,64,4502,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.888251000,64,4503,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.888253000,64,4504,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.888254000,64,4505,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.888269000,64,4506,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.888271000,64,4507,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.888947000,64,4508,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
1,0,MacOS,20,1666897791.888951000,64,4509,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
1,0,MacOS,20,1666897791.888977000,64,4510,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
1,0,MacOS,20,1666897791.889008000,64,4511,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
1,0,MacOS,20,1666897791.889951000,64,4512,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.889954000,64,4513,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.889973000,64,4514,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.889974000,64,4515,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.889975000,64,4516,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.889984000,64,4517,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.901146000,57,4518,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897791.901147000,57,4519,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897791.901148000,57,4520,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897791.901148000,57,4521,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897791.901148000,57,4522,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897791.903167000,57,4523,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897791.903168000,57,4524,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897791.903168000,57,4525,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897791.903169000,57,4526,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897791.903169000,57,4527,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897791.903170000,57,4528,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897791.903761000,57,4529,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897791.903762000,57,4530,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897791.903762000,57,4531,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897791.903763000,57,4532,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897791.903763000,57,4533,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897791.907114000,57,4534,udp,443,192.168.86.21,0,61154,142.251.116.102
0,0,MacOS,20,1666897791.907115000,120,4535,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
0,0,MacOS,20,1666897791.907116000,120,4536,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
0,0,MacOS,20,1666897791.907116000,120,4537,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
0,0,MacOS,20,1666897791.907116000,120,4538,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
1,0,MacOS,20,1666897791.927571000,64,4539,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897791.968089000,57,4540,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897791.968090000,57,4541,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897791.968572000,64,4542,udp,61154,142.251.116.102,0,443,192.168.86.21
0,0,MacOS,20,1666897791.989335000,120,4543,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
0,0,MacOS,20,1666897791.989336000,120,4544,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
1,0,MacOS,20,1666897791.989449000,64,4545,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
1,0,MacOS,20,1666897791.990737000,64,4546,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
0,0,MacOS,20,1666897791.992858000,120,4547,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
0,0,MacOS,20,1666897791.992859000,120,4548,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
1,0,MacOS,20,1666897791.992914000,64,4549,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
1,0,MacOS,20,1666897791.993351000,64,4550,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
1,0,MacOS,20,1666897791.993796000,64,4551,udp,61154,142.251.116.102,0,443,192.168.86.21
0,0,MacOS,20,1666897791.998191000,120,4552,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
1,0,MacOS,20,1666897792.000587000,57,4553,udp,443,192.168.86.21,0,61154,142.251.116.102
0,0,MacOS,20,1666897792.000588000,120,4554,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
0,0,MacOS,20,1666897792.006775000,64,4555,udp,29551,192.168.86.1,0,53,192.168.86.21
0,0,MacOS,20,1666897792.006876000,64,4556,udp,22349,192.168.86.1,0,53,192.168.86.21
0,0,MacOS,20,1666897792.015159000,64,4557,N/A,N/A,142.250.115.188,0,N/A,192.168.86.21
0,0,MacOS,20,1666897792.021529000,119,4558,N/A,N/A,192.168.86.21,0,N/A,142.250.115.188
1,0,MacOS,20,1666897792.026738000,64,4559,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897792.034159000,57,4560,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897792.060571000,64,4561,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897792.075677000,57,4562,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897792.075996000,64,4563,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897792.084934000,57,4564,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897792.085398000,64,4565,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897792.089419000,64,4566,udp,53,192.168.86.21,0,29551,192.168.86.1
1,0,MacOS,20,1666897792.107344000,64,4567,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.117593000,57,4568,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897792.121981000,64,4569,udp,53,192.168.86.21,0,22349,192.168.86.1
0,0,MacOS,20,1666897792.122072000,64,4570,N/A,N/A,192.168.86.1,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.123153000,114,4571,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.123265000,64,4572,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.123669000,64,4573,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.142767000,114,4574,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.142768000,114,4575,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.142769000,114,4576,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.142871000,64,4577,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.144102000,114,4578,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.144104000,114,4579,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.144222000,64,4580,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.144307000,64,4581,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.144346000,64,4582,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.159350000,114,4583,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.159408000,64,4584,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.161688000,64,4585,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.161860000,64,4586,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.178052000,114,4587,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.178053000,114,4588,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.178054000,114,4589,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.178155000,64,4590,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.178239000,64,4591,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.179033000,114,4592,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.179034000,114,4593,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.179129000,64,4594,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.179727000,64,4595,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.180907000,64,4596,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.196201000,113,4597,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.196202000,114,4598,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.196310000,64,4599,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.196721000,64,4600,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.196859000,114,4601,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.196971000,64,4602,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.216271000,113,4603,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.216272000,113,4604,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.216273000,113,4605,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.216274000,113,4606,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.216274000,113,4607,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.216397000,64,4608,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.216470000,64,4609,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.216576000,64,4610,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.216625000,64,4611,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.220037000,64,4612,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.220258000,64,4613,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.220287000,64,4614,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.220326000,64,4615,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.235405000,113,4616,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.235406000,113,4617,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.235406000,113,4618,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.235515000,64,4619,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897792.601034000,113,4620,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897792.601127000,64,4621,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897794.034980000,52,4622,N/A,N/A,192.168.86.21,0,N/A,17.57.144.89
1,0,MacOS,20,1666897794.035245000,64,4623,N/A,N/A,17.57.144.89,0,N/A,192.168.86.21
1,0,MacOS,20,1666897794.039396000,64,4624,N/A,N/A,17.57.144.89,0,N/A,192.168.86.21
1,0,MacOS,20,1666897794.086167000,52,4625,N/A,N/A,192.168.86.21,0,N/A,17.57.144.89
1,0,MacOS,20,1666897794.647559000,64,4626,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.647566000,64,4627,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.647646000,64,4628,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.647650000,64,4629,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.647652000,64,4630,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.647654000,64,4631,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.647655000,64,4632,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.647681000,64,4633,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.647683000,64,4634,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.647694000,64,4635,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.647706000,64,4636,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.647723000,64,4637,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.647734000,64,4638,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.647745000,64,4639,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.647819000,64,4640,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.647822000,64,4641,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.649220000,64,4643,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.649266000,64,4645,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.649269000,64,4646,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.649280000,64,4647,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.649284000,64,4648,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.649300000,64,4649,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.649308000,64,4650,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.649319000,64,4651,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.649765000,241,4652,udp,443,192.168.86.21,0,52419,52.96.57.34
1,0,MacOS,20,1666897794.650665000,64,4653,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.650701000,64,4654,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.650709000,64,4655,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.650723000,64,4656,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.650733000,64,4657,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.650753000,64,4658,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.650755000,64,4659,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.650832000,64,4660,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.652256000,64,4661,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.652258000,64,4662,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.652274000,64,4663,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.652276000,64,4664,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.652285000,64,4665,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.652297000,64,4666,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.652914000,64,4667,udp,52419,52.96.57.34,0,443,192.168.86.21
1,0,MacOS,20,1666897794.653437000,64,4668,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.653439000,64,4669,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.653453000,64,4670,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.653460000,64,4671,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.653467000,64,4672,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.653501000,64,4673,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.654685000,57,4674,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897794.654686000,57,4675,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897794.654728000,64,4676,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.654750000,64,4677,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.654752000,64,4678,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.654768000,64,4679,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.654776000,64,4680,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.654787000,64,4681,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.654794000,64,4682,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.654804000,64,4683,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.656111000,57,4684,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897794.656111000,57,4685,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897794.656112000,57,4686,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897794.656112000,57,4687,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897794.656145000,57,4688,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897794.656319000,64,4689,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.656323000,64,4690,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.656325000,64,4691,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.656357000,64,4692,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.656364000,64,4693,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.656366000,64,4694,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.656390000,64,4695,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.656392000,64,4696,udp,61154,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897794.656699000,57,4697,udp,443,192.168.86.21,0,61154,142.251.116.102
1,0,MacOS,20,1666897794.656700000,57,4698,udp,443,192.168.86.21,0,61154,142.251.116.102
