PACKET_SIZE,SRC_IP,TTL,DST_IP,KNOWN_HOST_DEVICE,IP_FRAG_OFF,PACKET_NO,MF_FLAG,TIMESTAMP,DF_FLAG 
20,142.250.138.17,120,192.168.86.21,MacOS,0,1844,0,1666897778.630147000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1845,0,1666897778.630147000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1846,0,1666897778.630147000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1847,0,1666897778.630148000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1848,0,1666897778.630148000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,1849,0,1666897778.630235000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,1850,0,1666897778.630442000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1851,0,1666897778.630443000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1852,0,1666897778.630443000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,1853,0,1666897778.630505000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,1854,0,1666897778.631144000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1855,0,1666897778.631144000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1856,0,1666897778.631145000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1857,0,1666897778.631145000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1858,0,1666897778.631146000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,1859,0,1666897778.631193000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,1860,0,1666897778.631282000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1861,0,1666897778.631282000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,1862,0,1666897778.631309000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,1863,0,1666897778.634283000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1864,0,1666897778.634283000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,1865,0,1666897778.634366000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,1866,0,1666897778.635113000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1867,0,1666897778.635113000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1868,0,1666897778.635114000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1869,0,1666897778.635114000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1870,0,1666897778.635115000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1871,0,1666897778.635115000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1872,0,1666897778.635115000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1873,0,1666897778.635116000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1874,0,1666897778.635116000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1875,0,1666897778.635117000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1876,0,1666897778.635117000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1877,0,1666897778.635118000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1878,0,1666897778.635118000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1879,0,1666897778.635119000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1880,0,1666897778.635119000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1881,0,1666897778.635120000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1882,0,1666897778.635120000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1883,0,1666897778.635121000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,1884,0,1666897778.635168000,1
20,192.168.86.21,64,142.250.138.17,MacOS,0,1885,0,1666897778.635255000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,1886,0,1666897778.638071000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1887,0,1666897778.638072000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1888,0,1666897778.638073000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1889,0,1666897778.638073000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1890,0,1666897778.638074000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1891,0,1666897778.638074000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1892,0,1666897778.638075000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1893,0,1666897778.638076000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1894,0,1666897778.638076000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1895,0,1666897778.638076000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1896,0,1666897778.638077000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1897,0,1666897778.638078000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1898,0,1666897778.638078000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1899,0,1666897778.638078000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1900,0,1666897778.638079000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1901,0,1666897778.638079000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,1902,0,1666897778.638185000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,1903,0,1666897778.639056000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1904,0,1666897778.639056000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1905,0,1666897778.639057000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1906,0,1666897778.639057000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1907,0,1666897778.639058000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1908,0,1666897778.639058000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1909,0,1666897778.639059000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1910,0,1666897778.639059000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1911,0,1666897778.639059000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1912,0,1666897778.639060000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1913,0,1666897778.639060000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1914,0,1666897778.639061000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1915,0,1666897778.639061000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1916,0,1666897778.639062000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1917,0,1666897778.639062000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1918,0,1666897778.639063000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1919,0,1666897778.639063000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1920,0,1666897778.639064000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,1921,0,1666897778.639180000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,1922,0,1666897778.641321000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1923,0,1666897778.641322000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,1924,0,1666897778.641904000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,1925,0,1666897778.642139000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1926,0,1666897778.642140000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1927,0,1666897778.642140000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1928,0,1666897778.642141000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1929,0,1666897778.642142000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1930,0,1666897778.642142000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1931,0,1666897778.642143000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1932,0,1666897778.642143000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1933,0,1666897778.642144000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1934,0,1666897778.642144000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1935,0,1666897778.642145000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1936,0,1666897778.642146000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1937,0,1666897778.642146000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1938,0,1666897778.642147000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1939,0,1666897778.642147000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1940,0,1666897778.642148000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1941,0,1666897778.642149000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1942,0,1666897778.642149000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1943,0,1666897778.642150000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1944,0,1666897778.642150000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1945,0,1666897778.642151000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1946,0,1666897778.642151000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1947,0,1666897778.642152000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1948,0,1666897778.642152000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,1949,0,1666897778.642456000,1
20,192.168.86.21,64,142.250.138.17,MacOS,0,1950,0,1666897778.643049000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,1951,0,1666897778.644406000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1952,0,1666897778.644406000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,1953,0,1666897778.644635000,1
20,192.168.86.21,64,142.250.138.17,MacOS,0,1954,0,1666897778.644930000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,1955,0,1666897778.645156000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1956,0,1666897778.645156000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1957,0,1666897778.645157000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1958,0,1666897778.645157000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1959,0,1666897778.645158000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1960,0,1666897778.645159000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1961,0,1666897778.645159000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1962,0,1666897778.645160000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1963,0,1666897778.645160000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1964,0,1666897778.645161000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,1965,0,1666897778.645214000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,1966,0,1666897778.646936000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1967,0,1666897778.646936000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1968,0,1666897778.646974000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1969,0,1666897778.646975000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1970,0,1666897778.646976000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1971,0,1666897778.646976000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1972,0,1666897778.646977000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1973,0,1666897778.646977000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1974,0,1666897778.646978000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1975,0,1666897778.646978000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1976,0,1666897778.646979000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1977,0,1666897778.646979000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1978,0,1666897778.646980000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1979,0,1666897778.646980000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,1980,0,1666897778.647159000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,1981,0,1666897778.648057000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1982,0,1666897778.648058000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1983,0,1666897778.648058000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1984,0,1666897778.648058000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1985,0,1666897778.648059000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1986,0,1666897778.648060000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1987,0,1666897778.648060000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1988,0,1666897778.648061000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1989,0,1666897778.648061000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1990,0,1666897778.648061000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1991,0,1666897778.648062000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,1992,0,1666897778.648137000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,1993,0,1666897778.648614000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1994,0,1666897778.648614000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1995,0,1666897778.648615000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,1996,0,1666897778.648726000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,1997,0,1666897778.650789000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1998,0,1666897778.650789000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,1999,0,1666897778.650790000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2000,0,1666897778.650790000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2001,0,1666897778.651456000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2002,0,1666897778.651457000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,2003,0,1666897778.651753000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,2004,0,1666897778.652112000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2005,0,1666897778.652113000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2006,0,1666897778.652113000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2007,0,1666897778.652114000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2008,0,1666897778.652114000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2009,0,1666897778.652115000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2010,0,1666897778.652115000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2011,0,1666897778.652116000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2012,0,1666897778.652116000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2013,0,1666897778.652117000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2014,0,1666897778.652118000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,2015,0,1666897778.652227000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,2016,0,1666897778.653183000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2017,0,1666897778.653184000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2018,0,1666897778.653185000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2019,0,1666897778.653185000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2020,0,1666897778.653186000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2021,0,1666897778.653186000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2022,0,1666897778.653187000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2023,0,1666897778.653187000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2024,0,1666897778.653188000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2025,0,1666897778.653188000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2026,0,1666897778.653189000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2027,0,1666897778.653189000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2028,0,1666897778.653190000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2029,0,1666897778.653190000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,2030,0,1666897778.653259000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,2031,0,1666897778.653846000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2032,0,1666897778.653847000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2033,0,1666897778.653847000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,2034,0,1666897778.654315000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,2035,0,1666897778.654494000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2036,0,1666897778.654495000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2037,0,1666897778.654495000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2038,0,1666897778.654758000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2039,0,1666897778.654759000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,2040,0,1666897778.655426000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,2041,0,1666897778.656255000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2042,0,1666897778.656256000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,2043,0,1666897778.656686000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,2044,0,1666897778.657072000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2045,0,1666897778.657073000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2046,0,1666897778.657073000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2047,0,1666897778.657074000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2048,0,1666897778.657074000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2049,0,1666897778.657075000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2050,0,1666897778.657075000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2051,0,1666897778.657076000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2052,0,1666897778.657077000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2053,0,1666897778.657077000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2054,0,1666897778.657078000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,2055,0,1666897778.657093000,1
20,192.168.86.21,64,142.250.138.17,MacOS,0,2056,0,1666897778.657122000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,2057,0,1666897778.657180000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2058,0,1666897778.657181000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,2059,0,1666897778.657230000,1
20,192.168.86.21,64,142.250.138.17,MacOS,0,2060,0,1666897778.657302000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,2061,0,1666897778.657375000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2062,0,1666897778.657993000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,2063,0,1666897778.658653000,1
20,192.168.86.21,64,216.58.193.131,MacOS,0,2064,0,1666897778.660729000,1
20,192.168.86.21,64,142.250.138.17,MacOS,0,2065,0,1666897778.661017000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,2066,0,1666897778.661647000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2067,0,1666897778.661648000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,2068,0,1666897778.661947000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,2069,0,1666897778.662290000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2070,0,1666897778.662291000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2071,0,1666897778.662292000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2072,0,1666897778.662293000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2073,0,1666897778.662293000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2074,0,1666897778.662293000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2075,0,1666897778.662294000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2076,0,1666897778.662294000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2077,0,1666897778.662295000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2078,0,1666897778.662296000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2079,0,1666897778.662296000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2080,0,1666897778.662296000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2081,0,1666897778.662297000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2082,0,1666897778.662298000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2083,0,1666897778.662298000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2084,0,1666897778.662299000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2085,0,1666897778.662300000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2086,0,1666897778.662300000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2087,0,1666897778.662301000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2088,0,1666897778.662301000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2089,0,1666897778.662302000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2090,0,1666897778.662303000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2091,0,1666897778.662303000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2092,0,1666897778.662304000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,2093,0,1666897778.662443000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,2094,0,1666897778.666817000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2095,0,1666897778.666818000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2096,0,1666897778.666819000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2097,0,1666897778.666819000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2098,0,1666897778.666820000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2099,0,1666897778.666821000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2100,0,1666897778.666822000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2101,0,1666897778.666822000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2102,0,1666897778.666823000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2103,0,1666897778.666824000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2104,0,1666897778.666824000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2105,0,1666897778.666825000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2106,0,1666897778.666826000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2107,0,1666897778.666827000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2108,0,1666897778.666827000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2109,0,1666897778.666828000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2110,0,1666897778.666828000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2111,0,1666897778.666829000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2112,0,1666897778.666830000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2113,0,1666897778.667091000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2114,0,1666897778.667092000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2115,0,1666897778.667093000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2116,0,1666897778.667093000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2117,0,1666897778.667094000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2118,0,1666897778.667095000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2119,0,1666897778.667095000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2120,0,1666897778.667096000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2121,0,1666897778.667097000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2122,0,1666897778.667097000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2123,0,1666897778.667098000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2124,0,1666897778.667099000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2125,0,1666897778.667099000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2126,0,1666897778.667101000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2127,0,1666897778.667101000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2128,0,1666897778.667639000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2129,0,1666897778.667641000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2130,0,1666897778.667641000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2131,0,1666897778.668196000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2132,0,1666897778.668197000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2133,0,1666897778.668198000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2134,0,1666897778.668199000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2135,0,1666897778.668200000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2136,0,1666897778.668201000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2137,0,1666897778.668203000,0
20,216.58.193.131,57,192.168.86.21,MacOS,0,2138,0,1666897778.668204000,1
20,216.58.193.131,57,192.168.86.21,MacOS,0,2139,0,1666897778.668204000,1
20,216.58.193.131,57,192.168.86.21,MacOS,0,2140,0,1666897778.668205000,1
20,216.58.193.131,57,192.168.86.21,MacOS,0,2141,0,1666897778.668206000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,2142,0,1666897778.668206000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2143,0,1666897778.668207000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2144,0,1666897778.668569000,0
20,192.168.86.21,64,216.58.193.131,MacOS,0,2145,0,1666897778.668887000,1
20,192.168.86.21,64,216.58.193.131,MacOS,0,2146,0,1666897778.668968000,1
20,192.168.86.21,64,142.250.138.17,MacOS,0,2147,0,1666897778.669713000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,2148,0,1666897778.672120000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2149,0,1666897778.672121000,0
20,192.168.86.21,64,142.250.138.17,MacOS,0,2150,0,1666897778.672501000,1
20,142.250.138.17,120,192.168.86.21,MacOS,0,2151,0,1666897778.673224000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2152,0,1666897778.673224000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2153,0,1666897778.673226000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2154,0,1666897778.673226000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2155,0,1666897778.673227000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2156,0,1666897778.673228000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2157,0,1666897778.674002000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2158,0,1666897778.674003000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2159,0,1666897778.674004000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2160,0,1666897778.674004000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2161,0,1666897778.675106000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2162,0,1666897778.675107000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2163,0,1666897778.675107000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2164,0,1666897778.675107000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2165,0,1666897778.675670000,0
20,142.250.138.17,120,192.168.86.21,MacOS,0,2166,0,1666897778.675670000,0
