PROTOCOL,MF_FLAG,PACKET_NO,IP_FRAG_OFF,SRC_PORT,DST_IP,TTL,PACKET_SIZE,KNOWN_HOST_DEVICE,TIMESTAMP,DST_PORT,DF_FLAG,SRC_IP 
N/A,0,1914,0,N/A,205.203.140.65,128,20,Linux,1258920207.517411000,N/A,1,172.16.16.128
N/A,0,1915,0,N/A,205.203.140.65,128,20,Linux,1258920207.517427000,N/A,1,172.16.16.128
N/A,0,1916,0,N/A,172.16.16.128,51,20,Linux,1258920207.539611000,N/A,0,74.125.95.149
N/A,0,1917,0,N/A,216.178.33.35,128,20,Linux,1258920207.539869000,N/A,1,172.16.16.128
N/A,0,1918,0,N/A,172.16.16.128,51,20,Linux,1258920207.540269000,N/A,0,74.125.95.149
N/A,0,1919,0,N/A,74.125.95.149,128,20,Linux,1258920207.540313000,N/A,1,172.16.16.128
N/A,0,1920,0,N/A,172.16.16.128,51,20,Linux,1258920207.541158000,N/A,0,74.125.95.149
N/A,0,1921,0,N/A,172.16.16.128,51,20,Linux,1258920207.544708000,N/A,0,74.125.95.149
N/A,0,1922,0,N/A,172.16.16.128,51,20,Linux,1258920207.544712000,N/A,0,74.125.95.149
N/A,0,1923,0,N/A,74.125.95.149,128,20,Linux,1258920207.544771000,N/A,1,172.16.16.128
N/A,0,1924,0,N/A,172.16.16.128,51,20,Linux,1258920207.545525000,N/A,0,74.125.95.149
N/A,0,1925,0,N/A,172.16.16.128,51,20,Linux,1258920207.546137000,N/A,0,74.125.95.149
N/A,0,1926,0,N/A,74.125.95.149,128,20,Linux,1258920207.546176000,N/A,1,172.16.16.128
N/A,0,1927,0,N/A,172.16.16.128,51,20,Linux,1258920207.567348000,N/A,0,205.203.140.65
N/A,0,1928,0,N/A,172.16.16.128,242,20,Linux,1258920207.573149000,N/A,0,205.203.140.65
N/A,0,1929,0,N/A,172.16.16.128,242,20,Linux,1258920207.574399000,N/A,0,205.203.140.65
N/A,0,1930,0,N/A,172.16.16.128,242,20,Linux,1258920207.574404000,N/A,0,205.203.140.65
N/A,0,1931,0,N/A,205.203.140.65,128,20,Linux,1258920207.574464000,N/A,1,172.16.16.128
N/A,0,1932,0,N/A,172.16.16.128,242,20,Linux,1258920207.575788000,N/A,0,205.203.140.65
N/A,0,1933,0,N/A,172.16.16.128,51,20,Linux,1258920207.582527000,N/A,0,74.125.95.149
N/A,0,1934,0,N/A,172.16.16.128,51,20,Linux,1258920207.583348000,N/A,0,74.125.95.149
N/A,0,1935,0,N/A,74.125.95.149,128,20,Linux,1258920207.583398000,N/A,1,172.16.16.128
N/A,0,1936,0,N/A,172.16.16.128,51,20,Linux,1258920207.586064000,N/A,0,74.125.95.149
N/A,0,1937,0,N/A,172.16.16.128,51,20,Linux,1258920207.586068000,N/A,0,74.125.95.149
N/A,0,1938,0,N/A,172.16.16.128,51,20,Linux,1258920207.588137000,N/A,0,74.125.95.149
N/A,0,1939,0,N/A,74.125.95.149,128,20,Linux,1258920207.588187000,N/A,1,172.16.16.128
N/A,0,1940,0,N/A,172.16.16.128,51,20,Linux,1258920207.591976000,N/A,0,74.125.95.149
N/A,0,1941,0,N/A,172.16.16.128,51,20,Linux,1258920207.591981000,N/A,0,74.125.95.149
N/A,0,1942,0,N/A,205.203.140.65,128,20,Linux,1258920207.595966000,N/A,1,172.16.16.128
N/A,0,1943,0,N/A,205.203.140.65,128,20,Linux,1258920207.595981000,N/A,1,172.16.16.128
N/A,0,1944,0,N/A,205.203.140.65,128,20,Linux,1258920207.595986000,N/A,1,172.16.16.128
N/A,0,1945,0,N/A,172.16.16.128,51,20,Linux,1258920207.621204000,N/A,0,74.125.95.149
N/A,0,1946,0,N/A,74.125.95.149,128,20,Linux,1258920207.621311000,N/A,1,172.16.16.128
N/A,0,1947,0,N/A,172.16.16.128,51,20,Linux,1258920207.621890000,N/A,0,74.125.95.149
N/A,0,1948,0,N/A,172.16.16.128,51,20,Linux,1258920207.623360000,N/A,0,74.125.95.149
N/A,0,1949,0,N/A,74.125.95.149,128,20,Linux,1258920207.623405000,N/A,1,172.16.16.128
N/A,0,1950,0,N/A,172.16.16.128,51,20,Linux,1258920207.627260000,N/A,0,74.125.95.149
N/A,0,1951,0,N/A,172.16.16.128,51,20,Linux,1258920207.627546000,N/A,0,74.125.95.149
N/A,0,1952,0,N/A,74.125.95.149,128,20,Linux,1258920207.627591000,N/A,1,172.16.16.128
N/A,0,1953,0,N/A,172.16.16.128,51,20,Linux,1258920207.627886000,N/A,0,74.125.95.149
N/A,0,1954,0,N/A,172.16.16.128,51,20,Linux,1258920207.628383000,N/A,0,74.125.95.149
N/A,0,1955,0,N/A,74.125.95.149,128,20,Linux,1258920207.628421000,N/A,1,172.16.16.128
N/A,0,1956,0,N/A,172.16.16.128,51,20,Linux,1258920207.629803000,N/A,0,74.125.95.149
N/A,0,1957,0,N/A,172.16.16.128,51,20,Linux,1258920207.630702000,N/A,0,74.125.95.149
N/A,0,1958,0,N/A,74.125.95.149,128,20,Linux,1258920207.630739000,N/A,1,172.16.16.128
N/A,0,1959,0,N/A,172.16.16.128,51,20,Linux,1258920207.632948000,N/A,0,74.125.95.149
N/A,0,1960,0,N/A,172.16.16.128,242,20,Linux,1258920207.646372000,N/A,0,205.203.140.65
N/A,0,1961,0,N/A,172.16.16.128,51,20,Linux,1258920207.650080000,N/A,0,205.203.140.65
N/A,0,1962,0,N/A,172.16.16.128,242,20,Linux,1258920207.656403000,N/A,0,205.203.140.65
N/A,0,1963,0,N/A,12.120.63.24,128,20,Linux,1258920207.656884000,N/A,1,172.16.16.128
N/A,0,1964,0,N/A,64.208.21.43,128,20,Linux,1258920207.656954000,N/A,1,172.16.16.128
N/A,0,1965,0,N/A,64.208.21.43,128,20,Linux,1258920207.656991000,N/A,1,172.16.16.128
N/A,0,1966,0,N/A,64.208.21.43,128,20,Linux,1258920207.657026000,N/A,1,172.16.16.128
N/A,0,1967,0,N/A,172.16.16.128,242,20,Linux,1258920207.658813000,N/A,0,205.203.140.65
N/A,0,1968,0,N/A,172.16.16.128,242,20,Linux,1258920207.658818000,N/A,0,205.203.140.65
N/A,0,1969,0,N/A,172.16.16.128,242,20,Linux,1258920207.658820000,N/A,0,205.203.140.65
N/A,0,1970,0,N/A,205.203.140.65,128,20,Linux,1258920207.658903000,N/A,1,172.16.16.128
N/A,0,1971,0,N/A,74.125.95.149,128,20,Linux,1258920207.676891000,N/A,1,172.16.16.128
N/A,0,1972,0,N/A,208.111.168.7,128,20,Linux,1258920207.698166000,N/A,1,172.16.16.128
N/A,0,1973,0,N/A,205.203.140.65,128,20,Linux,1258920207.698730000,N/A,1,172.16.16.128
N/A,0,1974,0,N/A,205.203.140.65,128,20,Linux,1258920207.698738000,N/A,1,172.16.16.128
N/A,0,1975,0,N/A,205.203.140.65,128,20,Linux,1258920207.698742000,N/A,1,172.16.16.128
N/A,0,1976,0,N/A,205.203.140.65,128,20,Linux,1258920207.698868000,N/A,1,172.16.16.128
N/A,0,1977,0,N/A,205.203.140.65,128,20,Linux,1258920207.698875000,N/A,1,172.16.16.128
N/A,0,1978,0,N/A,205.203.140.65,128,20,Linux,1258920207.698880000,N/A,1,172.16.16.128
N/A,0,1979,0,N/A,172.16.16.128,54,20,Linux,1258920207.702500000,N/A,0,12.120.63.24
N/A,0,1980,0,N/A,74.125.95.149,128,20,Linux,1258920207.706897000,N/A,1,172.16.16.128
N/A,0,1981,0,N/A,64.208.21.43,128,20,Linux,1258920207.709813000,N/A,1,172.16.16.128
N/A,0,1982,0,N/A,64.208.21.43,128,20,Linux,1258920207.709922000,N/A,1,172.16.16.128
N/A,0,1983,0,N/A,64.208.21.43,128,20,Linux,1258920207.711616000,N/A,1,172.16.16.128
N/A,0,1984,0,N/A,64.208.21.43,128,20,Linux,1258920207.714113000,N/A,1,172.16.16.128
N/A,0,1985,0,N/A,64.208.21.43,128,20,Linux,1258920207.721077000,N/A,1,172.16.16.128
N/A,0,1986,0,N/A,64.208.21.43,128,20,Linux,1258920207.721408000,N/A,1,172.16.16.128
N/A,0,1987,0,N/A,172.16.16.128,55,20,Linux,1258920207.724998000,N/A,0,208.111.168.7
N/A,0,1988,0,N/A,208.111.168.7,128,20,Linux,1258920207.725067000,N/A,1,172.16.16.128
N/A,0,1989,0,N/A,208.111.168.7,128,20,Linux,1258920207.725402000,N/A,1,172.16.16.128
N/A,0,1990,0,N/A,172.16.16.128,46,20,Linux,1258920207.736018000,N/A,0,157.166.255.38
N/A,0,1991,0,N/A,157.166.255.38,128,20,Linux,1258920207.736118000,N/A,1,172.16.16.128
N/A,0,1992,0,N/A,172.16.16.128,55,20,Linux,1258920207.755992000,N/A,0,208.111.168.7
N/A,0,1993,0,N/A,172.16.16.128,47,20,Linux,1258920207.755999000,N/A,0,157.166.255.38
N/A,0,1994,0,N/A,172.16.16.128,242,20,Linux,1258920207.756001000,N/A,0,205.203.140.65
N/A,0,1995,0,N/A,172.16.16.128,57,20,Linux,1258920207.756003000,N/A,0,64.208.21.43
N/A,0,1996,0,N/A,172.16.16.128,51,20,Linux,1258920207.756005000,N/A,0,205.203.140.65
N/A,0,1997,0,N/A,172.16.16.128,57,20,Linux,1258920207.756130000,N/A,0,64.208.21.43
N/A,0,1998,0,N/A,157.166.255.38,128,20,Linux,1258920207.756352000,N/A,1,172.16.16.128
N/A,0,1999,0,N/A,205.203.140.65,128,20,Linux,1258920207.756791000,N/A,1,172.16.16.128
N/A,0,2000,0,N/A,205.203.140.65,128,20,Linux,1258920207.756799000,N/A,1,172.16.16.128
N/A,0,2001,0,N/A,205.203.140.65,128,20,Linux,1258920207.756804000,N/A,1,172.16.16.128
N/A,0,2002,0,N/A,64.208.21.43,128,20,Linux,1258920207.757070000,N/A,1,172.16.16.128
N/A,0,2003,0,N/A,64.208.21.43,128,20,Linux,1258920207.757922000,N/A,1,172.16.16.128
N/A,0,2004,0,N/A,205.203.140.65,128,20,Linux,1258920207.780908000,N/A,1,172.16.16.128
N/A,0,2005,0,N/A,172.16.16.128,242,20,Linux,1258920207.801980000,N/A,0,205.203.140.65
N/A,0,2006,0,N/A,172.16.16.128,242,20,Linux,1258920207.802191000,N/A,0,205.203.140.65
N/A,0,2007,0,N/A,205.203.140.65,128,20,Linux,1258920207.802246000,N/A,1,172.16.16.128
N/A,0,2008,0,N/A,172.16.16.128,242,20,Linux,1258920207.805982000,N/A,0,205.203.140.65
N/A,0,2009,0,N/A,172.16.16.128,242,20,Linux,1258920207.805987000,N/A,0,205.203.140.65
N/A,0,2010,0,N/A,172.16.16.128,242,20,Linux,1258920207.805989000,N/A,0,205.203.140.65
N/A,0,2011,0,N/A,172.16.16.128,242,20,Linux,1258920207.805991000,N/A,0,205.203.140.65
N/A,0,2012,0,N/A,172.16.16.128,46,20,Linux,1258920207.805994000,N/A,0,157.166.255.38
N/A,0,2013,0,N/A,172.16.16.128,57,20,Linux,1258920207.805995000,N/A,0,64.208.21.43
N/A,0,2014,0,N/A,172.16.16.128,56,20,Linux,1258920207.805998000,N/A,1,64.208.21.43
N/A,0,2015,0,N/A,172.16.16.128,241,20,Linux,1258920207.806000000,N/A,1,205.203.140.65
N/A,0,2016,0,N/A,172.16.16.128,47,20,Linux,1258920207.806001000,N/A,0,157.166.255.38
N/A,0,2017,0,N/A,172.16.16.128,50,20,Linux,1258920207.806003000,N/A,1,205.203.140.65
N/A,0,2018,0,N/A,157.166.255.38,128,20,Linux,1258920207.806141000,N/A,1,172.16.16.128
N/A,0,2019,0,N/A,172.16.16.128,241,20,Linux,1258920207.806181000,N/A,1,205.203.140.65
N/A,0,2020,0,N/A,172.16.16.128,241,20,Linux,1258920207.806190000,N/A,1,205.203.140.65
N/A,0,2021,0,N/A,172.16.16.128,241,20,Linux,1258920207.806192000,N/A,1,205.203.140.65
N/A,0,2022,0,N/A,172.16.16.128,241,20,Linux,1258920207.806194000,N/A,1,205.203.140.65
N/A,0,2023,0,N/A,172.16.16.128,241,20,Linux,1258920207.806197000,N/A,1,205.203.140.65
N/A,0,2024,0,N/A,172.16.16.128,241,20,Linux,1258920207.806199000,N/A,1,205.203.140.65
N/A,0,2025,0,N/A,172.16.16.128,56,20,Linux,1258920207.806201000,N/A,1,64.208.21.43
N/A,0,2026,0,N/A,172.16.16.128,57,20,Linux,1258920207.806203000,N/A,0,64.208.21.43
N/A,0,2027,0,N/A,172.16.16.128,55,20,Linux,1258920207.806206000,N/A,0,208.111.168.7
N/A,0,2028,0,N/A,172.16.16.128,55,20,Linux,1258920207.806207000,N/A,0,208.111.168.7
N/A,0,2029,0,N/A,157.166.255.38,128,20,Linux,1258920207.806341000,N/A,1,172.16.16.128
N/A,0,2030,0,N/A,64.208.21.43,128,20,Linux,1258920207.808451000,N/A,1,172.16.16.128
N/A,0,2031,0,N/A,172.16.16.128,55,20,Linux,1258920207.817066000,N/A,0,208.111.168.7
N/A,0,2032,0,N/A,208.111.168.7,128,20,Linux,1258920207.817172000,N/A,1,172.16.16.128
N/A,0,2033,0,N/A,74.125.95.149,128,20,Linux,1258920207.840915000,N/A,1,172.16.16.128
N/A,0,2034,0,N/A,172.16.16.128,57,20,Linux,1258920207.844921000,N/A,0,64.208.21.43
N/A,0,2035,0,N/A,172.16.16.128,57,20,Linux,1258920207.844925000,N/A,0,64.208.21.43
N/A,0,2036,0,N/A,172.16.16.128,55,20,Linux,1258920207.853970000,N/A,0,208.111.168.7
N/A,0,2037,0,N/A,172.16.16.128,55,20,Linux,1258920207.853978000,N/A,0,208.111.168.7
N/A,0,2038,0,N/A,172.16.16.128,57,20,Linux,1258920207.853981000,N/A,0,64.208.21.43
N/A,0,2039,0,N/A,208.111.168.7,128,20,Linux,1258920207.855111000,N/A,1,172.16.16.128
N/A,0,2040,0,N/A,208.111.168.7,128,20,Linux,1258920207.855513000,N/A,1,172.16.16.128
N/A,0,2041,0,N/A,172.16.16.128,242,20,Linux,1258920207.860996000,N/A,0,205.203.140.65
N/A,0,2042,0,N/A,74.125.95.149,128,20,Linux,1258920207.866107000,N/A,1,172.16.16.128
N/A,0,2043,0,N/A,172.16.16.128,240,20,Linux,1258920207.868579000,N/A,0,205.203.140.65
N/A,0,2044,0,N/A,172.16.16.128,49,20,Linux,1258920207.868586000,N/A,0,205.203.140.65
N/A,0,2045,0,N/A,172.16.16.128,240,20,Linux,1258920207.876968000,N/A,0,205.203.140.65
N/A,0,2046,0,N/A,172.16.16.128,240,20,Linux,1258920207.877104000,N/A,0,205.203.140.65
N/A,0,2047,0,N/A,205.203.140.65,128,20,Linux,1258920207.877157000,N/A,1,172.16.16.128
N/A,0,2048,0,N/A,172.16.16.128,240,20,Linux,1258920207.881114000,N/A,0,205.203.140.65
N/A,0,2049,0,N/A,172.16.16.128,240,20,Linux,1258920207.881122000,N/A,0,205.203.140.65
N/A,0,2050,0,N/A,172.16.16.128,240,20,Linux,1258920207.882960000,N/A,0,205.203.140.65
N/A,0,2051,0,N/A,172.16.16.128,240,20,Linux,1258920207.882964000,N/A,0,205.203.140.65
N/A,0,2052,0,N/A,205.203.140.65,128,20,Linux,1258920207.883058000,N/A,1,172.16.16.128
N/A,0,2053,0,N/A,172.16.16.128,240,20,Linux,1258920207.883108000,N/A,0,205.203.140.65
N/A,0,2054,0,N/A,172.16.16.128,240,20,Linux,1258920207.883111000,N/A,0,205.203.140.65
N/A,0,2055,0,N/A,172.16.16.128,240,20,Linux,1258920207.886410000,N/A,0,205.203.140.65
N/A,0,2056,0,N/A,205.203.140.65,128,20,Linux,1258920207.886471000,N/A,1,172.16.16.128
N/A,0,2057,0,N/A,12.120.63.24,128,20,Linux,1258920207.904926000,N/A,1,172.16.16.128
N/A,0,2058,0,N/A,172.16.16.128,51,20,Linux,1258920207.905455000,N/A,0,74.125.95.149
N/A,0,2059,0,N/A,172.16.16.128,51,20,Linux,1258920207.905458000,N/A,0,74.125.95.149
N/A,0,2060,0,N/A,172.16.16.128,51,20,Linux,1258920207.906941000,N/A,0,74.125.95.149
N/A,0,2061,0,N/A,74.125.95.149,128,20,Linux,1258920207.907002000,N/A,1,172.16.16.128
N/A,0,2062,0,N/A,74.125.95.138,128,20,Linux,1258920207.934924000,N/A,1,172.16.16.128
N/A,0,2063,0,N/A,172.16.16.128,51,20,Linux,1258920207.946139000,N/A,0,74.125.95.149
N/A,0,2064,0,N/A,172.16.16.128,51,20,Linux,1258920207.952348000,N/A,0,74.125.95.149
N/A,0,2065,0,N/A,172.16.16.128,51,20,Linux,1258920207.952356000,N/A,0,74.125.95.149
N/A,0,2066,0,N/A,172.16.16.128,51,20,Linux,1258920207.952359000,N/A,0,74.125.95.149
N/A,0,2067,0,N/A,74.125.95.149,128,20,Linux,1258920207.952469000,N/A,1,172.16.16.128
N/A,0,2068,0,N/A,172.16.16.128,51,20,Linux,1258920207.964511000,N/A,0,74.125.95.138
N/A,0,2069,0,N/A,74.125.95.138,128,20,Linux,1258920207.964616000,N/A,1,172.16.16.128
N/A,0,2070,0,N/A,157.166.255.38,128,20,Linux,1258920207.966507000,N/A,1,172.16.16.128
N/A,0,2071,0,N/A,157.166.255.38,128,20,Linux,1258920207.966614000,N/A,1,172.16.16.128
N/A,0,2072,0,N/A,157.166.255.38,128,20,Linux,1258920207.966676000,N/A,1,172.16.16.128
N/A,0,2073,0,N/A,157.166.255.38,128,20,Linux,1258920207.966735000,N/A,1,172.16.16.128
N/A,0,2074,0,N/A,157.166.226.25,128,20,Linux,1258920207.966860000,N/A,1,172.16.16.128
N/A,0,2075,0,N/A,157.166.226.25,128,20,Linux,1258920207.966926000,N/A,1,172.16.16.128
N/A,0,2076,0,N/A,74.125.95.138,128,20,Linux,1258920207.968342000,N/A,1,172.16.16.128
N/A,0,2077,0,N/A,172.16.16.128,51,20,Linux,1258920207.988673000,N/A,0,74.125.95.149
N/A,0,2078,0,N/A,172.16.16.128,51,20,Linux,1258920207.992166000,N/A,0,74.125.95.149
N/A,0,2079,0,N/A,172.16.16.128,51,20,Linux,1258920207.992171000,N/A,0,74.125.95.149
N/A,0,2080,0,N/A,172.16.16.128,51,20,Linux,1258920207.992174000,N/A,0,74.125.95.149
N/A,0,2081,0,N/A,74.125.95.149,128,20,Linux,1258920207.992247000,N/A,1,172.16.16.128
N/A,0,2082,0,N/A,172.16.16.128,51,20,Linux,1258920208.006713000,N/A,0,74.125.95.138
udp,0,2083,0,137,172.16.16.255,128,20,Linux,1258920208.007428000,137,0,172.16.16.128
N/A,0,2084,0,N/A,172.16.16.128,51,20,Linux,1258920208.026214000,N/A,0,74.125.95.149
N/A,0,2085,0,N/A,172.16.16.128,51,20,Linux,1258920208.027420000,N/A,0,74.125.95.149
N/A,0,2086,0,N/A,74.125.95.149,128,20,Linux,1258920208.027471000,N/A,1,172.16.16.128
N/A,0,2087,0,N/A,172.16.16.128,51,20,Linux,1258920208.030160000,N/A,0,74.125.95.149
N/A,0,2088,0,N/A,172.16.16.128,51,20,Linux,1258920208.030466000,N/A,0,74.125.95.149
N/A,0,2089,0,N/A,74.125.95.149,128,20,Linux,1258920208.030506000,N/A,1,172.16.16.128
N/A,0,2090,0,N/A,64.208.21.43,128,20,Linux,1258920208.054945000,N/A,1,172.16.16.128
N/A,0,2091,0,N/A,205.203.140.65,128,20,Linux,1258920208.055021000,N/A,1,172.16.16.128
N/A,0,2092,0,N/A,64.208.21.43,128,20,Linux,1258920208.055056000,N/A,1,172.16.16.128
N/A,0,2093,0,N/A,64.208.21.43,128,20,Linux,1258920208.055088000,N/A,1,172.16.16.128
N/A,0,2094,0,N/A,64.208.21.43,128,20,Linux,1258920208.056916000,N/A,1,172.16.16.128
N/A,0,2095,0,N/A,64.208.21.43,128,20,Linux,1258920208.056955000,N/A,1,172.16.16.128
N/A,0,2096,0,N/A,205.203.140.65,128,20,Linux,1258920208.056988000,N/A,1,172.16.16.128
N/A,0,2097,0,N/A,64.208.21.43,128,20,Linux,1258920208.057021000,N/A,1,172.16.16.128
N/A,0,2098,0,N/A,172.16.16.128,51,20,Linux,1258920208.065693000,N/A,0,74.125.95.149
N/A,0,2099,0,N/A,172.16.16.128,51,20,Linux,1258920208.067796000,N/A,0,74.125.95.149
N/A,0,2100,0,N/A,74.125.95.149,128,20,Linux,1258920208.067865000,N/A,1,172.16.16.128
N/A,0,2101,0,N/A,172.16.16.128,51,20,Linux,1258920208.067982000,N/A,0,74.125.95.149
N/A,0,2102,0,N/A,172.16.16.128,51,20,Linux,1258920208.069292000,N/A,0,74.125.95.149
N/A,0,2103,0,N/A,74.125.95.149,128,20,Linux,1258920208.069332000,N/A,1,172.16.16.128
N/A,0,2104,0,N/A,172.16.16.128,56,20,Linux,1258920208.069482000,N/A,1,64.208.21.43
N/A,0,2105,0,N/A,64.208.21.43,128,20,Linux,1258920208.069505000,N/A,1,172.16.16.128
N/A,0,2106,0,N/A,172.16.16.128,47,20,Linux,1258920208.093070000,N/A,0,157.166.255.38
N/A,0,2107,0,N/A,157.166.255.38,128,20,Linux,1258920208.093191000,N/A,1,172.16.16.128
N/A,0,2108,0,N/A,172.16.16.128,51,20,Linux,1258920208.105890000,N/A,0,74.125.95.149
N/A,0,2109,0,N/A,172.16.16.128,51,20,Linux,1258920208.106296000,N/A,0,74.125.95.149
N/A,0,2110,0,N/A,74.125.95.149,128,20,Linux,1258920208.106342000,N/A,1,172.16.16.128
N/A,0,2111,0,N/A,172.16.16.128,51,20,Linux,1258920208.115765000,N/A,0,74.125.95.149
N/A,0,2112,0,N/A,172.16.16.128,51,20,Linux,1258920208.116401000,N/A,0,74.125.95.149
N/A,0,2113,0,N/A,74.125.95.149,128,20,Linux,1258920208.116448000,N/A,1,172.16.16.128
N/A,0,2114,0,N/A,172.16.16.128,51,20,Linux,1258920208.141701000,N/A,0,74.125.95.149
N/A,0,2115,0,N/A,172.16.16.128,51,20,Linux,1258920208.143804000,N/A,0,74.125.95.149
N/A,0,2116,0,N/A,74.125.95.149,128,20,Linux,1258920208.143857000,N/A,1,172.16.16.128
N/A,0,2117,0,N/A,172.16.16.128,51,20,Linux,1258920208.151224000,N/A,0,74.125.95.149
N/A,0,2118,0,N/A,172.16.16.128,51,20,Linux,1258920208.155008000,N/A,0,74.125.95.149
N/A,0,2119,0,N/A,74.125.95.149,128,20,Linux,1258920208.155052000,N/A,1,172.16.16.128
N/A,0,2120,0,N/A,172.16.16.128,51,20,Linux,1258920208.179077000,N/A,0,74.125.95.149
N/A,0,2121,0,N/A,172.16.16.128,51,20,Linux,1258920208.180245000,N/A,0,74.125.95.149
N/A,0,2122,0,N/A,74.125.95.149,128,20,Linux,1258920208.180290000,N/A,1,172.16.16.128
N/A,0,2123,0,N/A,172.16.16.128,51,20,Linux,1258920208.181567000,N/A,0,74.125.95.149
N/A,0,2124,0,N/A,172.16.16.128,51,20,Linux,1258920208.200975000,N/A,0,74.125.95.149
N/A,0,2125,0,N/A,74.125.95.149,128,20,Linux,1258920208.201065000,N/A,1,172.16.16.128
N/A,0,2126,0,N/A,172.16.16.128,51,20,Linux,1258920208.217969000,N/A,0,74.125.95.149
N/A,0,2127,0,N/A,172.16.16.128,51,20,Linux,1258920208.217976000,N/A,0,74.125.95.149
N/A,0,2128,0,N/A,172.16.16.128,51,20,Linux,1258920208.217979000,N/A,0,74.125.95.149
N/A,0,2129,0,N/A,172.16.16.128,51,20,Linux,1258920208.239181000,N/A,0,74.125.95.149
N/A,0,2130,0,N/A,172.16.16.128,51,20,Linux,1258920208.239187000,N/A,0,74.125.95.149
N/A,0,2131,0,N/A,74.125.95.149,128,20,Linux,1258920208.239288000,N/A,1,172.16.16.128
N/A,0,2132,0,N/A,172.16.16.128,51,20,Linux,1258920208.310509000,N/A,0,74.125.95.149
N/A,0,2133,0,N/A,172.16.16.128,51,20,Linux,1258920208.310517000,N/A,0,74.125.95.149
N/A,0,2134,0,N/A,172.16.16.128,51,20,Linux,1258920208.310520000,N/A,0,74.125.95.149
N/A,0,2135,0,N/A,172.16.16.128,51,20,Linux,1258920208.310523000,N/A,0,74.125.95.149
N/A,0,2136,0,N/A,172.16.16.128,51,20,Linux,1258920208.310528000,N/A,0,74.125.95.149
N/A,0,2137,0,N/A,172.16.16.128,51,20,Linux,1258920208.338527000,N/A,0,74.125.95.138
N/A,0,2138,0,N/A,172.16.16.128,51,20,Linux,1258920208.339811000,N/A,0,74.125.95.138
N/A,0,2139,0,N/A,74.125.95.138,128,20,Linux,1258920208.339866000,N/A,1,172.16.16.128
N/A,0,2140,0,N/A,172.16.16.128,51,20,Linux,1258920208.341707000,N/A,0,74.125.95.138
N/A,0,2141,0,N/A,172.16.16.128,51,20,Linux,1258920208.342295000,N/A,0,74.125.95.138
N/A,0,2142,0,N/A,74.125.95.138,128,20,Linux,1258920208.342340000,N/A,1,172.16.16.128
N/A,0,2143,0,N/A,74.125.166.28,128,20,Linux,1258920208.366012000,N/A,1,172.16.16.128
udp,0,2144,0,49754,4.2.2.1,128,20,Linux,1258920208.368826000,53,0,172.16.16.128
N/A,0,2145,0,N/A,172.16.16.128,51,20,Linux,1258920208.377066000,N/A,0,74.125.95.138
N/A,0,2146,0,N/A,172.16.16.128,51,20,Linux,1258920208.381333000,N/A,0,74.125.95.138
N/A,0,2147,0,N/A,172.16.16.128,51,20,Linux,1258920208.381338000,N/A,0,74.125.95.138
N/A,0,2148,0,N/A,172.16.16.128,47,20,Linux,1258920208.381341000,N/A,0,157.166.255.38
N/A,0,2149,0,N/A,74.125.95.138,128,20,Linux,1258920208.381442000,N/A,1,172.16.16.128
N/A,0,2150,0,N/A,157.166.255.38,128,20,Linux,1258920208.381569000,N/A,1,172.16.16.128
N/A,0,2151,0,N/A,172.16.16.128,51,20,Linux,1258920208.414550000,N/A,0,74.125.95.138
N/A,0,2152,0,N/A,172.16.16.128,51,20,Linux,1258920208.417495000,N/A,0,74.125.95.138
N/A,0,2153,0,N/A,172.16.16.128,51,20,Linux,1258920208.417500000,N/A,0,74.125.95.138
N/A,0,2154,0,N/A,74.125.95.138,128,20,Linux,1258920208.417575000,N/A,1,172.16.16.128
N/A,0,2155,0,N/A,172.16.16.128,51,20,Linux,1258920208.418605000,N/A,0,74.125.95.138
N/A,0,2156,0,N/A,172.16.16.128,51,20,Linux,1258920208.419572000,N/A,0,74.125.95.138
N/A,0,2157,0,N/A,74.125.95.138,128,20,Linux,1258920208.419614000,N/A,1,172.16.16.128
N/A,0,2158,0,N/A,172.16.16.128,51,20,Linux,1258920208.420818000,N/A,0,74.125.95.138
N/A,0,2159,0,N/A,172.16.16.128,51,20,Linux,1258920208.422081000,N/A,0,74.125.95.138
N/A,0,2160,0,N/A,74.125.95.138,128,20,Linux,1258920208.422119000,N/A,1,172.16.16.128
udp,0,2161,0,53,172.16.16.128,56,20,Linux,1258920208.426879000,49754,0,4.2.2.1
N/A,0,2162,0,N/A,74.125.103.147,128,20,Linux,1258920208.427357000,N/A,1,172.16.16.128
N/A,0,2163,0,N/A,172.16.16.128,52,20,Linux,1258920208.445243000,N/A,0,74.125.166.28
N/A,0,2164,0,N/A,74.125.166.28,128,20,Linux,1258920208.445335000,N/A,1,172.16.16.128
N/A,0,2165,0,N/A,74.125.166.28,128,20,Linux,1258920208.445659000,N/A,1,172.16.16.128
N/A,0,2166,0,N/A,172.16.16.128,51,20,Linux,1258920208.453789000,N/A,0,74.125.95.138
N/A,0,2167,0,N/A,172.16.16.128,51,20,Linux,1258920208.454985000,N/A,0,74.125.95.138
N/A,0,2168,0,N/A,74.125.95.138,128,20,Linux,1258920208.455029000,N/A,1,172.16.16.128
N/A,0,2169,0,N/A,172.16.16.128,51,20,Linux,1258920208.457853000,N/A,0,74.125.95.138
N/A,0,2170,0,N/A,172.16.16.128,51,20,Linux,1258920208.461255000,N/A,0,74.125.95.138
