TTL,SRC_PORT,DF_FLAG,TIMESTAMP,MF_FLAG,DST_PORT,SRC_IP,DST_IP,KNOWN_HOST_DEVICE,PROTOCOL,PACKET_SIZE,PACKET_NO,IP_FRAG_OFF
53,N/A,1,1663877064.358584000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,5,0
128,N/A,1,1663877064.398792000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,6,0
53,N/A,1,1663877065.586375000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,10,0
128,N/A,1,1663877065.627037000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,11,0
53,N/A,1,1663877066.409957000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,12,0
128,N/A,1,1663877066.451209000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,13,0
128,N/A,1,1663877068.644652000,0,N/A,10.169.169.21,140.82.112.26,Windows,N/A,20,15,0
48,N/A,1,1663877068.684704000,0,N/A,140.82.112.26,10.169.169.21,Windows,N/A,20,16,0
128,65380,1,1663877072.844875000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,25,0
128,N/A,1,1663877072.862411000,0,N/A,10.169.169.21,34.98.127.226,Windows,N/A,20,26,0
128,N/A,1,1663877072.862609000,0,N/A,10.169.169.21,34.98.127.226,Windows,N/A,20,27,0
55,443,1,1663877072.868413000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,28,0
118,N/A,0,1663877072.868413000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,29,0
118,N/A,0,1663877072.868673000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,30,0
118,N/A,0,1663877072.869101000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,31,0
128,65380,1,1663877072.869967000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,32,0
128,65380,1,1663877072.870181000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,33,0
55,443,1,1663877072.874296000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,34,0
55,443,1,1663877072.874675000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,35,0
128,65380,1,1663877072.875011000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,36,0
55,443,1,1663877072.898928000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,37,0
128,N/A,1,1663877072.909643000,0,N/A,10.169.169.21,34.98.127.226,Windows,N/A,20,38,0
118,N/A,0,1663877072.975624000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,39,0
118,N/A,0,1663877072.977903000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,40,0
118,N/A,0,1663877072.977903000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,41,0
118,N/A,0,1663877072.977903000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,42,0
128,N/A,1,1663877072.978075000,0,N/A,10.169.169.21,34.98.127.226,Windows,N/A,20,43,0
128,N/A,1,1663877072.978385000,0,N/A,10.169.169.21,34.98.127.226,Windows,N/A,20,44,0
118,N/A,0,1663877072.980679000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,45,0
118,N/A,0,1663877072.980679000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,46,0
118,N/A,0,1663877072.980679000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,47,0
118,N/A,0,1663877072.980679000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,48,0
118,N/A,0,1663877072.980679000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,49,0
118,N/A,0,1663877072.980679000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,50,0
118,N/A,0,1663877072.980679000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,51,0
118,N/A,0,1663877072.980679000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,52,0
118,N/A,0,1663877072.980679000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,53,0
118,N/A,0,1663877072.980679000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,54,0
118,N/A,0,1663877072.980679000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,55,0
128,N/A,1,1663877072.981213000,0,N/A,10.169.169.21,34.98.127.226,Windows,N/A,20,56,0
118,N/A,0,1663877072.982049000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,57,0
118,N/A,0,1663877072.982049000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,58,0
118,N/A,0,1663877072.982049000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,59,0
118,N/A,0,1663877072.982049000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,60,0
118,N/A,0,1663877072.982049000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,61,0
118,N/A,0,1663877072.982049000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,62,0
118,N/A,0,1663877072.982049000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,63,0
118,N/A,0,1663877072.982049000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,64,0
128,N/A,1,1663877072.982327000,0,N/A,10.169.169.21,34.98.127.226,Windows,N/A,20,65,0
118,N/A,0,1663877072.982547000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,66,0
118,N/A,0,1663877072.982547000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,67,0
128,N/A,1,1663877072.982661000,0,N/A,10.169.169.21,34.98.127.226,Windows,N/A,20,68,0
128,N/A,1,1663877072.983442000,0,N/A,10.169.169.21,34.98.127.226,Windows,N/A,20,69,0
118,N/A,0,1663877072.985797000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,70,0
128,65380,1,1663877073.542860000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,71,0
128,65380,1,1663877073.543142000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,72,0
55,443,1,1663877073.574047000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,73,0
55,443,1,1663877073.606758000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,74,0
55,443,1,1663877073.609872000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,75,0
128,65380,1,1663877073.611489000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,76,0
128,65380,1,1663877073.775809000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,77,0
55,443,1,1663877073.806624000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,78,0
128,65380,1,1663877073.857357000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,79,0
55,443,1,1663877073.863778000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,80,0
128,65380,1,1663877073.889824000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,81,0
55,443,1,1663877073.905638000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,82,0
128,65380,1,1663877073.906357000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,83,0
55,443,1,1663877073.938069000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,84,0
128,65380,1,1663877074.139853000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,85,0
55,443,1,1663877074.179024000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,86,0
128,65380,1,1663877074.380141000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,88,0
128,65380,1,1663877074.449158000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,89,0
55,443,1,1663877074.457095000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,90,0
55,443,1,1663877074.529925000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,91,0
128,65380,1,1663877074.732110000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,92,0
128,65380,1,1663877074.843187000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,93,0
55,443,1,1663877074.915491000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,94,0
53,N/A,1,1663877074.915491000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,95,0
55,443,1,1663877074.915491000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,96,0
128,65380,1,1663877074.916239000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,97,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,98,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,99,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,100,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,101,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,102,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,103,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,104,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,105,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,106,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,107,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,108,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,109,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,110,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,111,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,112,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,113,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,114,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,115,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,116,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,117,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,118,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,119,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,120,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,121,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,122,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,123,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,124,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,125,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,126,0
55,443,1,1663877074.931610000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,127,0
128,65380,1,1663877074.932509000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,128,0
128,65380,1,1663877074.932717000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,129,0
128,65380,1,1663877074.932901000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,130,0
128,65380,1,1663877074.933235000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,131,0
128,65380,1,1663877074.933355000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,132,0
128,65380,1,1663877074.933455000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,133,0
128,65380,1,1663877074.933566000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,134,0
128,65380,1,1663877074.933679000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,135,0
128,65380,1,1663877074.933796000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,136,0
128,65380,1,1663877074.933984000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,137,0
128,65380,1,1663877074.934116000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,138,0
128,65380,1,1663877074.934220000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,139,0
128,65380,1,1663877074.934322000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,140,0
128,65380,1,1663877074.934559000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,141,0
128,65380,1,1663877074.934677000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,142,0
55,443,1,1663877074.953764000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,143,0
55,443,1,1663877074.953764000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,144,0
128,65380,1,1663877074.954245000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,145,0
128,N/A,1,1663877074.955912000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,146,0
55,443,1,1663877074.997047000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,147,0
55,443,1,1663877074.997047000,0,65380,34.98.127.226,10.169.169.21,Windows,udp,20,148,0
128,65380,1,1663877074.997623000,0,443,10.169.169.21,34.98.127.226,Windows,udp,20,149,0
53,N/A,1,1663877076.153412000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,151,0
128,N/A,1,1663877076.194688000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,152,0
128,N/A,1,1663877077.471146000,0,N/A,10.169.169.21,13.226.191.150,Windows,N/A,20,155,0
231,N/A,0,1663877077.487990000,0,N/A,13.226.191.150,10.169.169.21,Windows,N/A,20,156,0
128,N/A,1,1663877077.669799000,0,N/A,10.169.169.21,13.226.191.15,Windows,N/A,20,157,0
231,N/A,0,1663877077.694530000,0,N/A,13.226.191.15,10.169.169.21,Windows,N/A,20,159,0
128,N/A,1,1663877077.836583000,0,N/A,10.169.169.21,13.226.191.15,Windows,N/A,20,160,0
231,N/A,0,1663877077.861794000,0,N/A,13.226.191.15,10.169.169.21,Windows,N/A,20,161,0
53,N/A,1,1663877078.269434000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,163,0
128,N/A,1,1663877078.297585000,0,N/A,10.169.169.21,23.38.180.224,Windows,N/A,20,164,0
50,N/A,1,1663877078.308618000,0,N/A,23.38.180.224,10.169.169.21,Windows,N/A,20,165,0
128,N/A,1,1663877078.308923000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,166,0
128,N/A,1,1663877078.461971000,0,N/A,10.169.169.21,13.226.191.150,Windows,N/A,20,167,0
231,N/A,0,1663877078.557105000,0,N/A,13.226.191.150,10.169.169.21,Windows,N/A,20,168,0
128,N/A,1,1663877078.784635000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,169,0
53,N/A,1,1663877078.878012000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,170,0
53,N/A,1,1663877078.958286000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,171,0
128,N/A,1,1663877078.999233000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,172,0
53,N/A,1,1663877079.411375000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,173,0
128,N/A,1,1663877079.453027000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,174,0
128,N/A,1,1663877079.500353000,0,N/A,10.169.169.21,151.101.194.104,Windows,N/A,20,175,0
53,N/A,1,1663877079.832586000,0,N/A,151.101.194.104,10.169.169.21,Windows,N/A,20,176,0
53,N/A,1,1663877081.023639000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,177,0
128,N/A,1,1663877081.064762000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,178,0
128,N/A,1,1663877081.266812000,0,N/A,10.169.169.21,13.64.180.106,Windows,N/A,20,180,0
104,N/A,1,1663877081.315502000,0,N/A,13.64.180.106,10.169.169.21,Windows,N/A,20,181,0
128,N/A,1,1663877081.356262000,0,N/A,10.169.169.21,13.64.180.106,Windows,N/A,20,182,0
1,60412,0,1663877082.872746000,0,1900,10.169.169.21,239.255.255.250,Windows,udp,20,185,0
48,N/A,1,1663877083.508662000,0,N/A,140.82.112.26,10.169.169.21,Windows,N/A,20,187,0
128,N/A,1,1663877083.509050000,0,N/A,10.169.169.21,140.82.112.26,Windows,N/A,20,188,0
48,N/A,1,1663877083.549292000,0,N/A,140.82.112.26,10.169.169.21,Windows,N/A,20,189,0
128,60413,0,1663877083.806768000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,190,0
125,53,0,1663877083.809448000,0,60413,10.100.70.24,10.169.169.21,Windows,udp,20,191,0
128,60414,0,1663877083.815237000,0,53,10.169.169.21,10.182.70.24,Windows,udp,20,192,0
128,60415,0,1663877083.816169000,0,53,10.169.169.21,10.182.70.95,Windows,udp,20,193,0
128,60416,0,1663877083.816908000,0,53,10.169.169.21,10.248.14.16,Windows,udp,20,194,0
120,53,0,1663877083.819031000,0,60414,10.182.70.24,10.169.169.21,Windows,udp,20,195,0
121,53,0,1663877083.819863000,0,60415,10.182.70.95,10.169.169.21,Windows,udp,20,196,0
121,53,0,1663877083.824806000,0,60416,10.248.14.16,10.169.169.21,Windows,udp,20,197,0
1,60412,0,1663877083.873764000,0,1900,10.169.169.21,239.255.255.250,Windows,udp,20,198,0
128,60417,0,1663877084.003858000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,199,0
125,53,0,1663877084.012206000,0,60417,10.100.70.24,10.169.169.21,Windows,udp,20,200,0
128,60418,0,1663877084.014762000,0,53,10.169.169.21,10.182.70.24,Windows,udp,20,201,0
120,53,0,1663877084.034267000,0,60418,10.182.70.24,10.169.169.21,Windows,udp,20,203,0
128,56585,0,1663877084.035458000,0,53,10.169.169.21,10.182.70.95,Windows,udp,20,204,0
128,56584,1,1663877084.035884000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,205,0
128,56584,1,1663877084.036342000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,206,0
121,53,0,1663877084.052255000,0,56585,10.182.70.95,10.169.169.21,Windows,udp,20,207,0
54,443,1,1663877084.052696000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,208,0
54,443,1,1663877084.052696000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,209,0
128,56584,1,1663877084.053624000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,210,0
128,56584,1,1663877084.053854000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,211,0
128,56584,1,1663877084.054195000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,212,0
128,56584,1,1663877084.054271000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,213,0
128,56586,0,1663877084.055709000,0,53,10.169.169.21,10.248.14.16,Windows,udp,20,214,0
54,443,1,1663877084.061363000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,215,0
54,443,1,1663877084.061363000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,216,0
54,443,1,1663877084.061363000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,217,0
128,56584,1,1663877084.062108000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,218,0
54,443,1,1663877084.069358000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,219,0
120,53,0,1663877084.081585000,0,56586,10.248.14.16,10.169.169.21,Windows,udp,20,220,0
128,56588,0,1663877084.084740000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,221,0
128,56584,1,1663877084.089029000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,222,0
53,443,1,1663877084.096027000,0,56588,208.67.222.222,10.169.169.21,Windows,udp,20,223,0
128,56589,0,1663877084.099239000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,224,0
128,56590,0,1663877084.099703000,0,53,10.169.169.21,10.182.70.24,Windows,udp,20,225,0
128,56591,0,1663877084.099981000,0,53,10.169.169.21,10.182.70.95,Windows,udp,20,226,0
128,56592,0,1663877084.100287000,0,53,10.169.169.21,10.248.14.16,Windows,udp,20,227,0
125,53,0,1663877084.104436000,0,56589,10.100.70.24,10.169.169.21,Windows,udp,20,228,0
120,53,0,1663877084.106623000,0,56591,10.182.70.95,10.169.169.21,Windows,udp,20,229,0
120,53,0,1663877084.106623000,0,56590,10.182.70.24,10.169.169.21,Windows,udp,20,230,0
121,53,0,1663877084.108430000,0,56592,10.248.14.16,10.169.169.21,Windows,udp,20,231,0
128,56595,0,1663877084.121993000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,232,0
128,56596,0,1663877084.122560000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,233,0
53,443,1,1663877084.125994000,0,56595,208.67.222.222,10.169.169.21,Windows,udp,20,234,0
53,443,1,1663877084.126875000,0,56596,208.67.222.222,10.169.169.21,Windows,udp,20,235,0
54,443,1,1663877084.131843000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,236,0
128,56584,1,1663877084.132563000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,237,0
54,443,1,1663877084.133364000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,238,0
54,443,1,1663877084.133364000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,239,0
128,56584,1,1663877084.133865000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,240,0
54,443,1,1663877084.159932000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,241,0
1,60412,0,1663877084.874384000,0,1900,10.169.169.21,239.255.255.250,Windows,udp,20,243,0
53,N/A,1,1663877085.722308000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,245,0
128,N/A,1,1663877085.762246000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,246,0
1,60412,0,1663877085.874704000,0,1900,10.169.169.21,239.255.255.250,Windows,udp,20,247,0
54,N/A,1,1663877086.273847000,0,N/A,192.0.78.22,10.169.169.21,Windows,N/A,20,248,0
54,N/A,1,1663877086.273847000,0,N/A,192.0.78.22,10.169.169.21,Windows,N/A,20,249,0
128,N/A,1,1663877086.274019000,0,N/A,10.169.169.21,192.0.78.22,Windows,N/A,20,250,0
128,N/A,1,1663877086.274304000,0,N/A,10.169.169.21,192.0.78.22,Windows,N/A,20,251,0
54,N/A,1,1663877086.279149000,0,N/A,192.0.78.22,10.169.169.21,Windows,N/A,20,252,0
54,N/A,1,1663877086.279149000,0,N/A,192.0.78.22,10.169.169.21,Windows,N/A,20,253,0
54,N/A,1,1663877086.576348000,0,N/A,192.0.78.22,10.169.169.21,Windows,N/A,20,255,0
128,N/A,1,1663877086.576481000,0,N/A,10.169.169.21,192.0.78.22,Windows,N/A,20,256,0
128,62143,0,1663877090.092009000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,260,0
53,443,1,1663877090.175216000,0,62143,208.67.222.222,10.169.169.21,Windows,udp,20,261,0
128,N/A,1,1663877090.177582000,0,N/A,10.169.169.21,128.95.155.134,Windows,N/A,20,262,0
128,62145,0,1663877090.177779000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,263,0
43,N/A,1,1663877090.228649000,0,N/A,128.95.155.134,10.169.169.21,Windows,N/A,20,264,0
128,N/A,1,1663877090.228805000,0,N/A,10.169.169.21,128.95.155.134,Windows,N/A,20,265,0
128,N/A,1,1663877090.229245000,0,N/A,10.169.169.21,128.95.155.134,Windows,N/A,20,266,0
53,443,1,1663877090.235573000,0,62145,208.67.222.222,10.169.169.21,Windows,udp,20,267,0
43,N/A,1,1663877090.294078000,0,N/A,128.95.155.134,10.169.169.21,Windows,N/A,20,268,0
43,N/A,1,1663877090.294388000,0,N/A,128.95.155.134,10.169.169.21,Windows,N/A,20,269,0
128,N/A,1,1663877090.294449000,0,N/A,10.169.169.21,128.95.155.134,Windows,N/A,20,270,0
43,N/A,1,1663877090.295257000,0,N/A,128.95.155.134,10.169.169.21,Windows,N/A,20,271,0
128,N/A,1,1663877090.295378000,0,N/A,10.169.169.21,128.95.155.134,Windows,N/A,20,272,0
43,N/A,1,1663877090.296331000,0,N/A,128.95.155.134,10.169.169.21,Windows,N/A,20,273,0
128,N/A,1,1663877090.296452000,0,N/A,10.169.169.21,128.95.155.134,Windows,N/A,20,274,0
128,49987,1,1663877090.347786000,0,443,10.169.169.21,172.217.14.163,Windows,udp,20,275,0
128,49987,1,1663877090.348854000,0,443,10.169.169.21,172.217.14.163,Windows,udp,20,276,0
43,N/A,1,1663877090.386248000,0,N/A,128.95.155.134,10.169.169.21,Windows,N/A,20,277,0
54,443,1,1663877090.386248000,0,49987,172.217.14.163,10.169.169.21,Windows,udp,20,278,0
43,N/A,1,1663877090.386248000,0,N/A,128.95.155.134,10.169.169.21,Windows,N/A,20,279,0
128,N/A,1,1663877090.386691000,0,N/A,10.169.169.21,128.95.155.134,Windows,N/A,20,280,0
128,49987,1,1663877090.387029000,0,443,10.169.169.21,172.217.14.163,Windows,udp,20,281,0
128,49987,1,1663877090.388094000,0,443,10.169.169.21,172.217.14.163,Windows,udp,20,282,0
54,443,1,1663877090.391055000,0,49987,172.217.14.163,10.169.169.21,Windows,udp,20,283,0
54,443,1,1663877090.391055000,0,49987,172.217.14.163,10.169.169.21,Windows,udp,20,284,0
128,49987,1,1663877090.391774000,0,443,10.169.169.21,172.217.14.163,Windows,udp,20,285,0
54,443,1,1663877090.396618000,0,49987,172.217.14.163,10.169.169.21,Windows,udp,20,286,0
54,443,1,1663877090.401854000,0,49987,172.217.14.163,10.169.169.21,Windows,udp,20,287,0
128,49987,1,1663877090.402310000,0,443,10.169.169.21,172.217.14.163,Windows,udp,20,288,0
53,N/A,1,1663877090.449035000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,289,0
128,55949,0,1663877090.477833000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,290,0
128,N/A,1,1663877090.489202000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,291,0
53,443,1,1663877090.556088000,0,55949,208.67.222.222,10.169.169.21,Windows,udp,20,292,0
128,55953,0,1663877090.559786000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,293,0
128,55954,0,1663877090.561078000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,294,0
128,55955,0,1663877090.562853000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,295,0
53,443,1,1663877090.576681000,0,55954,208.67.222.222,10.169.169.21,Windows,udp,20,296,0
128,N/A,1,1663877090.619067000,0,N/A,10.169.169.21,192.0.78.22,Windows,N/A,20,297,0
54,N/A,1,1663877090.625484000,0,N/A,192.0.78.22,10.169.169.21,Windows,N/A,20,298,0
128,N/A,1,1663877090.625667000,0,N/A,10.169.169.21,192.0.78.22,Windows,N/A,20,299,0
128,N/A,1,1663877090.626260000,0,N/A,10.169.169.21,192.0.78.22,Windows,N/A,20,300,0
53,443,1,1663877090.630847000,0,55955,208.67.222.222,10.169.169.21,Windows,udp,20,301,0
54,N/A,1,1663877090.631699000,0,N/A,192.0.78.22,10.169.169.21,Windows,N/A,20,302,0
54,N/A,1,1663877090.634805000,0,N/A,192.0.78.22,10.169.169.21,Windows,N/A,20,303,0
128,N/A,1,1663877090.635931000,0,N/A,10.169.169.21,192.0.78.22,Windows,N/A,20,304,0
128,N/A,1,1663877090.636536000,0,N/A,10.169.169.21,192.0.78.22,Windows,N/A,20,305,0
128,N/A,1,1663877090.637096000,0,N/A,10.169.169.21,192.0.78.22,Windows,N/A,20,306,0
54,N/A,1,1663877090.642873000,0,N/A,192.0.78.22,10.169.169.21,Windows,N/A,20,307,0
