TTL,SRC_PORT,DF_FLAG,TIMESTAMP,MF_FLAG,DST_PORT,SRC_IP,DST_IP,KNOWN_HOST_DEVICE,PROTOCOL,PACKET_SIZE,PACKET_NO,IP_FRAG_OFF 
52,443,1,1663877128.129621000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3108,0
128,53389,1,1663877128.130114000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3109,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3110,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3111,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3112,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3113,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3114,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3115,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3116,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3117,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3118,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3119,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3120,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3121,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3122,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3123,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3124,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3125,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3126,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3127,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3128,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3129,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3130,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3131,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3132,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3133,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3134,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3135,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3136,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3137,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3138,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3139,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3140,0
52,443,1,1663877128.130665000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3141,0
128,53389,1,1663877128.130972000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3142,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3143,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3144,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3145,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3146,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3147,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3148,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3149,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3150,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3151,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3152,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3153,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3154,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3155,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3156,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3157,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3158,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3159,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3160,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3161,0
52,443,1,1663877128.131420000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3162,0
52,443,1,1663877128.132409000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3163,0
52,443,1,1663877128.132409000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3164,0
52,443,1,1663877128.132409000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3165,0
52,443,1,1663877128.132409000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3166,0
52,443,1,1663877128.132409000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3167,0
52,443,1,1663877128.132409000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3168,0
52,443,1,1663877128.132409000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3169,0
52,443,1,1663877128.132409000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3170,0
52,443,1,1663877128.132409000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3171,0
52,443,1,1663877128.132409000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3172,0
52,443,1,1663877128.132409000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3173,0
52,443,1,1663877128.132409000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3174,0
52,443,1,1663877128.132409000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3175,0
52,443,1,1663877128.132409000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3176,0
52,443,1,1663877128.132409000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3177,0
52,443,1,1663877128.132409000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3178,0
128,53389,1,1663877128.133166000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3179,0
128,53389,1,1663877128.133903000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3180,0
128,53389,1,1663877128.134631000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3181,0
128,53389,1,1663877128.135563000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3182,0
128,53389,1,1663877128.135981000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3183,0
128,53389,1,1663877128.136447000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3184,0
52,443,1,1663877128.137589000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3185,0
128,53389,1,1663877128.137780000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3186,0
128,53389,1,1663877128.138185000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3187,0
128,53389,1,1663877128.138510000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3188,0
128,53389,1,1663877128.138715000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3189,0
128,53389,1,1663877128.139150000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3190,0
128,53389,1,1663877128.139649000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3191,0
128,53389,1,1663877128.141331000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3192,0
53,N/A,1,1663877128.178005000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,3193,0
52,443,1,1663877128.181130000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3194,0
128,51645,0,1663877128.206213000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,3195,0
53,443,1,1663877128.213265000,0,51645,208.67.222.222,10.169.169.21,Windows,udp,20,3196,0
128,N/A,1,1663877128.215212000,0,N/A,10.169.169.21,146.75.106.132,Windows,N/A,20,3197,0
128,N/A,1,1663877128.219366000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,3198,0
52,N/A,1,1663877128.264646000,0,N/A,146.75.106.132,10.169.169.21,Windows,N/A,20,3199,0
128,N/A,1,1663877128.264780000,0,N/A,10.169.169.21,146.75.106.132,Windows,N/A,20,3200,0
128,N/A,1,1663877128.265063000,0,N/A,10.169.169.21,146.75.106.132,Windows,N/A,20,3201,0
52,N/A,1,1663877128.274671000,0,N/A,146.75.106.132,10.169.169.21,Windows,N/A,20,3202,0
52,N/A,1,1663877128.275101000,0,N/A,146.75.106.132,10.169.169.21,Windows,N/A,20,3203,0
52,N/A,1,1663877128.275101000,0,N/A,146.75.106.132,10.169.169.21,Windows,N/A,20,3204,0
128,N/A,1,1663877128.275197000,0,N/A,10.169.169.21,146.75.106.132,Windows,N/A,20,3205,0
128,53389,1,1663877128.284482000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3206,0
128,53389,1,1663877128.284984000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3207,0
52,N/A,1,1663877128.301251000,0,N/A,146.75.106.132,10.169.169.21,Windows,N/A,20,3208,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3209,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3210,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3211,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3212,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3213,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3214,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3215,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3216,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3217,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3218,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3219,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3220,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3221,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3222,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3223,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3224,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3225,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3226,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3227,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3228,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3229,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3230,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3231,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3232,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3233,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3234,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3235,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3236,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3237,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3238,0
52,443,1,1663877128.301251000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3239,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3240,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3241,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3242,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3243,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3244,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3245,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3246,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3247,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3248,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3249,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3250,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3251,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3252,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3253,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3254,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3255,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3256,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3257,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3258,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3259,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3260,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3261,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3262,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3263,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3264,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3265,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3266,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3267,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3268,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3269,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3270,0
52,443,1,1663877128.301911000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3271,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3272,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3273,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3274,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3275,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3276,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3277,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3278,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3279,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3280,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3281,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3282,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3283,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3284,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3285,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3286,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3287,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3288,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3289,0
52,443,1,1663877128.302393000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3290,0
52,N/A,1,1663877128.302393000,0,N/A,146.75.106.132,10.169.169.21,Windows,N/A,20,3291,0
128,53389,1,1663877128.302443000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3292,0
128,N/A,1,1663877128.302756000,0,N/A,10.169.169.21,146.75.106.132,Windows,N/A,20,3293,0
128,53389,1,1663877128.302867000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3294,0
128,53389,1,1663877128.303225000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3295,0
128,53389,1,1663877128.304240000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3296,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3297,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3298,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3299,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3300,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3301,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3302,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3303,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3304,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3305,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3306,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3307,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3308,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3309,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3310,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3311,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3312,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3313,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3314,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3315,0
52,443,1,1663877128.304466000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3316,0
128,53389,1,1663877128.304579000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3317,0
128,53389,1,1663877128.304969000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3318,0
128,53389,1,1663877128.305576000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3319,0
128,53389,1,1663877128.305881000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3320,0
128,53389,1,1663877128.306154000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3321,0
128,53389,1,1663877128.306695000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3322,0
128,53389,1,1663877128.308832000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3323,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3324,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3325,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3326,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3327,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3328,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3329,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3330,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3331,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3332,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3333,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3334,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3335,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3336,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3337,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3338,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3339,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3340,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3341,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3342,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3343,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3344,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3345,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3346,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3347,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3348,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3349,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3350,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3351,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3352,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3353,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3354,0
52,443,1,1663877128.312230000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3355,0
128,N/A,1,1663877128.312653000,0,N/A,10.169.169.21,146.75.106.132,Windows,N/A,20,3356,0
52,443,1,1663877128.313448000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3357,0
52,443,1,1663877128.313448000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3358,0
52,443,1,1663877128.313448000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3359,0
52,443,1,1663877128.313448000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3360,0
52,443,1,1663877128.313448000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3361,0
52,443,1,1663877128.313448000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3362,0
52,443,1,1663877128.313448000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3363,0
52,443,1,1663877128.313448000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3364,0
128,53389,1,1663877128.314282000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3365,0
128,51568,0,1663877128.314491000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,3366,0
128,53389,1,1663877128.314656000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3367,0
128,53389,1,1663877128.314962000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3368,0
128,N/A,1,1663877128.315241000,0,N/A,10.169.169.21,146.75.106.132,Windows,N/A,20,3369,0
128,53389,1,1663877128.315826000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,3370,0
128,51569,0,1663877128.315882000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,3371,0
52,443,1,1663877128.316148000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3372,0
52,443,1,1663877128.316148000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3373,0
52,443,1,1663877128.316148000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3374,0
52,443,1,1663877128.316148000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3375,0
52,443,1,1663877128.316148000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3376,0
52,443,1,1663877128.316148000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3377,0
52,443,1,1663877128.316148000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3378,0
52,443,1,1663877128.316148000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3379,0
52,443,1,1663877128.316148000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3380,0
52,443,1,1663877128.316148000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3381,0
52,443,1,1663877128.316148000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3382,0
52,443,1,1663877128.316148000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,3383,0
