DF_FLAG,PACKET_NO,TLS_VERSION,SRC_IP,TLS_CIPHER_SUITES,SUB_PROTOCOL,TLS_EXTENSION_SIG_ALGS,DST_IP,TTL,MF_FLAG,PACKET_SIZE,TIMESTAMP,IP_FRAG_OFF,KNOWN_HOST_DEVICE 
1,1517,N/A,192.168.86.21,N/A,N/A,N/A,216.58.193.131,64,0,20,1666897766.604787000,0,MacOS
1,1518,N/A,192.168.86.21,N/A,N/A,N/A,52.96.57.34,64,0,20,1666897766.607042000,0,MacOS
1,1519,N/A,192.168.86.21,N/A,N/A,N/A,52.96.57.34,64,0,20,1666897766.607048000,0,MacOS
1,1520,N/A,192.168.86.21,N/A,N/A,N/A,52.96.57.34,64,0,20,1666897766.607092000,0,MacOS
1,1521,N/A,52.96.57.34,N/A,N/A,N/A,192.168.86.21,241,0,20,1666897766.620003000,0,MacOS
1,1522,N/A,52.96.57.34,N/A,N/A,N/A,192.168.86.21,241,0,20,1666897766.620003000,0,MacOS
1,1523,N/A,52.96.57.34,N/A,N/A,N/A,192.168.86.21,241,0,20,1666897766.620004000,0,MacOS
1,1524,N/A,192.168.86.21,N/A,N/A,N/A,52.96.57.34,64,0,20,1666897766.623505000,0,MacOS
1,1525,N/A,52.96.57.34,N/A,N/A,N/A,192.168.86.21,241,0,20,1666897766.667542000,0,MacOS
1,1526,N/A,52.96.57.34,N/A,N/A,N/A,192.168.86.21,241,0,20,1666897766.667543000,0,MacOS
1,1527,N/A,52.96.57.34,N/A,N/A,N/A,192.168.86.21,241,0,20,1666897766.667544000,0,MacOS
1,1528,N/A,192.168.86.21,N/A,N/A,N/A,52.96.57.34,64,0,20,1666897766.668133000,0,MacOS
1,1529,N/A,192.168.86.21,N/A,N/A,N/A,52.96.57.34,64,0,20,1666897766.671312000,0,MacOS
1,1530,N/A,52.96.57.34,N/A,N/A,N/A,192.168.86.21,241,0,20,1666897766.683843000,0,MacOS
1,1531,N/A,192.168.86.21,N/A,N/A,N/A,52.96.57.34,64,0,20,1666897766.687312000,0,MacOS
1,1532,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897767.005388000,0,MacOS
1,1533,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897767.005394000,0,MacOS
1,1534,N/A,142.251.116.102,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897767.019853000,0,MacOS
1,1535,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897767.045668000,0,MacOS
1,1536,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897767.058278000,0,MacOS
1,1537,N/A,142.251.116.102,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897767.066066000,0,MacOS
1,1538,N/A,142.251.116.102,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897767.067418000,0,MacOS
1,1539,N/A,142.251.116.102,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897767.067420000,0,MacOS
1,1540,N/A,142.251.116.102,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897767.067420000,0,MacOS
1,1541,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897767.067886000,0,MacOS
1,1542,N/A,142.251.116.102,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897767.075493000,0,MacOS
1,1543,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897767.093484000,0,MacOS
1,1544,N/A,142.251.116.102,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897767.099994000,0,MacOS
1,1545,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897767.100312000,0,MacOS
1,1546,N/A,142.251.35.202,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897767.821683000,0,MacOS
1,1547,N/A,192.168.86.21,N/A,N/A,N/A,142.251.35.202,64,0,20,1666897767.823328000,0,MacOS
1,1548,N/A,192.168.86.21,N/A,N/A,N/A,162.159.133.234,64,0,20,1666897768.457234000,0,MacOS
1,1549,N/A,162.159.133.234,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897768.469871000,0,MacOS
1,1550,N/A,162.159.133.234,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897768.506427000,0,MacOS
1,1551,N/A,192.168.86.21,N/A,N/A,N/A,162.159.133.234,64,0,20,1666897768.506494000,0,MacOS
1,1552,N/A,162.159.133.234,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897769.356859000,0,MacOS
1,1553,N/A,192.168.86.21,N/A,N/A,N/A,162.159.133.234,64,0,20,1666897769.356914000,0,MacOS
1,1554,N/A,192.168.86.21,N/A,N/A,N/A,162.159.133.234,64,0,20,1666897771.693160000,0,MacOS
1,1555,N/A,192.168.86.21,N/A,N/A,N/A,162.159.133.234,64,0,20,1666897771.694772000,0,MacOS
1,1556,N/A,192.168.86.21,N/A,N/A,N/A,162.159.128.235,64,0,20,1666897771.700745000,0,MacOS
0,1557,N/A,192.168.86.21,N/A,N/A,N/A,162.159.135.232,64,0,20,1666897771.701297000,0,MacOS
1,1558,N/A,192.168.86.21,N/A,N/A,N/A,162.159.135.232,64,0,20,1666897771.702259000,0,MacOS
1,1559,N/A,192.168.86.21,N/A,N/A,N/A,162.159.128.233,64,0,20,1666897771.702381000,0,MacOS
1,1560,N/A,162.159.133.234,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897771.706372000,0,MacOS
1,1561,N/A,162.159.133.234,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897771.707222000,0,MacOS
1,1562,N/A,192.168.86.21,N/A,N/A,N/A,162.159.133.234,64,0,20,1666897771.707318000,0,MacOS
1,1563,N/A,162.159.135.232,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897771.711259000,0,MacOS
1,1564,N/A,162.159.128.233,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897771.711259000,0,MacOS
1,1565,N/A,162.159.128.235,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897771.711259000,0,MacOS
1,1566,N/A,192.168.86.21,N/A,N/A,N/A,162.159.128.235,64,0,20,1666897771.711345000,0,MacOS
1,1567,N/A,192.168.86.21,N/A,N/A,N/A,162.159.128.233,64,0,20,1666897771.711404000,0,MacOS
1,1568,N/A,192.168.86.21,N/A,N/A,N/A,162.159.135.232,64,0,20,1666897771.711431000,0,MacOS
0,1569,N/A,192.168.86.21,N/A,N/A,N/A,192.168.86.1,64,0,20,1666897772.624359000,0,MacOS
0,1570,N/A,192.168.86.21,N/A,N/A,N/A,192.168.86.1,64,0,20,1666897772.624440000,0,MacOS
1,1571,N/A,192.168.86.1,N/A,N/A,N/A,192.168.86.21,64,0,20,1666897772.640666000,0,MacOS
1,1572,N/A,192.168.86.1,N/A,N/A,N/A,192.168.86.21,64,0,20,1666897772.640667000,0,MacOS
1,1573,N/A,192.168.86.21,N/A,N/A,N/A,20.50.80.210,64,0,20,1666897772.641310000,0,MacOS
1,1574,N/A,20.50.80.210,N/A,N/A,N/A,192.168.86.21,105,0,20,1666897772.752101000,0,MacOS
1,1575,N/A,192.168.86.21,N/A,N/A,N/A,20.50.80.210,64,0,20,1666897772.752192000,0,MacOS
1,1576,0x0301,192.168.86.21,0xcaca,tls,0x0403,20.50.80.210,64,0,20,1666897772.752590000,0,MacOS
1,1577,N/A,20.50.80.210,N/A,N/A,N/A,192.168.86.21,105,0,20,1666897772.867352000,0,MacOS
1,1578,N/A,20.50.80.210,N/A,N/A,N/A,192.168.86.21,105,0,20,1666897772.867352000,0,MacOS
1,1579,N/A,20.50.80.210,N/A,N/A,N/A,192.168.86.21,105,0,20,1666897772.867353000,0,MacOS
1,1580,N/A,20.50.80.210,N/A,N/A,N/A,192.168.86.21,105,0,20,1666897772.867353000,0,MacOS
1,1581,N/A,20.50.80.210,N/A,N/A,N/A,192.168.86.21,105,0,20,1666897772.867353000,0,MacOS
1,1582,N/A,192.168.86.21,N/A,N/A,N/A,20.50.80.210,64,0,20,1666897772.867416000,0,MacOS
1,1583,N/A,192.168.86.21,N/A,N/A,N/A,20.50.80.210,64,0,20,1666897772.867453000,0,MacOS
1,1584,N/A,192.168.86.21,N/A,N/A,N/A,20.50.80.210,64,0,20,1666897772.867477000,0,MacOS
1,1585,N/A,192.168.86.21,N/A,N/A,N/A,20.50.80.210,64,0,20,1666897772.867525000,0,MacOS
1,1586,N/A,192.168.86.21,N/A,N/A,N/A,20.50.80.210,64,0,20,1666897772.881413000,0,MacOS
1,1587,N/A,20.50.80.210,N/A,N/A,N/A,192.168.86.21,105,0,20,1666897772.992843000,0,MacOS
1,1588,N/A,192.168.86.21,N/A,N/A,N/A,20.50.80.210,64,0,20,1666897772.992923000,0,MacOS
1,1589,N/A,192.168.86.21,N/A,N/A,N/A,20.50.80.210,64,0,20,1666897772.993329000,0,MacOS
1,1590,N/A,192.168.86.21,N/A,N/A,N/A,20.50.80.210,64,0,20,1666897772.993434000,0,MacOS
1,1591,N/A,20.50.80.210,N/A,N/A,N/A,192.168.86.21,105,0,20,1666897773.104065000,0,MacOS
1,1592,N/A,20.50.80.210,N/A,N/A,N/A,192.168.86.21,105,0,20,1666897773.108335000,0,MacOS
1,1593,N/A,192.168.86.21,N/A,N/A,N/A,20.50.80.210,64,0,20,1666897773.108435000,0,MacOS
1,1594,N/A,52.96.57.34,N/A,N/A,N/A,192.168.86.21,241,0,20,1666897774.681413000,0,MacOS
1,1595,N/A,192.168.86.21,N/A,N/A,N/A,52.96.57.34,64,0,20,1666897774.685034000,0,MacOS
1,1596,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897775.873370000,0,MacOS
1,1597,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897775.873448000,0,MacOS
1,1598,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897775.873469000,0,MacOS
1,1599,N/A,142.251.116.102,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897775.887739000,0,MacOS
1,1600,N/A,142.251.116.102,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897775.887740000,0,MacOS
1,1601,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897775.913264000,0,MacOS
1,1602,N/A,142.251.116.102,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897775.920934000,0,MacOS
1,1603,N/A,142.251.116.102,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897775.920935000,0,MacOS
1,1604,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897775.921198000,0,MacOS
1,1605,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897775.946720000,0,MacOS
1,1606,N/A,142.251.116.102,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897775.953421000,0,MacOS
0,1607,N/A,192.168.86.21,N/A,N/A,N/A,192.168.86.1,64,0,20,1666897776.212284000,0,MacOS
0,1608,N/A,192.168.86.21,N/A,N/A,N/A,192.168.86.1,64,0,20,1666897776.212440000,0,MacOS
1,1609,N/A,192.168.86.1,N/A,N/A,N/A,192.168.86.21,64,0,20,1666897776.240246000,0,MacOS
1,1610,N/A,192.168.86.1,N/A,N/A,N/A,192.168.86.21,64,0,20,1666897776.241199000,0,MacOS
1,1611,N/A,192.168.86.21,N/A,N/A,N/A,3.96.112.223,64,0,20,1666897776.241513000,0,MacOS
1,1612,N/A,192.168.86.21,N/A,N/A,N/A,142.250.113.99,64,0,20,1666897776.258327000,0,MacOS
1,1613,N/A,192.168.86.21,N/A,N/A,N/A,142.250.113.99,64,0,20,1666897776.258562000,0,MacOS
1,1614,N/A,192.168.86.21,N/A,N/A,N/A,142.250.113.99,64,0,20,1666897776.259315000,0,MacOS
1,1615,N/A,192.168.86.21,N/A,N/A,N/A,142.250.113.99,64,0,20,1666897776.260563000,0,MacOS
1,1616,N/A,192.168.86.21,N/A,N/A,N/A,142.250.113.99,64,0,20,1666897776.261571000,0,MacOS
1,1617,N/A,142.250.113.99,N/A,N/A,N/A,192.168.86.21,56,0,20,1666897776.270814000,0,MacOS
1,1618,N/A,142.250.113.99,N/A,N/A,N/A,192.168.86.21,56,0,20,1666897776.270815000,0,MacOS
1,1619,N/A,142.250.113.99,N/A,N/A,N/A,192.168.86.21,56,0,20,1666897776.270815000,0,MacOS
1,1620,N/A,142.250.113.99,N/A,N/A,N/A,192.168.86.21,56,0,20,1666897776.270815000,0,MacOS
1,1621,N/A,142.250.113.99,N/A,N/A,N/A,192.168.86.21,56,0,20,1666897776.270815000,0,MacOS
1,1622,N/A,142.250.113.99,N/A,N/A,N/A,192.168.86.21,56,0,20,1666897776.270815000,0,MacOS
1,1623,N/A,142.250.113.99,N/A,N/A,N/A,192.168.86.21,56,0,20,1666897776.271438000,0,MacOS
1,1624,N/A,192.168.86.21,N/A,N/A,N/A,142.250.113.99,64,0,20,1666897776.271509000,0,MacOS
1,1625,N/A,192.168.86.21,N/A,N/A,N/A,142.250.113.99,64,0,20,1666897776.271643000,0,MacOS
1,1626,N/A,192.168.86.21,N/A,N/A,N/A,142.250.113.99,64,0,20,1666897776.271817000,0,MacOS
1,1627,N/A,192.168.86.21,N/A,N/A,N/A,142.250.113.99,64,0,20,1666897776.271952000,0,MacOS
1,1628,N/A,192.168.86.21,N/A,N/A,N/A,142.250.113.99,64,0,20,1666897776.272194000,0,MacOS
1,1629,N/A,142.250.113.99,N/A,N/A,N/A,192.168.86.21,56,0,20,1666897776.273476000,0,MacOS
1,1630,N/A,142.250.113.99,N/A,N/A,N/A,192.168.86.21,56,0,20,1666897776.273477000,0,MacOS
1,1631,N/A,192.168.86.21,N/A,N/A,N/A,142.250.113.99,64,0,20,1666897776.273653000,0,MacOS
1,1632,N/A,192.168.86.21,N/A,N/A,N/A,142.250.113.99,64,0,20,1666897776.273684000,0,MacOS
1,1633,N/A,192.168.86.21,N/A,N/A,N/A,142.250.113.99,64,0,20,1666897776.273892000,0,MacOS
1,1634,N/A,192.168.86.21,N/A,N/A,N/A,142.250.113.99,64,0,20,1666897776.274057000,0,MacOS
1,1635,N/A,142.250.113.99,N/A,N/A,N/A,192.168.86.21,56,0,20,1666897776.283042000,0,MacOS
1,1636,N/A,142.250.113.99,N/A,N/A,N/A,192.168.86.21,56,0,20,1666897776.283043000,0,MacOS
1,1637,N/A,142.250.113.99,N/A,N/A,N/A,192.168.86.21,56,0,20,1666897776.283043000,0,MacOS
1,1638,N/A,142.250.113.99,N/A,N/A,N/A,192.168.86.21,56,0,20,1666897776.283043000,0,MacOS
1,1639,N/A,3.96.112.223,N/A,N/A,N/A,192.168.86.21,230,0,20,1666897776.292633000,0,MacOS
1,1640,N/A,192.168.86.21,N/A,N/A,N/A,3.96.112.223,64,0,20,1666897776.292733000,0,MacOS
1,1641,0x0301,192.168.86.21,0x8a8a,tls,0x0403,3.96.112.223,64,0,20,1666897776.293074000,0,MacOS
1,1642,N/A,192.168.86.21,N/A,N/A,N/A,142.250.113.99,64,0,20,1666897776.308364000,0,MacOS
1,1643,N/A,3.96.112.223,N/A,N/A,N/A,192.168.86.21,230,0,20,1666897776.344659000,0,MacOS
1,1644,N/A,3.96.112.223,N/A,N/A,N/A,192.168.86.21,230,0,20,1666897776.345544000,0,MacOS
1,1645,N/A,3.96.112.223,N/A,N/A,N/A,192.168.86.21,230,0,20,1666897776.345545000,0,MacOS
1,1646,N/A,3.96.112.223,N/A,N/A,N/A,192.168.86.21,230,0,20,1666897776.345546000,0,MacOS
1,1647,N/A,192.168.86.21,N/A,N/A,N/A,3.96.112.223,64,0,20,1666897776.345621000,0,MacOS
1,1648,N/A,192.168.86.21,N/A,N/A,N/A,3.96.112.223,64,0,20,1666897776.345686000,0,MacOS
1,1649,N/A,192.168.86.21,N/A,N/A,N/A,3.96.112.223,64,0,20,1666897776.345720000,0,MacOS
1,1650,N/A,192.168.86.21,N/A,N/A,N/A,3.96.112.223,64,0,20,1666897776.345798000,0,MacOS
1,1651,N/A,3.96.112.223,N/A,N/A,N/A,192.168.86.21,230,0,20,1666897776.346332000,0,MacOS
1,1652,N/A,192.168.86.21,N/A,N/A,N/A,3.96.112.223,64,0,20,1666897776.346366000,0,MacOS
1,1653,N/A,192.168.86.21,N/A,N/A,N/A,3.96.112.223,64,0,20,1666897776.346976000,0,MacOS
1,1654,N/A,192.168.86.21,N/A,N/A,N/A,3.96.112.223,64,0,20,1666897776.347204000,0,MacOS
1,1655,N/A,192.168.86.21,N/A,N/A,N/A,3.96.112.223,64,0,20,1666897776.347378000,0,MacOS
1,1656,N/A,3.96.112.223,N/A,N/A,N/A,192.168.86.21,230,0,20,1666897776.395903000,0,MacOS
1,1657,N/A,3.96.112.223,N/A,N/A,N/A,192.168.86.21,230,0,20,1666897776.396707000,0,MacOS
1,1658,N/A,3.96.112.223,N/A,N/A,N/A,192.168.86.21,230,0,20,1666897776.396708000,0,MacOS
1,1659,N/A,192.168.86.21,N/A,N/A,N/A,3.96.112.223,64,0,20,1666897776.396767000,0,MacOS
1,1660,N/A,192.168.86.21,N/A,N/A,N/A,3.96.112.223,64,0,20,1666897776.396824000,0,MacOS
1,1661,N/A,192.168.86.21,N/A,N/A,N/A,3.96.112.223,64,0,20,1666897776.396978000,0,MacOS
1,1662,N/A,3.96.112.223,N/A,N/A,N/A,192.168.86.21,230,0,20,1666897776.399898000,0,MacOS
1,1663,N/A,3.96.112.223,N/A,N/A,N/A,192.168.86.21,230,0,20,1666897776.399898000,0,MacOS
1,1664,N/A,192.168.86.21,N/A,N/A,N/A,3.96.112.223,64,0,20,1666897776.399989000,0,MacOS
1,1665,N/A,3.96.112.223,N/A,N/A,N/A,192.168.86.21,230,0,20,1666897776.488008000,0,MacOS
0,1668,N/A,0.0.0.0,N/A,N/A,N/A,255.255.255.255,2,0,20,1666897778.262515000,0,MacOS
0,1669,N/A,192.168.86.21,N/A,N/A,N/A,192.168.86.1,64,0,20,1666897778.322765000,0,MacOS
1,1670,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.325418000,0,MacOS
1,1671,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.325476000,0,MacOS
1,1672,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.325513000,0,MacOS
0,1673,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.337730000,0,MacOS
0,1674,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.337731000,0,MacOS
1,1675,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.337796000,0,MacOS
1,1676,N/A,192.168.86.1,N/A,N/A,N/A,192.168.86.21,64,0,20,1666897778.346987000,0,MacOS
0,1677,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.573496000,0,MacOS
0,1678,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.573497000,0,MacOS
0,1679,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.573497000,0,MacOS
0,1680,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.573498000,0,MacOS
0,1681,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.573498000,0,MacOS
0,1682,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.573499000,0,MacOS
0,1683,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.573499000,0,MacOS
0,1684,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.573499000,0,MacOS
0,1685,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.573500000,0,MacOS
0,1686,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.573500000,0,MacOS
0,1687,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.573501000,0,MacOS
0,1688,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.573501000,0,MacOS
0,1689,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.573502000,0,MacOS
0,1690,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.573502000,0,MacOS
1,1691,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.573578000,0,MacOS
1,1692,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.573621000,0,MacOS
1,1693,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.573682000,0,MacOS
0,1694,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.574209000,0,MacOS
0,1695,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.574210000,0,MacOS
0,1696,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.574210000,0,MacOS
0,1697,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.574211000,0,MacOS
0,1698,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.574211000,0,MacOS
0,1699,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.574212000,0,MacOS
0,1700,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.574213000,0,MacOS
0,1701,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.574213000,0,MacOS
0,1702,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.574214000,0,MacOS
0,1703,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.574214000,0,MacOS
0,1704,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.574215000,0,MacOS
0,1705,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.574215000,0,MacOS
0,1706,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.574216000,0,MacOS
0,1707,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.574217000,0,MacOS
1,1708,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.574265000,0,MacOS
1,1709,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.574298000,0,MacOS
1,1710,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.575071000,0,MacOS
0,1711,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.589038000,0,MacOS
1,1712,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.596195000,0,MacOS
1,1713,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.597702000,0,MacOS
0,1714,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.604662000,0,MacOS
0,1715,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.604662000,0,MacOS
0,1716,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.609077000,0,MacOS
0,1717,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.609078000,0,MacOS
0,1718,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.609078000,0,MacOS
0,1719,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.609079000,0,MacOS
0,1720,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.609079000,0,MacOS
0,1721,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.609080000,0,MacOS
0,1722,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.609080000,0,MacOS
0,1723,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.609081000,0,MacOS
0,1724,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.609081000,0,MacOS
0,1725,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.609082000,0,MacOS
0,1726,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.609082000,0,MacOS
1,1727,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.609151000,0,MacOS
1,1728,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.609248000,0,MacOS
0,1729,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.609598000,0,MacOS
0,1730,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.609599000,0,MacOS
0,1731,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.609600000,0,MacOS
1,1732,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.609653000,0,MacOS
1,1733,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.610014000,0,MacOS
0,1734,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.610419000,0,MacOS
0,1735,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.610420000,0,MacOS
0,1736,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.610420000,0,MacOS
1,1737,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.610459000,0,MacOS
1,1738,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.610511000,0,MacOS
0,1739,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.611561000,0,MacOS
0,1740,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.611562000,0,MacOS
0,1741,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.611562000,0,MacOS
0,1742,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.611562000,0,MacOS
0,1743,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.611563000,0,MacOS
1,1744,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.611608000,0,MacOS
1,1745,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.612592000,0,MacOS
0,1746,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.613134000,0,MacOS
0,1747,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.613135000,0,MacOS
0,1748,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.613135000,0,MacOS
0,1749,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.613136000,0,MacOS
0,1750,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.613136000,0,MacOS
0,1751,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897778.613137000,0,MacOS
1,1752,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897778.613180000,0,MacOS
