DST_IP,IP_FRAG_OFF,HTTP_USER_AGENT,SRC_IP,PACKET_NO,DF_FLAG,TTL,MF_FLAG,PACKET_SIZE,TIMESTAMP,SUB_PROTOCOL,KNOWN_HOST_DEVICE 
172.16.16.128,0,N/A,74.125.103.147,3285,1,52,0,20,1258920212.637900000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3286,1,52,0,20,1258920212.637906000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3287,1,128,0,20,1258920212.637949000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3288,1,128,0,20,1258920212.638005000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3289,1,52,0,20,1258920212.638063000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3290,1,128,0,20,1258920212.638083000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3291,1,52,0,20,1258920212.639655000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3292,1,128,0,20,1258920212.639686000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3293,1,52,0,20,1258920212.640336000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3294,1,128,0,20,1258920212.640358000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3295,1,52,0,20,1258920212.643587000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3296,1,52,0,20,1258920212.643592000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3297,1,128,0,20,1258920212.643616000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3298,1,128,0,20,1258920212.643656000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3299,1,52,0,20,1258920212.643945000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3300,1,128,0,20,1258920212.643965000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3301,1,52,0,20,1258920212.645251000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3302,1,128,0,20,1258920212.645272000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3303,1,52,0,20,1258920212.646614000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3304,1,128,0,20,1258920212.646643000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3305,1,52,0,20,1258920212.653954000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3306,1,128,0,20,1258920212.653997000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3307,1,52,0,20,1258920212.655135000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3308,1,128,0,20,1258920212.655156000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3309,1,52,0,20,1258920212.656423000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3310,1,128,0,20,1258920212.656444000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3311,1,52,0,20,1258920212.660062000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3312,1,128,0,20,1258920212.660101000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3313,1,52,0,20,1258920212.660342000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3314,1,128,0,20,1258920212.660367000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3315,1,52,0,20,1258920212.660645000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3316,1,128,0,20,1258920212.660665000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3317,1,52,0,20,1258920212.661353000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3318,1,128,0,20,1258920212.661375000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3319,1,52,0,20,1258920212.662578000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3320,1,128,0,20,1258920212.662600000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3321,1,52,0,20,1258920212.664580000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3322,1,128,0,20,1258920212.664604000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3323,1,52,0,20,1258920212.666847000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3324,1,52,0,20,1258920212.666852000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3325,1,128,0,20,1258920212.666885000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3326,1,128,0,20,1258920212.666929000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3327,1,52,0,20,1258920212.668210000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3328,1,128,0,20,1258920212.668235000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3329,1,52,0,20,1258920212.670418000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3330,1,128,0,20,1258920212.670440000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3331,1,52,0,20,1258920212.670724000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3332,1,128,0,20,1258920212.670747000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3333,1,52,0,20,1258920212.671264000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3334,1,128,0,20,1258920212.671287000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3335,1,52,0,20,1258920212.674466000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3336,1,128,0,20,1258920212.674491000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3337,1,52,0,20,1258920212.675283000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3338,1,128,0,20,1258920212.675303000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3339,1,64,0,20,1258920212.706748000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3340,0,55,0,20,1258920212.737999000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3341,0,55,0,20,1258920212.738795000,N/A,Linux
66.35.45.201,0,N/A,172.16.16.136,3342,1,64,0,20,1258920212.738860000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3343,0,55,0,20,1258920212.740352000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3344,0,55,0,20,1258920212.741361000,N/A,Linux
66.35.45.201,0,N/A,172.16.16.136,3345,1,64,0,20,1258920212.741411000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3346,0,55,0,20,1258920212.749285000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3347,0,55,0,20,1258920212.749293000,N/A,Linux
172.16.16.128,0,N/A,204.160.104.126,3348,0,56,0,20,1258920212.749296000,N/A,Linux
66.35.45.201,0,N/A,172.16.16.136,3349,1,64,0,20,1258920212.749678000,N/A,Linux
66.35.45.201,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3350,1,64,0,20,1258920212.749908000,http,Linux
66.35.45.201,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3351,1,64,0,20,1258920212.750009000,http,Linux
204.160.104.126,0,N/A,172.16.16.128,3352,1,128,0,20,1258920212.750555000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3353,0,53,0,20,1258920212.762323000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3354,1,64,0,20,1258920212.763076000,N/A,Linux
72.32.92.4,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3355,1,64,0,20,1258920212.763204000,http,Linux
172.16.16.128,0,N/A,74.125.103.147,3356,1,52,0,20,1258920212.774562000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3357,1,128,0,20,1258920212.774626000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3358,1,52,0,20,1258920212.778918000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3359,0,55,0,20,1258920212.809796000,N/A,Linux
66.35.45.201,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3360,1,64,0,20,1258920212.810100000,http,Linux
172.16.16.136,0,N/A,66.35.45.201,3361,0,55,0,20,1258920212.811712000,N/A,Linux
66.35.45.201,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3362,1,64,0,20,1258920212.812239000,http,Linux
172.16.16.136,0,N/A,72.32.92.4,3363,0,53,0,20,1258920212.815937000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3364,0,53,0,20,1258920212.830527000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3365,0,53,0,20,1258920212.830536000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3366,0,53,0,20,1258920212.830539000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3367,1,64,0,20,1258920212.830657000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3368,1,64,0,20,1258920212.830762000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3369,1,64,0,20,1258920212.830917000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3370,1,64,0,20,1258920212.836576000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3371,1,64,0,20,1258920212.837556000,N/A,Linux
209.85.225.103,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3372,1,64,0,20,1258920212.840702000,http,Linux
172.16.16.128,0,N/A,74.125.103.147,3373,1,52,0,20,1258920212.880546000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3374,0,55,0,20,1258920212.880554000,N/A,Linux
172.16.16.128,0,N/A,204.160.104.126,3375,0,56,0,20,1258920212.880558000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3376,0,55,0,20,1258920212.880560000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3377,0,53,0,20,1258920212.880562000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3378,0,53,0,20,1258920212.880566000,N/A,Linux
172.16.16.136,0,N/A,209.85.225.103,3379,0,51,0,20,1258920212.880569000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3380,1,64,0,20,1258920212.880718000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3381,1,128,0,20,1258920212.880752000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3382,1,64,0,20,1258920212.880818000,N/A,Linux
66.35.45.201,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3383,1,64,0,20,1258920212.881236000,http,Linux
66.35.45.201,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3384,1,64,0,20,1258920212.881355000,http,Linux
204.160.104.126,0,N/A,172.16.16.128,3385,1,128,0,20,1258920212.882360000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3386,0,53,0,20,1258920212.885836000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3387,1,64,0,20,1258920212.885968000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3388,0,53,0,20,1258920212.887226000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3389,1,64,0,20,1258920212.887289000,N/A,Linux
66.35.45.201,0,N/A,172.16.16.136,3390,1,64,0,20,1258920212.888447000,N/A,Linux
66.35.45.201,0,N/A,172.16.16.136,3391,1,64,0,20,1258920212.890635000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3392,0,53,0,20,1258920212.907098000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3393,0,53,0,20,1258920212.907107000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3394,0,53,0,20,1258920212.907110000,N/A,Linux
172.16.16.136,0,N/A,209.85.225.103,3395,0,51,0,20,1258920212.907112000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3396,0,55,0,20,1258920212.907115000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3397,0,54,0,20,1258920212.907117000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3398,0,53,0,20,1258920212.907120000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3399,0,55,0,20,1258920212.907121000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3400,1,64,0,20,1258920212.907237000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3401,1,64,0,20,1258920212.907342000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3402,1,64,0,20,1258920212.907409000,N/A,Linux
209.85.225.103,0,N/A,172.16.16.136,3403,1,64,0,20,1258920212.907642000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3404,1,64,0,20,1258920212.907769000,N/A,Linux
66.35.45.201,0,N/A,172.16.16.136,3405,1,64,0,20,1258920212.907836000,N/A,Linux
66.35.45.201,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3406,1,64,0,20,1258920212.908220000,http,Linux
72.32.92.4,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3407,1,64,0,20,1258920212.908298000,http,Linux
72.32.92.4,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3408,1,64,0,20,1258920212.908363000,http,Linux
66.35.45.201,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3409,1,64,0,20,1258920212.908448000,http,Linux
172.16.16.136,0,N/A,72.32.92.4,3410,0,53,0,20,1258920212.938100000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3411,0,53,0,20,1258920212.938107000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3412,1,64,0,20,1258920212.938245000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3413,1,64,0,20,1258920212.938467000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3414,0,55,0,20,1258920212.953350000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3415,0,55,0,20,1258920212.953357000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3416,0,55,0,20,1258920212.953359000,N/A,Linux
66.35.45.201,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3417,1,64,0,20,1258920212.956222000,http,Linux
66.35.45.201,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3418,1,64,0,20,1258920212.956355000,http,Linux
172.16.16.136,0,N/A,66.35.45.201,3419,0,54,0,20,1258920212.957354000,N/A,Linux
66.35.45.201,0,N/A,172.16.16.136,3420,1,64,0,20,1258920212.965616000,N/A,Linux
172.16.16.128,0,N/A,74.125.103.147,3421,1,52,0,20,1258920212.968465000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3422,0,55,0,20,1258920212.968771000,N/A,Linux
157.166.226.31,0,N/A,172.16.16.128,3423,1,128,0,20,1258920212.968831000,N/A,Linux
157.166.255.38,0,N/A,172.16.16.128,3424,1,128,0,20,1258920212.969225000,N/A,Linux
157.166.255.38,0,N/A,172.16.16.128,3425,1,128,0,20,1258920212.969294000,N/A,Linux
199.93.63.126,0,N/A,172.16.16.128,3426,1,128,0,20,1258920212.969367000,N/A,Linux
199.93.63.126,0,N/A,172.16.16.128,3427,1,128,0,20,1258920212.969426000,N/A,Linux
204.160.104.126,0,N/A,172.16.16.128,3428,1,128,0,20,1258920212.969503000,N/A,Linux
204.160.104.126,0,N/A,172.16.16.128,3429,1,128,0,20,1258920212.969595000,N/A,Linux
204.160.104.126,0,N/A,172.16.16.128,3430,1,128,0,20,1258920212.969654000,N/A,Linux
204.160.104.126,0,N/A,172.16.16.128,3431,1,128,0,20,1258920212.969712000,N/A,Linux
204.160.104.126,0,N/A,172.16.16.128,3432,1,128,0,20,1258920212.969775000,N/A,Linux
204.160.104.126,0,N/A,172.16.16.128,3433,1,128,0,20,1258920212.969833000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3434,0,53,0,20,1258920212.979224000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3435,0,55,0,20,1258920212.980649000,N/A,Linux
66.35.45.201,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3436,1,64,0,20,1258920212.980884000,http,Linux
172.16.16.136,0,N/A,72.32.92.4,3437,0,53,0,20,1258920212.981176000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3438,0,53,0,20,1258920212.981179000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3439,1,64,0,20,1258920212.981227000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3440,1,64,0,20,1258920212.981339000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3441,0,53,0,20,1258920212.983314000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3442,0,53,0,20,1258920212.983318000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3443,1,64,0,20,1258920212.983586000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3444,1,64,0,20,1258920212.983668000,N/A,Linux
66.35.45.201,0,N/A,172.16.16.136,3445,1,64,0,20,1258920212.983731000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3446,1,64,0,20,1258920212.985380000,N/A,Linux
209.85.225.103,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3447,1,64,0,20,1258920212.991927000,http,Linux
172.16.16.136,0,N/A,72.32.92.4,3448,0,53,0,20,1258920212.993113000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3449,0,54,0,20,1258920212.993118000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3450,0,54,0,20,1258920212.993120000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3451,0,53,0,20,1258920212.993123000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3452,1,64,0,20,1258920212.993289000,N/A,Linux
74.125.95.102,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3453,1,64,0,20,1258920212.996073000,http,Linux
66.35.45.201,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3454,1,64,0,20,1258920212.996207000,http,Linux
172.16.16.136,0,N/A,66.35.45.201,3455,0,55,0,20,1258920213.014673000,N/A,Linux
66.35.45.201,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3456,1,64,0,20,1258920213.015043000,http,Linux
172.16.16.136,0,N/A,66.35.45.201,3457,0,55,0,20,1258920213.017159000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3458,0,54,0,20,1258920213.021791000,N/A,Linux
172.16.16.136,0,N/A,209.85.225.103,3459,0,51,0,20,1258920213.033621000,N/A,Linux
209.85.225.103,0,N/A,172.16.16.136,3460,1,64,0,20,1258920213.034111000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3461,0,53,0,20,1258920213.034690000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3462,0,53,0,20,1258920213.037684000,N/A,Linux
172.16.16.136,0,N/A,74.125.95.102,3463,0,51,0,20,1258920213.037688000,N/A,Linux
74.125.95.102,0,N/A,172.16.16.136,3464,1,64,0,20,1258920213.037791000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3465,0,55,0,20,1258920213.046943000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3466,0,55,0,20,1258920213.047479000,N/A,Linux
66.35.45.201,0,N/A,172.16.16.136,3467,1,64,0,20,1258920213.047597000,N/A,Linux
74.125.95.102,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3468,1,64,0,20,1258920213.056426000,http,Linux
72.32.92.4,0,N/A,172.16.16.136,3469,1,64,0,20,1258920213.058369000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3470,1,64,0,20,1258920213.059233000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3471,1,64,0,20,1258920213.061774000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3472,1,64,0,20,1258920213.062568000,N/A,Linux
74.125.95.101,0,N/A,172.16.16.136,3473,1,64,0,20,1258920213.063353000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3474,1,64,0,20,1258920213.063471000,N/A,Linux
209.85.225.91,0,N/A,172.16.16.136,3475,1,64,0,20,1258920213.064266000,N/A,Linux
209.85.225.91,0,N/A,172.16.16.136,3476,1,64,0,20,1258920213.064333000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3477,1,64,0,20,1258920213.064505000,N/A,Linux
66.35.45.201,0,N/A,172.16.16.136,3478,1,64,0,20,1258920213.066063000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3479,0,54,0,20,1258920213.067571000,N/A,Linux
66.35.45.201,0,N/A,172.16.16.136,3480,1,64,0,20,1258920213.069175000,N/A,Linux
172.16.16.136,0,N/A,66.35.45.201,3481,0,55,0,20,1258920213.071322000,N/A,Linux
74.125.95.149,0,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2),172.16.16.128,3482,1,128,0,20,1258920213.073830000,http,Linux
66.35.45.201,0,N/A,172.16.16.136,3483,1,64,0,20,1258920213.096354000,N/A,Linux
172.16.16.136,0,N/A,74.125.95.102,3484,0,51,0,20,1258920213.098727000,N/A,Linux
172.16.16.136,0,N/A,74.125.95.101,3485,0,51,0,20,1258920213.098733000,N/A,Linux
74.125.95.102,0,N/A,172.16.16.136,3486,1,64,0,20,1258920213.098807000,N/A,Linux
74.125.95.101,0,N/A,172.16.16.136,3487,1,64,0,20,1258920213.100357000,N/A,Linux
172.16.16.136,0,N/A,209.85.225.91,3488,0,51,0,20,1258920213.103382000,N/A,Linux
209.85.225.91,0,N/A,172.16.16.136,3489,1,64,0,20,1258920213.103462000,N/A,Linux
172.16.16.136,0,N/A,209.85.225.91,3490,0,51,0,20,1258920213.110659000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3491,0,53,0,20,1258920213.110668000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3492,0,53,0,20,1258920213.110670000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3493,1,64,0,20,1258920213.110825000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3494,1,64,0,20,1258920213.110896000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3495,0,53,0,20,1258920213.111487000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3496,1,64,0,20,1258920213.112043000,N/A,Linux
66.35.45.201,0,N/A,172.16.16.136,3497,1,64,0,20,1258920213.115663000,N/A,Linux
172.16.16.255,0,N/A,172.16.16.128,3498,0,128,0,20,1258920213.116129000,N/A,Linux
72.32.92.4,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3499,1,64,0,20,1258920213.117445000,http,Linux
72.32.92.4,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3500,1,64,0,20,1258920213.117758000,http,Linux
72.32.92.4,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3501,1,64,0,20,1258920213.117841000,http,Linux
172.16.16.136,0,N/A,72.32.92.4,3502,0,53,0,20,1258920213.117850000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3503,0,53,0,20,1258920213.117854000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3504,0,53,0,20,1258920213.117856000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3505,1,64,0,20,1258920213.117933000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3506,1,64,0,20,1258920213.117968000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3507,1,64,0,20,1258920213.117999000,N/A,Linux
72.32.92.4,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3508,1,64,0,20,1258920213.118551000,http,Linux
72.32.92.4,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3509,1,64,0,20,1258920213.118592000,http,Linux
72.32.92.4,0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102918 CentOS/3.0.15-3.el5.centos Firefox/3.0.15,172.16.16.136,3510,1,64,0,20,1258920213.118629000,http,Linux
66.35.45.201,0,N/A,172.16.16.136,3511,1,64,0,20,1258920213.120051000,N/A,Linux
172.16.16.128,0,N/A,74.125.95.149,3512,0,51,0,20,1258920213.146768000,N/A,Linux
74.125.103.147,0,N/A,172.16.16.128,3513,1,128,0,20,1258920213.170595000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3514,0,53,0,20,1258920213.175359000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3515,0,53,0,20,1258920213.176764000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3516,0,53,0,20,1258920213.179222000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3517,0,53,0,20,1258920213.179226000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3518,1,64,0,20,1258920213.179295000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3519,1,64,0,20,1258920213.179521000,N/A,Linux
72.32.92.4,0,N/A,172.16.16.136,3520,1,64,0,20,1258920213.179749000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3521,0,53,0,20,1258920213.180498000,N/A,Linux
172.16.16.136,0,N/A,72.32.92.4,3522,0,53,0,20,1258920213.180500000,N/A,Linux
