DST_IP,KNOWN_HOST_DEVICE,SRC_PORT,TCP_OPTIONS,DF_FLAG,TCP_HDR_LEN,PACKET_NO,SRC_IP,TCP_SEQ,PROTOCOL,TCP_WINDOW_SIZE,TCP_ACK,TTL,IP_FRAG_OFF,DST_PORT,MF_FLAG,TIMESTAMP,PACKET_SIZE,TCP_URP,TCP_FLAGS 
10.169.161.162,Windows,443,N/A,0,20,7128,142.251.32.232,4212747912,tcp,268,1732,117,0,1215,0,1663877519.633910000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7129,142.251.32.232,4212749324,tcp,268,1732,117,0,1215,0,1663877519.633910000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7130,142.251.32.232,4212750736,tcp,268,1732,117,0,1215,0,1663877519.633910000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7131,142.251.32.232,4212752148,tcp,268,1732,117,0,1215,0,1663877519.633910000,20,0,·······AP···
10.169.161.162,Windows,443,02:04:05:84:01:01:04:02:01:03:03:08,1,32,7132,216.239.38.178,588545674,tcp,65535,1,117,0,1234,0,1663877519.633910000,20,0,·······A··S·
10.169.161.162,Windows,443,N/A,0,20,7133,142.251.32.232,4212753560,tcp,268,1732,117,0,1215,0,1663877519.633910000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7134,142.251.32.232,4212754972,tcp,268,1732,117,0,1215,0,1663877519.633910000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7135,142.251.32.232,4212756384,tcp,268,1732,117,0,1215,0,1663877519.633910000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7136,142.251.32.232,4212757796,tcp,268,1732,117,0,1215,0,1663877519.633910000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7137,142.251.32.232,4212759208,tcp,268,1732,117,0,1215,0,1663877519.633910000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7138,142.251.32.232,4212760333,tcp,268,1732,117,0,1215,0,1663877519.633910000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7139,142.251.32.232,4212760878,tcp,268,1732,117,0,1215,0,1663877519.633910000,20,0,·······AP···
142.251.32.232,Windows,1215,N/A,1,20,7140,10.169.161.162,3677675228,tcp,512,261201,128,0,443,0,1663877519.633985000,20,0,·······A····
216.239.38.178,Windows,1234,N/A,1,20,7141,10.169.161.162,3672433450,tcp,512,1,128,0,443,0,1663877519.634106000,20,0,·······A····
142.251.32.232,Windows,1215,N/A,1,20,7142,10.169.161.162,3677675228,tcp,512,269931,128,0,443,0,1663877519.634134000,20,0,·······A····
10.100.70.24,Windows,N/A,N/A,0,N/A,7143,10.169.161.162,N/A,N/A,N/A,N/A,128,0,N/A,0,1663877519.634275000,20,N/A,N/A
216.239.38.178,Windows,1234,N/A,1,20,7144,10.169.161.162,3672433450,tcp,512,1,128,0,443,0,1663877519.634670000,20,0,·······AP···
142.251.32.232,Windows,1215,N/A,1,20,7145,10.169.161.162,3677675228,tcp,512,269931,128,0,443,0,1663877519.634805000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7146,142.251.32.232,4212762290,tcp,268,1732,117,0,1215,0,1663877519.636108000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7147,142.251.32.232,4212763702,tcp,268,1732,117,0,1215,0,1663877519.636108000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7148,142.251.32.232,4212765114,tcp,268,1732,117,0,1215,0,1663877519.636108000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7149,142.251.32.232,4212766526,tcp,268,1732,117,0,1215,0,1663877519.636108000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7150,142.251.32.232,4212767938,tcp,268,1732,117,0,1215,0,1663877519.636108000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7151,142.251.32.232,4212769350,tcp,268,1732,117,0,1215,0,1663877519.636108000,20,0,·······A····
142.251.32.232,Windows,1215,N/A,1,20,7152,10.169.161.162,3677675267,tcp,512,278403,128,0,443,0,1663877519.636177000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7153,142.251.32.232,4212770762,tcp,268,1732,117,0,1215,0,1663877519.636266000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7154,142.251.32.232,4212771893,tcp,268,1732,117,0,1215,0,1663877519.636266000,20,0,·······AP···
142.251.32.232,Windows,1215,N/A,1,20,7155,10.169.161.162,3677675267,tcp,508,279565,128,0,443,0,1663877519.636299000,20,0,·······A····
10.169.161.162,Windows,N/A,N/A,0,N/A,7156,10.100.70.24,N/A,N/A,N/A,N/A,125,0,N/A,0,1663877519.636974000,20,N/A,N/A
10.169.161.162,Windows,N/A,N/A,0,N/A,7157,10.100.70.24,N/A,N/A,N/A,N/A,125,0,N/A,0,1663877519.636974000,20,N/A,N/A
10.169.161.162,Windows,N/A,N/A,0,N/A,7158,10.100.70.24,N/A,N/A,N/A,N/A,125,0,N/A,0,1663877519.636974000,20,N/A,N/A
10.169.161.162,Windows,N/A,N/A,0,N/A,7159,10.100.70.24,N/A,N/A,N/A,N/A,125,0,N/A,0,1663877519.637584000,20,N/A,N/A
10.169.161.162,Windows,N/A,N/A,0,N/A,7160,10.100.70.24,N/A,N/A,N/A,N/A,125,0,N/A,0,1663877519.637584000,20,N/A,N/A
142.251.33.6,Windows,1235,02:04:05:b4:01:03:03:08:01:01:04:02,1,32,7161,10.169.161.162,2035861808,tcp,64240,0,128,0,443,0,1663877519.637607000,20,0,··········S·
140.142.142.39,Windows,1236,02:04:05:b4:01:03:03:08:01:01:04:02,1,32,7162,10.169.161.162,631969136,tcp,64240,0,128,0,443,0,1663877519.638213000,20,0,··········S·
208.76.225.81,Windows,1237,02:04:05:b4:01:03:03:08:01:01:04:02,1,32,7163,10.169.161.162,3125515582,tcp,64240,0,128,0,443,0,1663877519.638410000,20,0,··········S·
104.21.1.251,Windows,1238,02:04:05:b4:01:03:03:08:01:01:04:02,1,32,7164,10.169.161.162,1982990255,tcp,64240,0,128,0,443,0,1663877519.638614000,20,0,··········S·
13.107.246.57,Windows,1239,02:04:05:b4:01:03:03:08:01:01:04:02,1,32,7165,10.169.161.162,2688152507,tcp,64240,0,128,0,443,0,1663877519.638905000,20,0,··········S·
10.169.161.162,Windows,443,N/A,0,20,7166,216.239.38.178,588545675,tcp,262,726,117,0,1234,0,1663877519.639727000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7167,216.239.38.178,588545675,tcp,262,726,117,0,1234,0,1663877519.641277000,20,0,·······AP···
10.169.161.162,Windows,443,02:04:05:84:01:01:04:02:01:03:03:08,1,32,7168,142.251.33.6,2437875755,tcp,65535,1,117,0,1235,0,1663877519.642514000,20,0,·······A··S·
142.251.33.6,Windows,1235,N/A,1,20,7169,10.169.161.162,2035861809,tcp,512,1,128,0,443,0,1663877519.642591000,20,0,·······A····
142.251.33.6,Windows,1235,N/A,1,20,7170,10.169.161.162,2035861809,tcp,512,1,128,0,443,0,1663877519.642782000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7171,142.251.32.232,4212771924,tcp,268,1771,117,0,1215,0,1663877519.643749000,20,0,·······A····
10.169.161.162,Windows,443,02:04:05:b4:01:01:04:02:01:03:03:07,1,32,7172,208.76.225.81,4206153496,tcp,64240,1,57,0,1237,0,1663877519.643959000,20,0,·······A··S·
208.76.225.81,Windows,1237,N/A,1,20,7173,10.169.161.162,3125515583,tcp,513,1,128,0,443,0,1663877519.644003000,20,0,·······A····
208.76.225.81,Windows,1237,N/A,1,20,7174,10.169.161.162,3125515583,tcp,513,1,128,0,443,0,1663877519.644282000,20,0,·······AP···
10.169.161.162,Windows,443,02:04:05:78:01:01:04:02:01:03:03:0d,1,32,7175,104.21.1.251,1389502131,tcp,64240,1,54,0,1238,0,1663877519.644782000,20,0,·······A··S·
104.21.1.251,Windows,1238,N/A,1,20,7176,10.169.161.162,1982990256,tcp,514,1,128,0,443,0,1663877519.644819000,20,0,·······A····
104.21.1.251,Windows,1238,N/A,1,20,7177,10.169.161.162,1982990256,tcp,514,1,128,0,443,0,1663877519.645063000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7178,142.251.33.6,2437875756,tcp,262,721,117,0,1235,0,1663877519.646484000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7179,208.76.225.81,4206153497,tcp,501,600,57,0,1237,0,1663877519.647101000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7180,104.21.1.251,1389502132,tcp,8,518,54,0,1238,0,1663877519.650189000,20,0,·······A····
216.239.38.178,Windows,1234,N/A,1,20,7181,10.169.161.162,3672434175,tcp,511,336,128,0,443,0,1663877519.650802000,20,0,·······AP···
216.239.38.178,Windows,1234,N/A,1,20,7182,10.169.161.162,3672434249,tcp,511,336,128,0,443,0,1663877519.650964000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7183,208.76.225.81,4206153497,tcp,501,600,57,0,1237,0,1663877519.651064000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7184,208.76.225.81,4206154957,tcp,501,600,57,0,1237,0,1663877519.651064000,20,0,·······AP···
216.239.38.178,Windows,1234,N/A,1,20,7185,10.169.161.162,3672434341,tcp,511,336,128,0,443,0,1663877519.651086000,20,0,·······AP···
208.76.225.81,Windows,1237,N/A,1,20,7186,10.169.161.162,3125516182,tcp,513,2921,128,0,443,0,1663877519.651092000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7187,208.76.225.81,4206156417,tcp,501,600,57,0,1237,0,1663877519.651416000,20,0,·······AP···
10.169.161.162,Windows,443,02:04:05:a0:01:03:03:08:01:01:04:02,1,32,7188,13.107.246.57,492294593,tcp,65535,1,113,0,1239,0,1663877519.652745000,20,0,·······A··S·
13.107.246.57,Windows,1239,N/A,1,20,7189,10.169.161.162,2688152508,tcp,517,1,128,0,443,0,1663877519.652793000,20,0,·······A····
13.107.246.57,Windows,1239,N/A,1,20,7190,10.169.161.162,2688152508,tcp,517,1,128,0,443,0,1663877519.653025000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7191,142.251.33.6,2437875756,tcp,262,721,117,0,1235,0,1663877519.653468000,20,0,·······AP···
208.76.225.81,Windows,1237,N/A,1,20,7192,10.169.161.162,3125516182,tcp,509,3992,128,0,443,0,1663877519.656591000,20,0,·······AP···
208.76.225.81,Windows,1237,N/A,1,20,7193,10.169.161.162,3125516262,tcp,509,3992,128,0,443,0,1663877519.656770000,20,0,·······AP···
208.76.225.81,Windows,1237,N/A,1,20,7194,10.169.161.162,3125516354,tcp,509,3992,128,0,443,0,1663877519.656892000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7195,104.21.1.251,1389502132,tcp,8,518,54,0,1238,0,1663877519.660400000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7196,104.21.1.251,1389503592,tcp,8,518,54,0,1238,0,1663877519.660400000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7197,216.239.38.178,588546010,tcp,268,1272,117,0,1234,0,1663877519.660400000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7198,216.239.38.178,588546866,tcp,268,1272,117,0,1234,0,1663877519.660400000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7199,216.239.38.178,588546897,tcp,268,1272,117,0,1234,0,1663877519.660400000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7200,216.239.38.178,588547298,tcp,268,1272,117,0,1234,0,1663877519.660400000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7201,216.239.38.178,588548710,tcp,268,1272,117,0,1234,0,1663877519.660400000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7202,216.239.38.178,588550122,tcp,268,1272,117,0,1234,0,1663877519.660400000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7203,216.239.38.178,588551534,tcp,268,1272,117,0,1234,0,1663877519.660400000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7204,216.239.38.178,588552946,tcp,268,1272,117,0,1234,0,1663877519.660400000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7205,216.239.38.178,588554358,tcp,268,1272,117,0,1234,0,1663877519.660400000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7206,216.239.38.178,588555770,tcp,268,1272,117,0,1234,0,1663877519.660400000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7207,216.239.38.178,588557182,tcp,268,1272,117,0,1234,0,1663877519.660400000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7208,216.239.38.178,588558594,tcp,268,1272,117,0,1234,0,1663877519.660400000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7209,216.239.38.178,588560006,tcp,268,1272,117,0,1234,0,1663877519.660400000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7210,216.239.38.178,588561418,tcp,268,1272,117,0,1234,0,1663877519.660400000,20,0,·······A····
104.21.1.251,Windows,1238,N/A,1,20,7211,10.169.161.162,1982990773,tcp,514,1953,128,0,443,0,1663877519.660490000,20,0,·······A····
216.239.38.178,Windows,1234,N/A,1,20,7212,10.169.161.162,3672434721,tcp,512,17156,128,0,443,0,1663877519.660537000,20,0,·······A····
216.239.38.178,Windows,1234,N/A,1,20,7213,10.169.161.162,3672434721,tcp,512,17156,128,0,443,0,1663877519.661100000,20,0,·······AP···
142.251.33.6,Windows,1235,N/A,1,20,7214,10.169.161.162,2035862529,tcp,511,330,128,0,443,0,1663877519.661891000,20,0,·······AP···
142.251.33.6,Windows,1235,N/A,1,20,7215,10.169.161.162,2035862603,tcp,511,330,128,0,443,0,1663877519.662134000,20,0,·······AP···
142.251.33.6,Windows,1235,N/A,1,20,7216,10.169.161.162,2035862695,tcp,511,330,128,0,443,0,1663877519.662338000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7217,216.239.38.178,588562830,tcp,268,1272,117,0,1234,0,1663877519.666445000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7218,216.239.38.178,588564242,tcp,268,1272,117,0,1234,0,1663877519.666445000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7219,208.76.225.81,4206157488,tcp,501,680,57,0,1237,0,1663877519.666445000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7220,216.239.38.178,588565654,tcp,268,1272,117,0,1234,0,1663877519.666445000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7221,216.239.38.178,588567066,tcp,268,1272,117,0,1234,0,1663877519.666445000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7222,208.76.225.81,4206157488,tcp,501,680,57,0,1237,0,1663877519.666445000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7223,208.76.225.81,4206157759,tcp,501,680,57,0,1237,0,1663877519.666445000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7224,208.76.225.81,4206158030,tcp,501,772,57,0,1237,0,1663877519.666445000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7225,208.76.225.81,4206158030,tcp,501,772,57,0,1237,0,1663877519.666445000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7226,208.76.225.81,4206158100,tcp,501,1157,57,0,1237,0,1663877519.666445000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7227,208.76.225.81,4206158100,tcp,501,1157,57,0,1237,0,1663877519.666445000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7228,208.76.225.81,4206159560,tcp,501,1157,57,0,1237,0,1663877519.666445000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7229,208.76.225.81,4206161020,tcp,501,1157,57,0,1237,0,1663877519.666445000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7230,13.107.246.57,492294594,tcp,16383,518,114,0,1239,0,1663877519.666445000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7231,13.107.246.57,492294594,tcp,16383,518,114,0,1239,0,1663877519.666445000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7232,13.107.246.57,492296054,tcp,16383,518,114,0,1239,0,1663877519.666445000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7233,13.107.246.57,492297514,tcp,16383,518,114,0,1239,0,1663877519.666445000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7234,13.107.246.57,492298974,tcp,16383,518,114,0,1239,0,1663877519.666445000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7235,142.251.33.6,2437876085,tcp,269,1765,117,0,1235,0,1663877519.666445000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7236,142.251.33.6,2437876085,tcp,269,1765,117,0,1235,0,1663877519.666445000,20,0,·······AP···
216.239.38.178,Windows,1234,N/A,1,20,7237,10.169.161.162,3672434752,tcp,512,21837,128,0,443,0,1663877519.666591000,20,0,·······A····
208.76.225.81,Windows,1237,N/A,1,20,7238,10.169.161.162,3125516739,tcp,513,7866,128,0,443,0,1663877519.666651000,20,0,·······A····
13.107.246.57,Windows,1239,N/A,1,20,7239,10.169.161.162,2688153025,tcp,517,5041,128,0,443,0,1663877519.666677000,20,0,·······A····
216.239.38.178,Windows,1234,N/A,1,20,7240,10.169.161.162,3672434752,tcp,512,21837,128,0,443,0,1663877519.667326000,20,0,·······AP···
208.76.225.81,Windows,1237,N/A,1,20,7241,10.169.161.162,3125516739,tcp,513,7866,128,0,443,0,1663877519.667911000,20,0,·······AP···
142.251.33.6,Windows,1235,N/A,1,20,7242,10.169.161.162,2035863573,tcp,508,1188,128,0,443,0,1663877519.668016000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7243,142.251.33.6,2437876943,tcp,269,1765,117,0,1235,0,1663877519.668082000,20,0,·······AP···
104.21.1.251,Windows,1238,N/A,1,20,7244,10.169.161.162,1982990773,tcp,514,1953,128,0,443,0,1663877519.670714000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7245,216.239.38.178,588567511,tcp,268,1303,117,0,1234,0,1663877519.670720000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7246,208.76.225.81,4206161362,tcp,501,1188,57,0,1237,0,1663877519.670922000,20,0,·······A····
104.21.1.251,Windows,1238,N/A,1,20,7247,10.169.161.162,1982990837,tcp,514,1953,128,0,443,0,1663877519.671250000,20,0,·······AP···
104.21.1.251,Windows,1238,N/A,1,20,7248,10.169.161.162,1982990929,tcp,514,1953,128,0,443,0,1663877519.671863000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7249,216.239.38.178,588567511,tcp,268,1342,117,0,1234,0,1663877519.672400000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7250,104.21.1.251,1389504084,tcp,8,582,54,0,1238,0,1663877519.673926000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7251,104.21.1.251,1389504084,tcp,8,582,54,0,1238,0,1663877519.674238000,20,0,·······AP···
104.21.1.251,Windows,1238,N/A,1,20,7252,10.169.161.162,1982991316,tcp,512,2465,128,0,443,0,1663877519.674461000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7253,104.21.1.251,1389504596,tcp,8,674,54,0,1238,0,1663877519.674632000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7254,104.21.1.251,1389504596,tcp,8,674,54,0,1238,0,1663877519.675566000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7255,104.21.1.251,1389504627,tcp,8,1061,54,0,1238,0,1663877519.675566000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7256,142.251.33.6,2437876974,tcp,269,1796,117,0,1235,0,1663877519.676889000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7257,104.21.1.251,1389504627,tcp,8,1092,54,0,1238,0,1663877519.677761000,20,0,·······A····
13.107.246.57,Windows,1239,N/A,1,20,7258,10.169.161.162,2688153025,tcp,517,5041,128,0,443,0,1663877519.688260000,20,0,·······AP···
13.107.246.57,Windows,1239,N/A,1,20,7259,10.169.161.162,2688153183,tcp,517,5041,128,0,443,0,1663877519.688471000,20,0,·······AP···
13.107.246.57,Windows,1239,N/A,1,20,7260,10.169.161.162,2688153282,tcp,517,5041,128,0,443,0,1663877519.688734000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7261,104.21.1.251,1389504627,tcp,8,1092,54,0,1238,0,1663877519.689056000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7262,104.21.1.251,1389506018,tcp,8,1092,54,0,1238,0,1663877519.689056000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7263,104.21.1.251,1389507409,tcp,8,1092,54,0,1238,0,1663877519.689056000,20,0,·······AP···
104.21.1.251,Windows,1238,N/A,1,20,7264,10.169.161.162,1982991347,tcp,514,6669,128,0,443,0,1663877519.689151000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7265,104.21.1.251,1389508800,tcp,8,1092,54,0,1238,0,1663877519.689722000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7266,104.21.1.251,1389510260,tcp,8,1092,54,0,1238,0,1663877519.689722000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7267,104.21.1.251,1389511582,tcp,8,1092,54,0,1238,0,1663877519.689722000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7268,104.21.1.251,1389512973,tcp,8,1092,54,0,1238,0,1663877519.689722000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7269,104.21.1.251,1389513946,tcp,8,1092,54,0,1238,0,1663877519.689722000,20,0,·······AP···
10.169.161.162,Windows,443,02:04:23:00:01:03:03:08:01:01:04:02,1,32,7270,140.142.142.39,2034318968,tcp,65535,1,108,0,1236,0,1663877519.689722000,20,0,·······A··S·
104.21.1.251,Windows,1238,N/A,1,20,7271,10.169.161.162,1982991347,tcp,514,11846,128,0,443,0,1663877519.689813000,20,0,·······A····
140.142.142.39,Windows,1236,N/A,1,20,7272,10.169.161.162,631969137,tcp,513,1,128,0,443,0,1663877519.690003000,20,0,·······A····
140.142.142.39,Windows,1236,N/A,1,20,7273,10.169.161.162,631969137,tcp,513,1,128,0,443,0,1663877519.690912000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7274,13.107.246.57,492299634,tcp,16382,775,114,0,1239,0,1663877519.698165000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7275,13.107.246.57,492299634,tcp,16380,1229,114,0,1239,0,1663877519.698301000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7276,13.107.246.57,492299634,tcp,16380,1229,114,0,1239,0,1663877519.700387000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7277,13.107.246.57,492299976,tcp,16380,1229,114,0,1239,0,1663877519.700787000,20,0,·······AP···
13.107.246.57,Windows,1239,N/A,1,20,7278,10.169.161.162,2688153736,tcp,515,5452,128,0,443,0,1663877519.700816000,20,0,·······A····
13.107.246.57,Windows,1239,N/A,1,20,7279,10.169.161.162,2688153736,tcp,515,5452,128,0,443,0,1663877519.700960000,20,0,·······AP···
142.251.33.6,Windows,1235,N/A,1,20,7280,10.169.161.162,2035863604,tcp,508,1219,128,0,443,0,1663877519.709451000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7281,13.107.246.57,492300045,tcp,16380,1229,114,0,1239,0,1663877519.709784000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7282,13.107.246.57,492300083,tcp,16380,1267,114,0,1239,0,1663877519.717706000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7283,142.251.33.6,2437876974,tcp,269,1796,117,0,1235,0,1663877519.717706000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7284,142.251.33.6,2437877634,tcp,269,1796,117,0,1235,0,1663877519.717706000,20,0,·······AP···
142.251.33.6,Windows,1235,N/A,1,20,7285,10.169.161.162,2035863604,tcp,512,1910,128,0,443,0,1663877519.717763000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,7286,142.251.33.6,2437877665,tcp,269,1796,117,0,1235,0,1663877519.718305000,20,0,·······AP···
142.251.33.6,Windows,1235,N/A,1,20,7287,10.169.161.162,2035863604,tcp,512,1949,128,0,443,0,1663877519.718620000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,7288,142.251.33.6,2437877704,tcp,269,1835,117,0,1235,0,1663877519.721099000,20,0,·······A····
13.107.246.57,Windows,1239,N/A,1,20,7289,10.169.161.162,2688153774,tcp,515,5490,128,0,443,0,1663877519.750879000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7290,140.142.142.39,2034318969,tcp,1024,518,108,0,1236,0,1663877519.750903000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7291,140.142.142.39,2034320429,tcp,1024,518,108,0,1236,0,1663877519.750903000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7292,140.142.142.39,2034321889,tcp,1024,518,108,0,1236,0,1663877519.750903000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7293,140.142.142.39,2034323349,tcp,1024,518,108,0,1236,0,1663877519.750903000,20,0,·······AP···
140.142.142.39,Windows,1236,N/A,1,20,7294,10.169.161.162,631969654,tcp,513,4849,128,0,443,0,1663877519.750983000,20,0,·······A····
140.142.142.39,Windows,1236,N/A,1,20,7295,10.169.161.162,631969654,tcp,513,4849,128,0,443,0,1663877519.761137000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7296,140.142.142.39,2034323817,tcp,1023,676,108,0,1236,0,1663877519.813198000,20,0,·······AP···
140.142.142.39,Windows,1236,N/A,1,20,7297,10.169.161.162,631969812,tcp,513,4900,128,0,443,0,1663877519.813579000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7298,13.107.246.57,492300083,tcp,16380,1267,114,0,1239,0,1663877519.843485000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7299,13.107.246.57,492301543,tcp,16380,1267,114,0,1239,0,1663877519.843874000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,7300,13.107.246.57,492301846,tcp,16380,1267,114,0,1239,0,1663877519.843874000,20,0,·······AP···
13.107.246.57,Windows,1239,N/A,1,20,7301,10.169.161.162,2688153774,tcp,517,7291,128,0,443,0,1663877519.843927000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7302,140.142.142.39,2034323868,tcp,1021,1323,108,0,1236,0,1663877519.865282000,20,0,·······A····
10.169.161.162,Windows,443,N/A,1,20,7303,140.142.142.39,2034325328,tcp,1021,1323,108,0,1236,0,1663877519.866600000,20,0,·······AP···
140.142.142.39,Windows,1236,N/A,1,20,7304,10.169.161.162,631970459,tcp,513,7180,128,0,443,0,1663877519.866659000,20,0,·······A····
10.100.70.24,Windows,N/A,N/A,0,N/A,7305,10.169.161.162,N/A,N/A,N/A,N/A,128,0,N/A,0,1663877520.063053000,20,N/A,N/A
142.251.33.6,Windows,1235,N/A,1,20,7306,10.169.161.162,2035863643,tcp,512,1949,128,0,443,0,1663877520.070830000,20,0,·······AP···
10.169.161.162,Windows,N/A,N/A,0,N/A,7307,10.100.70.24,N/A,N/A,N/A,N/A,125,0,N/A,0,1663877520.071034000,20,N/A,N/A
142.250.68.138,Windows,1240,02:04:05:b4:01:03:03:08:01:01:04:02,1,32,7308,10.169.161.162,1401500170,tcp,64240,0,128,0,443,0,1663877520.071630000,20,0,··········S·
10.169.161.162,Windows,443,N/A,0,20,7309,142.251.33.6,2437877704,tcp,276,1995,117,0,1235,0,1663877520.085063000,20,0,·······A····
