DST_IP,KNOWN_HOST_DEVICE,SRC_PORT,TCP_OPTIONS,DF_FLAG,TCP_HDR_LEN,PACKET_NO,SRC_IP,TCP_SEQ,PROTOCOL,TCP_WINDOW_SIZE,TCP_ACK,TTL,IP_FRAG_OFF,DST_PORT,MF_FLAG,TIMESTAMP,PACKET_SIZE,TCP_URP,TCP_FLAGS
10.169.161.162,Windows,443,N/A,1,20,1,35.169.217.52,2443970062,tcp,346,1,42,0,1077,0,1663877499.820012000,20,0,·······AP···
35.169.217.52,Windows,1077,N/A,1,20,2,10.169.161.162,470033600,tcp,511,510,128,0,443,0,1663877499.837987000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,1,20,3,35.169.217.52,2443970571,tcp,361,1894,42,0,1077,0,1663877499.877451000,20,0,·······A····
142.251.33.36,Windows,1197,02:04:05:b4:01:03:03:08:01:01:04:02,1,32,4,10.169.161.162,2339530235,tcp,64240,0,128,0,443,0,1663877503.557543000,20,0,··········S·
10.169.161.162,Windows,443,02:04:05:84:01:01:04:02:01:03:03:08,1,32,5,142.251.33.36,3162042541,tcp,65535,1,118,0,1197,0,1663877503.566059000,20,0,·······A··S·
142.251.33.36,Windows,1197,N/A,1,20,6,10.169.161.162,2339530236,tcp,512,1,128,0,443,0,1663877503.566268000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,7,10.169.161.162,2339530236,tcp,512,1,128,0,443,0,1663877503.566675000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,8,142.251.33.36,3162042542,tcp,261,518,118,0,1197,0,1663877503.571450000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,9,142.251.33.36,3162042542,tcp,261,518,118,0,1197,0,1663877503.571555000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,10,142.251.33.36,3162043954,tcp,261,518,118,0,1197,0,1663877503.572103000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,11,142.251.33.36,3162045366,tcp,261,518,118,0,1197,0,1663877503.572103000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,12,10.169.161.162,2339530753,tcp,512,4237,128,0,443,0,1663877503.572151000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,13,142.251.33.36,3162046778,tcp,261,518,118,0,1197,0,1663877503.573442000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,14,10.169.161.162,2339530753,tcp,512,4404,128,0,443,0,1663877503.573497000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,15,10.169.161.162,2339530753,tcp,512,4404,128,0,443,0,1663877503.574281000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,16,10.169.161.162,2339530827,tcp,512,4404,128,0,443,0,1663877503.574577000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,17,10.169.161.162,2339530919,tcp,512,4404,128,0,443,0,1663877503.574786000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,18,142.251.33.36,3162046945,tcp,261,684,118,0,1197,0,1663877503.577454000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,19,142.251.33.36,3162046945,tcp,283,2439,118,0,1197,0,1663877503.577454000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,20,142.251.33.36,3162046945,tcp,283,2439,118,0,1197,0,1663877503.579032000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,21,10.169.161.162,2339532674,tcp,508,5254,128,0,443,0,1663877503.579256000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,22,142.251.33.36,3162047795,tcp,283,2439,118,0,1197,0,1663877503.579496000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,23,142.251.33.36,3162047826,tcp,283,2470,118,0,1197,0,1663877503.587545000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,24,10.169.161.162,2339532705,tcp,508,5285,128,0,443,0,1663877503.630132000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,25,142.251.33.36,3162047826,tcp,283,2470,118,0,1197,0,1663877503.655546000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,26,142.251.33.36,3162049101,tcp,283,2470,118,0,1197,0,1663877503.655902000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,27,10.169.161.162,2339532705,tcp,512,7364,128,0,443,0,1663877503.655976000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,28,142.251.33.36,3162049905,tcp,283,2470,118,0,1197,0,1663877503.666406000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,29,142.251.33.36,3162049937,tcp,283,2470,118,0,1197,0,1663877503.666585000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,30,142.251.33.36,3162049968,tcp,283,2470,118,0,1197,0,1663877503.666585000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,31,10.169.161.162,2339532705,tcp,512,7466,128,0,443,0,1663877503.666617000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,32,10.169.161.162,2339532705,tcp,512,7466,128,0,443,0,1663877503.666746000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,33,142.251.33.36,3162050007,tcp,283,2509,118,0,1197,0,1663877503.669492000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,34,10.169.161.162,2339532744,tcp,512,7466,128,0,443,0,1663877503.719131000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,35,142.251.33.36,3162050007,tcp,283,2581,118,0,1197,0,1663877503.725694000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,36,142.251.33.36,3162050007,tcp,283,2581,118,0,1197,0,1663877503.770354000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,37,142.251.33.36,3162050342,tcp,283,2581,118,0,1197,0,1663877503.770580000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,38,142.251.33.36,3162050427,tcp,283,2581,118,0,1197,0,1663877503.770580000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,39,10.169.161.162,2339532816,tcp,510,7925,128,0,443,0,1663877503.770634000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,40,10.169.161.162,2339532816,tcp,510,7925,128,0,443,0,1663877503.770970000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,41,142.251.33.36,3162050466,tcp,283,2620,118,0,1197,0,1663877503.773276000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,42,10.169.161.162,2339532855,tcp,510,7925,128,0,443,0,1663877503.829375000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,43,142.251.33.36,3162050466,tcp,294,2787,118,0,1197,0,1663877503.831494000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,44,10.169.161.162,2339533022,tcp,510,7925,128,0,443,0,1663877503.864703000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,45,142.251.33.36,3162050466,tcp,294,2854,118,0,1197,0,1663877503.866829000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,46,142.251.33.36,3162050466,tcp,294,2854,118,0,1197,0,1663877503.911910000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,47,142.251.33.36,3162050710,tcp,294,2854,118,0,1197,0,1663877503.912366000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,48,142.251.33.36,3162050805,tcp,294,2854,118,0,1197,0,1663877503.912366000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,49,10.169.161.162,2339533089,tcp,509,8303,128,0,443,0,1663877503.912437000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,50,10.169.161.162,2339533089,tcp,509,8303,128,0,443,0,1663877503.912635000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,51,142.251.33.36,3162050844,tcp,294,2854,118,0,1197,0,1663877503.913918000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,52,142.251.33.36,3162051091,tcp,294,2854,118,0,1197,0,1663877503.919595000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,53,142.251.33.36,3162052503,tcp,294,2854,118,0,1197,0,1663877503.919595000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,54,142.251.33.36,3162053915,tcp,294,2854,118,0,1197,0,1663877503.919595000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,55,142.251.33.36,3162055327,tcp,294,2854,118,0,1197,0,1663877503.919595000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,56,10.169.161.162,2339533128,tcp,512,13879,128,0,443,0,1663877503.919679000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,57,142.251.33.36,3162056420,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,58,142.251.33.36,3162057832,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,59,142.251.33.36,3162059244,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,60,142.251.33.36,3162060656,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,61,142.251.33.36,3162062068,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,62,142.251.33.36,3162063480,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,63,142.251.33.36,3162064892,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,64,142.251.33.36,3162066304,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,65,142.251.33.36,3162067716,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,66,142.251.33.36,3162069128,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,67,142.251.33.36,3162070540,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,68,142.251.33.36,3162071952,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,69,142.251.33.36,3162073364,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,70,142.251.33.36,3162074776,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,71,142.251.33.36,3162076188,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,72,142.251.33.36,3162077600,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,73,142.251.33.36,3162079012,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,74,142.251.33.36,3162080424,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,75,142.251.33.36,3162081836,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,76,142.251.33.36,3162083248,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,77,142.251.33.36,3162084660,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,78,142.251.33.36,3162086072,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,79,142.251.33.36,3162087484,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,80,142.251.33.36,3162088896,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,81,142.251.33.36,3162090308,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,82,142.251.33.36,3162091720,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,83,142.251.33.36,3162093132,tcp,294,2854,118,0,1197,0,1663877503.926140000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,84,142.251.33.36,3162094288,tcp,294,2893,118,0,1197,0,1663877503.926140000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,85,10.169.161.162,2339533128,tcp,512,51747,128,0,443,0,1663877503.926448000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,86,10.169.161.162,2339533128,tcp,512,51747,128,0,443,0,1663877503.969642000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,87,142.251.33.36,3162094288,tcp,305,3047,118,0,1197,0,1663877503.979866000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,88,10.169.161.162,2339533282,tcp,512,51747,128,0,443,0,1663877504.316077000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,89,10.169.161.162,2339533432,tcp,512,51747,128,0,443,0,1663877504.316821000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,90,142.251.33.36,3162094288,tcp,305,3047,118,0,1197,0,1663877504.318938000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,91,142.251.33.36,3162094533,tcp,305,3047,118,0,1197,0,1663877504.318938000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,92,142.251.33.36,3162095122,tcp,305,3047,118,0,1197,0,1663877504.318938000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,93,10.169.161.162,2339533607,tcp,509,52612,128,0,443,0,1663877504.319050000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,94,142.251.33.36,3162095153,tcp,305,3047,118,0,1197,0,1663877504.319274000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,95,142.251.33.36,3162095153,tcp,305,3047,118,0,1197,0,1663877504.319274000,20,0,·······AP···
142.251.33.36,Windows,1197,01:01:05:0a:bc:79:be:31:bc:79:be:58,1,32,96,10.169.161.162,2339533607,tcp,509,52651,128,0,443,0,1663877504.319343000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,97,10.169.161.162,2339533607,tcp,509,52651,128,0,443,0,1663877504.319760000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,98,142.251.33.36,3162095192,tcp,316,3197,118,0,1197,0,1663877504.322205000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,99,142.251.33.36,3162095192,tcp,327,3372,118,0,1197,0,1663877504.322205000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,100,142.251.33.36,3162095192,tcp,327,3411,118,0,1197,0,1663877504.322205000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,101,142.251.33.36,3162095192,tcp,327,3411,118,0,1197,0,1663877504.350645000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,102,142.251.33.36,3162095869,tcp,327,3411,118,0,1197,0,1663877504.350900000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,103,10.169.161.162,2339533646,tcp,512,54132,128,0,443,0,1663877504.350996000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,104,142.251.33.36,3162096673,tcp,327,3411,118,0,1197,0,1663877504.351415000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,105,142.251.33.36,3162097072,tcp,327,3411,118,0,1197,0,1663877504.352662000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,106,10.169.161.162,2339533646,tcp,508,55335,128,0,443,0,1663877504.352765000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,107,142.251.33.36,3162097876,tcp,327,3411,118,0,1197,0,1663877504.354564000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,108,142.251.33.36,3162097908,tcp,327,3411,118,0,1197,0,1663877504.354800000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,109,142.251.33.36,3162097939,tcp,327,3411,118,0,1197,0,1663877504.354800000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,110,10.169.161.162,2339533646,tcp,507,55437,128,0,443,0,1663877504.354900000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,111,10.169.161.162,2339533646,tcp,507,55437,128,0,443,0,1663877504.355495000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,112,142.251.33.36,3162097978,tcp,327,3411,118,0,1197,0,1663877504.357107000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,113,142.251.33.36,3162098010,tcp,327,3411,118,0,1197,0,1663877504.357107000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,114,10.169.161.162,2339533685,tcp,507,55500,128,0,443,0,1663877504.357387000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,115,142.251.33.36,3162098041,tcp,327,3450,118,0,1197,0,1663877504.362744000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,116,10.169.161.162,2339533685,tcp,507,55500,128,0,443,0,1663877504.690955000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,117,142.251.33.36,3162098041,tcp,338,3701,118,0,1197,0,1663877504.695974000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,118,142.251.33.36,3162098041,tcp,338,3701,118,0,1197,0,1663877504.755676000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,119,142.251.33.36,3162098439,tcp,338,3701,118,0,1197,0,1663877504.755862000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,120,10.169.161.162,2339533936,tcp,512,56472,128,0,443,0,1663877504.755983000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,121,142.251.33.36,3162099013,tcp,338,3701,118,0,1197,0,1663877504.761353000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,122,142.251.33.36,3162099045,tcp,338,3701,118,0,1197,0,1663877504.762691000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,123,142.251.33.36,3162099076,tcp,338,3701,118,0,1197,0,1663877504.762691000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,124,10.169.161.162,2339533936,tcp,512,56574,128,0,443,0,1663877504.762775000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,125,10.169.161.162,2339533936,tcp,512,56574,128,0,443,0,1663877504.763118000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,126,142.251.33.36,3162099115,tcp,338,3740,118,0,1197,0,1663877504.765375000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,127,10.169.161.162,2339533975,tcp,512,56574,128,0,443,0,1663877504.898188000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,128,142.251.33.36,3162099115,tcp,349,3917,118,0,1197,0,1663877504.902109000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,129,142.251.33.36,3162099115,tcp,349,3917,118,0,1197,0,1663877504.961247000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,130,142.251.33.36,3162099513,tcp,349,3917,118,0,1197,0,1663877504.961567000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,131,10.169.161.162,2339534152,tcp,507,57752,128,0,443,0,1663877504.961640000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,132,142.251.33.36,3162100293,tcp,349,3917,118,0,1197,0,1663877504.965812000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,133,142.251.33.36,3162100325,tcp,349,3917,118,0,1197,0,1663877504.965812000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,134,142.251.33.36,3162100356,tcp,349,3917,118,0,1197,0,1663877504.965812000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,135,10.169.161.162,2339534152,tcp,507,57854,128,0,443,0,1663877504.965932000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,136,10.169.161.162,2339534152,tcp,507,57854,128,0,443,0,1663877504.966382000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,137,142.251.33.36,3162100395,tcp,349,3956,118,0,1197,0,1663877504.968708000,20,0,·······A····
10.100.70.24,Windows,N/A,N/A,0,N/A,138,10.169.161.162,N/A,N/A,N/A,N/A,128,0,N/A,0,1663877504.972837000,20,N/A,N/A
10.169.161.162,Windows,N/A,N/A,0,N/A,139,10.100.70.24,N/A,N/A,N/A,N/A,125,0,N/A,0,1663877504.975205000,20,N/A,N/A
142.251.45.46,Windows,1198,02:04:05:b4:01:03:03:08:01:01:04:02,1,32,140,10.169.161.162,3592709133,tcp,64240,0,128,0,443,0,1663877504.976909000,20,0,··········S·
10.169.161.162,Windows,443,02:04:05:84:01:01:04:02:01:03:03:08,1,32,141,142.251.45.46,3563531374,tcp,65535,1,117,0,1198,0,1663877504.980139000,20,0,·······A··S·
142.251.45.46,Windows,1198,N/A,1,20,142,10.169.161.162,3592709134,tcp,512,1,128,0,443,0,1663877504.980292000,20,0,·······A····
142.251.45.46,Windows,1198,N/A,1,20,143,10.169.161.162,3592709134,tcp,512,1,128,0,443,0,1663877504.980922000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,144,142.251.45.46,3563531375,tcp,262,737,117,0,1198,0,1663877504.985270000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,145,142.251.45.46,3563531375,tcp,262,737,117,0,1198,0,1663877504.991229000,20,0,·······AP···
142.251.45.46,Windows,1198,N/A,1,20,146,10.169.161.162,3592709870,tcp,511,338,128,0,443,0,1663877504.992321000,20,0,·······AP···
142.251.45.46,Windows,1198,N/A,1,20,147,10.169.161.162,3592709944,tcp,511,338,128,0,443,0,1663877504.992807000,20,0,·······AP···
142.251.45.46,Windows,1198,N/A,1,20,148,10.169.161.162,3592710036,tcp,511,338,128,0,443,0,1663877504.993140000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,149,142.251.45.46,3563531712,tcp,262,811,117,0,1198,0,1663877504.995797000,20,0,·······AP···
142.251.45.46,Windows,1198,N/A,1,20,150,10.169.161.162,3592710318,tcp,508,1212,128,0,443,0,1663877504.996323000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,151,142.251.45.46,3563532586,tcp,262,903,117,0,1198,0,1663877504.997788000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,152,142.251.45.46,3563532617,tcp,268,1185,117,0,1198,0,1663877504.997788000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,153,142.251.45.46,3563533241,tcp,268,1185,117,0,1198,0,1663877504.997788000,20,0,·······AP···
142.251.45.46,Windows,1198,N/A,1,20,154,10.169.161.162,3592710349,tcp,512,2283,128,0,443,0,1663877504.997933000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,155,142.251.45.46,3563533657,tcp,268,1185,117,0,1198,0,1663877504.998171000,20,0,·······AP···
142.251.45.46,Windows,1198,N/A,1,20,156,10.169.161.162,3592710349,tcp,512,2322,128,0,443,0,1663877504.998242000,20,0,·······A····
142.251.45.46,Windows,1198,N/A,1,20,157,10.169.161.162,3592710349,tcp,512,2322,128,0,443,0,1663877504.998916000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,158,142.251.45.46,3563533696,tcp,268,1255,117,0,1198,0,1663877505.002268000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,159,10.169.161.162,2339534191,tcp,507,57854,128,0,443,0,1663877505.078412000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,160,142.251.33.36,3162100395,tcp,360,4134,118,0,1197,0,1663877505.081198000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,161,10.169.161.162,2339534369,tcp,507,57854,128,0,443,0,1663877505.155570000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,162,142.251.33.36,3162100395,tcp,360,4134,118,0,1197,0,1663877505.161213000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,163,142.251.33.36,3162100793,tcp,360,4134,118,0,1197,0,1663877505.161213000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,164,142.251.33.36,3162101920,tcp,360,4169,118,0,1197,0,1663877505.161213000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,165,10.169.161.162,2339534404,tcp,512,59379,128,0,443,0,1663877505.161359000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,166,10.169.161.162,2339534404,tcp,512,59379,128,0,443,0,1663877505.180776000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,167,142.251.33.36,3162101920,tcp,371,4348,118,0,1197,0,1663877505.184581000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,168,142.251.33.36,3162101920,tcp,371,4348,118,0,1197,0,1663877505.261296000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,169,142.251.33.36,3162102320,tcp,371,4348,118,0,1197,0,1663877505.261799000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,170,10.169.161.162,2339534583,tcp,512,60855,128,0,443,0,1663877505.261889000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,171,142.251.33.36,3162103396,tcp,371,4348,118,0,1197,0,1663877505.266254000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,172,142.251.33.36,3162103428,tcp,371,4348,118,0,1197,0,1663877505.266783000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,173,142.251.33.36,3162103459,tcp,371,4348,118,0,1197,0,1663877505.266783000,20,0,·······AP···
142.251.33.36,Windows,1197,N/A,1,20,174,10.169.161.162,2339534583,tcp,512,60957,128,0,443,0,1663877505.266873000,20,0,·······A····
142.251.33.36,Windows,1197,N/A,1,20,175,10.169.161.162,2339534583,tcp,512,60957,128,0,443,0,1663877505.267269000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,176,142.251.33.36,3162103498,tcp,371,4387,118,0,1197,0,1663877505.269691000,20,0,·······A····
142.251.45.46,Windows,1198,N/A,1,20,177,10.169.161.162,3592710388,tcp,512,2322,128,0,443,0,1663877505.273916000,20,0,·······AP···
142.251.45.46,Windows,1198,N/A,1,20,178,10.169.161.162,3592710499,tcp,512,2322,128,0,443,0,1663877505.274435000,20,0,·······AP···
142.251.45.46,Windows,1198,N/A,1,20,179,10.169.161.162,3592710612,tcp,512,2322,128,0,443,0,1663877505.275110000,20,0,·······AP···
10.100.70.24,Windows,N/A,N/A,0,N/A,180,10.169.161.162,N/A,N/A,N/A,N/A,128,0,N/A,0,1663877505.276257000,20,N/A,N/A
10.169.161.162,Windows,443,N/A,0,20,181,142.251.45.46,3563533696,tcp,268,1479,117,0,1198,0,1663877505.276967000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,182,142.251.45.46,3563533696,tcp,268,1479,117,0,1198,0,1663877505.278272000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,183,142.251.45.46,3563533824,tcp,268,1479,117,0,1198,0,1663877505.278272000,20,0,·······AP···
10.169.161.162,Windows,443,N/A,0,20,184,142.251.45.46,3563535236,tcp,268,1479,117,0,1198,0,1663877505.278272000,20,0,·······AP···
142.251.45.46,Windows,1198,N/A,1,20,185,10.169.161.162,3592710711,tcp,512,4134,128,0,443,0,1663877505.278370000,20,0,·······A····
10.169.161.162,Windows,443,N/A,0,20,186,142.251.45.46,3563535508,tcp,268,1578,117,0,1198,0,1663877505.279730000,20,0,·······AP···
