DST_IP,PACKET_NO,SRC_PORT,TCP_URP,PACKET_SIZE,TCP_FLAGS,TCP_WINDOW_SIZE,DST_PORT,TCP_ACK,PROTOCOL,KNOWN_HOST_DEVICE,DF_FLAG,TLS_EXTENSION_SIG_ALGS,TCP_HDR_LEN,MF_FLAG,TIMESTAMP,SUB_PROTOCOL,IP_FRAG_OFF,SRC_IP,TLS_CIPHER_SUITES,TCP_SEQ,TLS_VERSION,TTL,TCP_OPTIONS
192.168.86.21,1832,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.628230000,N/A,0,142.250.138.17,N/A,867172197,N/A,120,01:01:08:0a:34:9c:e0:f3:47:56:3f:3b
192.168.86.21,1833,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.628231000,N/A,0,142.250.138.17,N/A,867173597,N/A,120,01:01:08:0a:34:9c:e0:f3:47:56:3f:3b
192.168.86.21,1834,443,0,20,·······AP···,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.628231000,N/A,0,142.250.138.17,N/A,867174997,N/A,120,01:01:08:0a:34:9c:e0:f3:47:56:3f:3b
142.250.138.17,1835,56470,0,20,·······A····,3929,443,164893,tcp,MacOS,1,N/A,32,0,1666897778.628293000,N/A,0,192.168.86.21,N/A,2668340186,N/A,64,01:01:08:0a:47:56:3f:49:34:9c:e0:f3
192.168.86.21,1836,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.628405000,N/A,0,142.250.138.17,N/A,867176397,N/A,120,01:01:08:0a:34:9c:e0:f4:47:56:3f:3e
192.168.86.21,1837,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.628995000,N/A,0,142.250.138.17,N/A,867177797,N/A,120,01:01:08:0a:34:9c:e0:f4:47:56:3f:3e
192.168.86.21,1838,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.628996000,N/A,0,142.250.138.17,N/A,867179197,N/A,120,01:01:08:0a:34:9c:e0:f4:47:56:3f:3e
142.250.138.17,1839,56470,0,20,·······A····,3929,443,169093,tcp,MacOS,1,N/A,32,0,1666897778.629030000,N/A,0,192.168.86.21,N/A,2668340186,N/A,64,01:01:08:0a:47:56:3f:49:34:9c:e0:f4
192.168.86.21,1840,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.630144000,N/A,0,142.250.138.17,N/A,867180597,N/A,120,01:01:08:0a:34:9c:e0:f4:47:56:3f:3e
192.168.86.21,1841,443,0,20,·······AP···,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.630145000,N/A,0,142.250.138.17,N/A,867181997,N/A,120,01:01:08:0a:34:9c:e0:f4:47:56:3f:3e
192.168.86.21,1842,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.630146000,N/A,0,142.250.138.17,N/A,867183397,N/A,120,01:01:08:0a:34:9c:e0:f5:47:56:3f:3e
192.168.86.21,1843,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.630146000,N/A,0,142.250.138.17,N/A,867184797,N/A,120,01:01:08:0a:34:9c:e0:f5:47:56:3f:3e
192.168.86.21,1844,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.630147000,N/A,0,142.250.138.17,N/A,867186197,N/A,120,01:01:08:0a:34:9c:e0:f5:47:56:3f:3e
192.168.86.21,1845,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.630147000,N/A,0,142.250.138.17,N/A,867187597,N/A,120,01:01:08:0a:34:9c:e0:f5:47:56:3f:3e
192.168.86.21,1846,443,0,20,·······AP···,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.630147000,N/A,0,142.250.138.17,N/A,867188997,N/A,120,01:01:08:0a:34:9c:e0:f5:47:56:3f:3e
192.168.86.21,1847,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.630148000,N/A,0,142.250.138.17,N/A,867190397,N/A,120,01:01:08:0a:34:9c:e0:f5:47:56:3f:3e
192.168.86.21,1848,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.630148000,N/A,0,142.250.138.17,N/A,867191797,N/A,120,01:01:08:0a:34:9c:e0:f5:47:56:3f:3e
142.250.138.17,1849,56470,0,20,·······A····,3929,443,181693,tcp,MacOS,1,N/A,32,0,1666897778.630235000,N/A,0,192.168.86.21,N/A,2668340186,N/A,64,01:01:08:0a:47:56:3f:4b:34:9c:e0:f5
192.168.86.21,1850,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.630442000,N/A,0,142.250.138.17,N/A,867193197,N/A,120,01:01:08:0a:34:9c:e0:f5:47:56:3f:3e
192.168.86.21,1851,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.630443000,N/A,0,142.250.138.17,N/A,867194597,N/A,120,01:01:08:0a:34:9c:e0:f5:47:56:3f:3e
192.168.86.21,1852,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.630443000,N/A,0,142.250.138.17,N/A,867195997,N/A,120,01:01:08:0a:34:9c:e0:f5:47:56:3f:3e
142.250.138.17,1853,56470,0,20,·······A····,3929,443,185893,tcp,MacOS,1,N/A,32,0,1666897778.630505000,N/A,0,192.168.86.21,N/A,2668340186,N/A,64,01:01:08:0a:47:56:3f:4b:34:9c:e0:f5
192.168.86.21,1854,443,0,20,·······AP···,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.631144000,N/A,0,142.250.138.17,N/A,867197397,N/A,120,01:01:08:0a:34:9c:e0:f5:47:56:3f:3e
192.168.86.21,1855,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.631144000,N/A,0,142.250.138.17,N/A,867198797,N/A,120,01:01:08:0a:34:9c:e0:f6:47:56:3f:3e
192.168.86.21,1856,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.631145000,N/A,0,142.250.138.17,N/A,867200197,N/A,120,01:01:08:0a:34:9c:e0:f6:47:56:3f:3e
192.168.86.21,1857,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.631145000,N/A,0,142.250.138.17,N/A,867201597,N/A,120,01:01:08:0a:34:9c:e0:f6:47:56:3f:3e
192.168.86.21,1858,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.631146000,N/A,0,142.250.138.17,N/A,867202997,N/A,120,01:01:08:0a:34:9c:e0:f6:47:56:3f:3e
142.250.138.17,1859,56470,0,20,·······A····,3929,443,192893,tcp,MacOS,1,N/A,32,0,1666897778.631193000,N/A,0,192.168.86.21,N/A,2668340186,N/A,64,01:01:08:0a:47:56:3f:4c:34:9c:e0:f6
192.168.86.21,1860,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.631282000,N/A,0,142.250.138.17,N/A,867204397,N/A,120,01:01:08:0a:34:9c:e0:f6:47:56:3f:3e
192.168.86.21,1861,443,0,20,·······AP···,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.631282000,N/A,0,142.250.138.17,N/A,867205797,N/A,120,01:01:08:0a:34:9c:e0:f6:47:56:3f:3e
142.250.138.17,1862,56470,0,20,·······A····,3929,443,195693,tcp,MacOS,1,N/A,32,0,1666897778.631309000,N/A,0,192.168.86.21,N/A,2668340186,N/A,64,01:01:08:0a:47:56:3f:4c:34:9c:e0:f6
192.168.86.21,1863,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.634283000,N/A,0,142.250.138.17,N/A,867207197,N/A,120,01:01:08:0a:34:9c:e0:f7:47:56:3f:41
192.168.86.21,1864,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.634283000,N/A,0,142.250.138.17,N/A,867208597,N/A,120,01:01:08:0a:34:9c:e0:f7:47:56:3f:41
142.250.138.17,1865,56470,0,20,·······A····,3929,443,198493,tcp,MacOS,1,N/A,32,0,1666897778.634366000,N/A,0,192.168.86.21,N/A,2668340186,N/A,64,01:01:08:0a:47:56:3f:4f:34:9c:e0:f7
192.168.86.21,1866,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.635113000,N/A,0,142.250.138.17,N/A,867209997,N/A,120,01:01:08:0a:34:9c:e0:f7:47:56:3f:41
192.168.86.21,1867,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.635113000,N/A,0,142.250.138.17,N/A,867211397,N/A,120,01:01:08:0a:34:9c:e0:f7:47:56:3f:41
192.168.86.21,1868,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.635114000,N/A,0,142.250.138.17,N/A,867212797,N/A,120,01:01:08:0a:34:9c:e0:f7:47:56:3f:41
192.168.86.21,1869,443,0,20,·······AP···,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.635114000,N/A,0,142.250.138.17,N/A,867214197,N/A,120,01:01:08:0a:34:9c:e0:f7:47:56:3f:41
192.168.86.21,1870,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.635115000,N/A,0,142.250.138.17,N/A,867215597,N/A,120,01:01:08:0a:34:9c:e0:f8:47:56:3f:41
192.168.86.21,1871,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.635115000,N/A,0,142.250.138.17,N/A,867216997,N/A,120,01:01:08:0a:34:9c:e0:f8:47:56:3f:41
192.168.86.21,1872,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.635115000,N/A,0,142.250.138.17,N/A,867218397,N/A,120,01:01:08:0a:34:9c:e0:f8:47:56:3f:41
192.168.86.21,1873,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.635116000,N/A,0,142.250.138.17,N/A,867219797,N/A,120,01:01:08:0a:34:9c:e0:f8:47:56:3f:41
192.168.86.21,1874,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.635116000,N/A,0,142.250.138.17,N/A,867221197,N/A,120,01:01:08:0a:34:9c:e0:f8:47:56:3f:41
192.168.86.21,1875,443,0,20,·······AP···,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.635117000,N/A,0,142.250.138.17,N/A,867222597,N/A,120,01:01:08:0a:34:9c:e0:f8:47:56:3f:41
192.168.86.21,1876,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.635117000,N/A,0,142.250.138.17,N/A,867223997,N/A,120,01:01:08:0a:34:9c:e0:f9:47:56:3f:43
192.168.86.21,1877,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.635118000,N/A,0,142.250.138.17,N/A,867225397,N/A,120,01:01:08:0a:34:9c:e0:f9:47:56:3f:43
192.168.86.21,1878,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.635118000,N/A,0,142.250.138.17,N/A,867226797,N/A,120,01:01:08:0a:34:9c:e0:f9:47:56:3f:43
192.168.86.21,1879,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.635119000,N/A,0,142.250.138.17,N/A,867228197,N/A,120,01:01:08:0a:34:9c:e0:f9:47:56:3f:43
192.168.86.21,1880,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.635119000,N/A,0,142.250.138.17,N/A,867229597,N/A,120,01:01:08:0a:34:9c:e0:f9:47:56:3f:43
192.168.86.21,1881,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.635120000,N/A,0,142.250.138.17,N/A,867230997,N/A,120,01:01:08:0a:34:9c:e0:f9:47:56:3f:43
192.168.86.21,1882,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.635120000,N/A,0,142.250.138.17,N/A,867232397,N/A,120,01:01:08:0a:34:9c:e0:f9:47:56:3f:43
192.168.86.21,1883,443,0,20,·······AP···,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.635121000,N/A,0,142.250.138.17,N/A,867233797,N/A,120,01:01:08:0a:34:9c:e0:f9:47:56:3f:43
142.250.138.17,1884,56470,0,20,·······A····,6051,443,213893,tcp,MacOS,1,N/A,32,0,1666897778.635168000,N/A,0,192.168.86.21,N/A,2668340186,N/A,64,01:01:08:0a:47:56:3f:4f:34:9c:e0:f9
142.250.138.17,1885,56470,0,20,·······A····,6291,443,223693,tcp,MacOS,1,N/A,32,0,1666897778.635255000,N/A,0,192.168.86.21,N/A,2668340186,N/A,64,01:01:08:0a:47:56:3f:4f:34:9c:e0:f9
192.168.86.21,1886,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.638071000,N/A,0,142.250.138.17,N/A,867235197,N/A,120,01:01:08:0a:34:9c:e0:fa:47:56:3f:43
192.168.86.21,1887,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.638072000,N/A,0,142.250.138.17,N/A,867236597,N/A,120,01:01:08:0a:34:9c:e0:fa:47:56:3f:43
192.168.86.21,1888,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.638073000,N/A,0,142.250.138.17,N/A,867237997,N/A,120,01:01:08:0a:34:9c:e0:fa:47:56:3f:43
192.168.86.21,1889,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.638073000,N/A,0,142.250.138.17,N/A,867239397,N/A,120,01:01:08:0a:34:9c:e0:fa:47:56:3f:43
192.168.86.21,1890,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.638074000,N/A,0,142.250.138.17,N/A,867240797,N/A,120,01:01:08:0a:34:9c:e0:fa:47:56:3f:43
192.168.86.21,1891,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.638074000,N/A,0,142.250.138.17,N/A,867242197,N/A,120,01:01:08:0a:34:9c:e0:fa:47:56:3f:43
192.168.86.21,1892,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.638075000,N/A,0,142.250.138.17,N/A,867243597,N/A,120,01:01:08:0a:34:9c:e0:fa:47:56:3f:43
192.168.86.21,1893,443,0,20,·······AP···,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.638076000,N/A,0,142.250.138.17,N/A,867244997,N/A,120,01:01:08:0a:34:9c:e0:fa:47:56:3f:43
192.168.86.21,1894,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.638076000,N/A,0,142.250.138.17,N/A,867246397,N/A,120,01:01:08:0a:34:9c:e0:fb:47:56:3f:44
192.168.86.21,1895,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.638076000,N/A,0,142.250.138.17,N/A,867247797,N/A,120,01:01:08:0a:34:9c:e0:fb:47:56:3f:44
192.168.86.21,1896,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.638077000,N/A,0,142.250.138.17,N/A,867249197,N/A,120,01:01:08:0a:34:9c:e0:fb:47:56:3f:44
192.168.86.21,1897,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.638078000,N/A,0,142.250.138.17,N/A,867250597,N/A,120,01:01:08:0a:34:9c:e0:fb:47:56:3f:44
192.168.86.21,1898,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.638078000,N/A,0,142.250.138.17,N/A,867251997,N/A,120,01:01:08:0a:34:9c:e0:fb:47:56:3f:44
192.168.86.21,1899,443,0,20,·······AP···,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.638078000,N/A,0,142.250.138.17,N/A,867253397,N/A,120,01:01:08:0a:34:9c:e0:fb:47:56:3f:44
192.168.86.21,1900,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.638079000,N/A,0,142.250.138.17,N/A,867254797,N/A,120,01:01:08:0a:34:9c:e0:fb:47:56:3f:44
192.168.86.21,1901,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.638079000,N/A,0,142.250.138.17,N/A,867256197,N/A,120,01:01:08:0a:34:9c:e0:fb:47:56:3f:44
142.250.138.17,1902,56470,0,20,·······A····,6291,443,246093,tcp,MacOS,1,N/A,32,0,1666897778.638185000,N/A,0,192.168.86.21,N/A,2668340186,N/A,64,01:01:08:0a:47:56:3f:53:34:9c:e0:fb
192.168.86.21,1903,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.639056000,N/A,0,142.250.138.17,N/A,867257597,N/A,120,01:01:08:0a:34:9c:e0:fb:47:56:3f:44
192.168.86.21,1904,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.639056000,N/A,0,142.250.138.17,N/A,867258997,N/A,120,01:01:08:0a:34:9c:e0:fb:47:56:3f:44
192.168.86.21,1905,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.639057000,N/A,0,142.250.138.17,N/A,867260397,N/A,120,01:01:08:0a:34:9c:e0:fb:47:56:3f:44
192.168.86.21,1906,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.639057000,N/A,0,142.250.138.17,N/A,867261797,N/A,120,01:01:08:0a:34:9c:e0:fb:47:56:3f:44
192.168.86.21,1907,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.639058000,N/A,0,142.250.138.17,N/A,867263197,N/A,120,01:01:08:0a:34:9c:e0:fb:47:56:3f:44
192.168.86.21,1908,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.639058000,N/A,0,142.250.138.17,N/A,867264597,N/A,120,01:01:08:0a:34:9c:e0:fb:47:56:3f:44
192.168.86.21,1909,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.639059000,N/A,0,142.250.138.17,N/A,867265997,N/A,120,01:01:08:0a:34:9c:e0:fb:47:56:3f:44
192.168.86.21,1910,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.639059000,N/A,0,142.250.138.17,N/A,867267397,N/A,120,01:01:08:0a:34:9c:e0:fb:47:56:3f:44
192.168.86.21,1911,443,0,20,·······AP···,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.639059000,N/A,0,142.250.138.17,N/A,867268797,N/A,120,01:01:08:0a:34:9c:e0:fb:47:56:3f:44
192.168.86.21,1912,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.639060000,N/A,0,142.250.138.17,N/A,867270197,N/A,120,01:01:08:0a:34:9c:e0:fc:47:56:3f:44
192.168.86.21,1913,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.639060000,N/A,0,142.250.138.17,N/A,867271597,N/A,120,01:01:08:0a:34:9c:e0:fc:47:56:3f:44
192.168.86.21,1914,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.639061000,N/A,0,142.250.138.17,N/A,867272997,N/A,120,01:01:08:0a:34:9c:e0:fc:47:56:3f:44
192.168.86.21,1915,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.639061000,N/A,0,142.250.138.17,N/A,867274397,N/A,120,01:01:08:0a:34:9c:e0:fc:47:56:3f:44
192.168.86.21,1916,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.639062000,N/A,0,142.250.138.17,N/A,867275797,N/A,120,01:01:08:0a:34:9c:e0:fc:47:56:3f:44
192.168.86.21,1917,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.639062000,N/A,0,142.250.138.17,N/A,867277197,N/A,120,01:01:08:0a:34:9c:e0:fc:47:56:3f:44
192.168.86.21,1918,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.639063000,N/A,0,142.250.138.17,N/A,867278597,N/A,120,01:01:08:0a:34:9c:e0:fc:47:56:3f:44
192.168.86.21,1919,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.639063000,N/A,0,142.250.138.17,N/A,867279997,N/A,120,01:01:08:0a:34:9c:e0:fc:47:56:3f:44
192.168.86.21,1920,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.639064000,N/A,0,142.250.138.17,N/A,867281397,N/A,120,01:01:08:0a:34:9c:e0:fc:47:56:3f:44
142.250.138.17,1921,56470,0,20,·······A····,6291,443,271293,tcp,MacOS,1,N/A,32,0,1666897778.639180000,N/A,0,192.168.86.21,N/A,2668340186,N/A,64,01:01:08:0a:47:56:3f:54:34:9c:e0:fc
192.168.86.21,1922,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.641321000,N/A,0,142.250.138.17,N/A,867282797,N/A,120,01:01:08:0a:34:9c:e0:fc:47:56:3f:44
192.168.86.21,1923,443,0,20,·······AP···,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.641322000,N/A,0,142.250.138.17,N/A,867284197,N/A,120,01:01:08:0a:34:9c:e0:fc:47:56:3f:44
142.250.138.17,1924,56470,0,20,·······A····,6291,443,274093,tcp,MacOS,1,N/A,32,0,1666897778.641904000,N/A,0,192.168.86.21,N/A,2668340186,N/A,64,01:01:08:0a:47:56:3f:56:34:9c:e0:fc
192.168.86.21,1925,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642139000,N/A,0,142.250.138.17,N/A,867285597,N/A,120,01:01:08:0a:34:9c:e0:fd:47:56:3f:48
192.168.86.21,1926,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642140000,N/A,0,142.250.138.17,N/A,867286997,N/A,120,01:01:08:0a:34:9c:e0:fd:47:56:3f:48
192.168.86.21,1927,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642140000,N/A,0,142.250.138.17,N/A,867288397,N/A,120,01:01:08:0a:34:9c:e0:fd:47:56:3f:48
192.168.86.21,1928,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642141000,N/A,0,142.250.138.17,N/A,867289797,N/A,120,01:01:08:0a:34:9c:e0:fd:47:56:3f:48
192.168.86.21,1929,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642142000,N/A,0,142.250.138.17,N/A,867291197,N/A,120,01:01:08:0a:34:9c:e0:fd:47:56:3f:48
192.168.86.21,1930,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642142000,N/A,0,142.250.138.17,N/A,867292597,N/A,120,01:01:08:0a:34:9c:e0:fd:47:56:3f:48
192.168.86.21,1931,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642143000,N/A,0,142.250.138.17,N/A,867293997,N/A,120,01:01:08:0a:34:9c:e0:fd:47:56:3f:48
192.168.86.21,1932,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642143000,N/A,0,142.250.138.17,N/A,867295397,N/A,120,01:01:08:0a:34:9c:e0:fd:47:56:3f:48
192.168.86.21,1933,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642144000,N/A,0,142.250.138.17,N/A,867296797,N/A,120,01:01:08:0a:34:9c:e0:fd:47:56:3f:48
192.168.86.21,1934,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642144000,N/A,0,142.250.138.17,N/A,867298197,N/A,120,01:01:08:0a:34:9c:e0:fd:47:56:3f:48
192.168.86.21,1935,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642145000,N/A,0,142.250.138.17,N/A,867299597,N/A,120,01:01:08:0a:34:9c:e0:fd:47:56:3f:48
192.168.86.21,1936,443,0,20,·······AP···,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642146000,N/A,0,142.250.138.17,N/A,867300997,N/A,120,01:01:08:0a:34:9c:e0:fd:47:56:3f:48
192.168.86.21,1937,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642146000,N/A,0,142.250.138.17,N/A,867302397,N/A,120,01:01:08:0a:34:9c:e0:fe:47:56:3f:48
192.168.86.21,1938,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642147000,N/A,0,142.250.138.17,N/A,867303797,N/A,120,01:01:08:0a:34:9c:e0:fe:47:56:3f:48
192.168.86.21,1939,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642147000,N/A,0,142.250.138.17,N/A,867305197,N/A,120,01:01:08:0a:34:9c:e0:fe:47:56:3f:48
192.168.86.21,1940,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642148000,N/A,0,142.250.138.17,N/A,867306597,N/A,120,01:01:08:0a:34:9c:e0:fe:47:56:3f:48
192.168.86.21,1941,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642149000,N/A,0,142.250.138.17,N/A,867307997,N/A,120,01:01:08:0a:34:9c:e0:fe:47:56:3f:48
192.168.86.21,1942,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642149000,N/A,0,142.250.138.17,N/A,867309397,N/A,120,01:01:08:0a:34:9c:e0:fe:47:56:3f:48
192.168.86.21,1943,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642150000,N/A,0,142.250.138.17,N/A,867310797,N/A,120,01:01:08:0a:34:9c:e0:fe:47:56:3f:48
192.168.86.21,1944,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642150000,N/A,0,142.250.138.17,N/A,867312197,N/A,120,01:01:08:0a:34:9c:e0:fe:47:56:3f:48
192.168.86.21,1945,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642151000,N/A,0,142.250.138.17,N/A,867313597,N/A,120,01:01:08:0a:34:9c:e0:fe:47:56:3f:48
192.168.86.21,1946,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642151000,N/A,0,142.250.138.17,N/A,867314997,N/A,120,01:01:08:0a:34:9c:e0:fe:47:56:3f:48
192.168.86.21,1947,443,0,20,·······A····,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642152000,N/A,0,142.250.138.17,N/A,867316397,N/A,120,01:01:08:0a:34:9c:e0:fe:47:56:3f:48
192.168.86.21,1948,443,0,20,·······AP···,437,56470,4869,tcp,MacOS,0,N/A,32,0,1666897778.642152000,N/A,0,142.250.138.17,N/A,867317797,N/A,120,01:01:08:0a:34:9c:e0:fe:47:56:3f:48
142.250.138.17,1949,56470,0,20,·······A····,6291,443,307693,tcp,MacOS,1,N/A,32,0,1666897778.642456000,N/A,0,192.168.86.21,N/A,2668340186,N/A,64,01:01:08:0a:47:56:3f:57:34:9c:e0:fd
142.250.138.17,1950,56470,0,20,·······AP···,6291,443,307693,tcp,MacOS,1,N/A,32,0,1666897778.643049000,N/A,0,192.168.86.21,N/A,2668340186,N/A,64,01:01:08:0a:47:56:3f:57:34:9c:e0:fd
