DST_IP,PACKET_NO,SRC_PORT,TCP_URP,PACKET_SIZE,TCP_FLAGS,TCP_WINDOW_SIZE,DST_PORT,TCP_ACK,PROTOCOL,KNOWN_HOST_DEVICE,DF_FLAG,TLS_EXTENSION_SIG_ALGS,TCP_HDR_LEN,MF_FLAG,TIMESTAMP,SUB_PROTOCOL,IP_FRAG_OFF,SRC_IP,TLS_CIPHER_SUITES,TCP_SEQ,TLS_VERSION,TTL,TCP_OPTIONS
192.168.86.21,3531,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439222000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3532,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439223000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3533,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439223000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3534,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439223000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3535,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439224000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3536,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439224000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3537,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439225000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3538,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439225000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3539,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439226000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3540,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439226000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3541,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439226000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3542,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439227000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3543,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439227000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
142.251.45.33,3544,59271,N/A,20,N/A,N/A,443,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439389000,N/A,0,192.168.86.21,N/A,N/A,N/A,64,N/A
192.168.86.21,3545,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439856000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3546,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439857000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3547,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439857000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3548,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439858000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3549,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439858000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3550,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439859000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3551,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439859000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3552,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439860000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3553,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439860000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3554,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439861000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3555,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439861000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
142.251.45.33,3556,59271,N/A,20,N/A,N/A,443,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.439956000,N/A,0,192.168.86.21,N/A,N/A,N/A,64,N/A
142.251.45.33,3557,59271,N/A,20,N/A,N/A,443,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.440083000,N/A,0,192.168.86.21,N/A,N/A,N/A,64,N/A
192.168.86.21,3558,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.441006000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3559,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.441006000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3560,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.441007000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3561,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.441007000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3562,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.441008000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3563,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.441008000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3564,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.441009000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3565,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.441009000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3566,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.441010000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3567,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.441010000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3568,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.441011000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3569,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.441011000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3570,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.441012000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3571,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.441012000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3572,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.441012000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3573,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.441013000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
142.251.45.33,3574,59271,N/A,20,N/A,N/A,443,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.441197000,N/A,0,192.168.86.21,N/A,N/A,N/A,64,N/A
192.168.86.21,3575,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442057000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3576,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442058000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3577,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442058000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3578,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442059000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3579,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442059000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3580,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442060000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3581,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442061000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3582,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442061000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3583,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442061000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3584,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442062000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3585,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442062000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3586,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442063000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3587,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442063000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3588,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442064000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3589,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442064000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3590,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442065000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3591,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442065000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3592,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442066000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3593,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442066000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3594,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442066000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3595,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442067000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3596,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442067000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3597,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442068000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3598,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442068000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3599,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442069000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3600,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442069000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
142.251.45.33,3601,59271,N/A,20,N/A,N/A,443,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442259000,N/A,0,192.168.86.21,N/A,N/A,N/A,64,N/A
142.251.45.33,3602,59271,N/A,20,N/A,N/A,443,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442309000,N/A,0,192.168.86.21,N/A,N/A,N/A,64,N/A
142.251.45.33,3603,59271,N/A,20,N/A,N/A,443,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.442394000,N/A,0,192.168.86.21,N/A,N/A,N/A,64,N/A
192.168.86.21,3604,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443319000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3605,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443320000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3606,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443320000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3607,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443321000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3608,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443321000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3609,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443322000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3610,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443322000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3611,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443323000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3612,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443323000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3613,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443323000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3614,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443324000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3615,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443324000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3616,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443325000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3617,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443325000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3618,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443326000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3619,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443326000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3620,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443327000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3621,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443327000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3622,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443327000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3623,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443328000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3624,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443328000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3625,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443329000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3626,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443329000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
142.251.45.33,3627,59271,N/A,20,N/A,N/A,443,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443500000,N/A,0,192.168.86.21,N/A,N/A,N/A,64,N/A
142.251.45.33,3628,59271,N/A,20,N/A,N/A,443,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.443588000,N/A,0,192.168.86.21,N/A,N/A,N/A,64,N/A
192.168.86.21,3629,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.444358000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3630,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.444359000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3631,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.444359000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3632,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.444360000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3633,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.444360000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3634,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.444361000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3635,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.444361000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3636,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.444362000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3637,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.444362000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
142.251.45.33,3638,59271,N/A,20,N/A,N/A,443,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.444601000,N/A,0,192.168.86.21,N/A,N/A,N/A,64,N/A
192.168.86.21,3639,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445046000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3640,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445047000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3641,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445048000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3642,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445048000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3643,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445049000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3644,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445049000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3645,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445049000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3646,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445050000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3647,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445051000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3648,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445051000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3649,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445051000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3650,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445052000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3651,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445053000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3652,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445053000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3653,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445054000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3654,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445054000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3655,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445054000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3656,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445055000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3657,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445055000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
142.251.45.33,3658,59271,N/A,20,N/A,N/A,443,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445326000,N/A,0,192.168.86.21,N/A,N/A,N/A,64,N/A
142.251.45.33,3659,59271,N/A,20,N/A,N/A,443,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.445557000,N/A,0,192.168.86.21,N/A,N/A,N/A,64,N/A
192.168.86.21,3660,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.446981000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3661,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.446982000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3662,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.446983000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3663,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.446983000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3664,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.446984000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3665,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.446984000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3666,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.446985000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3667,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.446985000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3668,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.446986000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3669,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.446987000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3670,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.446987000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3671,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.446988000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3672,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.446989000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3673,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.446989000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
192.168.86.21,3674,443,N/A,20,N/A,N/A,59271,N/A,udp,MacOS,1,N/A,N/A,0,1666897779.446990000,N/A,0,142.251.45.33,N/A,N/A,N/A,58,N/A
