TLS_EXTENSION_SIG_ALGS,DST_PORT,TCP_URP,SRC_IP,TCP_ACK,IP_FRAG_OFF,SUB_PROTOCOL,DST_IP,MF_FLAG,PACKET_SIZE,TCP_OPTIONS,KNOWN_HOST_DEVICE,TLS_VERSION,TLS_CIPHER_SUITES,TCP_HDR_LEN,PACKET_NO,TCP_FLAGS,SRC_PORT,HTTP_USER_AGENT,TIMESTAMP,DF_FLAG,TTL,TCP_SEQ,PROTOCOL,TCP_WINDOW_SIZE
N/A,443,0,10.169.169.63,139529,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:2c:06:58:57:6b,MacOS,N/A,N/A,32,1024,·······AP···,65521,N/A,1663875302.944529000,1,64,4179257478,tcp,2226
N/A,65521,0,108.138.157.199,3156,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:6b:42:d8:6d:25,MacOS,N/A,N/A,32,1025,·······AP···,443,N/A,1663875302.944903000,0,245,726614217,tcp,155
N/A,443,0,10.169.169.63,140095,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:2c:06:58:57:6b,MacOS,N/A,N/A,32,1026,·······A····,65521,N/A,1663875302.945095000,1,64,4179257593,tcp,2226
N/A,65521,0,108.138.157.199,3263,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:70:42:d8:6d:29,MacOS,N/A,N/A,32,1027,·······A····,443,N/A,1663875302.947103000,0,245,726614783,tcp,155
N/A,65521,0,108.138.157.199,3263,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:70:42:d8:6d:29,MacOS,N/A,N/A,32,1028,·······AP···,443,N/A,1663875302.947825000,0,245,726614783,tcp,155
N/A,65521,0,108.138.157.199,4061,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:71:42:d8:6d:2c,MacOS,N/A,N/A,32,1029,·······A····,443,N/A,1663875302.948364000,0,245,726615859,tcp,158
N/A,443,0,10.169.169.63,141171,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:30:06:58:57:70,MacOS,N/A,N/A,32,1030,·······A····,65521,N/A,1663875302.948750000,1,64,4179257593,tcp,2226
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:71:42:d8:6d:2c,MacOS,N/A,N/A,32,1031,·······A····,443,N/A,1663875302.949123000,0,245,726615859,tcp,158
N/A,443,0,10.169.169.63,142599,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:30:06:58:57:71,MacOS,N/A,N/A,32,1032,·······A····,65521,N/A,1663875302.949272000,1,64,4179257593,tcp,2204
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:71:42:d8:6d:2c,MacOS,N/A,N/A,32,1033,·······A····,443,N/A,1663875302.949359000,0,245,726617287,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:71:42:d8:6d:2c,MacOS,N/A,N/A,32,1034,·······A····,443,N/A,1663875302.949360000,0,245,726618715,tcp,158
N/A,443,0,10.169.169.63,145455,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:30:06:58:57:71,MacOS,N/A,N/A,32,1035,·······A····,65521,N/A,1663875302.949411000,1,64,4179257593,tcp,2159
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:71:42:d8:6d:2c,MacOS,N/A,N/A,32,1036,·······A····,443,N/A,1663875302.949565000,0,245,726620143,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:71:42:d8:6d:2c,MacOS,N/A,N/A,32,1037,·······A····,443,N/A,1663875302.949566000,0,245,726621571,tcp,158
N/A,443,0,10.169.169.63,148311,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:31:06:58:57:71,MacOS,N/A,N/A,32,1038,·······A····,65521,N/A,1663875302.949617000,1,64,4179257593,tcp,2114
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:71:42:d8:6d:2c,MacOS,N/A,N/A,32,1039,·······A····,443,N/A,1663875302.949668000,0,245,726622999,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:71:42:d8:6d:2c,MacOS,N/A,N/A,32,1040,·······A····,443,N/A,1663875302.949672000,0,245,726624427,tcp,158
N/A,443,0,10.169.169.63,151167,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:31:06:58:57:71,MacOS,N/A,N/A,32,1041,·······A····,65521,N/A,1663875302.949706000,1,64,4179257593,tcp,2070
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:71:42:d8:6d:2c,MacOS,N/A,N/A,32,1042,·······A····,443,N/A,1663875302.949801000,0,245,726625855,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:71:42:d8:6d:2c,MacOS,N/A,N/A,32,1043,·······A····,443,N/A,1663875302.949802000,0,245,726627283,tcp,158
N/A,443,0,10.169.169.63,154023,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:31:06:58:57:71,MacOS,N/A,N/A,32,1044,·······A····,65521,N/A,1663875302.949827000,1,64,4179257593,tcp,2025
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:71:42:d8:6d:2c,MacOS,N/A,N/A,32,1045,·······A····,443,N/A,1663875302.950003000,0,245,726628711,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:71:42:d8:6d:2c,MacOS,N/A,N/A,32,1046,·······A····,443,N/A,1663875302.950004000,0,245,726630139,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:71:42:d8:6d:2c,MacOS,N/A,N/A,32,1047,·······AP···,443,N/A,1663875302.950076000,0,245,726631567,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:72:42:d8:6d:2c,MacOS,N/A,N/A,32,1048,·······A····,443,N/A,1663875302.950077000,0,245,726632265,tcp,158
N/A,443,0,10.169.169.63,156879,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:31:06:58:57:71,MacOS,N/A,N/A,32,1049,·······A····,65521,N/A,1663875302.950080000,1,64,4179257593,tcp,1981
N/A,443,0,10.169.169.63,159005,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:31:06:58:57:72,MacOS,N/A,N/A,32,1050,·······A····,65521,N/A,1663875302.950120000,1,64,4179257593,tcp,1947
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:72:42:d8:6d:2c,MacOS,N/A,N/A,32,1051,·······A····,443,N/A,1663875302.950203000,0,245,726633693,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:72:42:d8:6d:2c,MacOS,N/A,N/A,32,1052,·······A····,443,N/A,1663875302.950204000,0,245,726635121,tcp,158
N/A,443,0,10.169.169.63,161861,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:31:06:58:57:72,MacOS,N/A,N/A,32,1053,·······A····,65521,N/A,1663875302.950257000,1,64,4179257593,tcp,1903
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:72:42:d8:6d:2c,MacOS,N/A,N/A,32,1054,·······A····,443,N/A,1663875302.950323000,0,245,726636549,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:72:42:d8:6d:2c,MacOS,N/A,N/A,32,1055,·······A····,443,N/A,1663875302.950324000,0,245,726637977,tcp,158
N/A,443,0,10.169.169.63,164717,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:31:06:58:57:72,MacOS,N/A,N/A,32,1056,·······A····,65521,N/A,1663875302.950375000,1,64,4179257593,tcp,1858
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:72:42:d8:6d:2c,MacOS,N/A,N/A,32,1057,·······A····,443,N/A,1663875302.950857000,0,245,726639405,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:72:42:d8:6d:2c,MacOS,N/A,N/A,32,1058,·······A····,443,N/A,1663875302.950858000,0,245,726640833,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:72:42:d8:6d:2c,MacOS,N/A,N/A,32,1059,·······A····,443,N/A,1663875302.950859000,0,245,726642261,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:72:42:d8:6d:2c,MacOS,N/A,N/A,32,1060,·······A····,443,N/A,1663875302.950860000,0,245,726643689,tcp,158
N/A,443,0,10.169.169.63,170429,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:33:06:58:57:72,MacOS,N/A,N/A,32,1061,·······A····,65521,N/A,1663875302.950940000,1,64,4179257593,tcp,2041
N/A,443,0,10.169.169.63,170429,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:33:06:58:57:72,MacOS,N/A,N/A,32,1062,·······A····,65521,N/A,1663875302.950990000,1,64,4179257593,tcp,2226
N/A,443,0,10.169.169.63,170429,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:33:06:58:57:72,MacOS,N/A,N/A,32,1063,·······AP···,65521,N/A,1663875302.951031000,1,64,4179257593,tcp,2226
N/A,443,0,10.169.169.63,170429,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:33:06:58:57:72,MacOS,N/A,N/A,32,1064,·······AP···,65521,N/A,1663875302.951078000,1,64,4179257694,tcp,2226
N/A,443,0,10.169.169.63,170429,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:33:06:58:57:72,MacOS,N/A,N/A,32,1065,·······AP···,65521,N/A,1663875302.951123000,1,64,4179257796,tcp,2226
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:72:42:d8:6d:2c,MacOS,N/A,N/A,32,1066,·······A····,443,N/A,1663875302.951138000,0,245,726645117,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:72:42:d8:6d:2c,MacOS,N/A,N/A,32,1067,·······A····,443,N/A,1663875302.951139000,0,245,726646545,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:72:42:d8:6d:2c,MacOS,N/A,N/A,32,1068,·······AP···,443,N/A,1663875302.951139000,0,245,726647973,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1069,·······A····,443,N/A,1663875302.951139000,0,245,726648671,tcp,158
N/A,443,0,10.169.169.63,175411,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:33:06:58:57:73,MacOS,N/A,N/A,32,1070,·······A····,65521,N/A,1663875302.951172000,1,64,4179257896,tcp,2148
N/A,443,0,10.169.169.63,175411,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:33:06:58:57:73,MacOS,N/A,N/A,32,1071,·······A····,65521,N/A,1663875302.951221000,1,64,4179257896,tcp,2226
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1072,·······A····,443,N/A,1663875302.951241000,0,245,726650099,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1073,·······A····,443,N/A,1663875302.951242000,0,245,726651527,tcp,158
N/A,443,0,10.169.169.63,178267,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:33:06:58:57:73,MacOS,N/A,N/A,32,1074,·······A····,65521,N/A,1663875302.951274000,1,64,4179257896,tcp,2181
N/A,443,0,10.169.169.63,178267,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:33:06:58:57:73,MacOS,N/A,N/A,32,1075,·······A····,65521,N/A,1663875302.951322000,1,64,4179257896,tcp,2226
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1076,·······A····,443,N/A,1663875302.951409000,0,245,726652955,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1077,·······A····,443,N/A,1663875302.951409000,0,245,726654383,tcp,158
N/A,443,0,10.169.169.63,181123,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:33:06:58:57:73,MacOS,N/A,N/A,32,1078,·······A····,65521,N/A,1663875302.951442000,1,64,4179257896,tcp,2181
N/A,443,0,10.169.169.63,181123,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:33:06:58:57:73,MacOS,N/A,N/A,32,1079,·······A····,65521,N/A,1663875302.951479000,1,64,4179257896,tcp,2226
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1080,·······A····,443,N/A,1663875302.951560000,0,245,726655811,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1081,·······A····,443,N/A,1663875302.951561000,0,245,726657239,tcp,158
N/A,443,0,10.169.169.63,183979,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:33:06:58:57:73,MacOS,N/A,N/A,32,1082,·······A····,65521,N/A,1663875302.951586000,1,64,4179257896,tcp,2181
N/A,443,0,10.169.169.63,183979,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:33:06:58:57:73,MacOS,N/A,N/A,32,1083,·······A····,65521,N/A,1663875302.951678000,1,64,4179257896,tcp,2226
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1084,·······A····,443,N/A,1663875302.952594000,0,245,726658667,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1085,·······A····,443,N/A,1663875302.952595000,0,245,726660095,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1086,·······A····,443,N/A,1663875302.952596000,0,245,726661523,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1087,·······A····,443,N/A,1663875302.952597000,0,245,726662951,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1088,·······A····,443,N/A,1663875302.952598000,0,245,726664379,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1089,·······A····,443,N/A,1663875302.952598000,0,245,726665807,tcp,158
N/A,443,0,10.169.169.63,192547,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:35:06:58:57:73,MacOS,N/A,N/A,32,1090,·······A····,65521,N/A,1663875302.952702000,1,64,4179257896,tcp,2092
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1091,·······A····,443,N/A,1663875302.952799000,0,245,726667235,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1092,·······AP···,443,N/A,1663875302.952801000,0,245,726668663,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1093,·······A····,443,N/A,1663875302.952802000,0,245,726670091,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1094,·······A····,443,N/A,1663875302.952802000,0,245,726671519,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1095,·······A····,443,N/A,1663875302.952840000,0,245,726672947,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1096,·······A····,443,N/A,1663875302.952841000,0,245,726674375,tcp,158
N/A,443,0,10.169.169.63,198259,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:35:06:58:57:73,MacOS,N/A,N/A,32,1097,·······A····,65521,N/A,1663875302.952858000,1,64,4179257896,tcp,2003
N/A,443,0,10.169.169.63,201115,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:35:06:58:57:73,MacOS,N/A,N/A,32,1098,·······A····,65521,N/A,1663875302.952891000,1,64,4179257896,tcp,1958
N/A,443,0,10.169.169.63,201115,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:35:06:58:57:73,MacOS,N/A,N/A,32,1099,·······A····,65521,N/A,1663875302.953010000,1,64,4179257896,tcp,2226
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1100,·······A····,443,N/A,1663875302.953250000,0,245,726675803,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1101,·······A····,443,N/A,1663875302.953252000,0,245,726677231,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1102,·······A····,443,N/A,1663875302.953253000,0,245,726678659,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1103,·······A····,443,N/A,1663875302.953254000,0,245,726680087,tcp,158
N/A,443,0,10.169.169.63,206827,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:35:06:58:57:73,MacOS,N/A,N/A,32,1104,·······A····,65521,N/A,1663875302.953304000,1,64,4179257896,tcp,2137
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1105,·······A····,443,N/A,1663875302.953357000,0,245,726681515,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1106,·······A····,443,N/A,1663875302.953359000,0,245,726682943,tcp,158
N/A,443,0,10.169.169.63,209683,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:35:06:58:57:73,MacOS,N/A,N/A,32,1107,·······A····,65521,N/A,1663875302.953398000,1,64,4179257896,tcp,2092
N/A,443,0,10.169.169.63,209683,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:35:06:58:57:73,MacOS,N/A,N/A,32,1108,·······A····,65521,N/A,1663875302.953599000,1,64,4179257896,tcp,2226
N/A,443,0,10.169.169.63,209683,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:36:06:58:57:73,MacOS,N/A,N/A,32,1109,·······AP···,65521,N/A,1663875302.954412000,1,64,4179257896,tcp,2226
N/A,443,0,10.169.169.63,209683,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:36:06:58:57:73,MacOS,N/A,N/A,32,1110,·······AP···,65521,N/A,1663875302.954470000,1,64,4179258023,tcp,2226
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1111,·······A····,443,N/A,1663875302.954486000,0,245,726684371,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:73:42:d8:6d:2c,MacOS,N/A,N/A,32,1112,·······AP···,443,N/A,1663875302.954487000,0,245,726685799,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:74:42:d8:6d:2c,MacOS,N/A,N/A,32,1113,·······A····,443,N/A,1663875302.954487000,0,245,726686847,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:74:42:d8:6d:2c,MacOS,N/A,N/A,32,1114,·······A····,443,N/A,1663875302.954488000,0,245,726688275,tcp,158
N/A,65521,0,108.138.157.199,4176,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:74:42:d8:6d:2c,MacOS,N/A,N/A,32,1115,·······AP···,443,N/A,1663875302.954488000,0,245,726689703,tcp,158
N/A,443,0,10.169.169.63,116030,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:1b:bb:2f:eb:f5,MacOS,N/A,N/A,32,1116,·······AP···,65522,N/A,1663875302.954501000,1,64,3345904495,tcp,4190
N/A,443,0,10.169.169.63,215822,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:36:06:58:57:74,MacOS,N/A,N/A,32,1117,·······A····,65521,N/A,1663875302.954528000,1,64,4179258148,tcp,2130
N/A,443,0,10.169.169.63,116030,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:1b:bb:2f:eb:f5,MacOS,N/A,N/A,32,1118,·······AP···,65522,N/A,1663875302.954556000,1,64,3345904653,tcp,4190
N/A,443,0,10.169.169.63,215822,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:36:06:58:57:74,MacOS,N/A,N/A,32,1119,·······A····,65521,N/A,1663875302.954604000,1,64,4179258148,tcp,2226
N/A,65521,0,108.138.157.199,4479,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:79:42:d8:6d:33,MacOS,N/A,N/A,32,1120,·······A····,443,N/A,1663875302.956768000,0,245,726690510,tcp,158
N/A,65521,0,108.138.157.199,4479,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:7a:42:d8:6d:33,MacOS,N/A,N/A,32,1121,·······A····,443,N/A,1663875302.957300000,0,245,726690510,tcp,158
N/A,443,0,10.169.169.63,217250,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:39:06:58:57:7a,MacOS,N/A,N/A,32,1122,·······A····,65521,N/A,1663875302.957344000,1,64,4179258148,tcp,4725
N/A,65521,0,108.138.157.199,4479,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:7a:42:d8:6d:33,MacOS,N/A,N/A,32,1123,·······AP···,443,N/A,1663875302.957767000,0,245,726691938,tcp,158
N/A,443,0,10.169.169.63,217926,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:39:06:58:57:7a,MacOS,N/A,N/A,32,1124,·······A····,65521,N/A,1663875302.957802000,1,64,4179258148,tcp,4737
N/A,443,0,10.169.169.63,116030,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:1f:bb:2f:eb:f5,MacOS,N/A,N/A,32,1125,·······AP···,65522,N/A,1663875302.957859000,1,64,3345904746,tcp,4190
N/A,443,0,10.169.169.63,116030,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:1f:bb:2f:eb:f5,MacOS,N/A,N/A,32,1126,·······AP···,65522,N/A,1663875302.957933000,1,64,3345904848,tcp,4190
N/A,443,0,10.169.169.63,116030,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:1f:bb:2f:eb:f5,MacOS,N/A,N/A,32,1127,·······AP···,65522,N/A,1663875302.958034000,1,64,3345905587,tcp,4190
N/A,65521,0,108.138.157.199,4479,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:7a:42:d8:6d:35,MacOS,N/A,N/A,32,1128,·······AP···,443,N/A,1663875302.958221000,0,245,726692614,tcp,158
N/A,65521,0,108.138.157.199,4479,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:7a:42:d8:6d:35,MacOS,N/A,N/A,32,1129,·······AP···,443,N/A,1663875302.958221000,0,245,726693755,tcp,158
N/A,65521,0,108.138.157.199,4731,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:7b:42:d8:6d:36,MacOS,N/A,N/A,32,1130,·······A····,443,N/A,1663875302.958222000,0,245,726694831,tcp,158
N/A,65522,0,108.138.157.199,1871,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:e6:0c:2a:2c:1b,MacOS,N/A,N/A,32,1131,·······A····,443,N/A,1663875302.958431000,0,245,4292950131,tcp,137
N/A,443,0,10.169.169.63,220143,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:3a:06:58:57:7a,MacOS,N/A,N/A,32,1132,·······A····,65521,N/A,1663875302.958624000,1,64,4179258148,tcp,4747
N/A,65521,0,108.138.157.199,4731,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:7b:42:d8:6d:36,MacOS,N/A,N/A,32,1133,·······A····,443,N/A,1663875302.959162000,0,245,726694831,tcp,158
N/A,65521,0,108.138.157.199,4731,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:7b:42:d8:6d:36,MacOS,N/A,N/A,32,1134,·······AP···,443,N/A,1663875302.959163000,0,245,726696259,tcp,158
N/A,65522,0,108.138.157.199,1871,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:e6:0c:2a:2c:1b,MacOS,N/A,N/A,32,1135,·······A····,443,N/A,1663875302.959163000,0,245,4292950131,tcp,137
N/A,443,0,10.169.169.63,117458,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:20:bb:2f:ec:e6,MacOS,N/A,N/A,32,1136,·······A····,65522,N/A,1663875302.959206000,1,64,3345905719,tcp,4167
N/A,65522,0,108.138.157.199,1871,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:e6:0c:2a:2c:1b,MacOS,N/A,N/A,32,1137,·······A····,443,N/A,1663875302.959716000,0,245,4292951559,tcp,137
N/A,65522,0,108.138.157.199,1871,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:e6:0c:2a:2c:1b,MacOS,N/A,N/A,32,1138,·······A····,443,N/A,1663875302.959717000,0,245,4292952987,tcp,137
