TLS_EXTENSION_SIG_ALGS,DST_PORT,TCP_URP,SRC_IP,TCP_ACK,IP_FRAG_OFF,SUB_PROTOCOL,DST_IP,MF_FLAG,PACKET_SIZE,TCP_OPTIONS,KNOWN_HOST_DEVICE,TLS_VERSION,TLS_CIPHER_SUITES,TCP_HDR_LEN,PACKET_NO,TCP_FLAGS,SRC_PORT,HTTP_USER_AGENT,TIMESTAMP,DF_FLAG,TTL,TCP_SEQ,PROTOCOL,TCP_WINDOW_SIZE
N/A,53,N/A,10.169.169.63,N/A,0,N/A,10.100.128.15,0,20,N/A,MacOS,N/A,N/A,N/A,16158,N/A,16854,N/A,1663875314.816186000,0,64,N/A,udp,N/A
N/A,443,0,10.169.169.63,7196333,0,N/A,52.71.174.251,0,20,01:01:08:0a:1a:c4:b8:42:e5:53:d2:69,MacOS,N/A,N/A,32,16159,·······AP···,49169,N/A,1663875314.816313000,1,64,841034423,tcp,9310
N/A,443,0,10.169.169.63,7196333,0,N/A,52.71.174.251,0,20,01:01:08:0a:1a:c4:b8:42:e5:53:d2:69,MacOS,N/A,N/A,32,16160,·······AP···,49169,N/A,1663875314.816398000,1,64,841034507,tcp,9310
N/A,53,N/A,10.169.169.63,N/A,0,N/A,10.100.128.15,0,20,N/A,MacOS,N/A,N/A,N/A,16161,N/A,61089,N/A,1663875314.816666000,0,64,N/A,udp,N/A
N/A,53,N/A,10.169.169.63,N/A,0,N/A,10.100.128.15,0,20,N/A,MacOS,N/A,N/A,N/A,16162,N/A,4205,N/A,1663875314.816761000,0,64,N/A,udp,N/A
N/A,443,0,10.169.169.63,7196333,0,N/A,52.71.174.251,0,20,01:01:08:0a:1a:c4:b8:43:e5:53:d2:69,MacOS,N/A,N/A,32,16163,·······AP···,49169,N/A,1663875314.817367000,1,64,841034588,tcp,9310
N/A,16854,N/A,10.100.128.15,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,16164,N/A,53,N/A,1663875314.818228000,0,61,N/A,udp,N/A
N/A,49181,0,54.211.31.163,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:1d:a9:9e:f1:29:d8:11:1c,MacOS,N/A,N/A,32,16165,·······A····,443,N/A,1663875314.818597000,1,230,2620606020,tcp,110
N/A,49181,0,54.211.31.163,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:1d:a9:9e:f1:29:d8:11:1c,MacOS,N/A,N/A,32,16166,·······AP···,443,N/A,1663875314.819333000,1,230,2620606020,tcp,110
N/A,61089,N/A,10.100.128.15,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,16167,N/A,53,N/A,1663875314.819333000,0,61,N/A,udp,N/A
N/A,29779,N/A,10.100.128.15,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,16168,N/A,53,N/A,1663875314.819334000,0,61,N/A,udp,N/A
N/A,53,N/A,10.169.169.63,N/A,0,N/A,10.100.128.15,0,20,N/A,MacOS,N/A,N/A,N/A,16169,N/A,6413,N/A,1663875314.819372000,0,64,N/A,udp,N/A
N/A,443,0,10.169.169.63,153,0,N/A,54.211.31.163,0,20,01:01:08:0a:29:d8:11:43:1d:a9:9e:f1,MacOS,N/A,N/A,32,16170,·······A····,49181,N/A,1663875314.819399000,1,64,2923171453,tcp,2056
N/A,53,N/A,10.169.169.63,N/A,0,N/A,10.100.128.15,0,20,N/A,MacOS,N/A,N/A,N/A,16171,N/A,38909,N/A,1663875314.819496000,0,64,N/A,udp,N/A
N/A,4205,N/A,10.100.128.15,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,16172,N/A,53,N/A,1663875314.819613000,0,61,N/A,udp,N/A
N/A,443,0,10.169.169.63,153,0,N/A,54.211.31.163,0,20,01:01:08:0a:29:d8:11:45:1d:a9:9e:f1,MacOS,N/A,N/A,32,16173,·······AP···,49181,N/A,1663875314.820021000,1,64,2923171453,tcp,2056
N/A,443,0,10.169.169.63,0,0,N/A,108.156.211.73,0,20,02:04:05:b4:01:03:03:06:01:01:08:0a:25:7b:19:38:00:00:00:00:04:02:00:00,MacOS,N/A,N/A,44,16174,····CE····S·,49183,N/A,1663875314.820440000,1,64,2933831530,tcp,65535
N/A,443,0,10.169.169.63,0,0,N/A,108.156.224.74,0,20,02:04:05:b4:01:03:03:06:01:01:08:0a:ab:50:2b:6f:00:00:00:00:04:02:00:00,MacOS,N/A,N/A,44,16175,····CE····S·,49184,N/A,1663875314.820715000,1,64,2345169704,tcp,65535
N/A,443,0,10.169.169.63,153,0,N/A,54.211.31.163,0,20,01:01:08:0a:29:d8:11:46:1d:a9:9e:f1,MacOS,N/A,N/A,32,16176,·······AP···,49181,N/A,1663875314.821180000,1,64,2923171504,tcp,2056
N/A,49179,0,35.171.49.205,1462,0,N/A,10.169.169.63,0,20,01:01:08:0a:4c:fb:b5:65:96:21:c2:1c,MacOS,N/A,N/A,32,16177,·······AP···,443,N/A,1663875314.821870000,1,227,2897822576,tcp,118
N/A,443,0,10.169.169.63,8111,0,N/A,35.171.49.205,0,20,01:01:08:0a:96:21:c2:4d:4c:fb:b5:65,MacOS,N/A,N/A,32,16178,·······A····,49179,N/A,1663875314.821944000,1,64,2269655920,tcp,2030
N/A,49179,0,35.171.49.205,1462,0,N/A,10.169.169.63,0,20,01:01:08:0a:4c:fb:b5:65:96:21:c2:1c,MacOS,N/A,N/A,32,16179,·······AP···,443,N/A,1663875314.821995000,1,227,2897823691,tcp,118
N/A,6413,N/A,10.100.128.15,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,16180,N/A,53,N/A,1663875314.821995000,0,61,N/A,udp,N/A
N/A,443,0,10.169.169.63,8149,0,N/A,35.171.49.205,0,20,01:01:08:0a:96:21:c2:4d:4c:fb:b5:65,MacOS,N/A,N/A,32,16181,·······A····,49179,N/A,1663875314.822028000,1,64,2269655920,tcp,2029
N/A,38909,N/A,10.100.128.15,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,16182,N/A,53,N/A,1663875314.822410000,0,61,N/A,udp,N/A
N/A,443,0,10.169.169.63,0,0,N/A,172.64.193.9,0,20,02:04:05:b4:01:03:03:06:01:01:08:0a:e2:b7:b8:aa:00:00:00:00:04:02:00:00,MacOS,N/A,N/A,44,16183,····CE····S·,49185,N/A,1663875314.823465000,1,64,2536766750,tcp,65535
N/A,443,0,10.169.169.63,0,0,N/A,172.64.193.9,0,20,02:04:05:b4:01:03:03:06:01:01:08:0a:d2:5f:d5:fb:00:00:00:00:04:02:00:00,MacOS,N/A,N/A,44,16184,····CE····S·,49186,N/A,1663875314.823582000,1,64,3943014670,tcp,65535
N/A,443,0,10.169.169.63,0,0,N/A,172.64.193.9,0,20,02:04:05:b4:01:03:03:06:01:01:08:0a:7d:75:91:e0:00:00:00:00:04:02:00:00,MacOS,N/A,N/A,44,16185,····CE····S·,49187,N/A,1663875314.823678000,1,64,2859401591,tcp,65535
N/A,443,0,10.169.169.63,0,0,N/A,172.64.193.9,0,20,02:04:05:b4:01:03:03:06:01:01:08:0a:07:53:cf:f7:00:00:00:00:04:02:00:00,MacOS,N/A,N/A,44,16186,····CE····S·,49188,N/A,1663875314.823821000,1,64,2827571331,tcp,65535
N/A,443,0,10.169.169.63,0,0,N/A,172.64.193.9,0,20,02:04:05:b4:01:03:03:06:01:01:08:0a:15:10:1c:88:00:00:00:00:04:02:00:00,MacOS,N/A,N/A,44,16187,····CE····S·,49189,N/A,1663875314.823931000,1,64,2110144415,tcp,65535
N/A,443,0,10.169.169.63,0,0,N/A,172.64.193.9,0,20,02:04:05:b4:01:03:03:06:01:01:08:0a:a4:f0:d0:e3:00:00:00:00:04:02:00:00,MacOS,N/A,N/A,44,16188,····CE····S·,49190,N/A,1663875314.824012000,1,64,27098443,tcp,65535
N/A,49183,0,108.156.211.73,1,0,N/A,10.169.169.63,0,20,02:04:05:a0:04:02:08:0a:f7:ca:c6:6f:25:7b:19:38:01:03:03:09,MacOS,N/A,N/A,40,16189,·····E·A··S·,443,N/A,1663875314.824580000,0,245,4070570659,tcp,65535
N/A,443,0,10.169.169.63,1,0,N/A,108.156.211.73,0,20,01:01:08:0a:25:7b:19:3c:f7:ca:c6:6f,MacOS,N/A,N/A,32,16190,·······A····,49183,N/A,1663875314.824654000,1,64,2933831531,tcp,2052
0x0403,443,0,10.169.169.63,1,0,tls,108.156.211.73,0,20,01:01:08:0a:25:7b:19:3c:f7:ca:c6:6f,MacOS,0x0301,0xdada,32,16191,·······AP···,49183,N/A,1663875314.825054000,1,64,2933831531,tcp,2052
N/A,49184,0,108.156.224.74,1,0,N/A,10.169.169.63,0,20,02:04:05:a0:04:02:08:0a:e6:58:c8:d4:ab:50:2b:6f:01:03:03:09,MacOS,N/A,N/A,40,16192,·····E·A··S·,443,N/A,1663875314.825254000,1,245,1036039427,tcp,65535
N/A,443,0,10.169.169.63,1,0,N/A,108.156.224.74,0,20,01:01:08:0a:ab:50:2b:73:e6:58:c8:d4,MacOS,N/A,N/A,32,16193,·······A····,49184,N/A,1663875314.825330000,1,64,2345169705,tcp,2052
0x0403,443,0,10.169.169.63,1,0,tls,108.156.224.74,0,20,01:01:08:0a:ab:50:2b:75:e6:58:c8:d4,MacOS,0x0301,0xcaca,32,16194,·······AP···,49184,N/A,1663875314.825721000,1,64,2345169705,tcp,2052
N/A,49182,0,34.233.177.197,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:da:ec:e1:d1:33:7e:cf:dc,MacOS,N/A,N/A,32,16195,·······A····,443,N/A,1663875314.826105000,1,232,2125845417,tcp,110
N/A,443,0,10.169.169.63,7196333,0,N/A,52.71.174.251,0,20,01:01:08:0a:1a:c4:b8:4d:e5:53:d2:69,MacOS,N/A,N/A,32,16196,·······AP···,49169,N/A,1663875314.827037000,1,64,841034671,tcp,9310
N/A,49182,0,34.233.177.197,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:da:ec:e1:d2:33:7e:cf:dc,MacOS,N/A,N/A,32,16197,·······A····,443,N/A,1663875314.827635000,1,232,2125845417,tcp,110
N/A,49187,0,172.64.193.9,1,0,N/A,10.169.169.63,0,20,02:04:05:78:01:01:04:02:01:03:03:0d,MacOS,N/A,N/A,32,16198,·····E·A··S·,443,N/A,1663875314.827637000,1,54,3669711009,tcp,64240
N/A,443,0,10.169.169.63,1,0,N/A,172.64.193.9,0,20,N/A,MacOS,N/A,N/A,20,16199,·······A····,49187,N/A,1663875314.827742000,1,64,2859401592,tcp,4096
N/A,443,0,10.169.169.63,7196333,0,N/A,52.71.174.251,0,20,01:01:08:0a:1a:c4:b8:4d:e5:53:d2:69,MacOS,N/A,N/A,32,16200,·······AP···,49169,N/A,1663875314.827776000,1,64,841034758,tcp,9310
N/A,443,0,10.169.169.63,1449,0,N/A,34.233.177.197,0,20,01:01:08:0a:33:7e:d0:05:da:ec:e1:d2,MacOS,N/A,N/A,32,16201,·······A····,49182,N/A,1663875314.827798000,1,64,2533744402,tcp,2036
N/A,443,0,10.169.169.63,7196333,0,N/A,52.71.174.251,0,20,01:01:08:0a:1a:c4:b8:4d:e5:53:d2:69,MacOS,N/A,N/A,32,16202,·······AP···,49169,N/A,1663875314.827813000,1,64,841034801,tcp,9310
N/A,49182,0,34.233.177.197,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:da:ec:e1:d2:33:7e:cf:dc,MacOS,N/A,N/A,32,16203,·······A····,443,N/A,1663875314.827909000,1,232,2125846865,tcp,110
N/A,49182,0,34.233.177.197,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:da:ec:e1:d2:33:7e:cf:dc,MacOS,N/A,N/A,32,16204,·······A····,443,N/A,1663875314.827910000,1,232,2125848313,tcp,110
N/A,443,0,10.169.169.63,4345,0,N/A,34.233.177.197,0,20,01:01:08:0a:33:7e:d0:05:da:ec:e1:d2,MacOS,N/A,N/A,32,16205,·······A····,49182,N/A,1663875314.827948000,1,64,2533744402,tcp,1991
N/A,49182,0,34.233.177.197,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:da:ec:e1:d2:33:7e:cf:dc,MacOS,N/A,N/A,32,16206,·······AP···,443,N/A,1663875314.828078000,1,232,2125849761,tcp,110
N/A,443,0,10.169.169.63,5072,0,N/A,34.233.177.197,0,20,01:01:08:0a:33:7e:d0:06:da:ec:e1:d2,MacOS,N/A,N/A,32,16207,·······A····,49182,N/A,1663875314.828142000,1,64,2533744402,tcp,1979
0x0403,443,0,10.169.169.63,1,0,tls,172.64.193.9,0,20,N/A,MacOS,0x0301,0xfafa,20,16208,·······AP···,49187,N/A,1663875314.828170000,1,64,2859401592,tcp,4096
N/A,49186,0,172.64.193.9,1,0,N/A,10.169.169.63,0,20,02:04:05:78:01:01:04:02:01:03:03:0d,MacOS,N/A,N/A,32,16209,·····E·A··S·,443,N/A,1663875314.828204000,1,54,1015652223,tcp,64240
N/A,49185,0,172.64.193.9,1,0,N/A,10.169.169.63,0,20,02:04:05:78:01:01:04:02:01:03:03:0d,MacOS,N/A,N/A,32,16210,·····E·A··S·,443,N/A,1663875314.828204000,1,54,3451327661,tcp,64240
N/A,443,0,10.169.169.63,5072,0,N/A,34.233.177.197,0,20,01:01:08:0a:33:7e:d0:06:da:ec:e1:d2,MacOS,N/A,N/A,32,16211,·······A····,49182,N/A,1663875314.828216000,1,64,2533744402,tcp,2048
N/A,443,0,10.169.169.63,1,0,N/A,172.64.193.9,0,20,N/A,MacOS,N/A,N/A,20,16212,·······A····,49186,N/A,1663875314.828257000,1,64,3943014671,tcp,4096
N/A,443,0,10.169.169.63,1,0,N/A,172.64.193.9,0,20,N/A,MacOS,N/A,N/A,20,16213,·······A····,49185,N/A,1663875314.828306000,1,64,2536766751,tcp,4096
N/A,443,0,10.169.169.63,7196333,0,N/A,52.71.174.251,0,20,01:01:08:0a:1a:c4:b8:4e:e5:53:d2:69,MacOS,N/A,N/A,32,16214,·······AP···,49169,N/A,1663875314.828517000,1,64,841034844,tcp,9310
0x0403,443,0,10.169.169.63,1,0,tls,172.64.193.9,0,20,N/A,MacOS,0x0301,0xaaaa,20,16215,·······AP···,49186,N/A,1663875314.828796000,1,64,3943014671,tcp,4096
0x0403,443,0,10.169.169.63,1,0,tls,172.64.193.9,0,20,N/A,MacOS,0x0301,0xaaaa,20,16216,·······AP···,49185,N/A,1663875314.829042000,1,64,2536766751,tcp,4096
N/A,49189,0,172.64.193.9,1,0,N/A,10.169.169.63,0,20,02:04:05:78:01:01:04:02:01:03:03:0d,MacOS,N/A,N/A,32,16217,·····E·A··S·,443,N/A,1663875314.829243000,1,54,92159353,tcp,64240
N/A,49183,0,108.156.211.73,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:f7:ca:c6:74:25:7b:19:3c,MacOS,N/A,N/A,32,16218,·······A····,443,N/A,1663875314.829244000,0,245,4070570660,tcp,131
N/A,443,0,10.169.169.63,1,0,N/A,172.64.193.9,0,20,N/A,MacOS,N/A,N/A,20,16219,·······A····,49189,N/A,1663875314.829294000,1,64,2110144416,tcp,4096
0x0403,443,0,10.169.169.63,1,0,tls,172.64.193.9,0,20,N/A,MacOS,0x0301,0x1a1a,20,16220,·······AP···,49189,N/A,1663875314.829491000,1,64,2110144416,tcp,4096
N/A,49190,0,172.64.193.9,1,0,N/A,10.169.169.63,0,20,02:04:05:78:01:01:04:02:01:03:03:0d,MacOS,N/A,N/A,32,16221,·····E·A··S·,443,N/A,1663875314.829941000,1,54,2536192307,tcp,64240
N/A,49184,0,108.156.224.74,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:e6:58:c8:d9:ab:50:2b:75,MacOS,N/A,N/A,32,16222,·······A····,443,N/A,1663875314.829942000,0,245,1036039428,tcp,131
N/A,443,0,10.169.169.63,1,0,N/A,172.64.193.9,0,20,N/A,MacOS,N/A,N/A,20,16223,·······A····,49190,N/A,1663875314.830054000,1,64,27098444,tcp,4096
N/A,49183,0,108.156.211.73,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:f7:ca:c6:74:25:7b:19:3c,MacOS,N/A,N/A,32,16224,·······A····,443,N/A,1663875314.830896000,0,245,4070570660,tcp,131
N/A,49183,0,108.156.211.73,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:f7:ca:c6:74:25:7b:19:3c,MacOS,N/A,N/A,32,16225,·······A····,443,N/A,1663875314.830898000,0,245,4070572088,tcp,131
N/A,49183,0,108.156.211.73,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:f7:ca:c6:74:25:7b:19:3c,MacOS,N/A,N/A,32,16226,·······A····,443,N/A,1663875314.830898000,0,245,4070573516,tcp,131
N/A,49183,0,108.156.211.73,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:f7:ca:c6:74:25:7b:19:3c,MacOS,N/A,N/A,32,16227,·······AP···,443,N/A,1663875314.830899000,0,245,4070574944,tcp,131
N/A,49188,0,172.64.193.9,1,0,N/A,10.169.169.63,0,20,02:04:05:78:01:01:04:02:01:03:03:0d,MacOS,N/A,N/A,32,16228,·····E·A··S·,443,N/A,1663875314.830900000,1,54,1196127283,tcp,64240
N/A,443,0,10.169.169.63,1,0,N/A,172.64.193.9,0,20,N/A,MacOS,N/A,N/A,20,16229,·······A····,49188,N/A,1663875314.830974000,1,64,2827571332,tcp,4096
N/A,443,0,10.169.169.63,5713,0,N/A,108.156.211.73,0,20,01:01:08:0a:25:7b:19:43:f7:ca:c6:74,MacOS,N/A,N/A,32,16230,·······A····,49183,N/A,1663875314.831060000,1,64,2933832048,tcp,1963
N/A,53,N/A,10.169.169.63,N/A,0,N/A,10.100.128.15,0,20,N/A,MacOS,N/A,N/A,N/A,16231,N/A,49613,N/A,1663875314.831272000,0,64,N/A,udp,N/A
N/A,53,N/A,10.169.169.63,N/A,0,N/A,10.100.128.15,0,20,N/A,MacOS,N/A,N/A,N/A,16232,N/A,62131,N/A,1663875314.831407000,0,64,N/A,udp,N/A
N/A,49184,0,108.156.224.74,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:e6:58:c8:d9:ab:50:2b:75,MacOS,N/A,N/A,32,16233,·······A····,443,N/A,1663875314.831771000,0,245,1036039428,tcp,131
N/A,49184,0,108.156.224.74,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:e6:58:c8:d9:ab:50:2b:75,MacOS,N/A,N/A,32,16234,·······A····,443,N/A,1663875314.831772000,0,245,1036040856,tcp,131
0x0403,443,0,10.169.169.63,1,0,tls,172.64.193.9,0,20,N/A,MacOS,0x0301,0x7a7a,20,16235,·······AP···,49190,N/A,1663875314.831774000,1,64,27098444,tcp,4096
N/A,49184,0,108.156.224.74,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:e6:58:c8:d9:ab:50:2b:75,MacOS,N/A,N/A,32,16236,·······A····,443,N/A,1663875314.831817000,0,245,1036042284,tcp,131
N/A,49184,0,108.156.224.74,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:e6:58:c8:d9:ab:50:2b:75,MacOS,N/A,N/A,32,16237,·······AP···,443,N/A,1663875314.831818000,0,245,1036043712,tcp,131
N/A,443,0,10.169.169.63,2857,0,N/A,108.156.224.74,0,20,01:01:08:0a:ab:50:2b:7a:e6:58:c8:d9,MacOS,N/A,N/A,32,16238,·······A····,49184,N/A,1663875314.831825000,1,64,2345170222,tcp,2008
N/A,443,0,10.169.169.63,5713,0,N/A,108.156.224.74,0,20,01:01:08:0a:ab:50:2b:7a:e6:58:c8:d9,MacOS,N/A,N/A,32,16239,·······A····,49184,N/A,1663875314.831870000,1,64,2345170222,tcp,1963
0x0403,443,0,10.169.169.63,1,0,tls,172.64.193.9,0,20,N/A,MacOS,0x0301,0xdada,20,16240,·······AP···,49188,N/A,1663875314.832060000,1,64,2827571332,tcp,4096
N/A,443,0,10.169.169.63,5713,0,N/A,108.156.211.73,0,20,01:01:08:0a:25:7b:19:44:f7:ca:c6:74,MacOS,N/A,N/A,32,16241,·······A····,49183,N/A,1663875314.832153000,1,64,2933832048,tcp,2048
N/A,443,0,10.169.169.63,5713,0,N/A,108.156.224.74,0,20,01:01:08:0a:ab:50:2b:7b:e6:58:c8:d9,MacOS,N/A,N/A,32,16242,·······A····,49184,N/A,1663875314.832477000,1,64,2345170222,tcp,2048
N/A,49183,0,108.156.211.73,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:f7:ca:c6:76:25:7b:19:3c,MacOS,N/A,N/A,32,16243,·······AP···,443,N/A,1663875314.832727000,0,245,4070576372,tcp,131
N/A,49184,0,108.156.224.74,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:e6:58:c8:db:ab:50:2b:75,MacOS,N/A,N/A,32,16244,·······AP···,443,N/A,1663875314.832728000,0,245,1036045140,tcp,131
N/A,49187,0,172.64.193.9,518,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,16245,·······A····,443,N/A,1663875314.832728000,1,54,3669711010,tcp,8
N/A,443,0,10.169.169.63,6977,0,N/A,108.156.224.74,0,20,01:01:08:0a:ab:50:2b:7b:e6:58:c8:db,MacOS,N/A,N/A,32,16246,·······A····,49184,N/A,1663875314.832801000,1,64,2345170222,tcp,2028
N/A,443,0,10.169.169.63,6968,0,N/A,108.156.211.73,0,20,01:01:08:0a:25:7b:19:44:f7:ca:c6:76,MacOS,N/A,N/A,32,16247,·······A····,49183,N/A,1663875314.832836000,1,64,2933832048,tcp,2028
N/A,49186,0,172.64.193.9,518,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,16248,·······A····,443,N/A,1663875314.834113000,1,54,1015652224,tcp,8
N/A,62131,N/A,10.100.128.15,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,16249,N/A,53,N/A,1663875314.834113000,0,61,N/A,udp,N/A
N/A,49613,N/A,10.100.128.15,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,16250,N/A,53,N/A,1663875314.834114000,0,61,N/A,udp,N/A
N/A,49185,0,172.64.193.9,518,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,16251,·······A····,443,N/A,1663875314.834281000,1,54,3451327662,tcp,8
N/A,49169,0,52.71.174.251,2483,0,N/A,10.169.169.63,0,20,01:01:08:0a:e5:53:d2:8d:1a:c4:b8:2e,MacOS,N/A,N/A,32,16252,·······A····,443,N/A,1663875314.834795000,1,232,3033757462,tcp,136
N/A,443,0,10.169.169.63,0,0,N/A,13.107.42.16,0,20,02:04:05:b4:01:03:03:06:01:01:08:0a:e5:4a:c5:f8:00:00:00:00:04:02:00:00,MacOS,N/A,N/A,44,16253,····CE····S·,49191,N/A,1663875314.834863000,1,64,1190886064,tcp,65535
N/A,49169,0,52.71.174.251,2483,0,N/A,10.169.169.63,0,20,01:01:08:0a:e5:53:d2:8d:1a:c4:b8:2e,MacOS,N/A,N/A,32,16254,·······A····,443,N/A,1663875314.835160000,1,232,3033758910,tcp,136
N/A,49169,0,52.71.174.251,2483,0,N/A,10.169.169.63,0,20,01:01:08:0a:e5:53:d2:8d:1a:c4:b8:2e,MacOS,N/A,N/A,32,16255,·······A····,443,N/A,1663875314.835161000,1,232,3033760358,tcp,136
N/A,443,0,10.169.169.63,7200677,0,N/A,52.71.174.251,0,20,01:01:08:0a:1a:c4:b8:55:e5:53:d2:8d,MacOS,N/A,N/A,32,16256,·······A····,49169,N/A,1663875314.835247000,1,64,841034887,tcp,9310
N/A,49169,0,52.71.174.251,2483,0,N/A,10.169.169.63,0,20,01:01:08:0a:e5:53:d2:8d:1a:c4:b8:2e,MacOS,N/A,N/A,32,16257,·······A····,443,N/A,1663875314.835411000,1,232,3033761806,tcp,136
N/A,49169,0,52.71.174.251,2483,0,N/A,10.169.169.63,0,20,01:01:08:0a:e5:53:d2:8d:1a:c4:b8:2e,MacOS,N/A,N/A,32,16258,·······A····,443,N/A,1663875314.835412000,1,232,3033763254,tcp,136
N/A,49189,0,172.64.193.9,518,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,16259,·······A····,443,N/A,1663875314.835412000,1,54,92159354,tcp,8
N/A,443,0,10.169.169.63,7203573,0,N/A,52.71.174.251,0,20,01:01:08:0a:1a:c4:b8:55:e5:53:d2:8d,MacOS,N/A,N/A,32,16260,·······A····,49169,N/A,1663875314.835497000,1,64,841034887,tcp,9310
N/A,49187,0,172.64.193.9,518,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,16261,·······A····,443,N/A,1663875314.836265000,1,54,3669711010,tcp,8
N/A,443,0,10.169.169.63,1461,0,N/A,172.64.193.9,0,20,N/A,MacOS,N/A,N/A,20,16262,·······A····,49187,N/A,1663875314.836313000,1,64,2859402109,tcp,4073
N/A,49187,0,172.64.193.9,518,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,16263,·······AP···,443,N/A,1663875314.836481000,1,54,3669712470,tcp,8
N/A,49186,0,172.64.193.9,518,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,16264,·······A····,443,N/A,1663875314.836481000,1,54,1015652224,tcp,8
N/A,443,0,10.169.169.63,2116,0,N/A,172.64.193.9,0,20,N/A,MacOS,N/A,N/A,20,16265,·······A····,49187,N/A,1663875314.836514000,1,64,2859402109,tcp,4062
N/A,443,0,10.169.169.63,1461,0,N/A,172.64.193.9,0,20,N/A,MacOS,N/A,N/A,20,16266,·······A····,49186,N/A,1663875314.836540000,1,64,3943015188,tcp,4073
N/A,49186,0,172.64.193.9,518,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,16267,·······AP···,443,N/A,1663875314.836828000,1,54,1015653684,tcp,8
N/A,443,0,10.169.169.63,2116,0,N/A,172.64.193.9,0,20,N/A,MacOS,N/A,N/A,20,16268,·······A····,49186,N/A,1663875314.836850000,1,64,3943015188,tcp,4062
N/A,49185,0,172.64.193.9,518,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,16269,·······A····,443,N/A,1663875314.837472000,1,54,3451327662,tcp,8
N/A,49185,0,172.64.193.9,518,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,16270,·······AP···,443,N/A,1663875314.837473000,1,54,3451329122,tcp,8
N/A,49190,0,172.64.193.9,518,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,16271,·······A····,443,N/A,1663875314.837474000,1,54,2536192308,tcp,8
N/A,443,0,10.169.169.63,2116,0,N/A,172.64.193.9,0,20,N/A,MacOS,N/A,N/A,20,16272,·······A····,49185,N/A,1663875314.837515000,1,64,2536767268,tcp,4062
N/A,49188,0,172.64.193.9,518,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,16273,·······A····,443,N/A,1663875314.837852000,1,54,1196127284,tcp,8
N/A,443,0,10.169.169.63,5072,0,N/A,34.233.177.197,0,20,01:01:08:0a:33:7e:d0:10:da:ec:e1:d2,MacOS,N/A,N/A,32,16274,·······AP···,49182,N/A,1663875314.838599000,1,64,2533744402,tcp,2048
N/A,49169,0,52.71.174.251,2483,0,N/A,10.169.169.63,0,20,01:01:08:0a:e5:53:d2:91:1a:c4:b8:2e,MacOS,N/A,N/A,32,16275,·······A····,443,N/A,1663875314.839126000,1,232,3033764702,tcp,136
N/A,49169,0,52.71.174.251,2483,0,N/A,10.169.169.63,0,20,01:01:08:0a:e5:53:d2:91:1a:c4:b8:2e,MacOS,N/A,N/A,32,16276,·······A····,443,N/A,1663875314.839254000,1,232,3033766150,tcp,136
