PACKET_NO,KNOWN_HOST_DEVICE,DST_IP,SRC_IP,PACKET_SIZE,TIMESTAMP,TTL,DF_FLAG,MF_FLAG,IP_FRAG_OFF,PROTOCOL,SRC_PORT,DST_PORT,SUB_PROTOCOL 
2081,windows,10.169.169.21,104.16.85.20,20,1663877126.020118000,53,1,0,0,udp,443,49476,quic
2082,windows,10.169.169.21,104.16.148.64,20,1663877126.023041000,53,1,0,0,tcp,443,51292,
2083,windows,10.169.169.21,104.16.148.64,20,1663877126.025079000,53,1,0,0,tcp,443,51292,tls
2084,windows,104.16.148.64,10.169.169.21,20,1663877126.025817000,128,1,0,0,tcp,51292,443,tls
2085,windows,104.16.148.64,10.169.169.21,20,1663877126.026267000,128,1,0,0,tcp,51292,443,tls
2086,windows,104.16.148.64,10.169.169.21,20,1663877126.026717000,128,1,0,0,tcp,51292,443,tls
2087,windows,10.169.169.21,104.16.85.20,20,1663877126.026920000,53,0,0,0,udp,443,49476,quic
2088,windows,104.16.85.20,10.169.169.21,20,1663877126.027520000,128,1,0,0,udp,49476,443,quic
2089,windows,10.169.169.21,104.16.85.20,20,1663877126.027526000,53,0,0,0,udp,443,49476,quic
2090,windows,10.169.169.21,104.16.148.64,20,1663877126.029450000,53,1,0,0,tcp,443,51292,
2091,windows,10.169.169.21,104.16.148.64,20,1663877126.029624000,53,1,0,0,tcp,443,51292,tls
2092,windows,10.169.169.21,104.16.148.64,20,1663877126.030121000,53,1,0,0,tcp,443,51292,
2093,windows,10.169.169.21,104.16.148.64,20,1663877126.030527000,53,1,0,0,tcp,443,51292,
2094,windows,10.169.169.21,104.16.148.64,20,1663877126.030892000,53,1,0,0,tcp,443,51292,tls
2095,windows,104.16.148.64,10.169.169.21,20,1663877126.031001000,128,1,0,0,tcp,51292,443,tls
2096,windows,10.169.169.21,104.16.148.64,20,1663877126.045561000,53,1,0,0,tcp,443,51292,tls
2097,windows,104.16.148.64,10.169.169.21,20,1663877126.045702000,128,1,0,0,tcp,51292,443,
2098,windows,10.169.169.21,104.16.148.64,20,1663877126.045900000,53,1,0,0,tcp,443,51292,tls
2099,windows,10.169.169.21,104.16.148.64,20,1663877126.046762000,53,1,0,0,tcp,443,51292,tls
2100,windows,104.16.148.64,10.169.169.21,20,1663877126.046907000,128,1,0,0,tcp,51292,443,
2101,windows,104.16.85.20,10.169.169.21,20,1663877126.052981000,128,1,0,0,udp,49476,443,quic
2102,windows,104.16.148.64,10.169.169.21,20,1663877126.245269000,128,1,0,0,tcp,64099,443,tls
2103,windows,151.101.67.5,10.169.169.21,20,1663877126.253188000,128,1,0,0,udp,53389,443,quic
2104,windows,10.169.169.21,151.101.67.5,20,1663877126.257319000,52,1,0,0,udp,443,53389,quic
2105,windows,10.169.169.21,151.101.67.5,20,1663877126.260950000,52,1,0,0,udp,443,53389,quic
2106,windows,151.101.67.5,10.169.169.21,20,1663877126.261139000,128,1,0,0,udp,53389,443,quic
2107,windows,151.101.67.5,10.169.169.21,20,1663877126.265154000,128,1,0,0,udp,53389,443,quic
2108,windows,10.169.169.21,104.16.148.64,20,1663877126.270303000,53,1,0,0,tcp,443,64099,tls
2109,windows,10.169.169.21,104.16.148.64,20,1663877126.270303000,53,1,0,0,tcp,443,64099,tls
2110,windows,104.16.148.64,10.169.169.21,20,1663877126.270509000,128,1,0,0,tcp,64099,443,
2111,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2112,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2113,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2114,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2115,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2116,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2117,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2118,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2119,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2120,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2121,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2122,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2123,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2124,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2125,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2126,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2127,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2128,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2129,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2130,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2131,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2132,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2133,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2134,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2135,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2136,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2137,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2138,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2139,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2140,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2141,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2142,windows,10.169.169.21,104.16.148.64,20,1663877126.278182000,53,1,0,0,tcp,443,64099,tls
2143,windows,104.16.148.64,10.169.169.21,20,1663877126.278920000,128,1,0,0,tcp,64099,443,
2144,windows,10.169.169.21,104.16.148.64,20,1663877126.279284000,53,1,0,0,tcp,443,64099,tls
2145,windows,10.169.169.21,104.16.148.64,20,1663877126.279284000,53,1,0,0,tcp,443,64099,tls
2146,windows,10.169.169.21,104.16.148.64,20,1663877126.279284000,53,1,0,0,tcp,443,64099,tls
2147,windows,10.169.169.21,104.16.148.64,20,1663877126.279284000,53,1,0,0,tcp,443,64099,tls
2148,windows,10.169.169.21,104.16.148.64,20,1663877126.279284000,53,1,0,0,tcp,443,64099,tls
2149,windows,104.16.148.64,10.169.169.21,20,1663877126.279407000,128,1,0,0,tcp,64099,443,
2150,windows,10.169.169.21,104.16.148.64,20,1663877126.281400000,53,1,0,0,tcp,443,64099,tls
2151,windows,104.16.148.64,10.169.169.21,20,1663877126.281560000,128,1,0,0,tcp,64099,443,
2152,windows,10.169.169.21,151.101.67.5,20,1663877126.285606000,52,1,0,0,udp,443,53389,quic
2153,windows,208.67.222.222,10.169.169.21,20,1663877126.319547000,128,0,0,0,udp,49479,443,
2154,windows,10.169.169.21,208.67.222.222,20,1663877126.324158000,53,1,0,0,udp,443,49479,
2155,windows,66.225.223.127,10.169.169.21,20,1663877126.326679000,128,1,0,0,tcp,51293,443,
2156,windows,10.169.169.21,66.225.223.127,20,1663877126.370041000,45,1,0,0,tcp,443,51293,
2157,windows,66.225.223.127,10.169.169.21,20,1663877126.370240000,128,1,0,0,tcp,51293,443,
2158,windows,66.225.223.127,10.169.169.21,20,1663877126.370757000,128,1,0,0,tcp,51293,443,tls
2159,windows,151.101.67.5,10.169.169.21,20,1663877126.388045000,128,1,0,0,udp,53389,443,quic
2160,windows,10.169.169.21,151.101.67.5,20,1663877126.391965000,52,1,0,0,udp,443,53389,quic
2161,windows,10.169.169.21,151.101.67.5,20,1663877126.392210000,52,1,0,0,udp,443,53389,quic
2162,windows,151.101.67.5,10.169.169.21,20,1663877126.395282000,128,1,0,0,udp,53389,443,quic
2163,windows,151.101.67.5,10.169.169.21,20,1663877126.395857000,128,1,0,0,udp,53389,443,quic
2164,windows,151.101.67.5,10.169.169.21,20,1663877126.397006000,128,1,0,0,udp,53389,443,quic
2165,windows,151.101.67.5,10.169.169.21,20,1663877126.400570000,128,1,0,0,udp,53389,443,quic
2166,windows,151.101.67.5,10.169.169.21,20,1663877126.401265000,128,1,0,0,udp,53389,443,quic
2167,windows,10.169.169.21,151.101.67.5,20,1663877126.408901000,52,1,0,0,udp,443,53389,quic
2168,windows,10.169.169.21,151.101.67.5,20,1663877126.408901000,52,1,0,0,udp,443,53389,quic
2169,windows,10.169.169.21,151.101.67.5,20,1663877126.408901000,52,1,0,0,udp,443,53389,quic
2170,windows,151.101.67.5,10.169.169.21,20,1663877126.411816000,128,1,0,0,udp,53389,443,quic
2171,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2172,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2173,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2174,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2175,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2176,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2177,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2178,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2179,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2180,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2181,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2182,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2183,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2184,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2185,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2186,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2187,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2188,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2189,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2190,windows,10.169.169.21,151.101.67.5,20,1663877126.431739000,52,1,0,0,udp,443,53389,quic
2191,windows,10.169.169.21,151.101.67.5,20,1663877126.432477000,52,1,0,0,udp,443,53389,quic
2192,windows,10.169.169.21,66.225.223.127,20,1663877126.432477000,45,1,0,0,tcp,443,51293,tls
2193,windows,10.169.169.21,66.225.223.127,20,1663877126.432477000,45,1,0,0,tcp,443,51293,tls
2194,windows,66.225.223.127,10.169.169.21,20,1663877126.432663000,128,1,0,0,tcp,51293,443,
2195,windows,151.101.67.5,10.169.169.21,20,1663877126.432703000,128,1,0,0,udp,53389,443,quic
2196,windows,10.169.169.21,151.101.67.5,20,1663877126.432874000,52,1,0,0,udp,443,53389,quic
2197,windows,151.101.67.5,10.169.169.21,20,1663877126.433504000,128,1,0,0,udp,53389,443,quic
2198,windows,66.225.223.127,10.169.169.21,20,1663877126.448981000,128,1,0,0,tcp,51293,443,tls
2199,windows,151.101.67.5,10.169.169.21,20,1663877126.483674000,128,1,0,0,udp,53389,443,quic
2200,windows,151.101.67.5,10.169.169.21,20,1663877126.485587000,128,1,0,0,udp,53389,443,quic
2201,windows,151.101.67.5,10.169.169.21,20,1663877126.486487000,128,1,0,0,udp,53389,443,quic
2202,windows,10.169.169.21,151.101.67.5,20,1663877126.487393000,52,1,0,0,udp,443,53389,quic
2203,windows,151.101.67.5,10.169.169.21,20,1663877126.487743000,128,1,0,0,udp,53389,443,quic
2204,windows,10.169.169.21,151.101.67.5,20,1663877126.487778000,52,1,0,0,udp,443,53389,quic
2205,windows,10.169.169.21,151.101.67.5,20,1663877126.487778000,52,1,0,0,udp,443,53389,quic
2206,windows,151.101.67.5,10.169.169.21,20,1663877126.488140000,128,1,0,0,udp,53389,443,quic
2207,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2208,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2209,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2210,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2211,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2212,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2213,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2214,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2215,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2216,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2217,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2218,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2219,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2220,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2221,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2222,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2223,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2224,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2225,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2226,windows,10.169.169.21,151.101.67.5,20,1663877126.489620000,52,1,0,0,udp,443,53389,quic
2227,windows,151.101.67.5,10.169.169.21,20,1663877126.490005000,128,1,0,0,udp,53389,443,quic
2228,windows,151.101.67.5,10.169.169.21,20,1663877126.490400000,128,1,0,0,udp,53389,443,quic
2229,windows,151.101.67.5,10.169.169.21,20,1663877126.490586000,128,1,0,0,udp,53389,443,quic
2230,windows,151.101.67.5,10.169.169.21,20,1663877126.491566000,128,1,0,0,udp,53389,443,quic
2231,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2232,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2233,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2234,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2235,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2236,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2237,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2238,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2239,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2240,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2241,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2242,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2243,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2244,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2245,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2246,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2247,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2248,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2249,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2250,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2251,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2252,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2253,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2254,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2255,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2256,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2257,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2258,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2259,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2260,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2261,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2262,windows,10.169.169.21,151.101.67.5,20,1663877126.492487000,52,1,0,0,udp,443,53389,quic
2263,windows,10.169.169.21,151.101.67.5,20,1663877126.493373000,52,1,0,0,udp,443,53389,quic
2264,windows,10.169.169.21,151.101.67.5,20,1663877126.493373000,52,1,0,0,udp,443,53389,quic
2265,windows,151.101.67.5,10.169.169.21,20,1663877126.493989000,128,1,0,0,udp,53389,443,quic
2266,windows,151.101.67.5,10.169.169.21,20,1663877126.494294000,128,1,0,0,udp,53389,443,quic
2267,windows,151.101.67.5,10.169.169.21,20,1663877126.494507000,128,1,0,0,udp,53389,443,quic
2268,windows,151.101.67.5,10.169.169.21,20,1663877126.495947000,128,1,0,0,udp,53389,443,quic
2269,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2270,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2271,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2272,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2273,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2274,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2275,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2276,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2277,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2278,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2279,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2280,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2281,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2282,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2283,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2284,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2285,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2286,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2287,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2288,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2289,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2290,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2291,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2292,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2293,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2294,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2295,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2296,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2297,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2298,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2299,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2300,windows,10.169.169.21,151.101.67.5,20,1663877126.499446000,52,1,0,0,udp,443,53389,quic
2301,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2302,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2303,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2304,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2305,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2306,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2307,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2308,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2309,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2310,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2311,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2312,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2313,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2314,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2315,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2316,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2317,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2318,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2319,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2320,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2321,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2322,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2323,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2324,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2325,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2326,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2327,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2328,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2329,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2330,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2331,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2332,windows,10.169.169.21,151.101.67.5,20,1663877126.500701000,52,1,0,0,udp,443,53389,quic
2333,windows,151.101.67.5,10.169.169.21,20,1663877126.501381000,128,1,0,0,udp,53389,443,quic
2334,windows,10.169.169.21,151.101.67.5,20,1663877126.501999000,52,1,0,0,udp,443,53389,quic
2335,windows,10.169.169.21,151.101.67.5,20,1663877126.501999000,52,1,0,0,udp,443,53389,quic
2336,windows,10.169.169.21,151.101.67.5,20,1663877126.501999000,52,1,0,0,udp,443,53389,quic
2337,windows,10.169.169.21,151.101.67.5,20,1663877126.501999000,52,1,0,0,udp,443,53389,quic
2338,windows,10.169.169.21,151.101.67.5,20,1663877126.501999000,52,1,0,0,udp,443,53389,quic
2339,windows,10.169.169.21,151.101.67.5,20,1663877126.501999000,52,1,0,0,udp,443,53389,quic
2340,windows,10.169.169.21,151.101.67.5,20,1663877126.501999000,52,1,0,0,udp,443,53389,quic
2341,windows,10.169.169.21,151.101.67.5,20,1663877126.501999000,52,1,0,0,udp,443,53389,quic
2342,windows,10.169.169.21,151.101.67.5,20,1663877126.501999000,52,1,0,0,udp,443,53389,quic
2343,windows,10.169.169.21,151.101.67.5,20,1663877126.501999000,52,1,0,0,udp,443,53389,quic
2344,windows,10.169.169.21,151.101.67.5,20,1663877126.501999000,52,1,0,0,udp,443,53389,quic
2345,windows,10.169.169.21,151.101.67.5,20,1663877126.501999000,52,1,0,0,udp,443,53389,quic
2346,windows,10.169.169.21,151.101.67.5,20,1663877126.501999000,52,1,0,0,udp,443,53389,quic
