PACKET_NO,KNOWN_HOST_DEVICE,DST_IP,SRC_IP,PACKET_SIZE,TIMESTAMP,TTL,DF_FLAG,MF_FLAG,IP_FRAG_OFF,PROTOCOL,SRC_PORT,DST_PORT,SUB_PROTOCOL 
3317,windows,151.101.67.5,10.169.169.21,20,1663877128.304579000,128,1,0,0,udp,53389,443,quic
3318,windows,151.101.67.5,10.169.169.21,20,1663877128.304969000,128,1,0,0,udp,53389,443,quic
3319,windows,151.101.67.5,10.169.169.21,20,1663877128.305576000,128,1,0,0,udp,53389,443,quic
3320,windows,151.101.67.5,10.169.169.21,20,1663877128.305881000,128,1,0,0,udp,53389,443,quic
3321,windows,151.101.67.5,10.169.169.21,20,1663877128.306154000,128,1,0,0,udp,53389,443,quic
3322,windows,151.101.67.5,10.169.169.21,20,1663877128.306695000,128,1,0,0,udp,53389,443,quic
3323,windows,151.101.67.5,10.169.169.21,20,1663877128.308832000,128,1,0,0,udp,53389,443,quic
3324,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3325,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3326,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3327,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3328,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3329,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3330,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3331,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3332,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3333,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3334,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3335,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3336,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3337,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3338,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3339,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3340,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3341,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3342,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3343,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3344,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3345,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3346,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3347,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3348,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3349,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3350,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3351,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3352,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3353,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3354,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3355,windows,10.169.169.21,151.101.67.5,20,1663877128.312230000,52,1,0,0,udp,443,53389,quic
3356,windows,146.75.106.132,10.169.169.21,20,1663877128.312653000,128,1,0,0,tcp,51295,443,tls
3357,windows,10.169.169.21,151.101.67.5,20,1663877128.313448000,52,1,0,0,udp,443,53389,quic
3358,windows,10.169.169.21,151.101.67.5,20,1663877128.313448000,52,1,0,0,udp,443,53389,quic
3359,windows,10.169.169.21,151.101.67.5,20,1663877128.313448000,52,1,0,0,udp,443,53389,quic
3360,windows,10.169.169.21,151.101.67.5,20,1663877128.313448000,52,1,0,0,udp,443,53389,quic
3361,windows,10.169.169.21,151.101.67.5,20,1663877128.313448000,52,1,0,0,udp,443,53389,quic
3362,windows,10.169.169.21,151.101.67.5,20,1663877128.313448000,52,1,0,0,udp,443,53389,quic
3363,windows,10.169.169.21,151.101.67.5,20,1663877128.313448000,52,1,0,0,udp,443,53389,quic
3364,windows,10.169.169.21,151.101.67.5,20,1663877128.313448000,52,1,0,0,udp,443,53389,quic
3365,windows,151.101.67.5,10.169.169.21,20,1663877128.314282000,128,1,0,0,udp,53389,443,quic
3366,windows,208.67.222.222,10.169.169.21,20,1663877128.314491000,128,0,0,0,udp,51568,443,
3367,windows,151.101.67.5,10.169.169.21,20,1663877128.314656000,128,1,0,0,udp,53389,443,quic
3368,windows,151.101.67.5,10.169.169.21,20,1663877128.314962000,128,1,0,0,udp,53389,443,quic
3369,windows,146.75.106.132,10.169.169.21,20,1663877128.315241000,128,1,0,0,tcp,51295,443,tls
3370,windows,151.101.67.5,10.169.169.21,20,1663877128.315826000,128,1,0,0,udp,53389,443,quic
3371,windows,208.67.222.222,10.169.169.21,20,1663877128.315882000,128,0,0,0,udp,51569,443,
3372,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3373,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3374,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3375,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3376,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3377,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3378,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3379,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3380,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3381,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3382,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3383,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3384,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3385,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3386,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3387,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3388,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3389,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3390,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3391,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3392,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3393,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3394,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3395,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3396,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3397,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3398,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3399,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3400,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3401,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3402,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3403,windows,10.169.169.21,151.101.67.5,20,1663877128.316148000,52,1,0,0,udp,443,53389,quic
3404,windows,146.75.106.132,10.169.169.21,20,1663877128.316816000,128,1,0,0,tcp,51295,443,tls
3405,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3406,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3407,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3408,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3409,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3410,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3411,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3412,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3413,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3414,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3415,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3416,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3417,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3418,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3419,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3420,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3421,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3422,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3423,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3424,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3425,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3426,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3427,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3428,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3429,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3430,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3431,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3432,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3433,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3434,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3435,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3436,windows,10.169.169.21,151.101.67.5,20,1663877128.316848000,52,1,0,0,udp,443,53389,quic
3437,windows,151.101.67.5,10.169.169.21,20,1663877128.317292000,128,1,0,0,udp,53389,443,quic
3438,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3439,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3440,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3441,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3442,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3443,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3444,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3445,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3446,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3447,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3448,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3449,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3450,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3451,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3452,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3453,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3454,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3455,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3456,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3457,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3458,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3459,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3460,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3461,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3462,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3463,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3464,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3465,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3466,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3467,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3468,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3469,windows,10.169.169.21,151.101.67.5,20,1663877128.317438000,52,1,0,0,udp,443,53389,quic
3470,windows,151.101.67.5,10.169.169.21,20,1663877128.317627000,128,1,0,0,udp,53389,443,quic
3471,windows,151.101.67.5,10.169.169.21,20,1663877128.317928000,128,1,0,0,udp,53389,443,quic
3472,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3473,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3474,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3475,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3476,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3477,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3478,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3479,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3480,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3481,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3482,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3483,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3484,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3485,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3486,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3487,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3488,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3489,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3490,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3491,windows,10.169.169.21,151.101.67.5,20,1663877128.318057000,52,1,0,0,udp,443,53389,quic
3492,windows,151.101.67.5,10.169.169.21,20,1663877128.318430000,128,1,0,0,udp,53389,443,quic
3493,windows,151.101.67.5,10.169.169.21,20,1663877128.318768000,128,1,0,0,udp,53389,443,quic
3494,windows,151.101.67.5,10.169.169.21,20,1663877128.319034000,128,1,0,0,udp,53389,443,quic
3495,windows,151.101.67.5,10.169.169.21,20,1663877128.320250000,128,1,0,0,udp,53389,443,quic
3496,windows,151.101.67.5,10.169.169.21,20,1663877128.320517000,128,1,0,0,udp,53389,443,quic
3497,windows,151.101.67.5,10.169.169.21,20,1663877128.320703000,128,1,0,0,udp,53389,443,quic
3498,windows,151.101.67.5,10.169.169.21,20,1663877128.320885000,128,1,0,0,udp,53389,443,quic
3499,windows,151.101.67.5,10.169.169.21,20,1663877128.321181000,128,1,0,0,udp,53389,443,quic
3500,windows,151.101.67.5,10.169.169.21,20,1663877128.322376000,128,1,0,0,udp,53389,443,quic
3501,windows,10.169.169.21,151.101.67.5,20,1663877128.338099000,52,1,0,0,udp,443,53389,quic
3502,windows,10.169.169.21,151.101.67.5,20,1663877128.338099000,52,1,0,0,udp,443,53389,quic
3503,windows,10.169.169.21,151.101.67.5,20,1663877128.338099000,52,1,0,0,udp,443,53389,quic
3504,windows,10.169.169.21,151.101.67.5,20,1663877128.338099000,52,1,0,0,udp,443,53389,quic
3505,windows,151.101.67.5,10.169.169.21,20,1663877128.339478000,128,1,0,0,udp,53389,443,quic
3506,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3507,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3508,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3509,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3510,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3511,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3512,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3513,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3514,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3515,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3516,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3517,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3518,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3519,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3520,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3521,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3522,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3523,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3524,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3525,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3526,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3527,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3528,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3529,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3530,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3531,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3532,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3533,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3534,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3535,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3536,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3537,windows,10.169.169.21,151.101.67.5,20,1663877128.343258000,52,1,0,0,udp,443,53389,quic
3538,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3539,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3540,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3541,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3542,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3543,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3544,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3545,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3546,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3547,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3548,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3549,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3550,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3551,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3552,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3553,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3554,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3555,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3556,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3557,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3558,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3559,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3560,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3561,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3562,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3563,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3564,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3565,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3566,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3567,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3568,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3569,windows,10.169.169.21,151.101.67.5,20,1663877128.344021000,52,1,0,0,udp,443,53389,quic
3570,windows,151.101.67.5,10.169.169.21,20,1663877128.344303000,128,1,0,0,udp,53389,443,quic
3571,windows,10.169.169.21,151.101.67.5,20,1663877128.344531000,52,1,0,0,udp,443,53389,quic
3572,windows,10.169.169.21,151.101.67.5,20,1663877128.344531000,52,1,0,0,udp,443,53389,quic
3573,windows,10.169.169.21,151.101.67.5,20,1663877128.344531000,52,1,0,0,udp,443,53389,quic
3574,windows,10.169.169.21,151.101.67.5,20,1663877128.344531000,52,1,0,0,udp,443,53389,quic
3575,windows,10.169.169.21,151.101.67.5,20,1663877128.344531000,52,1,0,0,udp,443,53389,quic
3576,windows,10.169.169.21,151.101.67.5,20,1663877128.344531000,52,1,0,0,udp,443,53389,quic
3577,windows,10.169.169.21,151.101.67.5,20,1663877128.344531000,52,1,0,0,udp,443,53389,quic
3578,windows,10.169.169.21,151.101.67.5,20,1663877128.344531000,52,1,0,0,udp,443,53389,quic
3579,windows,10.169.169.21,151.101.67.5,20,1663877128.344531000,52,1,0,0,udp,443,53389,quic
3580,windows,10.169.169.21,151.101.67.5,20,1663877128.344531000,52,1,0,0,udp,443,53389,quic
3581,windows,10.169.169.21,151.101.67.5,20,1663877128.344531000,52,1,0,0,udp,443,53389,quic
3582,windows,10.169.169.21,151.101.67.5,20,1663877128.344531000,52,1,0,0,udp,443,53389,quic
