TLS_EXTENSION_SIG_ALGS,TLS_CIPHER_SUITES,IP_FRAG_OFF,TCP_OPTIONS,TCP_ACK,TIMESTAMP,TTL,DF_FLAG,TCP_SEQ,MF_FLAG,PROTOCOL,SUB_PROTOCOL,TCP_WINDOW_SIZE,PACKET_NO,DST_PORT,TCP_FLAGS,TLS_VERSION,HTTP_USER_AGENT,SRC_PORT,DST_IP,SRC_IP,PACKET_SIZE,TCP_HDR_LEN,KNOWN_HOST_DEVICE,TCP_URP 
N/A,N/A,0,N/A,131434,1663877519.344852000,128,1,2356764448,0,tcp,N/A,513,6239,443,·······A····,N/A,N/A,1221,128.95.155.198,10.169.161.162,20,20,Windows,0
N/A,N/A,0,N/A,32323,1663877519.344907000,128,1,3893712929,0,tcp,N/A,514,6240,443,·······A····,N/A,N/A,1232,52.92.133.2,10.169.161.162,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206014094,0,tcp,N/A,251,6241,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206015526,0,tcp,N/A,251,6242,1232,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206016958,0,tcp,N/A,251,6243,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206018390,0,tcp,N/A,251,6244,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206019822,0,tcp,N/A,251,6245,1232,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206021254,0,tcp,N/A,251,6246,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206022686,0,tcp,N/A,251,6247,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206024118,0,tcp,N/A,251,6248,1232,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206025550,0,tcp,N/A,251,6249,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206026982,0,tcp,N/A,251,6250,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206028414,0,tcp,N/A,251,6251,1232,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206029846,0,tcp,N/A,251,6252,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206031278,0,tcp,N/A,251,6253,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206032710,0,tcp,N/A,251,6254,1232,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206034142,0,tcp,N/A,251,6255,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206035574,0,tcp,N/A,251,6256,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206037006,0,tcp,N/A,251,6257,1232,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206038438,0,tcp,N/A,251,6258,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206039870,0,tcp,N/A,251,6259,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206041302,0,tcp,N/A,251,6260,1232,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206042734,0,tcp,N/A,251,6261,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.348213000,222,1,3206044166,0,tcp,N/A,251,6262,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,63827,1663877519.348323000,128,1,3893712929,0,tcp,N/A,514,6263,443,·······A····,N/A,N/A,1232,52.92.133.2,10.169.161.162,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.349758000,222,1,3206045598,0,tcp,N/A,251,6264,1232,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.349758000,222,1,3206047030,0,tcp,N/A,251,6265,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.349758000,222,1,3206048462,0,tcp,N/A,251,6266,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.349758000,222,1,3206049894,0,tcp,N/A,251,6267,1232,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.349758000,222,1,3206051326,0,tcp,N/A,251,6268,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.349758000,222,1,3206052758,0,tcp,N/A,251,6269,1232,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,72419,1663877519.349804000,128,1,3893712929,0,tcp,N/A,514,6270,443,·······A····,N/A,N/A,1232,52.92.133.2,10.169.161.162,20,20,Windows,0
N/A,N/A,0,N/A,1355,1663877519.351364000,222,1,3206054190,0,tcp,N/A,251,6271,1232,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1361,1663877519.356903000,217,1,2264903361,0,tcp,N/A,124,6272,1230,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1361,1663877519.356903000,217,1,2264904793,0,tcp,N/A,124,6273,1230,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1361,1663877519.356903000,217,1,2264906225,0,tcp,N/A,124,6274,1230,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,77846,1663877519.356946000,128,1,3667019217,0,tcp,N/A,514,6275,443,·······A····,N/A,N/A,1230,52.92.133.2,10.169.161.162,20,20,Windows,0
N/A,N/A,0,N/A,1361,1663877519.358390000,217,1,2264907657,0,tcp,N/A,124,6276,1230,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1361,1663877519.358390000,217,1,2264909089,0,tcp,N/A,124,6277,1230,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1361,1663877519.358390000,217,1,2264910521,0,tcp,N/A,124,6278,1230,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.358390000,222,1,413212316,0,tcp,N/A,251,6279,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.358390000,222,1,413213748,0,tcp,N/A,251,6280,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.358390000,222,1,413215180,0,tcp,N/A,251,6281,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,82142,1663877519.358444000,128,1,3667019217,0,tcp,N/A,514,6282,443,·······A····,N/A,N/A,1230,52.92.133.2,10.169.161.162,20,20,Windows,0
N/A,N/A,0,N/A,80873,1663877519.358488000,128,1,1806699771,0,tcp,N/A,514,6283,443,·······A····,N/A,N/A,1231,52.92.133.2,10.169.161.162,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.359295000,222,1,413216612,0,tcp,N/A,251,6284,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.359295000,222,1,2943193647,0,tcp,N/A,251,6285,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.359295000,222,1,2943195079,0,tcp,N/A,251,6286,1229,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.359295000,222,1,2943196511,0,tcp,N/A,251,6287,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.359295000,222,1,2943197943,0,tcp,N/A,251,6288,1229,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.359295000,222,1,2943199375,0,tcp,N/A,251,6289,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.359295000,222,1,2943200807,0,tcp,N/A,251,6290,1229,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1361,1663877519.359295000,217,1,2264911953,0,tcp,N/A,124,6291,1230,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,82305,1663877519.359342000,128,1,1806699771,0,tcp,N/A,514,6292,443,·······A····,N/A,N/A,1231,52.92.133.2,10.169.161.162,20,20,Windows,0
N/A,N/A,0,N/A,85323,1663877519.359378000,128,1,4255260074,0,tcp,N/A,514,6293,443,·······A····,N/A,N/A,1229,52.92.133.2,10.169.161.162,20,20,Windows,0
N/A,N/A,0,N/A,1361,1663877519.359573000,217,1,2264913385,0,tcp,N/A,124,6294,1230,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,85006,1663877519.359596000,128,1,3667019217,0,tcp,N/A,514,6295,443,·······A····,N/A,N/A,1230,52.92.133.2,10.169.161.162,20,20,Windows,0
N/A,N/A,0,N/A,110745,1663877519.371336000,128,1,122890190,0,tcp,N/A,509,6296,443,·······A····,N/A,N/A,1222,128.95.155.198,10.169.161.162,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.376015000,222,1,413218044,0,tcp,N/A,251,6297,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.376364000,222,1,413219476,0,tcp,N/A,251,6298,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.376364000,222,1,413220908,0,tcp,N/A,251,6299,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,86601,1663877519.376452000,128,1,1806699771,0,tcp,N/A,514,6300,443,·······A····,N/A,N/A,1231,52.92.133.2,10.169.161.162,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.379105000,222,1,413222340,0,tcp,N/A,251,6301,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.379105000,222,1,413223772,0,tcp,N/A,251,6302,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.379105000,222,1,413225204,0,tcp,N/A,251,6303,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.379105000,222,1,413226636,0,tcp,N/A,251,6304,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.379105000,222,1,413228068,0,tcp,N/A,251,6305,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.379105000,222,1,413229500,0,tcp,N/A,251,6306,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.379105000,222,1,413230932,0,tcp,N/A,251,6307,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.379105000,222,1,413232364,0,tcp,N/A,251,6308,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.379105000,222,1,413233796,0,tcp,N/A,251,6309,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.379105000,222,1,413235228,0,tcp,N/A,251,6310,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.379105000,222,1,413236660,0,tcp,N/A,251,6311,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.379105000,222,1,413238092,0,tcp,N/A,251,6312,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.379105000,222,1,413239524,0,tcp,N/A,251,6313,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.379105000,222,1,413240956,0,tcp,N/A,251,6314,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.379105000,222,1,413242388,0,tcp,N/A,251,6315,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.379105000,222,1,413243820,0,tcp,N/A,251,6316,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,109513,1663877519.379308000,128,1,1806699771,0,tcp,N/A,514,6317,443,·······A····,N/A,N/A,1231,52.92.133.2,10.169.161.162,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413245252,0,tcp,N/A,251,6318,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413246684,0,tcp,N/A,251,6319,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413248116,0,tcp,N/A,251,6320,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413249548,0,tcp,N/A,251,6321,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413250980,0,tcp,N/A,251,6322,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413252412,0,tcp,N/A,251,6323,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413253844,0,tcp,N/A,251,6324,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413255276,0,tcp,N/A,251,6325,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413256708,0,tcp,N/A,251,6326,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413258140,0,tcp,N/A,251,6327,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413259572,0,tcp,N/A,251,6328,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413261004,0,tcp,N/A,251,6329,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413262436,0,tcp,N/A,251,6330,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413263868,0,tcp,N/A,251,6331,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413265300,0,tcp,N/A,251,6332,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413266732,0,tcp,N/A,251,6333,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413268164,0,tcp,N/A,251,6334,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413269596,0,tcp,N/A,251,6335,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413271028,0,tcp,N/A,251,6336,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413272460,0,tcp,N/A,251,6337,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413273892,0,tcp,N/A,251,6338,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413275324,0,tcp,N/A,251,6339,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413276756,0,tcp,N/A,251,6340,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413278188,0,tcp,N/A,251,6341,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413279620,0,tcp,N/A,251,6342,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413281052,0,tcp,N/A,251,6343,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413282484,0,tcp,N/A,251,6344,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413283916,0,tcp,N/A,251,6345,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413285348,0,tcp,N/A,251,6346,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413286780,0,tcp,N/A,251,6347,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413288212,0,tcp,N/A,251,6348,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387061000,222,1,413289644,0,tcp,N/A,251,6349,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,155337,1663877519.387535000,128,1,1806699771,0,tcp,N/A,514,6350,443,·······A····,N/A,N/A,1231,52.92.133.2,10.169.161.162,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387902000,222,1,413291076,0,tcp,N/A,251,6351,1231,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1360,1663877519.387902000,222,1,413292508,0,tcp,N/A,251,6352,1231,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943202239,0,tcp,N/A,251,6353,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943203671,0,tcp,N/A,251,6354,1229,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943205103,0,tcp,N/A,251,6355,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943206535,0,tcp,N/A,251,6356,1229,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943207967,0,tcp,N/A,251,6357,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943209399,0,tcp,N/A,251,6358,1229,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943210831,0,tcp,N/A,251,6359,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943212263,0,tcp,N/A,251,6360,1229,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943213695,0,tcp,N/A,251,6361,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943215127,0,tcp,N/A,251,6362,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943216559,0,tcp,N/A,251,6363,1229,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943217991,0,tcp,N/A,251,6364,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943219423,0,tcp,N/A,251,6365,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943220855,0,tcp,N/A,251,6366,1229,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943222287,0,tcp,N/A,251,6367,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943223719,0,tcp,N/A,251,6368,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943225151,0,tcp,N/A,251,6369,1229,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943226583,0,tcp,N/A,251,6370,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943228015,0,tcp,N/A,251,6371,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943229447,0,tcp,N/A,251,6372,1229,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943230879,0,tcp,N/A,251,6373,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943232311,0,tcp,N/A,251,6374,1229,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943233743,0,tcp,N/A,251,6375,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943235175,0,tcp,N/A,251,6376,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943236607,0,tcp,N/A,251,6377,1229,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943238039,0,tcp,N/A,251,6378,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943239471,0,tcp,N/A,251,6379,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943240903,0,tcp,N/A,251,6380,1229,·······AP···,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943242335,0,tcp,N/A,251,6381,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,1364,1663877519.387902000,222,1,2943243767,0,tcp,N/A,251,6382,1229,·······A····,N/A,N/A,443,10.169.161.162,52.92.133.2,20,20,Windows,0
N/A,N/A,0,N/A,158201,1663877519.388340000,128,1,1806699771,0,tcp,N/A,514,6383,443,·······A····,N/A,N/A,1231,52.92.133.2,10.169.161.162,20,20,Windows,0
N/A,N/A,0,N/A,128283,1663877519.388446000,128,1,4255260074,0,tcp,N/A,514,6384,443,·······A····,N/A,N/A,1229,52.92.133.2,10.169.161.162,20,20,Windows,0
